experiment_id,run_id,spec_hash,git_commit,release_tag,release_url,release_state,result_directory,result_archive_sha256,published_at
A02,analysis-e8537c7e3457,e8537c7e3457e7de2c243d640a6cead671d6b0d850986cace689a28ac9da50f8,d9d445bde58b9dbfa7bbe612187310d50f34a41b,analysis-a02-e8537c7e3457,https://github.com/TANG617/otg_lab/releases/tag/analysis-a02-e8537c7e3457,published,analyses/A02_E03-E05_truth_fd_method_selection/results,a9304ed10efe77024656d92801a9614b36162d710d119261cc0a483facf3a5dd,2026-07-30T11:50:21Z
