method_id,family,dt_s,q,branch,rho,acceleration_rad_s2,jerk_rad_s3,critical_velocity_rad_s,prediction_horizon_steps,minimum_duration_steps,minimum_duration_enabled,completed,failure_layer,failure_reason,valid_cycles,total_cycles,rest_to_rest_pulse_fraction,stop_go_event_rate_hz,endpoint_stop_fraction,profile_peak_velocity_to_reference_median,profile_velocity_ripple_to_reference_median,profile_velocity_ripple_to_reference_p95,profile_min_abs_velocity_to_reference_p05,profile_near_zero_cycle_fraction,position_rmse,lag_s,profile_exact_fraction,profile_constraint_violation_count,fallback_rate,solver_failure_count,deadline_miss_rate
pv_lambda_0p75,velocity_fraction,0.0050000000000000001,1.05,jerk_limited,1.1000000000000001,5.25,4000,0.0031250000000000002,1,1,true,true,,,200,200,0,0,0,1.0658096196966795,0.31580961969667937,0.31580961969705595,0.74999999999967704,0,3.4623834872119819e-19,0,1,0,0,0,0
pv_lambda_1p0,velocity_fraction,0.0050000000000000001,1.05,jerk_limited,1.1000000000000001,5.25,4000,0.0031250000000000002,1,1,true,true,,,200,200,0,0,0,1,0,0,1,0,3.9273714818787801e-14,0,1,0,0,0,0
pv_lambda_1p25,velocity_fraction,0.0050000000000000001,1.05,jerk_limited,1.1000000000000001,5.25,4000,0.0031250000000000002,1,1,true,true,,,200,200,0,0,0,1.25,0.31580961969667937,0.31580961969732535,0.93419038030294399,0,3.6866036204816754e-19,0,1,0,0,0,0
pv_random_sign,negative_control,0.0050000000000000001,1.05,jerk_limited,1.1000000000000001,5.25,4000,0.0031250000000000002,1,1,true,true,,,200,200,0,0,0,2.1336553493709967,3.0670424460516101,3.4102717355503804,0,0.66942148760330578,2.2826559199935104e-06,0,1,0,0,0,0
p_lookahead_h0,position_lookahead,0.0050000000000000001,1.05,jerk_limited,1.1000000000000001,5.25,4000,0.0031250000000000002,0,1,true,true,,,200,200,0,0,0,1.937458612302853,1.9374586123028525,1.9374586123030333,0,0.63636363636363635,1.8423368305336661e-05,0.0050000000000000044,1,0,0,0,0
p_lookahead_h1,position_lookahead,0.0050000000000000001,1.05,jerk_limited,1.1000000000000001,5.25,4000,0.0031250000000000002,1,1,true,true,,,200,200,0,0,0,1.9374586123028836,1.937458612302885,1.9374586123030297,0,0.62809917355371903,1.3156550264223127e-06,0,1,0,0,0,0
p_lookahead_h2,position_lookahead,0.0050000000000000001,1.05,jerk_limited,1.1000000000000001,5.25,4000,0.0031250000000000002,2,1,true,true,,,200,200,0,0,0,1.9374586123028577,1.9374586123028577,1.9374586123030373,0,0.60330578512396693,1.5949204513808645e-05,-0.0050000000000000044,1,0,0,0,0
p_lookahead_h5,position_lookahead,0.0050000000000000001,1.05,jerk_limited,1.1000000000000001,5.25,4000,0.0031250000000000002,5,1,true,true,,,200,200,0,0,0,1.9374586123028741,1.9374586123028747,1.9374586123030391,0,0.57851239669421484,6.7504738280763953e-05,-0.020000000000000018,1,0,0,0,0
p_min_duration_off,minimum_duration,0.0050000000000000001,1.05,jerk_limited,1.1000000000000001,5.25,4000,0.0031250000000000002,1,0,false,true,,,200,200,0,0,0,1.937458612302853,1.9374586123028521,1.9374586123030333,0,0.62809917355371903,1.3135483568218243e-06,0,1,0,0,0,0
p_min_duration_1dt,minimum_duration,0.0050000000000000001,1.05,jerk_limited,1.1000000000000001,5.25,4000,0.0031250000000000002,1,1,true,true,,,200,200,0,0,0,1.937458612302853,1.9374586123028521,1.9374586123030333,0,0.62809917355371903,1.3135483568218243e-06,0,1,0,0,0,0
p_min_duration_2dt,minimum_duration,0.0050000000000000001,1.05,jerk_limited,1.1000000000000001,5.25,4000,0.0031250000000000002,1,2,true,true,,,200,200,0,0,0,0.99999999999999245,0,0,0.99999999999999245,0,1.4000852212580335e-05,0.0050000000000000044,1,0,0,0,0
p_min_duration_5dt,minimum_duration,0.0050000000000000001,1.05,jerk_limited,1.1000000000000001,5.25,4000,0.0031250000000000002,1,5,true,true,,,200,200,0,0,0,1.0000000000000688,1.7286677140243061e-12,4.4726644476462072e-06,0.99997888230105592,0,6.5563179953945404e-05,0.020000000000000018,1,0,0,0,0
p_only_current,core,0.0050000000000000001,2,jerk_limited,0.5,10,4000,0.0031250000000000002,1,1,true,true,,,200,200,1,199.99999999999983,1,1.9999999999999167,2.0000000000001217,2.0000000000003273,0,1,7.8125000000000239e-06,0.0050000000000000044,1,0,0,0,0
p_only_scheduled,core,0.0050000000000000001,2,jerk_limited,0.5,10,4000,0.0031250000000000002,1,1,true,true,,,200,200,1,199.99999999999983,1,1.9999999999999167,2.0000000000001217,2.0000000000003273,0,1,1.3895403313490759e-19,0,1,0,0,0,0
pv_oracle,core,0.0050000000000000001,2,jerk_limited,0.5,10,4000,0.0031250000000000002,1,1,true,true,,,200,200,0,0,0,1,0,0,1,0,5.4435887254213621e-19,0,1,0,0,0,0
pv_future_o1,raw_causal_diagnostic,0.0050000000000000001,2,jerk_limited,0.5,10,4000,0.0031250000000000002,1,1,true,true,,,200,200,0,0,0,1.0000000000000009,0,1.1102230246251565e-13,0.99999999999991762,0.024793388429752067,1.4746908568130339e-18,0,1,0,0,0,0
pv_future_o1_deadband,core,0.0050000000000000001,2,jerk_limited,0.5,10,4000,0.0031250000000000002,1,1,true,true,,,200,200,0,0,0,1,0,0,1,0,6.8368780445859051e-19,0,1,0,0,0,0
pv_lambda_m1p0,velocity_fraction,0.0050000000000000001,2,jerk_limited,0.5,10,4000,0.0031250000000000002,1,1,true,true,,,200,200,0,0,0,2.9999999999998286,4.0000000000001856,4.0000000000006724,0,1,1.3798936740724602e-19,0,1,0,0,0,0
pv_lambda_0p0,velocity_fraction,0.0050000000000000001,2,jerk_limited,0.5,10,4000,0.0031250000000000002,1,1,true,true,,,200,200,1,199.99999999999983,1,1.9999999999999163,2.0000000000001217,2.0000000000003268,0,1,1.4325703121544099e-19,0,1,0,0,0,0
pv_lambda_0p25,velocity_fraction,0.0050000000000000001,2,jerk_limited,0.5,10,4000,0.0031250000000000002,1,1,true,true,,,200,200,0,0,0,1.2499999999999574,0.99999999999995737,1.0000000000006681,0.24999999999928926,0,1.3621792851959684e-19,0,1,0,0,0,0
pv_lambda_0p5,velocity_fraction,0.0050000000000000001,2,jerk_limited,0.5,10,4000,0.0031250000000000002,1,1,true,true,,,200,200,0,0,0,1.1229062794405926,0.62290627944116339,0.62290627944145327,0.49999999999928918,0,1.080836818771945e-19,0,1,0,0,0,0
pv_lambda_0p75,velocity_fraction,0.0050000000000000001,2,jerk_limited,0.5,10,4000,0.0031250000000000002,1,1,true,true,,,200,200,0,0,0,1.0388004549892178,0.28880045498921786,0.28880045498973744,0.75000000000000011,0,7.0629574855337507e-09,0,1,0,0,0,0
pv_lambda_1p0,velocity_fraction,0.0050000000000000001,2,jerk_limited,0.5,10,4000,0.0031250000000000002,1,1,true,true,,,200,200,0,0,0,1,0,0,1,0,5.4435887254213621e-19,0,1,0,0,0,0
pv_lambda_1p25,velocity_fraction,0.0050000000000000001,2,jerk_limited,0.5,10,4000,0.0031250000000000002,1,1,true,true,,,200,200,0,0,0,1.25,0.28880045498947765,0.28880045499025714,0.96119954500974281,0,7.0629574856672602e-09,0,1,0,0,0,0
pv_random_sign,negative_control,0.0050000000000000001,2,jerk_limited,0.5,10,4000,0.0031250000000000002,1,1,true,true,,,200,200,0,0,0,1.5678415946360662,2.5678415946354871,4.0000000000005445,0,0.76033057851239672,2.4066342329078815e-09,0,1,0,0,0,0
p_lookahead_h0,position_lookahead,0.0050000000000000001,2,jerk_limited,0.5,10,4000,0.0031250000000000002,0,1,true,true,,,200,200,1,199.99999999999983,1,1.9999999999999167,2.0000000000001217,2.0000000000003273,0,1,7.8125000000000239e-06,0.0050000000000000044,1,0,0,0,0
p_lookahead_h1,position_lookahead,0.0050000000000000001,2,jerk_limited,0.5,10,4000,0.0031250000000000002,1,1,true,true,,,200,200,1,199.99999999999983,1,1.9999999999999163,2.0000000000001217,2.0000000000003268,0,1,1.4325703121544099e-19,0,1,0,0,0,0
p_lookahead_h2,position_lookahead,0.0050000000000000001,2,jerk_limited,0.5,10,4000,0.0031250000000000002,2,1,true,true,,,200,200,1,199.99999999999983,1,1.9999999999999163,2.0000000000001208,2.0000000000003268,0,1,7.8124999999999917e-06,-0.0050000000000000044,1,0,0,0,0
p_lookahead_h5,position_lookahead,0.0050000000000000001,2,jerk_limited,0.5,10,4000,0.0031250000000000002,5,1,true,true,,,200,200,1,199.99999999999983,1,1.9999999999999163,2.0000000000001217,2.0000000000003268,0,1,3.1250000000000014e-05,-0.020000000000000018,1,0,0,0,0
p_min_duration_off,minimum_duration,0.0050000000000000001,2,jerk_limited,0.5,10,4000,0.0031250000000000002,1,0,false,true,,,200,200,1,199.99999999999983,1,2.5198420997898023,2.5198420997899533,2.5198420997903814,0,1,1.395644397330698e-19,0,1,0,0,0,0
p_min_duration_1dt,minimum_duration,0.0050000000000000001,2,jerk_limited,0.5,10,4000,0.0031250000000000002,1,1,true,true,,,200,200,1,199.99999999999983,1,1.9999999999999167,2.0000000000001217,2.0000000000003273,0,1,1.3895403313490759e-19,0,1,0,0,0,0
p_min_duration_2dt,minimum_duration,0.0050000000000000001,2,jerk_limited,0.5,10,4000,0.0031250000000000002,1,2,true,true,,,200,200,0,0,0,0.999999999999997,0,0,0.999999999999997,0,6.835937500000577e-06,0.0050000000000000044,1,0,0,0,0
p_min_duration_5dt,minimum_duration,0.0050000000000000001,2,jerk_limited,0.5,10,4000,0.0031250000000000002,1,5,true,true,,,200,200,0,0,0,1.0000000751215361,1.5033067513048337e-07,5.5196756737485586e-06,0.99997343817119999,0,3.0273334559398214e-05,0.020000000000000018,1,0,0,0,0
p_only_current,core,0.0050000000000000001,2,jerk_limited,0.90000000000000002,10,4000,0.0031250000000000002,1,1,true,true,,,200,200,1,199.99999999999983,1,1.9999999999999396,2.0000000000001492,2.0000000000003575,0,1,1.4062500000000096e-05,0.0050000000000000044,1,0,0,0,0
p_only_scheduled,core,0.0050000000000000001,2,jerk_limited,0.90000000000000002,10,4000,0.0031250000000000002,1,1,true,true,,,200,200,1,199.99999999999983,1,1.9999999999999396,2.0000000000001492,2.0000000000003575,0,1,2.4042303260409661e-19,0,1,0,0,0,0
pv_oracle,core,0.0050000000000000001,2,jerk_limited,0.90000000000000002,10,4000,0.0031250000000000002,1,1,true,true,,,200,200,0,0,0,1,1.5419764230904949e-16,1.5419764230904949e-16,0.99999999999999989,0,1.4863543795110593e-18,0,1,0,0,0,0
pv_future_o1,raw_causal_diagnostic,0.0050000000000000001,2,jerk_limited,0.90000000000000002,10,4000,0.0031250000000000002,1,1,true,true,,,200,200,0,0,0,1.0000000000000207,4.6259292692714852e-14,1.5250922244778575,0.23745388776149959,0,4.2060318874692503e-19,0,1,0,0,0,0
pv_future_o1_deadband,core,0.0050000000000000001,2,jerk_limited,0.90000000000000002,10,4000,0.0031250000000000002,1,1,true,true,,,200,200,0,0,0,1,1.5419764230904949e-16,1.5419764230904949e-16,0.99999999999999989,0,3.21960481200529e-15,0,1,0,0,0,0
pv_lambda_m1p0,velocity_fraction,0.0050000000000000001,2,jerk_limited,0.90000000000000002,10,4000,0.0031250000000000002,1,1,true,true,,,200,200,0,0,0,2.5765019304337211,3.5765019304337216,3.5765019304338539,0,1,2.4320734072771282e-06,0,1,0,0,0,0
pv_lambda_0p0,velocity_fraction,0.0050000000000000001,2,jerk_limited,0.90000000000000002,10,4000,0.0031250000000000002,1,1,true,true,,,200,200,1,199.99999999999983,1,1.9999999999999396,2.0000000000001492,2.0000000000003566,0,1,2.4022091148169036e-19,0,1,0,0,0,0
pv_lambda_0p25,velocity_fraction,0.0050000000000000001,2,jerk_limited,0.90000000000000002,10,4000,0.0031250000000000002,1,1,true,true,,,200,200,0,0,0,1.4298489643332171,1.1798489643332175,1.1798489643333248,0.24999999999999967,0,1.4008552843955814e-19,0,1,0,0,0,0
pv_lambda_0p5,velocity_fraction,0.0050000000000000001,2,jerk_limited,0.90000000000000002,10,4000,0.0031250000000000002,1,1,true,true,,,200,200,0,0,0,1.1938567961310791,0.69385679613136331,0.69385679613186835,0.49999999999921058,0,2.7912887946613961e-19,0,1,0,0,0,0
pv_lambda_0p75,velocity_fraction,0.0050000000000000001,2,jerk_limited,0.90000000000000002,10,4000,0.0031250000000000002,1,1,true,true,,,200,200,0,0,0,1.0570744591332073,0.30707445913335424,0.30707445913399706,0.7499999999992103,0,1.8830594019196897e-19,0,1,0,0,0,0
pv_lambda_1p0,velocity_fraction,0.0050000000000000001,2,jerk_limited,0.90000000000000002,10,4000,0.0031250000000000002,1,1,true,true,,,200,200,0,0,0,1,1.5419764230904949e-16,1.5419764230904949e-16,0.99999999999999989,0,1.4863543795110593e-18,0,1,0,0,0,0
pv_lambda_1p25,velocity_fraction,0.0050000000000000001,2,jerk_limited,0.90000000000000002,10,4000,0.0031250000000000002,1,1,true,true,,,200,200,0,0,0,1.2500000000000002,0.30707445913352877,0.30707445913399689,0.94292554086647107,0,2.5455433945507663e-19,0,1,0,0,0,0
pv_random_sign,negative_control,0.0050000000000000001,2,jerk_limited,0.90000000000000002,10,4000,0.0031250000000000002,1,1,true,true,,,200,200,0,0,0,2.1304220845815727,3.130422084581447,3.5765019304337757,0,0.71900826446280997,1.7734402163662418e-06,0,1,0,0,0,0
p_lookahead_h0,position_lookahead,0.0050000000000000001,2,jerk_limited,0.90000000000000002,10,4000,0.0031250000000000002,0,1,true,true,,,200,200,1,199.99999999999983,1,1.9999999999999396,2.0000000000001492,2.0000000000003575,0,1,1.4062500000000096e-05,0.0050000000000000044,1,0,0,0,0
p_lookahead_h1,position_lookahead,0.0050000000000000001,2,jerk_limited,0.90000000000000002,10,4000,0.0031250000000000002,1,1,true,true,,,200,200,1,199.99999999999983,1,1.9999999999999396,2.0000000000001492,2.0000000000003566,0,1,2.4022091148169036e-19,0,1,0,0,0,0
p_lookahead_h2,position_lookahead,0.0050000000000000001,2,jerk_limited,0.90000000000000002,10,4000,0.0031250000000000002,2,1,true,true,,,200,200,1,199.99999999999983,1,1.9999999999999403,2.0000000000001186,2.0000000000003566,0,1,1.4062499999999945e-05,-0.0050000000000000044,1,0,0,0,0
p_lookahead_h5,position_lookahead,0.0050000000000000001,2,jerk_limited,0.90000000000000002,10,4000,0.0031250000000000002,5,1,true,true,,,200,200,1,199.99999999999983,1,1.9999999999999396,2.0000000000001177,2.0000000000003566,0,1,5.6249999999999978e-05,-0.020000000000000018,1,0,0,0,0
p_min_duration_off,minimum_duration,0.0050000000000000001,2,jerk_limited,0.90000000000000002,10,4000,0.0031250000000000002,1,0,false,true,,,200,200,1,199.99999999999983,1,2.071488337302493,2.0714883373026844,2.0714883373029016,0,1,2.3303625478049666e-19,0,1,0,0,0,0
p_min_duration_1dt,minimum_duration,0.0050000000000000001,2,jerk_limited,0.90000000000000002,10,4000,0.0031250000000000002,1,1,true,true,,,200,200,1,199.99999999999983,1,1.9999999999999396,2.0000000000001492,2.0000000000003575,0,1,2.4042303260409661e-19,0,1,0,0,0,0
p_min_duration_2dt,minimum_duration,0.0050000000000000001,2,jerk_limited,0.90000000000000002,10,4000,0.0031250000000000002,1,2,true,true,,,200,200,0,0,0,0.99999999999999378,0,0,0.99999999999999378,0,1.1704147054983149e-05,0.0050000000000000044,1,0,0,0,0
p_min_duration_5dt,minimum_duration,0.0050000000000000001,2,jerk_limited,0.90000000000000002,10,4000,0.0031250000000000002,1,5,true,true,,,200,200,0,0,0,1.0000000000008051,5.9099330367789402e-12,4.7617248927828759e-06,0.99997739095430993,0,5.3891497136795017e-05,0.020000000000000018,1,0,0,0,0
p_only_current,core,0.0050000000000000001,2,jerk_limited,0.98999999999999999,10,4000,0.0031250000000000002,1,1,true,true,,,200,200,1,199.99999999999983,1,1.9803884044369233,1.9803884044369233,2.0000000000002509,0,1,1.5468749999999963e-05,0.0050000000000000044,1,0,0,0,0
p_only_scheduled,core,0.0050000000000000001,2,jerk_limited,0.98999999999999999,10,4000,0.0031250000000000002,1,1,true,true,,,200,200,1,199.99999999999983,1,1.9803884044369233,1.9803884044369233,2.0000000000002509,0,1,2.0199575057828001e-19,0,1,0,0,0,0
pv_oracle,core,0.0050000000000000001,2,jerk_limited,0.98999999999999999,10,4000,0.0031250000000000002,1,1,true,true,,,200,200,0,0,0,1,0,0,1,0,1.0629095268351484e-14,0,1,0,0,0,0
pv_future_o1,raw_causal_diagnostic,0.0050000000000000001,2,jerk_limited,0.98999999999999999,10,4000,0.0031250000000000002,1,1,true,true,,,200,200,0,0,0,1.0000000000000189,4.2053902447922592e-14,1.3864474767984984,0.30677626160072818,0,4.2474036887080958e-19,0,1,0,0,0,0
pv_future_o1_deadband,core,0.0050000000000000001,2,jerk_limited,0.98999999999999999,10,4000,0.0031250000000000002,1,1,true,true,,,200,200,0,0,0,0.99999999999999989,1.4017967482640864e-16,1.4017967482640864e-16,0.99999999999999967,0,1.0627670853468966e-14,0,1,0,0,0,0
pv_lambda_m1p0,velocity_fraction,0.0050000000000000001,2,jerk_limited,0.98999999999999999,10,4000,0.0031250000000000002,1,1,true,true,,,200,200,0,0,0,2.5160108022649914,3.5160108022649914,3.7534834437598561,0,1,4.180780213238887e-06,0,1,0,0,0,0
pv_lambda_0p0,velocity_fraction,0.0050000000000000001,2,jerk_limited,0.98999999999999999,10,4000,0.0031250000000000002,1,1,true,true,,,200,200,1,199.99999999999983,1,1.9803884044369233,1.9803884044369233,2.0000000000002505,0,1,1.8984735150198889e-19,0,1,0,0,0,0
pv_lambda_0p25,velocity_fraction,0.0050000000000000001,2,jerk_limited,0.98999999999999999,10,4000,0.0031250000000000002,1,1,true,true,,,200,200,0,0,0,1.4797043795304232,1.2297043795304234,1.2297043795305813,0.24999999999956221,0,5.6093414760054832e-10,0,1,0,0,0,0
pv_lambda_0p5,velocity_fraction,0.0050000000000000001,2,jerk_limited,0.98999999999999999,10,4000,0.0031250000000000002,1,1,true,true,,,200,200,0,0,0,1.210820221297376,0.71082022129737576,0.71082022129766798,0.49999999999964179,0,2.9205513461452469e-19,0,1,0,0,0,0
pv_lambda_0p75,velocity_fraction,0.0050000000000000001,2,jerk_limited,0.98999999999999999,10,4000,0.0031250000000000002,1,1,true,true,,,200,200,0,0,0,1.0610165908252076,0.31101659082542554,0.31101659082585481,0.74999999999928246,0,2.8447236851611915e-19,0,1,0,0,0,0
pv_lambda_1p0,velocity_fraction,0.0050000000000000001,2,jerk_limited,0.98999999999999999,10,4000,0.0031250000000000002,1,1,true,true,,,200,200,0,0,0,1,0,0,1,0,1.0629095268351484e-14,0,1,0,0,0,0
pv_lambda_1p25,velocity_fraction,0.0050000000000000001,2,jerk_limited,0.98999999999999999,10,4000,0.0031250000000000002,1,1,true,true,,,200,200,0,0,0,1.25,0.31101659082542554,0.31101659082585464,0.93898340917428591,0,2.3716842519873572e-19,0,1,0,0,0,0
pv_random_sign,negative_control,0.0050000000000000001,2,jerk_limited,0.98999999999999999,10,4000,0.0031250000000000002,1,1,true,true,,,200,200,0,0,0,2.207111142281831,3.2026828937577556,3.5160108022649781,0,0.71074380165289253,1.9501313821166643e-06,0,1,0,0,0,0
p_lookahead_h0,position_lookahead,0.0050000000000000001,2,jerk_limited,0.98999999999999999,10,4000,0.0031250000000000002,0,1,true,true,,,200,200,1,199.99999999999983,1,1.9803884044369233,1.9803884044369233,2.0000000000002509,0,1,1.5468749999999963e-05,0.0050000000000000044,1,0,0,0,0
p_lookahead_h1,position_lookahead,0.0050000000000000001,2,jerk_limited,0.98999999999999999,10,4000,0.0031250000000000002,1,1,true,true,,,200,200,1,199.99999999999983,1,1.9803884044369233,1.9803884044369233,2.0000000000002505,0,1,1.8984735150198889e-19,0,1,0,0,0,0
p_lookahead_h2,position_lookahead,0.0050000000000000001,2,jerk_limited,0.98999999999999999,10,4000,0.0031250000000000002,2,1,true,true,,,200,200,0.71900826446280997,143.80165289256186,0.71900826446280997,1.9999999999998399,2.0000000000000728,2.0067114596960223,0,1,1.5461226557181052e-05,-0.0050000000000000044,1,0,0,0,0
p_lookahead_h5,position_lookahead,0.0050000000000000001,2,jerk_limited,0.98999999999999999,10,4000,0.0031250000000000002,5,1,true,true,,,200,200,1,199.99999999999983,1,1.9803884044369233,1.9803884044369233,2.0000000000002509,0,1,6.1875000000000122e-05,-0.020000000000000018,1,0,0,0,0
p_min_duration_off,minimum_duration,0.0050000000000000001,2,jerk_limited,0.98999999999999999,10,4000,0.0031250000000000002,1,0,false,true,,,200,200,1,199.99999999999983,1,2.0067114596959459,2.0067114596960387,2.006711459696219,0,1,2.1594254064233373e-19,0,1,0,0,0,0
p_min_duration_1dt,minimum_duration,0.0050000000000000001,2,jerk_limited,0.98999999999999999,10,4000,0.0031250000000000002,1,1,true,true,,,200,200,1,199.99999999999983,1,1.9803884044369233,1.9803884044369233,2.0000000000002509,0,1,2.0199575057828001e-19,0,1,0,0,0,0
p_min_duration_2dt,minimum_duration,0.0050000000000000001,2,jerk_limited,0.98999999999999999,10,4000,0.0031250000000000002,1,2,true,true,,,200,200,0,0,0,0.99999999999999467,0,0,0.99999999999999467,0,1.2747942420577236e-05,0.0050000000000000044,1,0,0,0,0
p_min_duration_5dt,minimum_duration,0.0050000000000000001,2,jerk_limited,0.98999999999999999,10,4000,0.0031250000000000002,1,5,true,true,,,200,200,0,0,0,1.0000000000000646,1.4619338287646157e-12,4.6262858099663212e-06,0.99997809089026912,0,5.9154031138594161e-05,0.020000000000000018,1,0,0,0,0
p_only_current,core,0.0050000000000000001,2,jerk_limited,1.01,10,4000,0.0031250000000000002,1,1,true,true,,,200,200,0,0,0,1.9933774349546489,1.9933774349546489,1.9933774349547582,0,0.73553719008264462,1.6869557348933899e-05,0.0050000000000000044,1,0,0,0,0
p_only_scheduled,core,0.0050000000000000001,2,jerk_limited,1.01,10,4000,0.0031250000000000002,1,1,true,true,,,200,200,0,0,0,1.9933774349546414,1.9933774349546429,1.9933774349547477,0,0.73553719008264462,1.1474875894589803e-06,0,1,0,0,0,0
pv_oracle,core,0.0050000000000000001,2,jerk_limited,1.01,10,4000,0.0031250000000000002,1,1,true,true,,,200,200,0,0,0,1,0,0,1,0,1.3627387361541857e-14,0,1,0,0,0,0
pv_future_o1,raw_causal_diagnostic,0.0050000000000000001,2,jerk_limited,1.01,10,4000,0.0031250000000000002,1,1,true,true,,,200,200,0,0,0,1.0000000000000244,4.2869997980575346e-14,1.3589930713174863,0.32050346434116744,0,4.6419275617599557e-19,0,1,0,0,0,0
pv_future_o1_deadband,core,0.0050000000000000001,2,jerk_limited,1.01,10,4000,0.0031250000000000002,1,1,true,true,,,200,200,0,0,0,1,0,0,1,0,1.902959939343387e-14,0,1,0,0,0,0
pv_lambda_m1p0,velocity_fraction,0.0050000000000000001,2,jerk_limited,1.01,10,4000,0.0031250000000000002,1,1,true,true,,,200,200,0,0,0,2.5035849799689687,3.5035849799689691,3.9090797442716805,0,1,4.6073659004018008e-06,0,1,0,0,0,0
pv_lambda_0p0,velocity_fraction,0.0050000000000000001,2,jerk_limited,1.01,10,4000,0.0031250000000000002,1,1,true,true,,,200,200,0,0,0,1.9933774349546409,1.9933774349546385,1.9933774349547906,0,0.73553719008264462,1.1453366428617923e-06,0,1,0,0,0,0
pv_lambda_0p25,velocity_fraction,0.0050000000000000001,2,jerk_limited,1.01,10,4000,0.0031250000000000002,1,1,true,true,,,200,200,0,0,0,1.4915341550452896,1.2415341550455017,1.2415341550455754,0.24999999999957509,0,1.5396163029585821e-19,0,1,0,0,0,0
pv_lambda_0p5,velocity_fraction,0.0050000000000000001,2,jerk_limited,1.01,10,4000,0.0031250000000000002,1,1,true,true,,,200,200,0,0,0,1.2146723975616736,0.71467239756191958,0.71467239756195455,0.49999999999964834,0,3.2897294555998914e-19,0,1,0,0,0,0
pv_lambda_0p75,velocity_fraction,0.0050000000000000001,2,jerk_limited,1.01,10,4000,0.0031250000000000002,1,1,true,true,,,200,200,0,0,0,1.0618894696736212,0.31188946967397269,0.31188946967425463,0.74999999999929645,0,2.271249520095529e-19,0,1,0,0,0,0
pv_lambda_1p0,velocity_fraction,0.0050000000000000001,2,jerk_limited,1.01,10,4000,0.0031250000000000002,1,1,true,true,,,200,200,0,0,0,1,0,0,1,0,1.3627387361541857e-14,0,1,0,0,0,0
pv_lambda_1p25,velocity_fraction,0.0050000000000000001,2,jerk_limited,1.01,10,4000,0.0031250000000000002,1,1,true,true,,,200,200,0,0,0,1.25,0.31188946967390291,0.31188946967425463,0.93811053032588487,0,2.4502580549004916e-19,0,1,0,0,0,0
pv_random_sign,negative_control,0.0050000000000000001,2,jerk_limited,1.01,10,4000,0.0031250000000000002,1,1,true,true,,,200,200,0,0,0,2.1950261133508788,3.1492258806482223,3.5035849799689398,0,0.66942148760330578,1.5119328860175024e-06,0,1,0,0,0,0
p_lookahead_h0,position_lookahead,0.0050000000000000001,2,jerk_limited,1.01,10,4000,0.0031250000000000002,0,1,true,true,,,200,200,0,0,0,1.9933774349546489,1.9933774349546489,1.9933774349547582,0,0.73553719008264462,1.6869557348933899e-05,0.0050000000000000044,1,0,0,0,0
p_lookahead_h1,position_lookahead,0.0050000000000000001,2,jerk_limited,1.01,10,4000,0.0031250000000000002,1,1,true,true,,,200,200,0,0,0,1.9933774349546409,1.9933774349546385,1.9933774349547906,0,0.73553719008264462,1.1453366428617923e-06,0,1,0,0,0,0
p_lookahead_h2,position_lookahead,0.0050000000000000001,2,jerk_limited,1.01,10,4000,0.0031250000000000002,2,1,true,true,,,200,200,0,0,0,1.9933774349546187,1.9933774349546181,1.9933774349548148,0,0.63636363636363635,1.4498058761340609e-05,-0.0050000000000000044,1,0,0,0,0
p_lookahead_h5,position_lookahead,0.0050000000000000001,2,jerk_limited,1.01,10,4000,0.0031250000000000002,5,1,true,true,,,200,200,0,0,0,1.9933774349546431,1.9933774349546449,1.9933774349548099,0,0.72727272727272729,6.204926735024157e-05,-0.020000000000000018,1,0,0,0,0
p_min_duration_off,minimum_duration,0.0050000000000000001,2,jerk_limited,1.01,10,4000,0.0031250000000000002,1,0,false,true,,,200,200,0,0,0,1.9933774349546414,1.9933774349546429,1.9933774349547477,0,0.73553719008264462,1.1474875894589803e-06,0,1,0,0,0,0
p_min_duration_1dt,minimum_duration,0.0050000000000000001,2,jerk_limited,1.01,10,4000,0.0031250000000000002,1,1,true,true,,,200,200,0,0,0,1.9933774349546414,1.9933774349546429,1.9933774349547477,0,0.73553719008264462,1.1474875894589803e-06,0,1,0,0,0,0
p_min_duration_2dt,minimum_duration,0.0050000000000000001,2,jerk_limited,1.01,10,4000,0.0031250000000000002,1,2,true,true,,,200,200,0,0,0,0.999999999999996,0,0,0.999999999999996,0,1.2977578689928309e-05,0.0050000000000000044,1,0,0,0,0
p_min_duration_5dt,minimum_duration,0.0050000000000000001,2,jerk_limited,1.01,10,4000,0.0031250000000000002,1,5,true,true,,,200,200,0,0,0,1.0000000000000953,1.6006173284478277e-12,4.5974351131627955e-06,0.99997823972395206,0,6.0321165350305307e-05,0.020000000000000018,1,0,0,0,0
p_only_current,core,0.0050000000000000001,2,jerk_limited,1.1000000000000001,10,4000,0.0031250000000000002,1,1,true,true,,,200,200,0,0,0,1.937458612302853,1.9374586123028525,1.9374586123030333,0,0.63636363636363635,1.8423368305336661e-05,0.0050000000000000044,1,0,0,0,0
p_only_scheduled,core,0.0050000000000000001,2,jerk_limited,1.1000000000000001,10,4000,0.0031250000000000002,1,1,true,true,,,200,200,0,0,0,1.937458612302853,1.9374586123028521,1.9374586123030333,0,0.62809917355371903,1.3135483568218243e-06,0,1,0,0,0,0
pv_oracle,core,0.0050000000000000001,2,jerk_limited,1.1000000000000001,10,4000,0.0031250000000000002,1,1,true,true,,,200,200,0,0,0,1,0,0,1,0,3.9273714818787801e-14,0,1,0,0,0,0
