method_id,family,dt_s,q,branch,rho,acceleration_rad_s2,jerk_rad_s3,critical_velocity_rad_s,prediction_horizon_steps,minimum_duration_steps,minimum_duration_enabled,completed,failure_layer,failure_reason,valid_cycles,total_cycles,rest_to_rest_pulse_fraction,stop_go_event_rate_hz,endpoint_stop_fraction,profile_peak_velocity_to_reference_median,profile_velocity_ripple_to_reference_median,profile_velocity_ripple_to_reference_p95,profile_min_abs_velocity_to_reference_p05,profile_near_zero_cycle_fraction,position_rmse,lag_s,profile_exact_fraction,profile_constraint_violation_count,fallback_rate,solver_failure_count,deadline_miss_rate
p_only_current,core,0.0050000000000000001,0.5,acceleration_limited,0.5,2.5,4000,0.0023437500000000003,1,1,true,true,,,200,200,1,199.99999999999983,1,1.3333333333332764,1.3333333333335131,1.3333333333342239,0,1,5.8593750000000154e-06,0.0050000000000000044,1,0,0,0,0
p_only_scheduled,core,0.0050000000000000001,0.5,acceleration_limited,0.5,2.5,4000,0.0023437500000000003,1,1,true,true,,,200,200,1,199.99999999999983,1,1.3333333333332764,1.3333333333335131,1.3333333333342239,0,1,3.5194328258526819e-20,0,1,0,0,0,0
pv_oracle,core,0.0050000000000000001,0.5,acceleration_limited,0.5,2.5,4000,0.0023437500000000003,1,1,true,true,,,200,200,0,0,0,1,0,0,1,0,3.573193874883605e-19,0,1,0,0,0,0
pv_future_o1,raw_causal_diagnostic,0.0050000000000000001,0.5,acceleration_limited,0.5,2.5,4000,0.0023437500000000003,1,1,true,true,,,200,200,0,0,0,1.00000000000001,2.5905203907920314e-14,3.7377508495713599e-14,0.9999999999999637,0,9.4043276025114463e-19,0,1,0,0,0,0
pv_future_o1_deadband,core,0.0050000000000000001,0.5,acceleration_limited,0.5,2.5,4000,0.0023437500000000003,1,1,true,true,,,200,200,0,0,0,1.0000000000000002,0,0,1.0000000000000002,0,3.4755108887232056e-19,0,1,0,0,0,0
pv_lambda_m1p0,velocity_fraction,0.0050000000000000001,0.5,acceleration_limited,0.5,2.5,4000,0.0023437500000000003,1,1,true,true,,,200,200,0,0,0,3.0000000000001079,4.0000000000001581,4.0000000000003437,0,1,3.7226608845762008e-19,0,1,0,0,0,0
pv_lambda_0p0,velocity_fraction,0.0050000000000000001,0.5,acceleration_limited,0.5,2.5,4000,0.0023437500000000003,1,1,true,true,,,200,200,1,199.99999999999983,1,1.333333333333278,1.3333333333335131,1.333333333334231,0,1,3.7207031348301901e-20,0,1,0,0,0,0
pv_lambda_0p25,velocity_fraction,0.0050000000000000001,0.5,acceleration_limited,0.5,2.5,4000,0.0023437500000000003,1,1,true,true,,,200,200,0,0,0,1.2006922288897284,0.95069222889047611,0.95069222889082394,0.24999999999905251,0,1.3333468304428106e-19,0,1,0,0,0,0
pv_lambda_0p5,velocity_fraction,0.0050000000000000001,0.5,acceleration_limited,0.5,2.5,4000,0.0023437500000000003,1,1,true,true,,,200,200,0,0,0,1.1008325713059215,0.60083257130608059,0.60083257130655088,0.49999999999905242,0,5.9547566794606641e-20,0,1,0,0,0,0
pv_lambda_0p75,velocity_fraction,0.0050000000000000001,0.5,acceleration_limited,0.5,2.5,4000,0.0023437500000000003,1,1,true,true,,,200,200,0,0,0,1.032510398865184,0.28251039886554868,0.28251039886696988,0.7499999999981054,0,4.0654923302702279e-09,0,1,0,0,0,0
pv_lambda_1p0,velocity_fraction,0.0050000000000000001,0.5,acceleration_limited,0.5,2.5,4000,0.0023437500000000003,1,1,true,true,,,200,200,0,0,0,1,0,0,1,0,3.573193874883605e-19,0,1,0,0,0,0
pv_lambda_1p25,velocity_fraction,0.0050000000000000001,0.5,acceleration_limited,0.5,2.5,4000,0.0023437500000000003,1,1,true,true,,,200,200,0,0,0,1.2500000000000546,0.2825103988659135,0.28251039886696966,0.96748960113481575,0,4.0654923303293664e-09,0,1,0,0,0,0
pv_random_sign,negative_control,0.0050000000000000001,0.5,acceleration_limited,0.5,2.5,4000,0.0023437500000000003,1,1,true,true,,,200,200,0,0,0,1.478818813812004,2.4788188138119991,4.0000000000007931,0,0.76033057851239672,8.3197451335768708e-20,0,1,0,0,0,0
p_lookahead_h0,position_lookahead,0.0050000000000000001,0.5,acceleration_limited,0.5,2.5,4000,0.0023437500000000003,0,1,true,true,,,200,200,1,199.99999999999983,1,1.3333333333332764,1.3333333333335131,1.3333333333342239,0,1,5.8593750000000154e-06,0.0050000000000000044,1,0,0,0,0
p_lookahead_h1,position_lookahead,0.0050000000000000001,0.5,acceleration_limited,0.5,2.5,4000,0.0023437500000000003,1,1,true,true,,,200,200,1,199.99999999999983,1,1.333333333333278,1.3333333333335131,1.333333333334231,0,1,3.7207031348301901e-20,0,1,0,0,0,0
p_lookahead_h2,position_lookahead,0.0050000000000000001,0.5,acceleration_limited,0.5,2.5,4000,0.0023437500000000003,2,1,true,true,,,200,200,1,199.99999999999983,1,1.333333333333278,1.3333333333335131,1.3333333333342239,0,1,5.8593749999999993e-06,-0.0050000000000000044,1,0,0,0,0
p_lookahead_h5,position_lookahead,0.0050000000000000001,0.5,acceleration_limited,0.5,2.5,4000,0.0023437500000000003,5,1,true,true,,,200,200,1,199.99999999999983,1,1.333333333333278,1.3333333333335131,1.3333333333342239,0,1,2.3437500000000021e-05,-0.020000000000000018,1,0,0,0,0
p_min_duration_off,minimum_duration,0.0050000000000000001,0.5,acceleration_limited,0.5,2.5,4000,0.0023437500000000003,1,0,false,true,,,200,200,1,199.99999999999983,1,2.6666666666665524,2.6666666666667891,2.6666666666671448,0,1,6.3303768490319594e-20,0,1,0,0,0,0
p_min_duration_1dt,minimum_duration,0.0050000000000000001,0.5,acceleration_limited,0.5,2.5,4000,0.0023437500000000003,1,1,true,true,,,200,200,1,199.99999999999983,1,1.3333333333332764,1.3333333333335131,1.3333333333342239,0,1,3.5194328258526819e-20,0,1,0,0,0,0
p_min_duration_2dt,minimum_duration,0.0050000000000000001,0.5,acceleration_limited,0.5,2.5,4000,0.0023437500000000003,1,2,true,true,,,200,200,0,0,0,1.0000000000000053,9.4739031434680011e-13,0.0049591930872035679,0.99414062500081168,0,5.1948732218878686e-06,0.0050000000000000044,1,0,0,0,0
p_min_duration_5dt,minimum_duration,0.0050000000000000001,0.5,acceleration_limited,0.5,2.5,4000,0.0023437500000000003,1,5,true,true,,,200,200,0,0,0,1.0000000425615163,8.5262567006694199e-08,5.8410305079729472e-06,0.99997174483107265,0,2.2803122177344917e-05,0.020000000000000018,1,0,0,0,0
p_only_current,core,0.0050000000000000001,0.5,acceleration_limited,0.90000000000000002,2.5,4000,0.0023437500000000003,1,1,true,true,,,200,200,1,199.99999999999983,1,1.7006226237930651,1.7006226237930642,1.7006226237931958,0,1,1.0546874999999897e-05,0.0050000000000000044,1,0,0,0,0
p_only_scheduled,core,0.0050000000000000001,0.5,acceleration_limited,0.90000000000000002,2.5,4000,0.0023437500000000003,1,1,true,true,,,200,200,1,199.99999999999983,1,1.7006226237930651,1.7006226237930642,1.7006226237931958,0,1,1.7541870468199995e-19,0,1,0,0,0,0
pv_oracle,core,0.0050000000000000001,0.5,acceleration_limited,0.90000000000000002,2.5,4000,0.0023437500000000003,1,1,true,true,,,200,200,0,0,0,1,0,0,1,0,1.8943625276414815e-18,0,1,0,0,0,0
pv_future_o1,raw_causal_diagnostic,0.0050000000000000001,0.5,acceleration_limited,0.90000000000000002,2.5,4000,0.0023437500000000003,1,1,true,true,,,200,200,0,0,0,1.0000000000000129,2.0559685641206597e-14,5.2632795241488884e-13,0.99999999999993072,0,4.6591615310943845e-19,0,1,0,0,0,0
pv_future_o1_deadband,core,0.0050000000000000001,0.5,acceleration_limited,0.90000000000000002,2.5,4000,0.0023437500000000003,1,1,true,true,,,200,200,0,0,0,1,0,0,1,0,1.8943625276414815e-18,0,1,0,0,0,0
pv_lambda_m1p0,velocity_fraction,0.0050000000000000001,0.5,acceleration_limited,0.90000000000000002,2.5,4000,0.0023437500000000003,1,1,true,true,,,200,200,0,0,0,2.4231651812046131,3.4231651812046131,3.4231651812050412,0,1,7.394519263740153e-07,0,1,0,0,0,0
pv_lambda_0p0,velocity_fraction,0.0050000000000000001,0.5,acceleration_limited,0.90000000000000002,2.5,4000,0.0023437500000000003,1,1,true,true,,,200,200,1,199.99999999999983,1,1.7006226237930651,1.7006226237930642,1.7006226237933271,0,1,1.8727128433840531e-19,0,1,0,0,0,0
pv_lambda_0p25,velocity_fraction,0.0050000000000000001,0.5,acceleration_limited,0.90000000000000002,2.5,4000,0.0023437500000000003,1,1,true,true,,,200,200,0,0,0,1.3335889787064028,1.0835889787064028,1.0835889787069295,0.24999999999947373,0,1.5976768792739598e-19,0,1,0,0,0,0
pv_lambda_0p5,velocity_fraction,0.0050000000000000001,0.5,acceleration_limited,0.90000000000000002,2.5,4000,0.0023437500000000003,1,1,true,true,,,200,200,0,0,0,1.1534273890613236,0.65342738906172637,0.65342738906237618,0.49999999999894745,0,2.133400466024077e-19,0,1,0,0,0,0
pv_lambda_0p75,velocity_fraction,0.0050000000000000001,0.5,acceleration_limited,0.90000000000000002,2.5,4000,0.0023437500000000003,1,1,true,true,,,200,200,0,0,0,1.047020398796874,0.29702039879704045,0.29702039879792641,0.74999999999894762,0,1.3433277898385026e-19,0,1,0,0,0,0
pv_lambda_1p0,velocity_fraction,0.0050000000000000001,0.5,acceleration_limited,0.90000000000000002,2.5,4000,0.0023437500000000003,1,1,true,true,,,200,200,0,0,0,1,0,0,1,0,1.8943625276414815e-18,0,1,0,0,0,0
pv_lambda_1p25,velocity_fraction,0.0050000000000000001,0.5,acceleration_limited,0.90000000000000002,2.5,4000,0.0023437500000000003,1,1,true,true,,,200,200,0,0,0,1.2500000000000002,0.29702039879687392,0.29702039879792658,0.95297960120290459,0,1.5229627396201292e-19,0,1,0,0,0,0
pv_random_sign,negative_control,0.0050000000000000001,0.5,acceleration_limited,0.90000000000000002,2.5,4000,0.0023437500000000003,1,1,true,true,,,200,200,0,0,0,2.2872789927272064,3.1844857576755814,3.423165181204936,0,0.6776859504132231,6.1648968263613815e-07,0,1,0,0,0,0
p_lookahead_h0,position_lookahead,0.0050000000000000001,0.5,acceleration_limited,0.90000000000000002,2.5,4000,0.0023437500000000003,0,1,true,true,,,200,200,1,199.99999999999983,1,1.7006226237930651,1.7006226237930642,1.7006226237931958,0,1,1.0546874999999897e-05,0.0050000000000000044,1,0,0,0,0
p_lookahead_h1,position_lookahead,0.0050000000000000001,0.5,acceleration_limited,0.90000000000000002,2.5,4000,0.0023437500000000003,1,1,true,true,,,200,200,1,199.99999999999983,1,1.7006226237930651,1.7006226237930642,1.7006226237933271,0,1,1.8727128433840531e-19,0,1,0,0,0,0
p_lookahead_h2,position_lookahead,0.0050000000000000001,0.5,acceleration_limited,0.90000000000000002,2.5,4000,0.0023437500000000003,2,1,true,true,,,200,200,1,199.99999999999983,1,1.7006226237930651,1.7006226237930642,1.7006226237932616,0,1,1.0546875000000123e-05,-0.0050000000000000044,1,0,0,0,0
p_lookahead_h5,position_lookahead,0.0050000000000000001,0.5,acceleration_limited,0.90000000000000002,2.5,4000,0.0023437500000000003,5,1,true,true,,,200,200,1,199.99999999999983,1,1.7006226237930651,1.7006226237930642,1.7006226237933271,0,1,4.2187500000000158e-05,-0.020000000000000018,1,0,0,0,0
p_min_duration_off,minimum_duration,0.0050000000000000001,0.5,acceleration_limited,0.90000000000000002,2.5,4000,0.0023437500000000003,1,0,false,true,,,200,200,1,199.99999999999983,1,2.0919659464584446,2.091965946458445,2.0919659464586307,0,1,1.4043184671450647e-19,0,1,0,0,0,0
p_min_duration_1dt,minimum_duration,0.0050000000000000001,0.5,acceleration_limited,0.90000000000000002,2.5,4000,0.0023437500000000003,1,1,true,true,,,200,200,1,199.99999999999983,1,1.7006226237930651,1.7006226237930642,1.7006226237931958,0,1,1.7541870468199995e-19,0,1,0,0,0,0
p_min_duration_2dt,minimum_duration,0.0050000000000000001,0.5,acceleration_limited,0.90000000000000002,2.5,4000,0.0023437500000000003,1,2,true,true,,,200,200,0,0,0,1.0000175833193403,0,4.8529245156365188e-05,0.9999696212162803,0,8.9977430541002802e-06,0.0050000000000000044,1,0,0,0,0
p_min_duration_5dt,minimum_duration,0.0050000000000000001,0.5,acceleration_limited,0.90000000000000002,2.5,4000,0.0023437500000000003,1,5,true,true,,,200,200,0,0,0,0.99999706275327571,0,1.4709810176717471e-05,0.99997926771605095,0,4.0638532923486935e-05,0.020000000000000018,1,0,0,0,0
p_only_current,core,0.0050000000000000001,0.5,acceleration_limited,0.98999999999999999,2.5,4000,0.0023437500000000003,1,1,true,true,,,200,200,1,199.99999999999983,1,1.9472887184984382,1.9472887184984382,1.9472887184989764,0,1,1.1601562500000054e-05,0.0050000000000000044,1,0,0,0,0
p_only_scheduled,core,0.0050000000000000001,0.5,acceleration_limited,0.98999999999999999,2.5,4000,0.0023437500000000003,1,1,true,true,,,200,200,1,199.99999999999983,1,1.9472887184984382,1.9472887184984382,1.9472887184989764,0,1,9.8317115493237218e-20,0,1,0,0,0,0
pv_oracle,core,0.0050000000000000001,0.5,acceleration_limited,0.98999999999999999,2.5,4000,0.0023437500000000003,1,1,true,true,,,200,200,0,0,0,1.0000000000000002,1.8690623310187817e-16,1.8690623310187817e-16,0.99999999999999978,0,3.7855473917024296e-18,0,1,0,0,0,0
pv_future_o1,raw_causal_diagnostic,0.0050000000000000001,0.5,acceleration_limited,0.98999999999999999,2.5,4000,0.0023437500000000003,1,1,true,true,,,200,200,0,0,0,1.0000000000000093,2.8035934965281726e-14,1.1233064609422879e-13,0.99999999999993472,0,3.8325998970158328e-19,0,1,0,0,0,0
pv_future_o1_deadband,core,0.0050000000000000001,0.5,acceleration_limited,0.98999999999999999,2.5,4000,0.0023437500000000003,1,1,true,true,,,200,200,0,0,0,1,1.8690623310187817e-16,1.8690623310187817e-16,0.99999999999999978,0,3.7855473917024296e-18,0,1,0,0,0,0
pv_lambda_m1p0,velocity_fraction,0.0050000000000000001,0.5,acceleration_limited,0.98999999999999999,2.5,4000,0.0023437500000000003,1,1,true,true,,,200,200,0,0,0,2.3417270334813631,3.3417270334813636,3.3417270334818987,0,1,1.8756189399751739e-06,0,1,0,0,0,0
pv_lambda_0p0,velocity_fraction,0.0050000000000000001,0.5,acceleration_limited,0.98999999999999999,2.5,4000,0.0023437500000000003,1,1,true,true,,,200,200,1,199.99999999999983,1,1.9472887184984382,1.9472887184984382,1.9472887184989764,0,1,9.7697593788639764e-20,0,1,0,0,0,0
pv_lambda_0p25,velocity_fraction,0.0050000000000000001,0.5,acceleration_limited,0.98999999999999999,2.5,4000,0.0023437500000000003,1,1,true,true,,,200,200,0,0,0,1.3762177183503672,1.1262177183503679,1.1262177183505471,0.24999999999979095,0,2.757145981438472e-19,0,1,0,0,0,0
pv_lambda_0p5,velocity_fraction,0.0050000000000000001,0.5,acceleration_limited,0.98999999999999999,2.5,4000,0.0023437500000000003,1,1,true,true,,,200,200,0,0,0,1.1653343876062907,0.66533438760653141,0.6653343876071286,0.49999999999904332,0,2.2253391334669303e-19,0,1,0,0,0,0
pv_lambda_0p75,velocity_fraction,0.0050000000000000001,0.5,acceleration_limited,0.98999999999999999,2.5,4000,0.0023437500000000003,1,1,true,true,,,200,200,0,0,0,1.0500791527722206,0.30007915277242025,0.30007915277313785,0.74999999999904321,0,1.4809195537833732e-19,0,1,0,0,0,0
pv_lambda_1p0,velocity_fraction,0.0050000000000000001,0.5,acceleration_limited,0.98999999999999999,2.5,4000,0.0023437500000000003,1,1,true,true,,,200,200,0,0,0,1.0000000000000002,1.8690623310187817e-16,1.8690623310187817e-16,0.99999999999999978,0,3.7855473917024296e-18,0,1,0,0,0,0
pv_lambda_1p25,velocity_fraction,0.0050000000000000001,0.5,acceleration_limited,0.98999999999999999,2.5,4000,0.0023437500000000003,1,1,true,true,,,200,200,0,0,0,1.2500000000001601,0.3000791527723406,0.30007915277313796,0.94992084722742065,0,1.3103801306650096e-19,0,1,0,0,0,0
pv_random_sign,negative_control,0.0050000000000000001,0.5,acceleration_limited,0.98999999999999999,2.5,4000,0.0023437500000000003,1,1,true,true,,,200,200,0,0,0,2.2127355181704935,2.8463328666231074,3.3417270334815083,0,0.6776859504132231,1.2163916044110331e-06,0,1,0,0,0,0
p_lookahead_h0,position_lookahead,0.0050000000000000001,0.5,acceleration_limited,0.98999999999999999,2.5,4000,0.0023437500000000003,0,1,true,true,,,200,200,1,199.99999999999983,1,1.9472887184984382,1.9472887184984382,1.9472887184989764,0,1,1.1601562500000054e-05,0.0050000000000000044,1,0,0,0,0
p_lookahead_h1,position_lookahead,0.0050000000000000001,0.5,acceleration_limited,0.98999999999999999,2.5,4000,0.0023437500000000003,1,1,true,true,,,200,200,1,199.99999999999983,1,1.9472887184984382,1.9472887184984382,1.9472887184989764,0,1,9.7697593788639764e-20,0,1,0,0,0,0
p_lookahead_h2,position_lookahead,0.0050000000000000001,0.5,acceleration_limited,0.98999999999999999,2.5,4000,0.0023437500000000003,2,1,true,true,,,200,200,1,199.99999999999983,1,1.9472887184984382,1.9472887184984382,1.9472887184989764,0,1,1.1601562499999975e-05,-0.0050000000000000044,1,0,0,0,0
p_lookahead_h5,position_lookahead,0.0050000000000000001,0.5,acceleration_limited,0.98999999999999999,2.5,4000,0.0023437500000000003,5,1,true,true,,,200,200,1,199.99999999999983,1,1.9472887184984382,1.9472887184984682,1.9472887184989764,0,1,4.640625e-05,-0.020000000000000018,1,0,0,0,0
p_min_duration_off,minimum_duration,0.0050000000000000001,0.5,acceleration_limited,0.98999999999999999,2.5,4000,0.0023437500000000003,1,0,false,true,,,200,200,1,199.99999999999983,1,2.0086295982852129,2.0086295982852134,2.0086295982856934,0,1,2.135676093834781e-19,0,1,0,0,0,0
p_min_duration_1dt,minimum_duration,0.0050000000000000001,0.5,acceleration_limited,0.98999999999999999,2.5,4000,0.0023437500000000003,1,1,true,true,,,200,200,1,199.99999999999983,1,1.9472887184984382,1.9472887184984382,1.9472887184989764,0,1,9.8317115493237218e-20,0,1,0,0,0,0
p_min_duration_2dt,minimum_duration,0.0050000000000000001,0.5,acceleration_limited,0.98999999999999999,2.5,4000,0.0023437500000000003,1,2,true,true,,,200,200,0,0,0,1.0000165972815036,0,4.4321164871743439e-05,0.99997190388075352,0,9.7996510534204567e-06,0.0050000000000000044,1,0,0,0,0
p_min_duration_5dt,minimum_duration,0.0050000000000000001,0.5,acceleration_limited,0.98999999999999999,2.5,4000,0.0023437500000000003,1,5,true,true,,,200,200,0,0,0,0.99999685514554537,0,1.4125704367523788e-05,0.99998011058132419,0,4.4604342014888688e-05,0.020000000000000018,1,0,0,0,0
p_only_current,core,0.0050000000000000001,0.5,acceleration_limited,1.01,2.5,4000,0.0023437500000000003,1,1,true,true,,,200,200,0,0,0,1.9892140706025625,1.9728352351396916,1.9914858607353181,0,0.38842975206611569,1.2005224907275445e-05,0.0050000000000000044,1,0,0,0,0
p_only_scheduled,core,0.0050000000000000001,0.5,acceleration_limited,1.01,2.5,4000,0.0023437500000000003,1,1,true,true,,,200,200,0,0,0,1.9912514050787604,1.9895981389404827,1.9914858607353181,0,0.38842975206611569,1.6963410309338355e-07,0,1,0,0,0,0
pv_oracle,core,0.0050000000000000001,0.5,acceleration_limited,1.01,2.5,4000,0.0023437500000000003,1,1,true,true,,,200,200,0,0,0,1,1.8320511957510831e-16,1.8320511957510831e-16,0.99999999999999978,0,2.8402550178070676e-18,0,1,0,0,0,0
pv_future_o1,raw_causal_diagnostic,0.0050000000000000001,0.5,acceleration_limited,1.01,2.5,4000,0.0023437500000000003,1,1,true,true,,,200,200,0,0,0,1.0000000000000107,3.6641023915021664e-14,9.3801021222455459e-13,0.99999999999991906,0,4.0378103409296253e-19,0,1,0,0,0,0
pv_future_o1_deadband,core,0.0050000000000000001,0.5,acceleration_limited,1.01,2.5,4000,0.0023437500000000003,1,1,true,true,,,200,200,0,0,0,1.0000000000000004,0,0,1.0000000000000004,0,2.6028038093629817e-18,0,1,0,0,0,0
pv_lambda_m1p0,velocity_fraction,0.0050000000000000001,0.5,acceleration_limited,1.01,2.5,4000,0.0023437500000000003,1,1,true,true,,,200,200,0,0,0,2.3102310231022414,3.2803772675635887,3.2803772675638236,0,1,2.0087741736307926e-06,0,1,0,0,0,0
pv_lambda_0p0,velocity_fraction,0.0050000000000000001,0.5,acceleration_limited,1.01,2.5,4000,0.0023437500000000003,1,1,true,true,,,200,200,0,0,0,1.9912514050787926,1.9895981389405708,1.9914858607352526,0,0.38842975206611569,1.6963411404764929e-07,0,1,0,0,0,0
pv_lambda_0p25,velocity_fraction,0.0050000000000000001,0.5,acceleration_limited,1.01,2.5,4000,0.0023437500000000003,1,1,true,true,,,200,200,0,0,0,1.3868720241167103,1.1368720241167685,1.136872024117179,0.24999999999953118,0,2.1368129989426328e-19,0,1,0,0,0,0
pv_lambda_0p5,velocity_fraction,0.0050000000000000001,0.5,acceleration_limited,1.01,2.5,4000,0.0023437500000000003,1,1,true,true,,,200,200,0,0,0,1.1680059003795342,0.66800590037959318,0.66800590037994378,0.49999999999959044,0,2.1532306669760414e-19,0,1,0,0,0,0
pv_lambda_0p75,velocity_fraction,0.0050000000000000001,0.5,acceleration_limited,1.01,2.5,4000,0.0023437500000000003,1,1,true,true,,,200,200,0,0,0,1.0507529309718315,0.30075293097218209,0.30075293097273004,0.74999999999906197,0,1.2699061663666458e-19,0,1,0,0,0,0
pv_lambda_1p0,velocity_fraction,0.0050000000000000001,0.5,acceleration_limited,1.01,2.5,4000,0.0023437500000000003,1,1,true,true,,,200,200,0,0,0,1,1.8320511957510831e-16,1.8320511957510831e-16,0.99999999999999978,0,2.8402550178070676e-18,0,1,0,0,0,0
pv_lambda_1p25,velocity_fraction,0.0050000000000000001,0.5,acceleration_limited,1.01,2.5,4000,0.0023437500000000003,1,1,true,true,,,200,200,0,0,0,1.25,0.30075293097187128,0.30075293097273015,0.94924706902797296,0,1.3834093324431607e-19,0,1,0,0,0,0
pv_random_sign,negative_control,0.0050000000000000001,0.5,acceleration_limited,1.01,2.5,4000,0.0023437500000000003,1,1,true,true,,,200,200,0,0,0,2.1972935210112121,2.8151147630592015,3.3250594325054288,0,0.6776859504132231,1.3365128682072629e-06,0,1,0,0,0,0
p_lookahead_h0,position_lookahead,0.0050000000000000001,0.5,acceleration_limited,1.01,2.5,4000,0.0023437500000000003,0,1,true,true,,,200,200,0,0,0,1.9892140706025625,1.9728352351396916,1.9914858607353181,0,0.38842975206611569,1.2005224907275445e-05,0.0050000000000000044,1,0,0,0,0
p_lookahead_h1,position_lookahead,0.0050000000000000001,0.5,acceleration_limited,1.01,2.5,4000,0.0023437500000000003,1,1,true,true,,,200,200,0,0,0,1.9912514050787926,1.9895981389405708,1.9914858607352526,0,0.38842975206611569,1.6963411404764929e-07,0,1,0,0,0,0
p_lookahead_h2,position_lookahead,0.0050000000000000001,0.5,acceleration_limited,1.01,2.5,4000,0.0023437500000000003,2,1,true,true,,,200,200,0,0,0,1.9912514050784935,1.9895981389383723,1.9914858607352819,0,0.39669421487603307,1.166655291815889e-05,-0.0050000000000000044,1,0,0,0,0
p_lookahead_h5,position_lookahead,0.0050000000000000001,0.5,acceleration_limited,1.01,2.5,4000,0.0023437500000000003,5,1,true,true,,,200,200,0,0,0,1.9892140706025916,1.9728352351399554,1.9914858607352814,0,0.38842975206611569,4.717450462525502e-05,-0.020000000000000018,1,0,0,0,0
p_min_duration_off,minimum_duration,0.0050000000000000001,0.5,acceleration_limited,1.01,2.5,4000,0.0023437500000000003,1,0,false,true,,,200,200,0,0,0,1.9912514050787604,1.9895981389404827,1.9914858607353181,0,0.38842975206611569,1.6963410309338355e-07,0,1,0,0,0,0
p_min_duration_1dt,minimum_duration,0.0050000000000000001,0.5,acceleration_limited,1.01,2.5,4000,0.0023437500000000003,1,1,true,true,,,200,200,0,0,0,1.9912514050787604,1.9895981389404827,1.9914858607353181,0,0.38842975206611569,1.6963410309338355e-07,0,1,0,0,0,0
p_min_duration_2dt,minimum_duration,0.0050000000000000001,0.5,acceleration_limited,1.01,2.5,4000,0.0023437500000000003,1,2,true,true,,,200,200,0,0,0,1.0000165167244706,0,4.3597084133869742e-05,0.99997474599945158,0,9.9754745875213969e-06,0.0050000000000000044,1,0,0,0,0
p_min_duration_5dt,minimum_duration,0.0050000000000000001,0.5,acceleration_limited,1.01,2.5,4000,0.0023437500000000003,1,5,true,true,,,200,200,0,0,0,0.99999689727365293,0,1.4060573348276636e-05,0.9999802940610657,0,4.5483247694087657e-05,0.020000000000000018,1,0,0,0,0
p_only_current,core,0.0050000000000000001,0.5,acceleration_limited,1.1000000000000001,2.5,4000,0.0023437500000000003,1,1,true,true,,,200,200,0,0,0,1.9031434804329745,1.7369266064078321,1.9196510085930618,0,0.31404958677685951,1.3143890065692369e-05,0.0050000000000000044,1,0,0,0,0
p_only_scheduled,core,0.0050000000000000001,0.5,acceleration_limited,1.1000000000000001,2.5,4000,0.0023437500000000003,1,1,true,true,,,200,200,0,0,0,1.9191487215290757,1.9154422710517509,1.9196510085930949,0,0.32231404958677684,2.7551415991303763e-07,0,1,0,0,0,0
pv_oracle,core,0.0050000000000000001,0.5,acceleration_limited,1.1000000000000001,2.5,4000,0.0023437500000000003,1,1,true,true,,,200,200,0,0,0,1,0,0,1,0,3.1795660097323812e-18,0,1,0,0,0,0
pv_future_o1,raw_causal_diagnostic,0.0050000000000000001,0.5,acceleration_limited,1.1000000000000001,2.5,4000,0.0023437500000000003,1,1,true,true,,,200,200,0,0,0,1.0000000000000073,1.6821560979169034e-14,6.7286243916676135e-14,0.99999999999995692,0,1.0555537777163735e-18,0,1,0,0,0,0
pv_future_o1_deadband,core,0.0050000000000000001,0.5,acceleration_limited,1.1000000000000001,2.5,4000,0.0023437500000000003,1,1,true,true,,,200,200,0,0,0,1,0,0,1,0,3.1856709383782959e-18,0,1,0,0,0,0
pv_lambda_m1p0,velocity_fraction,0.0050000000000000001,0.5,acceleration_limited,1.1000000000000001,2.5,4000,0.0023437500000000003,1,1,true,true,,,200,200,0,0,0,2.1212121212120274,2.8323151472273564,2.8323151836776423,0,1,1.6495109844318528e-06,0,1,0,0,0,0
pv_lambda_0p0,velocity_fraction,0.0050000000000000001,0.5,acceleration_limited,1.1000000000000001,2.5,4000,0.0023437500000000003,1,1,true,true,,,200,200,0,0,0,1.9191487215224627,1.9154422709961456,1.919651008593084,0,0.32231404958677684,2.7551416034413896e-07,0,1,0,0,0,0
pv_lambda_0p25,velocity_fraction,0.0050000000000000001,0.5,acceleration_limited,1.1000000000000001,2.5,4000,0.0023437500000000003,1,1,true,true,,,200,200,0,0,0,1.4421388050450767,1.1921388050451842,1.1921388050455071,0.24999999999956954,0,1.7521090357685626e-19,0,1,0,0,0,0
pv_lambda_0p5,velocity_fraction,0.0050000000000000001,0.5,acceleration_limited,1.1000000000000001,2.5,4000,0.0023437500000000003,1,1,true,true,,,200,200,0,0,0,1.1806225061812547,0.68062250618125519,0.680622506181632,0.49999999999956946,0,2.8904590011362064e-19,0,1,0,0,0,0
pv_lambda_0p75,velocity_fraction,0.0050000000000000001,0.5,acceleration_limited,1.1000000000000001,2.5,4000,0.0023437500000000003,1,1,true,true,,,200,200,0,0,0,1.0537631341857432,0.30376313418574319,0.30376313418660444,0.7499999999991388,0,1.5205687699877372e-19,0,1,0,0,0,0
pv_lambda_1p0,velocity_fraction,0.0050000000000000001,0.5,acceleration_limited,1.1000000000000001,2.5,4000,0.0023437500000000003,1,1,true,true,,,200,200,0,0,0,1,0,0,1,0,3.1795660097323812e-18,0,1,0,0,0,0
