experiment_id,run_id,spec_hash,git_commit,release_tag,release_url,release_state,result_directory,result_archive_sha256,published_at
E09,20260729T070022.511683Z__a6fae83190d7,a6fae83190d790c2fb02e9066b1aada3538a9384d95e3c47b9eaf1453b22332e,7b5bc235c3049c1c469428dddd0f369d66d29702,exp-e09-20260729t070022-a6fae83190d7,https://github.com/TANG617/otg_lab/releases/tag/exp-e09-20260729t070022-a6fae83190d7,published,experiments/E09_pva_finite_difference_stop_and_go/results/20260729T070022.511683Z__a6fae83190d7,1f4f5631f341f577e8b87166383e20c30d3770ceba0ba251b3f640aa3d4f3162,2026-07-30T07:43:47Z
