max_velocity_limit,max_acceleration_limit,max_jerk_limit,dataset,method,explicit_delay_ms,prediction_lookahead_ms,minimum_duration_ms,target_state_mode,rmse,mae,max_error,best_lag_ms,lag_aligned_rmse,target_projection_rate,target_max_velocity,target_max_acceleration,target_p99_jerk,trajectory_duration_p50_ms,trajectory_duration_p90_ms,trajectory_duration_p99_ms,trajectory_duration_max_ms,reachable_within_lookahead_rate,output_max_velocity,output_max_acceleration,output_max_jerk,estimator_compute_p50_us,estimator_compute_p99_us,ruckig_compute_p99_us
4.1,16.0,1600.0,csv,"3-point central (10 ms lag, 50 ms lookahead)",10.0,50.0,50.0,full,0.03308547293945842,0.01566973050927096,0.17876198562084983,20.0,0.031517230145533884,0.1765807962529274,2.796506297960272,15.99999984,3199.999967999998,59.368956104562336,205.56104617751353,373.859565702797,499.13700480234655,0.4134366925064599,2.662093902651128,16.0,1600.0,1.084,1.777719999999994,2.125
4.1,16.0,3200.0,csv,"3-point central (10 ms lag, 50 ms lookahead)",10.0,50.0,50.0,full,0.02653849698136944,0.012126859077631417,0.14327463807767016,20.0,0.025659387422433413,0.1765807962529274,2.796506297960272,15.99999984,3199.999967999998,50.38255804159733,172.5799521260281,350.0665528001409,489.04305140418626,0.4945736434108527,2.4802070150688875,16.000000000000004,3200.0,1.084,3.8881199999999883,3.1102199999999756
4.1,16.0,6400.0,csv,"3-point central (10 ms lag, 50 ms lookahead)",10.0,50.0,50.0,full,0.022399750850632998,0.010241902182937423,0.11496719267150746,10.0,0.02191828960070973,0.1765807962529274,2.796506297960272,15.99999984,3199.999967999998,50.0,155.86441198993234,318.7951818430098,534.3687741540849,0.544702842377261,2.432197478159569,16.000000000000004,3200.0,1.083,2.943719999999994,2.304779999999988
4.1,16.0,12800.0,csv,"3-point central (10 ms lag, 50 ms lookahead)",10.0,50.0,50.0,full,0.01991824498281223,0.00880898091677008,0.11186465214747976,10.0,0.019587550100290344,0.1765807962529274,2.796506297960272,15.99999984,3199.999967999998,50.0,148.8814833958158,301.32179622991634,530.7692526974937,0.5664082687338501,2.139700859781134,16.000000000000004,3200.0,1.084,5.902719999999994,3.9027199999999937
4.1,16.0,19200.0,csv,"3-point central (10 ms lag, 50 ms lookahead)",10.0,50.0,50.0,full,0.01940064177135036,0.00861198155623262,0.11249240791741938,10.0,0.01907473394051431,0.1765807962529274,2.796506297960272,15.99999984,3199.999967999998,50.0,148.29824767577662,303.2925037026518,531.8414071969625,0.5710594315245479,2.1595364857471133,16.000000000000004,3200.0,1.084,3.54166,2.986059999999994
4.1,16.0,25600.0,csv,"3-point central (10 ms lag, 50 ms lookahead)",10.0,50.0,50.0,full,0.018256947900399122,0.00820404999749595,0.11200981520965236,10.0,0.017990632292616573,0.1765807962529274,2.796506297960272,15.99999984,3199.999967999998,50.0,144.69072659379935,304.6694891258738,530.9645609047715,0.5731266149870801,2.159674678574961,16.0,3200.0,1.084,2.38727999999997,1.75
4.1,16.0,38400.0,csv,"3-point central (10 ms lag, 50 ms lookahead)",10.0,50.0,50.0,full,0.016920399485472276,0.007620679364843296,0.11188600198615542,10.0,0.0167151866126039,0.1765807962529274,2.796506297960272,15.99999984,3199.999967999998,50.0,143.79129620858913,304.0415470426704,530.8351726470243,0.5777777777777777,2.1649846100812864,16.000000000000004,3200.0,1.125,10.746339999999927,6.152219999999976
4.1,16.0,51200.0,csv,"3-point central (10 ms lag, 50 ms lookahead)",10.0,50.0,50.0,full,0.0177576062847819,0.007932982354368057,0.11201703130029197,10.0,0.01738629944155455,0.1765807962529274,2.796506297960272,15.99999984,3199.999967999998,50.0,143.34893480609486,302.36993968982216,531.2861742882279,0.5751937984496124,2.1712136202429004,16.0,3200.0,1.125,19.417,7.273719999999922
4.1,20.0,20.0,csv,"3-point central (10 ms lag, 50 ms lookahead)",10.0,50.0,50.0,full,1.0975835829097071,0.8277317178570655,2.4553447884794775,1000.0,1.009412390209729,0.22716627634660422,2.236175337423507,12.800979504077658,2353.1414793248346,1674.7450053776836,2669.464206455209,3293.273613681915,3783.7867979150524,0.007235142118863049,4.1,11.366563733831754,20.000000000000018,1.084,8.01227999999997,2.7488399999999817
4.1,20.0,41.0,csv,"3-point central (10 ms lag, 50 ms lookahead)",10.0,50.0,50.0,full,0.45882421975832954,0.2958108405137249,1.6323825861136787,300.0,0.4489439479276384,0.1765807962529274,2.5341160475094355,18.050723531431167,3239.7752692898425,889.9572200730541,1607.2280994391415,2146.187808433209,2286.557565944853,0.011886304909560724,3.7697829978995316,16.393456659999053,41.000000000000014,1.083,1.458,1.1666599999999998
4.1,20.0,80.0,csv,"3-point central (10 ms lag, 50 ms lookahead)",10.0,50.0,50.0,full,0.20328215647738182,0.11394466577889006,0.9857377093354008,390.0,0.14953310625020685,0.15128805620608898,2.788264551387058,19.999999799999998,3999.9999599999965,379.22773472306625,907.3523848340141,1205.6132842603042,1329.1912267491598,0.024806201550387597,2.8255253530898012,19.06707960748673,80.00000000000007,1.083,1.417,1.125
4.1,20.0,200.0,csv,"3-point central (10 ms lag, 50 ms lookahead)",10.0,50.0,50.0,full,0.056862551225368325,0.03165210239696324,0.24538344262176795,90.0,0.04208208348173372,0.1484777517564403,2.796506297960272,19.999999799999998,3999.9999599999965,167.51382520183537,364.8321602845792,569.1612861322154,709.114504231447,0.05167958656330749,2.1550141697705336,20.0,200.00000000000017,1.083,1.527719999999994,1.417
4.1,20.0,400.0,csv,"3-point central (10 ms lag, 50 ms lookahead)",10.0,50.0,50.0,full,0.049287894453167946,0.026498250431876723,0.29052232507385467,60.0,0.0395631168740519,0.1484777517564403,2.796506297960272,19.999999799999998,3999.9999599999965,131.88137574923198,265.16472540836094,409.5566971201869,548.9134237164503,0.08320413436692506,2.422657229533676,20.0,400.00000000000017,1.083,1.667,1.8467799999999879
4.1,20.0,800.0,csv,"3-point central (10 ms lag, 50 ms lookahead)",10.0,50.0,50.0,full,0.03600106833757084,0.01983697424004618,0.19256865323219877,30.0,0.033445972882608255,0.1484777517564403,2.796506297960272,19.999999799999998,3999.9999599999965,91.04778214536103,219.35579502610435,357.55043368159255,459.88332831391114,0.20051679586563306,2.877814240963046,20.0,800.0000000000001,1.083,3.4027199999999937,3.209
4.1,20.0,1600.0,csv,"3-point central (10 ms lag, 50 ms lookahead)",10.0,50.0,50.0,full,0.03174766917057926,0.014945268952677839,0.14611861573811513,10.0,0.031165328263218998,0.1484777517564403,2.796506297960272,19.999999799999998,3999.9999599999965,57.15221949088779,180.7112296438772,331.6834950132808,443.7769805780861,0.420671834625323,2.738686751562806,20.0,1600.0,1.083,2.1234999999999817,2.459
4.1,20.0,3200.0,csv,"3-point central (10 ms lag, 50 ms lookahead)",10.0,50.0,50.0,full,0.026568023299948795,0.011789683636719948,0.16342060554017887,10.0,0.026053276613572787,0.1484777517564403,2.796506297960272,19.999999799999998,3999.9999599999965,50.0,156.30957641233607,304.6862992886056,417.9990965257193,0.5322997416020672,2.7488182435840267,20.000000000000004,3200.0,1.084,2.971779999999988,2.361059999999994
4.1,20.0,6400.0,csv,"3-point central (10 ms lag, 50 ms lookahead)",10.0,50.0,50.0,full,0.01909892421362744,0.008999391502231394,0.10686955147139007,10.0,0.018968041668776164,0.1484777517564403,2.796506297960272,19.999999799999998,3999.9999599999965,50.0,140.6170321725156,267.4887261700047,426.3497521251359,0.5839793281653747,2.8021540141333827,20.000000000000004,4000.0,1.084,12.790499999999982,6.911159999999873
4.1,20.0,12800.0,csv,"3-point central (10 ms lag, 50 ms lookahead)",10.0,50.0,50.0,full,0.01945397175324023,0.008595172178909137,0.10148679833947447,0.0,0.01945397175324023,0.1484777517564403,2.796506297960272,19.999999799999998,3999.9999599999965,50.0,136.0163124281097,258.4564543036965,348.876385213894,0.6201550387596899,2.3279212387853137,20.000000000000007,4000.0000000000005,1.084,12.638779999999988,6.387939999999969
4.1,20.0,19200.0,csv,"3-point central (10 ms lag, 50 ms lookahead)",10.0,50.0,50.0,full,0.018034443534293985,0.007833069502427719,0.10419839987816726,0.0,0.018034443534293985,0.1484777517564403,2.796506297960272,19.999999799999998,3999.9999599999965,50.0,130.3110607011832,255.25906389301977,347.38269818224404,0.6387596899224807,2.356068001166665,20.000000000000004,4000.0,1.084,12.179779999999989,6.012279999999969
4.1,20.0,25600.0,csv,"3-point central (10 ms lag, 50 ms lookahead)",10.0,50.0,50.0,full,0.01887440718188893,0.008295965539767922,0.10220390666571647,0.0,0.01887440718188893,0.1484777517564403,2.796506297960272,19.999999799999998,3999.9999599999965,50.0,134.60038288834753,254.72677440230325,346.57967164401606,0.6325581395348837,2.390844155143972,20.000000000000007,4000.0,1.084,8.30393999999997,3.9292799999999697
4.1,20.0,38400.0,csv,"3-point central (10 ms lag, 50 ms lookahead)",10.0,50.0,50.0,full,0.018358769805033422,0.00804302213989394,0.10193002899473962,0.0,0.018358769805033422,0.1484777517564403,2.796506297960272,19.999999799999998,3999.9999599999965,50.0,131.11389583782852,252.43254987817622,345.3342139496884,0.6361757105943152,2.419360374039124,20.0,4000.0,1.084,7.512279999999969,2.6244999999999816
4.1,20.0,51200.0,csv,"3-point central (10 ms lag, 50 ms lookahead)",10.0,50.0,50.0,full,0.018272901177162244,0.008045759235343059,0.10179861194746086,0.0,0.018272901177162244,0.1484777517564403,2.796506297960272,19.999999799999998,3999.9999599999965,50.0,130.83343528714067,253.19388986923695,344.64709975559515,0.6366925064599483,2.4125813853545,20.000000000000004,4000.0,1.084,3.417,2.1527199999999937
4.1,24.0,20.0,csv,"3-point central (10 ms lag, 50 ms lookahead)",10.0,50.0,50.0,full,1.0975835829097071,0.8277317178570655,2.4553447884794775,1000.0,1.009412390209729,0.22716627634660422,2.236175337423507,12.800979504077658,2353.1414793248346,1674.7450053776836,2669.464206455209,3293.273613681915,3783.7867979150524,0.007235142118863049,4.1,11.366563733831754,20.000000000000018,1.125,13.0,7.1070599999999216
4.1,24.0,41.0,csv,"3-point central (10 ms lag, 50 ms lookahead)",10.0,50.0,50.0,full,0.45882421975832954,0.2958108405137249,1.6323825861136787,300.0,0.4489439479276384,0.1765807962529274,2.5341160475094355,18.050723531431167,3239.7752692898425,889.9572200730541,1607.2280994391415,2146.187808433209,2286.557565944853,0.011886304909560724,3.7697829978995316,16.393456659999053,41.000000000000014,1.125,16.456659999999964,6.416
4.1,24.0,80.0,csv,"3-point central (10 ms lag, 50 ms lookahead)",10.0,50.0,50.0,full,0.2546980173355169,0.14592599179693036,0.9246437039723548,400.0,0.18658501401642427,0.14426229508196722,2.788264551387058,23.999999759999987,4301.531466754743,420.02528612051407,974.3894686973916,1340.9357533348066,1503.192107831011,0.023255813953488372,3.4035247608002646,19.66561811536525,80.00000000000007,1.083,2.0134399999999877,1.2086599999999998
4.1,24.0,200.0,csv,"3-point central (10 ms lag, 50 ms lookahead)",10.0,50.0,50.0,full,0.06693859402872958,0.03403140173689197,0.3956678606847009,110.0,0.05332175806389214,0.13161592505854802,2.8094881014320823,23.999999759999998,4799.999951999997,174.2817764360068,386.96147225406753,565.2332437266906,675.7691023265049,0.05116279069767442,2.15340273757262,23.25167864199077,200.00000000000017,1.083,1.5,1.583
4.1,24.0,400.0,csv,"3-point central (10 ms lag, 50 ms lookahead)",10.0,50.0,50.0,full,0.04739072086031117,0.025330391408503197,0.2799546932353559,70.0,0.03504179683536238,0.13114754098360656,2.8519632124570036,23.999999759999998,4799.999951999997,132.0823931022779,253.20491674015676,382.6793002503096,473.28802362804663,0.08837209302325581,2.8595700686599335,24.0,400.00000000000017,1.083,1.542,1.708
4.1,24.0,800.0,csv,"3-point central (10 ms lag, 50 ms lookahead)",10.0,50.0,50.0,full,0.031637974731116174,0.01657278778601831,0.166846159707495,30.0,0.027511084008679708,0.13114754098360656,2.8519632124570036,23.999999759999998,4799.999951999997,86.65075651735718,194.54264464695302,303.41471101260953,373.32410407964954,0.21498708010335918,2.9096081752888354,24.0,800.0000000000001,1.084,4.9304399999999875,3.041499999999982
4.1,24.0,1600.0,csv,"3-point central (10 ms lag, 50 ms lookahead)",10.0,50.0,50.0,full,0.024908040742577332,0.012671712293109717,0.11791882942891391,10.0,0.02454365857474194,0.13114754098360656,2.8519632124570036,23.999999759999998,4799.999951999997,58.94842448801019,169.3195988713069,293.7088860752439,384.9067863019609,0.4077519379844961,3.0031135855225997,24.0,1600.0,1.084,10.236059999999993,5.707499999999982
4.1,24.0,3200.0,csv,"3-point central (10 ms lag, 50 ms lookahead)",10.0,50.0,50.0,full,0.0209732648508452,0.009777570812884682,0.14020469554054382,0.0,0.0209732648508452,0.13114754098360656,2.8519632124570036,23.999999759999998,4799.999951999997,50.0,136.6687259002415,270.71216944079714,355.17912872893606,0.5679586563307494,2.8366317491517345,24.000000000000004,3200.0,1.125,11.109719999999957,8.314719999999884
4.1,24.0,6400.0,csv,"3-point central (10 ms lag, 50 ms lookahead)",10.0,50.0,50.0,full,0.011800466263646395,0.005924701713757939,0.06818864689391316,0.0,0.011800466263646395,0.13114754098360656,2.8519632124570036,23.999999759999998,4799.999951999997,50.0,117.65372810484192,226.102937872557,321.85533781781635,0.6594315245478036,2.325598931513469,24.000000000000007,4800.0,1.083,4.763439999999988,2.5134399999999877
4.1,24.0,12800.0,csv,"3-point central (10 ms lag, 50 ms lookahead)",10.0,50.0,50.0,full,0.009848711294895684,0.005150709339009432,0.058299375903240296,0.0,0.009848711294895684,0.13114754098360656,2.8519632124570036,23.999999759999998,4799.999951999997,50.0,108.4809868985869,211.8180444648563,313.97632435216616,0.6976744186046512,2.3664109740075134,24.000000000000004,4800.0,1.125,66.59855999999972,11.218779999999915
4.1,24.0,19200.0,csv,"3-point central (10 ms lag, 50 ms lookahead)",10.0,50.0,50.0,full,0.009734018260870121,0.005102190234943146,0.06034015705638359,0.0,0.009734018260870121,0.13114754098360656,2.8519632124570036,23.999999759999998,4799.999951999997,50.0,107.39425984930664,208.21479207620825,313.5756109497559,0.7059431524547803,2.36775809217846,24.000000000000004,4800.0,1.583,97.93205999999974,29.12227999999964
4.1,24.0,25600.0,csv,"3-point central (10 ms lag, 50 ms lookahead)",10.0,50.0,50.0,full,0.00969610844937376,0.005088159712758164,0.05814209086897428,0.0,0.00969610844937376,0.13114754098360656,2.8519632124570036,23.999999759999998,4799.999951999997,50.0,105.69828247106044,207.49929341544458,313.37904385091366,0.7090439276485788,2.3390762724098724,24.000000000000004,4800.0,1.167,33.916499999999985,16.564059999999884
4.1,24.0,38400.0,csv,"3-point central (10 ms lag, 50 ms lookahead)",10.0,50.0,50.0,full,0.009333762414477925,0.004954187598198233,0.0548364494828991,0.0,0.009333762414477925,0.13114754098360656,2.8519632124570036,23.999999759999998,4799.999951999997,50.0,104.98401906344635,207.60687169858343,313.18564220974156,0.7131782945736435,2.3215232097450125,24.000000000000004,4800.0,1.125,17.982059999999922,8.484059999999957
4.1,24.0,51200.0,csv,"3-point central (10 ms lag, 50 ms lookahead)",10.0,50.0,50.0,full,0.009245576967725013,0.004906873370033398,0.05502046307367089,0.0,0.009245576967725013,0.13114754098360656,2.8519632124570036,23.999999759999998,4799.999951999997,50.0,104.73772953479096,207.60429283990763,313.09382498847236,0.7152454780361757,2.320844491053826,24.000000000000004,4800.000000000001,1.167,32.997499999999945,12.92893999999997
4.1,32.0,20.0,csv,"3-point central (10 ms lag, 50 ms lookahead)",10.0,50.0,50.0,full,1.0975835829097071,0.8277317178570655,2.4553447884794775,1000.0,1.009412390209729,0.22716627634660422,2.236175337423507,12.800979504077658,2353.1414793248346,1674.7450053776836,2669.464206455209,3293.273613681915,3783.7867979150524,0.007235142118863049,4.1,11.366563733831754,20.000000000000018,1.166,16.13727999999997,7.569719999999994
4.1,32.0,41.0,csv,"3-point central (10 ms lag, 50 ms lookahead)",10.0,50.0,50.0,full,0.45882421975832954,0.2958108405137249,1.6323825861136787,300.0,0.4489439479276384,0.1765807962529274,2.5341160475094355,18.050723531431167,3239.7752692898425,889.9572200730541,1607.2280994391415,2146.187808433209,2286.557565944853,0.011886304909560724,3.7697829978995316,16.393456659999053,41.000000000000014,1.125,26.89405999999981,9.303779999999952
4.1,32.0,80.0,csv,"3-point central (10 ms lag, 50 ms lookahead)",10.0,50.0,50.0,full,0.2546980173355169,0.14592599179693036,0.9246437039723548,400.0,0.18658501401642427,0.14426229508196722,2.788264551387058,24.337136786747056,4301.531466754743,420.02528612051407,974.3894686973916,1340.9357533348066,1503.192107831011,0.023255813953488372,3.4035247608002646,19.66561811536525,80.00000000000007,1.084,7.579159999999909,3.982719999999921
4.1,32.0,200.0,csv,"3-point central (10 ms lag, 50 ms lookahead)",10.0,50.0,50.0,full,0.0824025224523501,0.043577757083329345,0.4361556440435974,110.0,0.06742148121839284,0.11288056206088994,2.8094881014320823,31.99999968,6093.049077388962,178.27192250536984,450.03231272886643,671.8523195962565,812.7756221781268,0.05529715762273902,2.289319770910279,24.860288116529706,200.00000000000017,1.084,17.92427999999986,6.193559999999976
4.1,32.0,400.0,csv,"3-point central (10 ms lag, 50 ms lookahead)",10.0,50.0,50.0,full,0.046016285091316736,0.023313184600591716,0.3060601981341998,70.0,0.0340233906274436,0.10913348946135831,2.9278952380135896,31.99999968,6399.999935999995,127.1942992380645,260.46998357618503,390.9443488743303,531.3227497574209,0.08940568475452196,2.844774938433544,32.0,400.00000000000017,1.084,11.747999999999964,5.707499999999982
4.1,32.0,800.0,csv,"3-point central (10 ms lag, 50 ms lookahead)",10.0,50.0,50.0,full,0.036383469275090174,0.019567033099427145,0.1884121903776385,40.0,0.031849196725543476,0.10913348946135831,2.9732600512218443,31.99999968,6399.999935999996,94.37201920875698,193.99855060456127,292.0022081354054,376.1404860116126,0.19121447028423771,3.191727167575745,32.0,800.0000000000001,1.084,8.701999999999854,6.038839999999945
4.1,32.0,1600.0,csv,"3-point central (10 ms lag, 50 ms lookahead)",10.0,50.0,50.0,full,0.031324167468928424,0.015351667005579215,0.17348989123854908,10.0,0.030623188189513522,0.10913348946135831,2.9732600512218443,31.99999968,6399.999935999996,59.89186488002697,148.44488113912521,256.28389525821984,342.33654442469583,0.3891472868217054,2.995005443343681,32.0,1600.0,1.084,10.289999999999964,6.275719999999958
4.1,32.0,3200.0,csv,"3-point central (10 ms lag, 50 ms lookahead)",10.0,50.0,50.0,full,0.019432828676578254,0.008620160843308772,0.1478758057441485,0.0,0.019432828676578254,0.10913348946135831,2.9732600512218443,31.99999968,6399.999935999996,50.0,117.74273641954291,215.56229913430752,310.3543255654342,0.599483204134367,3.3175584723667604,32.0,3200.0,1.084,3.665499999999982,3.1527199999999937
4.1,32.0,6400.0,csv,"3-point central (10 ms lag, 50 ms lookahead)",10.0,50.0,50.0,full,0.011480250538483693,0.0054886339903340966,0.07972331757917994,0.0,0.011480250538483693,0.10913348946135831,2.9732600512218443,31.99999968,6399.999935999996,50.0,97.52102057023433,180.80118073692088,259.46466939673417,0.7162790697674418,2.18730993098028,32.00000000000001,6400.0,1.084,3.012779999999988,2.3887799999999877
4.1,32.0,12800.0,csv,"3-point central (10 ms lag, 50 ms lookahead)",10.0,50.0,50.0,full,0.00971537497714706,0.004760369249595172,0.06979170783435185,0.0,0.00971537497714706,0.10913348946135831,2.9732600512218443,31.99999968,6399.999935999996,50.0,87.69816618856895,169.46105581045688,253.56413584066595,0.759173126614987,2.2489666384742226,32.00000000000001,6400.0,1.084,3.319059999999994,2.346439999999988
4.1,32.0,19200.0,csv,"3-point central (10 ms lag, 50 ms lookahead)",10.0,50.0,50.0,full,0.00929723647445032,0.004626306028098369,0.06490038964314393,0.0,0.00929723647445032,0.10913348946135831,2.9732600512218443,31.99999968,6399.999935999996,50.0,86.09202115952255,166.80684142870578,251.1438000552322,0.772609819121447,2.2651088927887515,32.00000000000001,6400.0,1.084,3.0277199999999937,2.375
4.1,32.0,25600.0,csv,"3-point central (10 ms lag, 50 ms lookahead)",10.0,50.0,50.0,full,0.009181504207147749,0.004607004705647048,0.06282769600946236,0.0,0.009181504207147749,0.10913348946135831,2.9732600512218443,31.99999968,6399.999935999996,50.0,85.78782094916284,165.73473247248592,249.92002797659035,0.7762273901808786,2.267140235288905,32.0,6400.0,1.084,3.25,1.9860599999999942
4.1,32.0,38400.0,csv,"3-point central (10 ms lag, 50 ms lookahead)",10.0,50.0,50.0,full,0.008795839278161232,0.004463361788910392,0.060645779483978646,0.0,0.008795839278161232,0.10913348946135831,2.9732600512218443,31.99999968,6399.999935999996,50.0,84.7717358766836,164.61417738465894,248.71588319068846,0.7824289405684755,2.2916532582596516,32.00000000000001,6400.0,1.084,3.6239999999999637,2.096779999999988
4.1,32.0,51200.0,csv,"3-point central (10 ms lag, 50 ms lookahead)",10.0,50.0,50.0,full,0.008706139038923439,0.004436672272376277,0.059662979122553916,0.0,0.008706139038923439,0.10913348946135831,2.9732600512218443,31.99999968,6399.999935999996,50.0,84.24844911454502,164.0540998684445,248.11419713806376,0.7855297157622739,2.2964530538986283,32.00000000000001,6400.0,1.083,3.346439999999988,2.665499999999982
4.1,40.0,20.0,csv,"3-point central (10 ms lag, 50 ms lookahead)",10.0,50.0,50.0,full,1.0975835829097071,0.8277317178570655,2.4553447884794775,1000.0,1.009412390209729,0.22716627634660422,2.236175337423507,12.800979504077658,2353.1414793248346,1674.7450053776836,2669.464206455209,3293.273613681915,3783.7867979150524,0.007235142118863049,4.1,11.366563733831754,20.000000000000018,1.084,2.998339999999964,1.4166599999999998
4.1,40.0,41.0,csv,"3-point central (10 ms lag, 50 ms lookahead)",10.0,50.0,50.0,full,0.45882421975832954,0.2958108405137249,1.6323825861136787,300.0,0.4489439479276384,0.1765807962529274,2.5341160475094355,18.050723531431167,3239.7752692898425,889.9572200730541,1607.2280994391415,2146.187808433209,2286.557565944853,0.011886304909560724,3.7697829978995316,16.393456659999053,41.000000000000014,1.084,9.937059999999848,3.610719999999994
4.1,40.0,80.0,csv,"3-point central (10 ms lag, 50 ms lookahead)",10.0,50.0,50.0,full,0.2546980173355169,0.14592599179693036,0.9246437039723548,400.0,0.18658501401642427,0.14426229508196722,2.788264551387058,24.337136786747056,4301.531466754743,420.02528612051407,974.3894686973916,1340.9357533348066,1503.192107831011,0.023255813953488372,3.4035247608002646,19.66561811536525,80.00000000000007,1.084,2.861059999999994,1.75
4.1,40.0,200.0,csv,"3-point central (10 ms lag, 50 ms lookahead)",10.0,50.0,50.0,full,0.0824025224523501,0.043577757083329345,0.4361556440435974,110.0,0.06742148121839284,0.11241217798594848,2.8094881014320823,34.81281954535312,6127.512599813601,178.27192250536984,450.03231272886643,677.9201517048931,812.7756221781268,0.05529715762273902,2.289319770910279,24.860288116529706,200.00000000000017,1.084,4.125,2.4994999999999816
4.1,40.0,400.0,csv,"3-point central (10 ms lag, 50 ms lookahead)",10.0,50.0,50.0,full,0.038202086069540314,0.02252364023670635,0.18967539274350537,50.0,0.029488877278076347,0.10117096018735364,2.9278952380135896,39.999999599999995,7656.229398724441,128.19237742484074,255.23223952694772,398.17369689559393,515.6975919020781,0.08992248062015504,2.2061549649563506,32.26053118960378,400.00000000000017,1.084,13.326999999999854,8.983219999999939
4.1,40.0,800.0,csv,"3-point central (10 ms lag, 50 ms lookahead)",10.0,50.0,50.0,full,0.03570066115706593,0.01940771242327764,0.18278320839951567,30.0,0.03250727550180796,0.09601873536299765,3.287875878510677,39.999999599999995,7999.999919999995,90.97575424704351,190.56914838027078,277.5422710153487,383.82702670436345,0.1855297157622739,3.110244160407137,40.0,800.0000000000003,1.084,12.317719999999957,7.887279999999969
4.1,40.0,1600.0,csv,"3-point central (10 ms lag, 50 ms lookahead)",10.0,50.0,50.0,full,0.037008814032534476,0.019495758797671518,0.18824754304027436,10.0,0.036785983476173824,0.09601873536299765,3.6103726691094122,39.999999599999995,7999.999919999996,64.8788114479417,154.77694415662728,245.9486005364836,289.551288715839,0.3571059431524548,2.96540284525263,40.0,1600.0000000000002,1.083,3.3042799999999697,3.1387799999999877
4.1,40.0,3200.0,csv,"3-point central (10 ms lag, 50 ms lookahead)",10.0,50.0,50.0,full,0.02185929773732801,0.009490969217830719,0.1804811798549859,0.0,0.02185929773732801,0.09601873536299765,3.6484148018640674,39.999999599999995,7999.999919999996,50.0,111.25552878337525,193.60184982626927,263.241840599905,0.6144702842377261,3.5476814942461834,40.0,3200.0000000000005,1.084,3.721439999999988,2.9435599999999758
4.1,40.0,6400.0,csv,"3-point central (10 ms lag, 50 ms lookahead)",10.0,50.0,50.0,full,0.01575623824736152,0.00713871348406373,0.12996102652022298,0.0,0.01575623824736152,0.09601873536299765,3.6484148018640674,39.999999599999995,7999.999919999996,50.0,90.7791746291708,169.3261578302297,229.01415999745595,0.7322997416020672,3.0307368587618533,40.00000000000001,6400.0,1.083,2.471779999999988,2.2777199999999937
4.1,40.0,12800.0,csv,"3-point central (10 ms lag, 50 ms lookahead)",10.0,50.0,50.0,full,0.013000393033522658,0.005617495082028438,0.11360800490922089,0.0,0.013000393033522658,0.09601873536299765,3.6484148018640674,39.999999599999995,7999.999919999996,50.0,80.12185266028933,159.59477982291537,225.06766538909045,0.7886304909560724,2.5690145052389535,40.000000000000014,8000.000000000001,1.084,2.944059999999994,2.569719999999994
4.1,40.0,19200.0,csv,"3-point central (10 ms lag, 50 ms lookahead)",10.0,50.0,50.0,full,0.011608026492504753,0.0052986969296955795,0.08758965696664162,0.0,0.011608026492504753,0.09601873536299765,3.6484148018640674,39.999999599999995,7999.999919999996,50.0,78.97343534901823,150.84009185863744,222.16715067315215,0.8,2.371201316955938,40.000000000000014,8000.000000000003,1.083,3.610719999999994,2.54166
4.1,40.0,25600.0,csv,"3-point central (10 ms lag, 50 ms lookahead)",10.0,50.0,50.0,full,0.011118015491826323,0.005152599413180295,0.0815125062524604,0.0,0.011118015491826323,0.09601873536299765,3.6484148018640674,39.999999599999995,7999.999919999996,50.0,78.06887894906248,150.14446866762935,221.00160654136565,0.8056847545219639,2.38342567568479,40.000000000000014,8000.000000000001,1.083,1.527059999999994,1.625
4.1,40.0,38400.0,csv,"3-point central (10 ms lag, 50 ms lookahead)",10.0,50.0,50.0,full,0.01107221011664428,0.005136315750287217,0.0815102470132784,0.0,0.01107221011664428,0.09601873536299765,3.6484148018640674,39.999999599999995,7999.999919999996,50.0,77.16642724767824,149.2645304140884,219.4268597364756,0.8129198966408269,2.376214938182022,40.00000000000001,8000.0,1.084,4.498839999999982,3.7494999999999816
4.1,40.0,51200.0,csv,"3-point central (10 ms lag, 50 ms lookahead)",10.0,50.0,50.0,full,0.011060762669799414,0.005153908298066301,0.08122424875303998,0.0,0.011060762669799414,0.09601873536299765,3.6484148018640674,39.999999599999995,7999.999919999996,50.0,76.66325027666204,148.80499628926043,218.62767975526307,0.8155038759689922,2.3528215211569377,40.000000000000014,8000.000000000001,1.125,24.351999999999492,13.026219999999975
4.1,48.0,20.0,csv,"3-point central (10 ms lag, 50 ms lookahead)",10.0,50.0,50.0,full,1.0975835829097071,0.8277317178570655,2.4553447884794775,1000.0,1.009412390209729,0.22716627634660422,2.236175337423507,12.800979504077658,2353.1414793248346,1674.7450053776836,2669.464206455209,3293.273613681915,3783.7867979150524,0.007235142118863049,4.1,11.366563733831754,20.000000000000018,1.125,15.696159999999727,7.712279999999788
4.1,48.0,41.0,csv,"3-point central (10 ms lag, 50 ms lookahead)",10.0,50.0,50.0,full,0.45882421975832954,0.2958108405137249,1.6323825861136787,300.0,0.4489439479276384,0.1765807962529274,2.5341160475094355,18.050723531431167,3239.7752692898425,889.9572200730541,1607.2280994391415,2146.187808433209,2286.557565944853,0.011886304909560724,3.7697829978995316,16.393456659999053,41.000000000000014,1.084,1.667,1.3190599999999941
