experiment_id,run_id,spec_hash,git_commit,release_tag,release_url,release_state,result_directory,result_archive_sha256,published_at
E04,20260728T105110.685320Z__6fbb9164fb94,6fbb9164fb948670584ea5871465463d5843c46cf8f1aac228b65116a97d68c3,9fe093b3eb7481f7d65473d7007ca241b2e4dae6,exp-e04-20260728t105110-6fbb9164fb94,https://github.com/TANG617/otg_lab/releases/tag/exp-e04-20260728t105110-6fbb9164fb94,published,experiments/E04_pva_finite_difference_trajectories/results/20260728T105110.685320Z__6fbb9164fb94,6a8a87bc8361a440fc985c524cdcab45da5d7454a2360a1af822d0c7da728f6d,2026-07-30T07:41:53Z
