limits,max_velocity,max_acceleration,max_jerk,method_short,dataset,method,explicit_delay_ms,prediction_lookahead_ms,minimum_duration_ms,target_state_mode,rmse,mae,max_error,best_lag_ms,lag_aligned_rmse,target_projection_rate,target_max_velocity,target_max_acceleration,target_p99_jerk,trajectory_duration_p50_ms,trajectory_duration_p90_ms,trajectory_duration_p99_ms,trajectory_duration_max_ms,reachable_within_lookahead_rate,output_max_velocity,output_max_acceleration,output_max_jerk,estimator_compute_p50_us,estimator_compute_p99_us,ruckig_compute_p99_us
historical_4.1_8.2_41,4.1,8.2,41.0,"CA-KF, H=50 ms",csv,Robust CA-KF (50 ms lookahead),0.0,50.0,50.0,full,0.09655440850536143,0.05674316592061491,0.36469511623223194,130.0,0.0804699170641319,0.04871194379391101,2.1693077168373254,8.199999918,263.9735701124864,264.5117068888811,737.6480723989956,1406.4444107893573,1531.7661024957533,0.04237726098191214,2.058798618813995,8.2,41.000000000000014,11.916,14.944059999999993,1.375
historical_4.1_8.2_41,4.1,8.2,41.0,"3-point central, H=50 ms",csv,"3-point central (10 ms lag, 50 ms lookahead)",10.0,50.0,50.0,full,0.18661739053420792,0.11478865668924305,0.6902964834379169,390.0,0.11903599811985535,0.2955503512880562,2.236175337423507,8.199999918,1639.9999835999993,547.413194517897,921.7172842056003,1241.8051430698922,1824.0349827618854,0.011886304909560724,2.1612482874269494,8.2,41.000000000000014,1.083,1.402059999999994,0.944059999999994
vendor_4.1_8.2_4000,4.1,8.2,4000.0,"CA-KF, H=50 ms",csv,Robust CA-KF (50 ms lookahead),0.0,50.0,50.0,full,0.045585371420942655,0.019148106519031614,0.2585676631671576,40.0,0.04205195113699495,0.04871194379391101,2.1693077168373254,8.199999918,263.9735701124864,50.0,254.80953280155043,532.1846181856369,874.0692342671125,0.6728682170542636,2.3267945382629818,8.2,1639.9999999999998,11.792,15.374499999999982,1.792
vendor_4.1_8.2_4000,4.1,8.2,4000.0,"3-point central, H=50 ms",csv,"3-point central (10 ms lag, 50 ms lookahead)",10.0,50.0,50.0,full,0.04914200995093343,0.024330651068231776,0.2604270285898605,50.0,0.043252889423130804,0.2955503512880562,2.236175337423507,8.199999918,1639.9999835999993,75.58419888412364,309.6264878397119,501.5507408797464,848.693474508986,0.35762273901808783,2.284895323420748,8.200000000000001,1639.9999999999998,1.083,1.334,1.3336599999999998
