method,jerk_semantic,max_abs_jerk
jerk_qp_pva_direct,internal_profile,406.9329716684283
jerk_qp_pva_direct,internal_profile,41.251501665131094
jerk_qp_pva_direct,internal_profile,43.76956004813329
jerk_qp_pva_direct,internal_profile,44.6767213372711
jerk_qp_pva_direct,internal_profile,5.304737610100178
jerk_qp_pva_direct,internal_profile,504.21807390484116
jerk_qp_pva_direct,internal_profile,52.45490384375204
jerk_qp_pva_direct,internal_profile,550.5438057435748
jerk_qp_pva_direct,internal_profile,56.10864689289839
jerk_qp_pva_direct,internal_profile,56.37733871728905
jerk_qp_pva_direct,internal_profile,56.513809794145374
jerk_qp_pva_direct,internal_profile,57.214776604804214
jerk_qp_pva_direct,internal_profile,575.6410403414985
jerk_qp_pva_direct,internal_profile,58.92479231757539
jerk_qp_pva_direct,internal_profile,58.970677241156
jerk_qp_pva_direct,internal_profile,59.39229108748049
jerk_qp_pva_direct,internal_profile,60.37870068973925
jerk_qp_pva_direct,internal_profile,604.7849052451375
jerk_qp_pva_direct,internal_profile,616.2882512938536
jerk_qp_pva_direct,internal_profile,65.69769218283587
jerk_qp_pva_direct,internal_profile,67.0040872065278
jerk_qp_pva_direct,internal_profile,693.5859310042049
jerk_qp_pva_direct,internal_profile,7.55406923100313
jerk_qp_pva_direct,internal_profile,70.02833097956074
jerk_qp_pva_direct,internal_profile,72.4961511675449
jerk_qp_pva_direct,internal_profile,72.58605789440438
jerk_qp_pva_direct,internal_profile,729.2767889373481
jerk_qp_pva_direct,internal_profile,73.42982906571665
jerk_qp_pva_direct,internal_profile,753.558888477423
jerk_qp_pva_direct,internal_profile,758.7044485394828
jerk_qp_pva_direct,internal_profile,76.69503415531521
jerk_qp_pva_direct,internal_profile,8.284309944338627
jerk_qp_pva_direct,internal_profile,8.330000120382744
jerk_qp_pva_direct,internal_profile,8.511750434595859
jerk_qp_pva_direct,internal_profile,85.24372050555655
jerk_qp_pva_direct,internal_profile,87.75549664048313
jerk_qp_pva_direct,internal_profile,9.273092295835953
jerk_qp_pva_direct,internal_profile,9.663738204921241
jerk_qp_pva_direct,internal_profile,93.83214668274985
jerk_qp_pva_direct,internal_profile,99.75284942392257
jerk_qp_pva_direct,sampled_output,1.7375684802611173
jerk_qp_pva_direct,sampled_output,101.3381448356631
jerk_qp_pva_direct,sampled_output,102.84089177520377
jerk_qp_pva_direct,sampled_output,108.50788865043059
jerk_qp_pva_direct,sampled_output,113.31362335489865
jerk_qp_pva_direct,sampled_output,113.87361253503818
jerk_qp_pva_direct,sampled_output,119.43515251027704
