run_id,dataset_id,session_id,trajectory_id,split,seed,scenario_id,method_id,n_samples,n_joints,output_field,chirp_metadata_kind,chirp_start_hz,chirp_end_hz,chirp_duration_s,chirp_observed_truth_duration_s,frequency_band_index,frequency_band_count,frequency_low_hz,frequency_high_hz,frequency_center_hz,window_start_time_s,window_end_time_s,window_duration_s,window_truth_sample_denominator,evaluated_sample_count,evaluated_sample_fraction,evaluated_start_time_s,evaluated_end_time_s,evaluated_time_coverage_fraction,projection_weight_denominator_s,trajectory_sample_count_denominator,truth_aligned_sample_count,future_tail_excluded_sample_count,joint_index,joint_id,reference_projection_magnitude,reference_projection_normalized,gain,phase_rad,phase_delay_s,group_delay_s,local_delay_samples,local_delay_s,local_delay_aligned_rmse,local_delay_overlap_count,local_delay_overlap_denominator,local_delay_overlap_fraction,local_delay_candidate_count,max_local_lag_s,minimum_lag_overlap_fraction
paper-evidence-v1-locked-test::deployed_p_only,synthetic-feasible-v1,synthetic,oscillatory__test__006,test,120806,clean,deployed_p_only,357,1,command_p,linear_chirp,0.2508686901646257,1.8601262493444635,3.565630394723021,3.56,4,6,1.3237070629511842,1.5919166561478237,1.457811859549504,2.377086929815347,2.971358662269184,0.5942717324538367,60,60,1.0,2.38,2.9699999999999998,1.0,0.29499999999999993,357,356,1,0,joint_0,0.003959821088913627,0.6664779581300259,0.8849078787712802,-0.09706923965940305,0.010597423263342048,0.0523322460377078,2,0.020000000000000018,0.0009263363259665721,58,60,0.9666666666666667,11,0.05,0.5
paper-evidence-v1-locked-test::deployed_p_only,synthetic-feasible-v1,synthetic,oscillatory__test__006,test,120806,clean,deployed_p_only,357,1,command_p,linear_chirp,0.2508686901646257,1.8601262493444635,3.565630394723021,3.56,5,6,1.5919166561478237,1.8601262493444635,1.7260214527461435,2.971358662269184,3.565630394723021,0.5942717324538371,59,59,1.0,2.98,3.56,0.9928118195422178,0.29000000000000004,357,356,1,0,joint_0,0.0036514643326031426,0.6511263782702402,0.8062212394459058,-0.255276683283724,0.023538841846993182,0.1354276054026732,3,0.029999999999999805,0.001191556443059288,56,59,0.9491525423728814,11,0.05,0.5
paper-evidence-v1-locked-test::deployed_p_only,synthetic-feasible-v1,synthetic,oscillatory__test__009,test,120809,clean,deployed_p_only,344,1,command_p,linear_chirp,0.2524525420583529,1.1034684949877387,3.4376946357386062,3.43,0,6,0.2524525420583529,0.3942885342132505,0.3233705381358017,0.0,0.5729491059564342,0.5729491059564342,58,57,0.9827586206896551,0.01,0.5700000000000001,0.9948527610467056,0.28,344,343,1,0,joint_0,5.629090076352766e-05,0.14782227109588905,0.8165224068292193,-0.022668691658000905,0.0111569667156311,-0.050127494786989135,1,0.010000000000000009,6.434931720455127e-05,56,57,0.9824561403508771,11,0.05,0.5
paper-evidence-v1-locked-test::deployed_p_only,synthetic-feasible-v1,synthetic,oscillatory__test__009,test,120809,clean,deployed_p_only,344,1,command_p,linear_chirp,0.2524525420583529,1.1034684949877387,3.4376946357386062,3.43,1,6,0.3942885342132505,0.5361245263681482,0.46520653029069936,0.5729491059564342,1.145898211912869,0.5729491059564347,57,57,1.0,0.5800000000000001,1.1400000000000001,0.9948527610467048,0.28,344,343,1,0,joint_0,0.0008690897371746069,0.28590454970161194,0.9851992174733221,-0.0019309095239803673,0.0006605964778969442,0.0035875371183080214,2,0.020000000000000018,0.0004241252497164189,55,57,0.9649122807017544,11,0.05,0.5
paper-evidence-v1-locked-test::deployed_p_only,synthetic-feasible-v1,synthetic,oscillatory__test__009,test,120809,clean,deployed_p_only,344,1,command_p,linear_chirp,0.2524525420583529,1.1034684949877387,3.4376946357386062,3.43,2,6,0.5361245263681482,0.6779605185230458,0.6070425224455971,1.145898211912869,1.7188473178693033,0.5729491059564344,57,57,1.0,1.1500000000000001,1.71,0.9948527610467048,0.2799999999999999,344,343,1,0,joint_0,0.0004466808044673626,0.30180577523448676,0.8251672147597515,-0.02906298738872085,0.007619759626224332,0.019970066100298858,2,0.020000000000000018,0.00034344588915647664,55,57,0.9649122807017544,11,0.05,0.5
paper-evidence-v1-locked-test::deployed_p_only,synthetic-feasible-v1,synthetic,oscillatory__test__009,test,120809,clean,deployed_p_only,344,1,command_p,linear_chirp,0.2524525420583529,1.1034684949877387,3.4376946357386062,3.43,3,6,0.6779605185230458,0.8197965106779435,0.7488785146004946,1.7188473178693033,2.2917964238257373,0.572949105956434,58,58,1.0,1.72,2.29,1.0,0.2850000000000001,344,343,1,0,joint_0,0.0007898512533581979,0.362740218456167,1.197255778937093,-0.03752482930690938,0.007974941137228755,0.003944369182090589,2,0.020000000000000018,0.0002979229056863067,56,58,0.9655172413793104,11,0.05,0.5
paper-evidence-v1-locked-test::deployed_p_only,synthetic-feasible-v1,synthetic,oscillatory__test__009,test,120809,clean,deployed_p_only,344,1,command_p,linear_chirp,0.2524525420583529,1.1034684949877387,3.4376946357386062,3.43,4,6,0.8197965106779435,0.9616325028328411,0.8907145067553923,2.2917964238257373,2.864745529782172,0.5729491059564347,57,57,1.0,2.3,2.86,0.9948527610467048,0.28,344,343,1,0,joint_0,0.0014217014774052738,0.44468984347720664,1.1714431154607108,-0.036093287616895266,0.006449232714971273,0.07728044811333425,2,0.020000000000000018,0.0002901548190086706,55,57,0.9649122807017544,11,0.05,0.5
paper-evidence-v1-locked-test::deployed_p_only,synthetic-feasible-v1,synthetic,oscillatory__test__009,test,120809,clean,deployed_p_only,344,1,command_p,linear_chirp,0.2524525420583529,1.1034684949877387,3.4376946357386062,3.43,5,6,0.9616325028328411,1.1034684949877387,1.0325504989102898,2.864745529782172,3.4376946357386062,0.5729491059564342,57,57,1.0,2.8699999999999997,3.4299999999999997,0.9948527610467056,0.28,344,343,1,0,joint_0,0.0009613801157509381,0.3539402908645794,1.3888410441820782,-0.17526669040639054,0.027015201839496145,0.2350540258709225,2,0.020000000000000018,0.0005392604286643564,55,57,0.9649122807017544,11,0.05,0.5
paper-evidence-v1-locked-test::deployed_p_only,synthetic-feasible-v1,synthetic,oscillatory__test__012,test,120812,clean,deployed_p_only,411,1,command_p,linear_chirp,0.3400469513763857,1.5848430509292504,4.100566547122079,4.1,0,6,0.3400469513763857,0.5475129679685298,0.44377995967245776,0.0,0.6834277578536798,0.6834277578536798,69,68,0.9855072463768116,0.01,0.68,0.9949844620528076,0.33500000000000013,411,410,1,0,joint_0,0.002719340061354509,0.32360878906711976,0.970116506881138,-0.0033819059146989227,0.00121286919714292,0.0018750504841746948,2,0.020000000000000018,0.00048238059536241125,66,68,0.9705882352941176,11,0.05,0.5
paper-evidence-v1-locked-test::deployed_p_only,synthetic-feasible-v1,synthetic,oscillatory__test__012,test,120812,clean,deployed_p_only,411,1,command_p,linear_chirp,0.3400469513763857,1.5848430509292504,4.100566547122079,4.1,1,6,0.5475129679685298,0.7549789845606739,0.6512459762646019,0.6834277578536798,1.3668555157073599,0.68342775785368,68,68,1.0,0.6900000000000001,1.36,0.9949844620528072,0.335,411,410,1,0,joint_0,0.003455580547505382,0.4272746276626695,0.8580227104301246,-0.013811008354008432,0.003375207415839475,0.014126058829944206,3,0.030000000000000027,0.0011740682897328715,65,68,0.9558823529411765,11,0.05,0.5
paper-evidence-v1-locked-test::deployed_p_only,synthetic-feasible-v1,synthetic,oscillatory__test__012,test,120812,clean,deployed_p_only,411,1,command_p,linear_chirp,0.3400469513763857,1.5848430509292504,4.100566547122079,4.1,2,6,0.7549789845606739,0.9624450011528181,0.8587119928567459,1.3668555157073599,2.0502832735610395,0.6834277578536796,69,69,1.0,1.37,2.05,1.0,0.3399999999999998,411,410,1,0,joint_0,0.006084757873363264,0.5284902749800912,0.8240792615842916,-0.04020988120293923,0.0074525584920452775,0.020089985240224578,3,0.030000000000000027,0.0014408858188769004,66,69,0.9565217391304348,11,0.05,0.5
paper-evidence-v1-locked-test::deployed_p_only,synthetic-feasible-v1,synthetic,oscillatory__test__012,test,120812,clean,deployed_p_only,411,1,command_p,linear_chirp,0.3400469513763857,1.5848430509292504,4.100566547122079,4.1,3,6,0.9624450011528181,1.169911017744962,1.06617800944889,2.0502832735610395,2.7337110314147193,0.6834277578536798,68,68,1.0,2.0599999999999996,2.73,0.9949844620528081,0.33500000000000024,411,410,1,0,joint_0,0.010002292488956734,0.625558665536083,0.9966551332264522,-0.06618750549840165,0.009880215665335014,0.15351371672467534,3,0.029999999999999805,0.0023800553816413,65,68,0.9558823529411765,11,0.05,0.5
paper-evidence-v1-locked-test::deployed_p_only,synthetic-feasible-v1,synthetic,oscillatory__test__012,test,120812,clean,deployed_p_only,411,1,command_p,linear_chirp,0.3400469513763857,1.5848430509292504,4.100566547122079,4.1,4,6,1.169911017744962,1.3773770343371063,1.2736440260410342,2.7337110314147193,3.4171387892683995,0.6834277578536803,68,68,1.0,2.7399999999999998,3.4099999999999997,0.9949844620528068,0.335,411,410,1,0,joint_0,0.007134597612581082,0.5574105139769222,0.6686183514288204,-0.4404347021528466,0.05503685372334465,0.26846090561992053,4,0.040000000000000036,0.0024587355639057516,64,68,0.9411764705882353,11,0.05,0.5
paper-evidence-v1-locked-test::deployed_p_only,synthetic-feasible-v1,synthetic,oscillatory__test__012,test,120812,clean,deployed_p_only,411,1,command_p,linear_chirp,0.3400469513763857,1.5848430509292504,4.100566547122079,4.1,5,6,1.3773770343371063,1.5848430509292504,1.4811100426331785,3.4171387892683995,4.100566547122079,0.6834277578536794,69,69,1.0,3.42,4.1,1.0,0.33999999999999986,411,410,1,0,joint_0,0.006984261466991515,0.5176042383907045,0.9768525474894227,-0.7660905511427409,0.08232143092730278,0.2311846649163004,4,0.040000000000000036,0.003695481025830639,65,69,0.9420289855072463,11,0.05,0.5
paper-evidence-v1-locked-test::deployed_p_only,synthetic-feasible-v1,synthetic,oscillatory__test__015,test,120815,clean,deployed_p_only,261,1,command_p,linear_chirp,0.23882318870709707,1.3167689548189045,2.6054617086984946,2.6,0,6,0.23882318870709707,0.4184808163923983,0.3286520025497477,0.0,0.4342436181164157,0.4342436181164157,44,43,0.9772727272727273,0.01,0.43,0.9902275636546533,0.21000000000000002,261,260,1,0,joint_0,0.00019594906710330507,0.15131346326921777,1.0780495947386277,-0.002584125180577155,0.0012514035906257303,-0.007307547413575767,2,0.020000000000000004,0.0003611741099072332,41,43,0.9534883720930233,11,0.05,0.5
paper-evidence-v1-locked-test::deployed_p_only,synthetic-feasible-v1,synthetic,oscillatory__test__015,test,120815,clean,deployed_p_only,261,1,command_p,linear_chirp,0.23882318870709707,1.3167689548189045,2.6054617086984946,2.6,1,6,0.4184808163923983,0.5981384440776996,0.5083096302350489,0.4342436181164157,0.8684872362328314,0.4342436181164157,43,43,1.0,0.44,0.86,0.9902275636546533,0.21,261,260,1,0,joint_0,0.0009087299909254433,0.23425620649538986,0.8666454621920031,-0.0014308974456209225,0.00044802299225145316,0.005264306646192851,3,0.030000000000000027,0.0013403084769079633,40,43,0.9302325581395349,11,0.05,0.5
paper-evidence-v1-locked-test::deployed_p_only,synthetic-feasible-v1,synthetic,oscillatory__test__015,test,120815,clean,deployed_p_only,261,1,command_p,linear_chirp,0.23882318870709707,1.3167689548189045,2.6054617086984946,2.6,2,6,0.5981384440776996,0.7777960717630008,0.6879672579203502,0.8684872362328314,1.3027308543492473,0.4342436181164159,44,44,1.0,0.87,1.3,1.0,0.21500000000000002,261,260,1,0,joint_0,0.0016332346658779937,0.31372890788021934,1.1564700770507534,-0.014469057248529166,0.0033472842733013406,0.005399818500329999,3,0.030000000000000027,0.0014171690926380789,41,44,0.9318181818181818,11,0.05,0.5
paper-evidence-v1-locked-test::deployed_p_only,synthetic-feasible-v1,synthetic,oscillatory__test__015,test,120815,clean,deployed_p_only,261,1,command_p,linear_chirp,0.23882318870709707,1.3167689548189045,2.6054617086984946,2.6,3,6,0.7777960717630008,0.957453699448302,0.8676248856056514,1.3027308543492473,1.7369744724656628,0.43424361811641554,43,43,1.0,1.31,1.73,0.9902275636546536,0.20999999999999996,261,260,1,0,joint_0,0.00340628088329056,0.38632279436951666,0.865360218504758,-0.013621767083145742,0.0024987429485909068,0.006721608048726184,4,0.040000000000000036,0.0031108324209913503,39,43,0.9069767441860465,11,0.05,0.5
paper-evidence-v1-locked-test::deployed_p_only,synthetic-feasible-v1,synthetic,oscillatory__test__015,test,120815,clean,deployed_p_only,261,1,command_p,linear_chirp,0.23882318870709707,1.3167689548189045,2.6054617086984946,2.6,4,6,0.957453699448302,1.1371113271336033,1.0472825132909527,1.7369744724656628,2.171218090582079,0.434243618116416,44,44,1.0,1.74,2.17,1.0,0.21499999999999994,261,260,1,0,joint_0,0.0038649942804487697,0.4478445899154939,0.7146920914453105,-0.02964405756966047,0.004504990998738696,0.03371268945855338,4,0.040000000000000036,0.004255298509796586,40,44,0.9090909090909091,11,0.05,0.5
