plant,method,position_rmse
ideal,hybrid,0.0018344634558428365
ideal,hybrid,0.002870826316177989
ideal,hybrid,0.003969074195196281
ideal,hybrid,0.004344093818210483
ideal,hybrid,0.0044994806338561
ideal,hybrid,0.004769176956438904
ideal,hybrid,0.005137659425050972
ideal,hybrid,0.005445470612074462
ideal,hybrid,0.007428514718732406
ideal,hybrid,0.008442386543822705
ideal,hybrid,0.013076321575973788
ideal,hybrid,0.015547052224465677
ideal,hybrid,0.017089804674608834
ideal,hybrid,0.017364700302152442
ideal,hybrid,0.01796618713421544
ideal,hybrid,0.019682769353001332
ideal,hybrid,0.02433046287880182
ideal,hybrid,0.024521611950504486
ideal,hybrid,0.030728884739280593
ideal,hybrid,0.03265050928210029
ideal,hybrid,0.05270179015499766
ideal,hybrid,0.057924297560180575
ideal,hybrid,0.06810359880693453
ideal,hybrid,1.1113098209427474
ideal,measured,0.0018344634558428365
ideal,measured,0.002870826316177989
ideal,measured,0.003969074195196281
ideal,measured,0.004344093818210483
ideal,measured,0.0044994806338561
ideal,measured,0.004769176956438904
ideal,measured,0.005137659425050972
ideal,measured,0.005445470612074462
ideal,measured,0.007428514718732406
ideal,measured,0.008442386543822705
ideal,measured,0.013076321575973788
ideal,measured,0.015547052224465677
ideal,measured,0.017089804674608834
ideal,measured,0.017364700302152442
ideal,measured,0.01796618713421544
ideal,measured,0.019682769353001332
ideal,measured,0.02433046287880182
ideal,measured,0.024521611950504486
ideal,measured,0.030728884739280593
ideal,measured,0.03265050928210029
ideal,measured,0.05270179015499766
ideal,measured,0.057924297560180575
ideal,measured,0.06810359880693453
ideal,measured,1.1113098209427474
ideal,previous_command,0.0018344634558428365
ideal,previous_command,0.002870826316177989
ideal,previous_command,0.003969074195196281
ideal,previous_command,0.004344093818210483
ideal,previous_command,0.0044994806338561
ideal,previous_command,0.004769176956438904
ideal,previous_command,0.005137659425050972
ideal,previous_command,0.005445470612074462
ideal,previous_command,0.007428514718732406
ideal,previous_command,0.008442386543822705
ideal,previous_command,0.013076321575973788
ideal,previous_command,0.015547052224465677
ideal,previous_command,0.017089804674608834
ideal,previous_command,0.017364700302152442
ideal,previous_command,0.01796618713421544
ideal,previous_command,0.019682769353001332
ideal,previous_command,0.02433046287880182
ideal,previous_command,0.024521611950504486
ideal,previous_command,0.030728884739280593
ideal,previous_command,0.03265050928210029
ideal,previous_command,0.05270179015499766
ideal,previous_command,0.057924297560180575
ideal,previous_command,0.06810359880693453
ideal,previous_command,1.1113098209427474
servo_b16_z0.7_d0,hybrid,0.006900106176947212
servo_b16_z0.7_d0,hybrid,0.007077238837339061
servo_b16_z0.7_d0,hybrid,0.01354660506621487
servo_b16_z0.7_d0,hybrid,0.1371275197909515
servo_b16_z0.7_d0,hybrid,0.858258332812579
servo_b16_z0.7_d0,hybrid,1.5157423721554508
servo_b16_z0.7_d0,hybrid,1.9006394645519573
servo_b16_z0.7_d0,hybrid,10.524081874924502
servo_b16_z0.7_d0,hybrid,2.493436868503255
servo_b16_z0.7_d0,hybrid,2.850343438040741
servo_b16_z0.7_d0,hybrid,3.2571014297640435
servo_b16_z0.7_d0,hybrid,3.52352573254642
servo_b16_z0.7_d0,hybrid,3.5718809870896764
servo_b16_z0.7_d0,hybrid,3.7122197946909026
servo_b16_z0.7_d0,hybrid,3.738590264760655
servo_b16_z0.7_d0,hybrid,4.142356602737117
servo_b16_z0.7_d0,hybrid,4.524283707116401
servo_b16_z0.7_d0,hybrid,4.582574251858195
servo_b16_z0.7_d0,hybrid,4.773039756917058
servo_b16_z0.7_d0,hybrid,5.17386937353403
servo_b16_z0.7_d0,hybrid,6.187747585217184
servo_b16_z0.7_d0,hybrid,6.676043797219404
servo_b16_z0.7_d0,hybrid,6.8025920624582135
servo_b16_z0.7_d0,hybrid,8.785384583927947
servo_b16_z0.7_d0,measured,0.0063512198614948815
servo_b16_z0.7_d0,measured,0.007030442490909006
servo_b16_z0.7_d0,measured,0.011859510467556655
servo_b16_z0.7_d0,measured,0.013690501082803631
servo_b16_z0.7_d0,measured,0.19664417438111437
