plant,method,position_rmse
servo_b16_z0.7_d0,measured,0.8856563196416345
servo_b16_z0.7_d0,measured,1.51568956466095
servo_b16_z0.7_d0,measured,1.7765061748442241
servo_b16_z0.7_d0,measured,10.524208466205959
servo_b16_z0.7_d0,measured,2.493761874937347
servo_b16_z0.7_d0,measured,2.849402289316336
servo_b16_z0.7_d0,measured,3.2574733988539317
servo_b16_z0.7_d0,measured,3.5427482752671997
servo_b16_z0.7_d0,measured,3.5719497749117863
servo_b16_z0.7_d0,measured,3.731481025819452
servo_b16_z0.7_d0,measured,4.142270043090906
servo_b16_z0.7_d0,measured,4.525252243563716
servo_b16_z0.7_d0,measured,4.58242964870799
servo_b16_z0.7_d0,measured,4.772735837703245
servo_b16_z0.7_d0,measured,5.1673645462874855
servo_b16_z0.7_d0,measured,6.187670971591648
servo_b16_z0.7_d0,measured,6.675663468075882
servo_b16_z0.7_d0,measured,6.803114632170736
servo_b16_z0.7_d0,measured,8.785901944704614
servo_b16_z0.7_d0,previous_command,0.0011272396170368515
servo_b16_z0.7_d0,previous_command,0.0017033029955896128
servo_b16_z0.7_d0,previous_command,0.002540246710776663
servo_b16_z0.7_d0,previous_command,0.0025938722665833757
servo_b16_z0.7_d0,previous_command,0.003158633378579914
servo_b16_z0.7_d0,previous_command,0.0031824223862923825
servo_b16_z0.7_d0,previous_command,0.003774551245435877
servo_b16_z0.7_d0,previous_command,0.004215911998430424
servo_b16_z0.7_d0,previous_command,0.0043366984416950355
servo_b16_z0.7_d0,previous_command,0.006485423140723928
servo_b16_z0.7_d0,previous_command,0.008408139782973917
servo_b16_z0.7_d0,previous_command,0.008436138300145127
servo_b16_z0.7_d0,previous_command,0.009007235180553902
servo_b16_z0.7_d0,previous_command,0.011954026793797696
servo_b16_z0.7_d0,previous_command,0.012379714143152991
servo_b16_z0.7_d0,previous_command,0.017112201154242196
servo_b16_z0.7_d0,previous_command,0.017306516552354188
servo_b16_z0.7_d0,previous_command,0.01966603365077406
servo_b16_z0.7_d0,previous_command,0.030988502549897344
servo_b16_z0.7_d0,previous_command,0.032493508991629304
servo_b16_z0.7_d0,previous_command,0.05308354293538603
servo_b16_z0.7_d0,previous_command,0.05852547222353853
servo_b16_z0.7_d0,previous_command,0.1965613313390681
servo_b16_z0.7_d0,previous_command,0.8824838222630763
servo_b16_z0.7_d10,hybrid,0.008047045580419401
servo_b16_z0.7_d10,hybrid,0.011983543492016552
servo_b16_z0.7_d10,hybrid,0.017021533173785245
servo_b16_z0.7_d10,hybrid,0.019992168280214977
servo_b16_z0.7_d10,hybrid,0.024861915054885043
servo_b16_z0.7_d10,hybrid,0.038569784001689485
servo_b16_z0.7_d10,hybrid,0.039760070530465604
servo_b16_z0.7_d10,hybrid,0.05222563422512173
servo_b16_z0.7_d10,hybrid,0.0604257235373626
servo_b16_z0.7_d10,hybrid,0.0689011427285113
servo_b16_z0.7_d10,hybrid,0.08340735932406823
servo_b16_z0.7_d10,hybrid,0.09988475743654107
servo_b16_z0.7_d10,hybrid,0.10865510563843167
servo_b16_z0.7_d10,hybrid,0.1868201558459109
servo_b16_z0.7_d10,hybrid,0.23803994015240573
servo_b16_z0.7_d10,hybrid,0.36408700200764477
servo_b16_z0.7_d10,hybrid,0.5057856115915306
servo_b16_z0.7_d10,hybrid,0.6650319299677617
servo_b16_z0.7_d10,hybrid,1.1588099260600975
servo_b16_z0.7_d10,hybrid,1.249458599022702
servo_b16_z0.7_d10,hybrid,2.6854188949468405
servo_b16_z0.7_d10,hybrid,3.446769487205586
servo_b16_z0.7_d10,hybrid,3.7129995384597403
servo_b16_z0.7_d10,hybrid,3.7651589803441827
servo_b16_z0.7_d10,measured,0.008180240348526126
servo_b16_z0.7_d10,measured,0.017056498858269407
servo_b16_z0.7_d10,measured,0.018298078663702196
servo_b16_z0.7_d10,measured,0.020080759139779567
servo_b16_z0.7_d10,measured,0.026740507878389417
servo_b16_z0.7_d10,measured,0.03764827869003729
servo_b16_z0.7_d10,measured,0.04059636971342804
servo_b16_z0.7_d10,measured,0.05223031289695542
servo_b16_z0.7_d10,measured,0.05981212156291609
servo_b16_z0.7_d10,measured,0.07324174196944414
servo_b16_z0.7_d10,measured,0.08349444790851733
servo_b16_z0.7_d10,measured,0.09992725560176326
servo_b16_z0.7_d10,measured,0.10983689144973907
servo_b16_z0.7_d10,measured,0.18629337359038503
servo_b16_z0.7_d10,measured,0.2382174850193006
servo_b16_z0.7_d10,measured,0.36106957006340773
servo_b16_z0.7_d10,measured,0.5141014599768956
servo_b16_z0.7_d10,measured,0.6660712975031573
servo_b16_z0.7_d10,measured,1.1522121553919393
servo_b16_z0.7_d10,measured,1.2493179496890778
servo_b16_z0.7_d10,measured,2.6870838567456254
servo_b16_z0.7_d10,measured,3.444609602652269
servo_b16_z0.7_d10,measured,3.7145905703245874
servo_b16_z0.7_d10,measured,3.764204324765023
servo_b16_z0.7_d10,previous_command,0.002950284586898301
servo_b16_z0.7_d10,previous_command,0.004362696510506395
servo_b16_z0.7_d10,previous_command,0.0046519048059760724
servo_b16_z0.7_d10,previous_command,0.004702637060166095
servo_b16_z0.7_d10,previous_command,0.007030796149845066
servo_b16_z0.7_d10,previous_command,0.0073768271806991595
servo_b16_z0.7_d10,previous_command,0.008251764081095693
servo_b16_z0.7_d10,previous_command,0.008469233888285133
servo_b16_z0.7_d10,previous_command,0.008475697926462461
servo_b16_z0.7_d10,previous_command,0.011646940311649888
servo_b16_z0.7_d10,previous_command,0.0171154150915131
servo_b16_z0.7_d10,previous_command,0.0174713794171596
servo_b16_z0.7_d10,previous_command,0.01954447691394609
servo_b16_z0.7_d10,previous_command,0.019755353749838174
servo_b16_z0.7_d10,previous_command,0.023924778386650063
servo_b16_z0.7_d10,previous_command,0.026872916938896842
servo_b16_z0.7_d10,previous_command,0.031178045444585127
servo_b16_z0.7_d10,previous_command,0.03300265017503418
servo_b16_z0.7_d10,previous_command,0.03611477720652575
servo_b16_z0.7_d10,previous_command,0.03687530011741996
servo_b16_z0.7_d10,previous_command,0.05261749043313751
servo_b16_z0.7_d10,previous_command,0.05751935167555229
servo_b16_z0.7_d10,previous_command,0.1973590851355436
servo_b16_z0.7_d10,previous_command,0.8841510548043293
servo_b16_z0.7_d20,hybrid,0.005647212499817522
servo_b16_z0.7_d20,hybrid,0.008013239869277008
servo_b16_z0.7_d20,hybrid,0.017813423735496776
servo_b16_z0.7_d20,hybrid,0.018737145496909698
servo_b16_z0.7_d20,hybrid,0.020821962503277933
servo_b16_z0.7_d20,hybrid,0.03768336192808344
servo_b16_z0.7_d20,hybrid,0.040356689650130256
servo_b16_z0.7_d20,hybrid,0.05439722412023873
servo_b16_z0.7_d20,hybrid,0.06844867309939574
servo_b16_z0.7_d20,hybrid,0.07017646055860498
servo_b16_z0.7_d20,hybrid,0.08791997887159712
servo_b16_z0.7_d20,hybrid,0.09823096766702633
servo_b16_z0.7_d20,hybrid,0.10850844346794954
servo_b16_z0.7_d20,hybrid,0.18800240082881467
servo_b16_z0.7_d20,hybrid,0.23683165034458176
servo_b16_z0.7_d20,hybrid,0.3647695266908807
servo_b16_z0.7_d20,hybrid,0.5046426548169588
servo_b16_z0.7_d20,hybrid,0.6595857557208451
servo_b16_z0.7_d20,hybrid,1.1715002281483766
servo_b16_z0.7_d20,hybrid,1.2458245113259736
servo_b16_z0.7_d20,hybrid,2.6898455716588785
servo_b16_z0.7_d20,hybrid,3.4410743155179055
servo_b16_z0.7_d20,hybrid,3.718551832538647
servo_b16_z0.7_d20,hybrid,3.771774381376899
servo_b16_z0.7_d20,measured,0.00645916817398077
servo_b16_z0.7_d20,measured,0.008056224584675541
servo_b16_z0.7_d20,measured,0.01671259376810852
servo_b16_z0.7_d20,measured,0.018647754878453413
servo_b16_z0.7_d20,measured,0.021483272414922937
servo_b16_z0.7_d20,measured,0.038186207929225766
servo_b16_z0.7_d20,measured,0.04078095788964156
servo_b16_z0.7_d20,measured,0.054263218508941835
servo_b16_z0.7_d20,measured,0.06820676527310421
servo_b16_z0.7_d20,measured,0.07085030614330952
servo_b16_z0.7_d20,measured,0.08850713825290603
servo_b16_z0.7_d20,measured,0.09901699781459958
servo_b16_z0.7_d20,measured,0.10822090785817115
servo_b16_z0.7_d20,measured,0.18840568775228667
servo_b16_z0.7_d20,measured,0.23670751678892774
servo_b16_z0.7_d20,measured,0.3643945777728649
servo_b16_z0.7_d20,measured,0.5009435962929869
servo_b16_z0.7_d20,measured,0.654827159413497
servo_b16_z0.7_d20,measured,1.1668363653397427
servo_b16_z0.7_d20,measured,1.242161689972316
servo_b16_z0.7_d20,measured,2.6802782231642572
servo_b16_z0.7_d20,measured,3.435286673505501
servo_b16_z0.7_d20,measured,3.706334538560768
servo_b16_z0.7_d20,measured,3.762599073011532
servo_b16_z0.7_d20,previous_command,0.004396060229650937
servo_b16_z0.7_d20,previous_command,0.004786898734345427
servo_b16_z0.7_d20,previous_command,0.006013577398479048
servo_b16_z0.7_d20,previous_command,0.007673726945170419
servo_b16_z0.7_d20,previous_command,0.00851354224829305
servo_b16_z0.7_d20,previous_command,0.0115057508786561
servo_b16_z0.7_d20,previous_command,0.012166069760035063
servo_b16_z0.7_d20,previous_command,0.013655605607609202
servo_b16_z0.7_d20,previous_command,0.013950636143372991
servo_b16_z0.7_d20,previous_command,0.017140637856848828
servo_b16_z0.7_d20,previous_command,0.01765926105371689
servo_b16_z0.7_d20,previous_command,0.01901134307820371
servo_b16_z0.7_d20,previous_command,0.01987277114618393
servo_b16_z0.7_d20,previous_command,0.031533939806776
servo_b16_z0.7_d20,previous_command,0.0326239062433158
servo_b16_z0.7_d20,previous_command,0.03384566751854741
servo_b16_z0.7_d20,previous_command,0.039432025230128655
servo_b16_z0.7_d20,previous_command,0.04482643723007518
servo_b16_z0.7_d20,previous_command,0.052400963351053945
servo_b16_z0.7_d20,previous_command,0.0566261992746321
servo_b16_z0.7_d20,previous_command,0.06042965503399788
servo_b16_z0.7_d20,previous_command,0.06137346973411077
servo_b16_z0.7_d20,previous_command,0.1982042439354303
servo_b16_z0.7_d20,previous_command,0.8862605302065326
servo_b16_z1_d0,hybrid,0.005047118146572256
servo_b16_z1_d0,hybrid,0.0073816412170373095
servo_b16_z1_d0,hybrid,0.0077579924287785726
servo_b16_z1_d0,hybrid,0.009504731225368648
servo_b16_z1_d0,hybrid,0.01823976455601661
servo_b16_z1_d0,hybrid,0.03529458430029214
servo_b16_z1_d0,hybrid,0.037627001630184766
servo_b16_z1_d0,hybrid,0.04316606042591679
servo_b16_z1_d0,hybrid,0.05094461812608416
servo_b16_z1_d0,hybrid,0.07066475094182315
servo_b16_z1_d0,hybrid,0.0809573697527642
servo_b16_z1_d0,hybrid,0.09357894077994887
servo_b16_z1_d0,hybrid,0.19577362529463965
servo_b16_z1_d0,hybrid,0.8029345602629459
servo_b16_z1_d0,hybrid,0.8947381196546882
servo_b16_z1_d0,hybrid,1.1549306407293363
servo_b16_z1_d0,hybrid,1.2229759677849974
servo_b16_z1_d0,hybrid,2.029094851977388
servo_b16_z1_d0,hybrid,2.7181732220035597
servo_b16_z1_d0,hybrid,3.4366328383488125
servo_b16_z1_d0,hybrid,4.399920901055738
servo_b16_z1_d0,hybrid,5.687806845029263
servo_b16_z1_d0,hybrid,6.575698212931815
servo_b16_z1_d0,hybrid,8.710842483589433
servo_b16_z1_d0,measured,0.005049478165636139
servo_b16_z1_d0,measured,0.007375324825469465
servo_b16_z1_d0,measured,0.007723945941986524
servo_b16_z1_d0,measured,0.009431962331654298
servo_b16_z1_d0,measured,0.018291218052163095
servo_b16_z1_d0,measured,0.03532229617091628
servo_b16_z1_d0,measured,0.037692826052479
servo_b16_z1_d0,measured,0.04316066347149001
servo_b16_z1_d0,measured,0.05088932497298258
servo_b16_z1_d0,measured,0.0706243255371607
servo_b16_z1_d0,measured,0.08097566317712024
servo_b16_z1_d0,measured,0.09355473087959003
servo_b16_z1_d0,measured,0.19584781601483983
servo_b16_z1_d0,measured,0.8029348129422617
servo_b16_z1_d0,measured,0.8947479351524988
servo_b16_z1_d0,measured,1.1551162971417084
servo_b16_z1_d0,measured,1.2229823378865887
servo_b16_z1_d0,measured,2.028846877959297
servo_b16_z1_d0,measured,2.718434216470004
servo_b16_z1_d0,measured,3.4366692709171542
servo_b16_z1_d0,measured,4.399626602829518
servo_b16_z1_d0,measured,5.6877613243840806
servo_b16_z1_d0,measured,6.575873357662833
servo_b16_z1_d0,measured,8.711016858359338
servo_b16_z1_d0,previous_command,0.00113956197109185
servo_b16_z1_d0,previous_command,0.0017285661530243028
servo_b16_z1_d0,previous_command,0.002552912475466547
servo_b16_z1_d0,previous_command,0.002599271635935503
servo_b16_z1_d0,previous_command,0.0032124178820700034
servo_b16_z1_d0,previous_command,0.003230384290550701
servo_b16_z1_d0,previous_command,0.0037826901008298293
servo_b16_z1_d0,previous_command,0.004220844763840762
servo_b16_z1_d0,previous_command,0.004336737174544827
servo_b16_z1_d0,previous_command,0.006489755734333119
servo_b16_z1_d0,previous_command,0.008436183107237805
servo_b16_z1_d0,previous_command,0.008446729749141638
servo_b16_z1_d0,previous_command,0.009026273916639356
servo_b16_z1_d0,previous_command,0.012001639834751384
servo_b16_z1_d0,previous_command,0.012374084948213803
servo_b16_z1_d0,previous_command,0.017111871731175208
servo_b16_z1_d0,previous_command,0.017307106621701287
servo_b16_z1_d0,previous_command,0.019666215052262393
servo_b16_z1_d0,previous_command,0.03090075396513848
servo_b16_z1_d0,previous_command,0.0324996112579518
servo_b16_z1_d0,previous_command,0.053079173864957314
servo_b16_z1_d0,previous_command,0.05852300448834154
servo_b16_z1_d0,previous_command,0.06950616024498871
servo_b16_z1_d0,previous_command,0.895959565956201
servo_b16_z1_d10,hybrid,0.008018838218048467
servo_b16_z1_d10,hybrid,0.016650131689704323
servo_b16_z1_d10,hybrid,0.02410352691895363
servo_b16_z1_d10,hybrid,0.025957514968492787
servo_b16_z1_d10,hybrid,0.03319654062319836
servo_b16_z1_d10,hybrid,0.038193843118146414
servo_b16_z1_d10,hybrid,0.03969068643249495
servo_b16_z1_d10,hybrid,0.052213918670232104
servo_b16_z1_d10,hybrid,0.056846217784978774
servo_b16_z1_d10,hybrid,0.06781740876039068
servo_b16_z1_d10,hybrid,0.080916129165933
servo_b16_z1_d10,hybrid,0.10019692381187816
servo_b16_z1_d10,hybrid,0.1091689162295326
servo_b16_z1_d10,hybrid,0.18972377458311232
servo_b16_z1_d10,hybrid,0.2395949536748556
servo_b16_z1_d10,hybrid,0.36611267704707934
servo_b16_z1_d10,hybrid,0.5092358946900658
servo_b16_z1_d10,hybrid,0.6671517615093974
servo_b16_z1_d10,hybrid,1.1536711889021913
servo_b16_z1_d10,hybrid,1.2535999221674292
servo_b16_z1_d10,hybrid,2.6884626128119344
servo_b16_z1_d10,hybrid,3.450382294526124
servo_b16_z1_d10,hybrid,3.7175868161608063
servo_b16_z1_d10,hybrid,3.766690155121719
servo_b16_z1_d10,measured,0.008614260921992531
servo_b16_z1_d10,measured,0.011241343785770658
servo_b16_z1_d10,measured,0.016735441468652086
servo_b16_z1_d10,measured,0.022861831514526077
servo_b16_z1_d10,measured,0.037983455134883694
servo_b16_z1_d10,measured,0.03963513688882546
servo_b16_z1_d10,measured,0.052520365606171814
servo_b16_z1_d10,measured,0.05386158489700244
servo_b16_z1_d10,measured,0.056042377532046876
servo_b16_z1_d10,measured,0.07054465345350858
servo_b16_z1_d10,measured,0.08106876231242352
servo_b16_z1_d10,measured,0.09993109533991022
servo_b16_z1_d10,measured,0.11056097720276765
servo_b16_z1_d10,measured,0.18968249357859693
servo_b16_z1_d10,measured,0.2407964552119312
servo_b16_z1_d10,measured,0.35990257108753115
servo_b16_z1_d10,measured,0.5247493146628772
servo_b16_z1_d10,measured,0.6671568515197627
servo_b16_z1_d10,measured,1.1393404096774506
servo_b16_z1_d10,measured,1.2381498138745444
servo_b16_z1_d10,measured,2.692096630637659
servo_b16_z1_d10,measured,3.4556196991294046
servo_b16_z1_d10,measured,3.724704285571555
servo_b16_z1_d10,measured,3.7607110530221974
servo_b16_z1_d10,previous_command,0.0029628018432472846
servo_b16_z1_d10,previous_command,0.00436274581127025
servo_b16_z1_d10,previous_command,0.004679436183769684
servo_b16_z1_d10,previous_command,0.004725552080950127
servo_b16_z1_d10,previous_command,0.00704337164461566
servo_b16_z1_d10,previous_command,0.007381847241916028
servo_b16_z1_d10,previous_command,0.008323508303228552
servo_b16_z1_d10,previous_command,0.008469312614133962
servo_b16_z1_d10,previous_command,0.00853641555700565
servo_b16_z1_d10,previous_command,0.011651759318584531
servo_b16_z1_d10,previous_command,0.017115397684519314
servo_b16_z1_d10,previous_command,0.01747211271727333
servo_b16_z1_d10,previous_command,0.01954839598232009
servo_b16_z1_d10,previous_command,0.01975572652686024
servo_b16_z1_d10,previous_command,0.02396586138400941
servo_b16_z1_d10,previous_command,0.02689032109265938
servo_b16_z1_d10,previous_command,0.031096419559097307
servo_b16_z1_d10,previous_command,0.03301265491919023
servo_b16_z1_d10,previous_command,0.03613605279913216
servo_b16_z1_d10,previous_command,0.03686729732963753
servo_b16_z1_d10,previous_command,0.052615661834932506
servo_b16_z1_d10,previous_command,0.05751754729871868
servo_b16_z1_d10,previous_command,0.06955204637258154
servo_b16_z1_d10,previous_command,0.8972362825314317
servo_b16_z1_d20,hybrid,0.01123502942022839
servo_b16_z1_d20,hybrid,0.02077941429149801
servo_b16_z1_d20,hybrid,0.022738435709984624
servo_b16_z1_d20,hybrid,0.036282812248610234
servo_b16_z1_d20,hybrid,0.039113558192265974
servo_b16_z1_d20,hybrid,0.05165683961718884
servo_b16_z1_d20,hybrid,0.05346646104562304
servo_b16_z1_d20,hybrid,0.056456303418816314
servo_b16_z1_d20,hybrid,0.06556992774102546
servo_b16_z1_d20,hybrid,0.08160343810749845
servo_b16_z1_d20,hybrid,0.08389963120239423
servo_b16_z1_d20,hybrid,0.10007534428544547
servo_b16_z1_d20,hybrid,0.10940444811309434
servo_b16_z1_d20,hybrid,0.1888530391091945
servo_b16_z1_d20,hybrid,0.23650635855703425
servo_b16_z1_d20,hybrid,0.3502764754856308
servo_b16_z1_d20,hybrid,0.47989689713975686
servo_b16_z1_d20,hybrid,0.6685300002675426
servo_b16_z1_d20,hybrid,1.177500690632217
servo_b16_z1_d20,hybrid,1.2273433358712436
servo_b16_z1_d20,hybrid,2.676617678120102
servo_b16_z1_d20,hybrid,3.4583826828748006
servo_b16_z1_d20,hybrid,3.722909978297763
servo_b16_z1_d20,hybrid,3.755248006717689
servo_b16_z1_d20,measured,0.016455464066415574
servo_b16_z1_d20,measured,0.01765968029278026
servo_b16_z1_d20,measured,0.019084459986117297
servo_b16_z1_d20,measured,0.022576458328815222
servo_b16_z1_d20,measured,0.02832719722216654
servo_b16_z1_d20,measured,0.04398102520511072
servo_b16_z1_d20,measured,0.046852937103028944
servo_b16_z1_d20,measured,0.05350842261851368
servo_b16_z1_d20,measured,0.0751513872468997
servo_b16_z1_d20,measured,0.08081728124922127
servo_b16_z1_d20,measured,0.08351671304109892
servo_b16_z1_d20,measured,0.10351594148529546
servo_b16_z1_d20,measured,0.11036337876902917
servo_b16_z1_d20,measured,0.18833828146177004
servo_b16_z1_d20,measured,0.23759688370667134
servo_b16_z1_d20,measured,0.3751961847351722
servo_b16_z1_d20,measured,0.4726432840620223
servo_b16_z1_d20,measured,0.6285818757436037
servo_b16_z1_d20,measured,1.1774394299223496
servo_b16_z1_d20,measured,1.2141935070547434
servo_b16_z1_d20,measured,2.6939929179906277
servo_b16_z1_d20,measured,3.458219914717484
servo_b16_z1_d20,measured,3.7230252612805965
servo_b16_z1_d20,measured,3.7282439194203114
servo_b16_z1_d20,previous_command,0.004396120359147732
servo_b16_z1_d20,previous_command,0.004799419140826876
servo_b16_z1_d20,previous_command,0.006041728146500575
servo_b16_z1_d20,previous_command,0.007701364280583584
servo_b16_z1_d20,previous_command,0.008513654455813969
servo_b16_z1_d20,previous_command,0.011518446826673452
servo_b16_z1_d20,previous_command,0.01217103953723604
servo_b16_z1_d20,previous_command,0.013730115421800517
servo_b16_z1_d20,previous_command,0.014012006412429476
servo_b16_z1_d20,previous_command,0.017140845226829755
servo_b16_z1_d20,previous_command,0.017660134114073533
servo_b16_z1_d20,previous_command,0.01901610648552737
servo_b16_z1_d20,previous_command,0.01987333312899576
servo_b16_z1_d20,previous_command,0.03145675940846748
servo_b16_z1_d20,previous_command,0.03262775225262727
servo_b16_z1_d20,previous_command,0.03385927751336402
servo_b16_z1_d20,previous_command,0.039473863579820585
servo_b16_z1_d20,previous_command,0.044843552352174056
servo_b16_z1_d20,previous_command,0.05240168233858666
servo_b16_z1_d20,previous_command,0.056625112668294626
servo_b16_z1_d20,previous_command,0.06044618208860311
servo_b16_z1_d20,previous_command,0.061365083819211665
servo_b16_z1_d20,previous_command,0.07000141372241332
servo_b16_z1_d20,previous_command,0.8989266935957322
servo_b4_z0.7_d0,hybrid,0.0684751167579406
servo_b4_z0.7_d0,hybrid,0.14324701344249682
servo_b4_z0.7_d0,hybrid,0.7942828531092186
servo_b4_z0.7_d0,hybrid,1.0055352534887045
servo_b4_z0.7_d0,hybrid,1.2134641501905825
servo_b4_z0.7_d0,hybrid,1.2784922488008732
servo_b4_z0.7_d0,hybrid,1.6686540072738196
servo_b4_z0.7_d0,hybrid,1.682435332886846
servo_b4_z0.7_d0,hybrid,1.7615458131167954
servo_b4_z0.7_d0,hybrid,1.8575868253941656
servo_b4_z0.7_d0,hybrid,2.223265991259647
servo_b4_z0.7_d0,hybrid,2.2785540396508646
servo_b4_z0.7_d0,hybrid,2.4648543380602153
servo_b4_z0.7_d0,hybrid,2.7520714966524675
servo_b4_z0.7_d0,hybrid,2.7929683053188374
servo_b4_z0.7_d0,hybrid,2.972879311203308
servo_b4_z0.7_d0,hybrid,2.98593652073807
servo_b4_z0.7_d0,hybrid,3.015540949438931
servo_b4_z0.7_d0,hybrid,3.3366449049946816
servo_b4_z0.7_d0,hybrid,4.083972452434379
servo_b4_z0.7_d0,hybrid,4.308958998113462
servo_b4_z0.7_d0,hybrid,4.677339033578242
servo_b4_z0.7_d0,hybrid,7.868485345710999
servo_b4_z0.7_d0,hybrid,9.03513892357276
servo_b4_z0.7_d0,measured,0.19012846332420788
servo_b4_z0.7_d0,measured,0.2552039001342307
servo_b4_z0.7_d0,measured,0.7942754714632592
servo_b4_z0.7_d0,measured,1.0679427449692156
servo_b4_z0.7_d0,measured,1.127175677789023
servo_b4_z0.7_d0,measured,1.2825932378166265
servo_b4_z0.7_d0,measured,1.6922197171747073
servo_b4_z0.7_d0,measured,1.6957267702101504
servo_b4_z0.7_d0,measured,1.7400527603244067
servo_b4_z0.7_d0,measured,2.019910848035917
servo_b4_z0.7_d0,measured,2.261650516232123
servo_b4_z0.7_d0,measured,2.2899771310265646
servo_b4_z0.7_d0,measured,2.493757699484515
servo_b4_z0.7_d0,measured,2.805495135639773
servo_b4_z0.7_d0,measured,2.876360845056903
servo_b4_z0.7_d0,measured,2.9723228573554517
servo_b4_z0.7_d0,measured,3.0308596644546584
servo_b4_z0.7_d0,measured,3.1491488171175055
servo_b4_z0.7_d0,measured,3.429165253271397
servo_b4_z0.7_d0,measured,4.101543494014176
servo_b4_z0.7_d0,measured,4.348540315813237
servo_b4_z0.7_d0,measured,4.780959969971318
servo_b4_z0.7_d0,measured,7.868588138220138
servo_b4_z0.7_d0,measured,9.088344146173995
servo_b4_z0.7_d0,previous_command,0.0016492214573999317
servo_b4_z0.7_d0,previous_command,0.0023828217880831324
servo_b4_z0.7_d0,previous_command,0.0024398818971346796
servo_b4_z0.7_d0,previous_command,0.003636537959442098
