trajectory_id,method,position_rmse
boundary_grazing__test__001,one_step_governed_pva_direct,0.004344093818210483
boundary_grazing__test__002,one_step_governed_pva_direct,0.008442386543822705
boundary_grazing__test__003,one_step_governed_pva_direct,0.019682769353001332
boundary_grazing__test__004,one_step_governed_pva_direct,0.017364700302152442
boundary_grazing__test__005,one_step_governed_pva_direct,0.004407968986575235
boundary_grazing__test__006,one_step_governed_pva_direct,0.008306208055296763
boundary_grazing__test__007,one_step_governed_pva_direct,0.01850507722181053
boundary_grazing__test__008,one_step_governed_pva_direct,0.013313732853771014
boundary_grazing__test__009,one_step_governed_pva_direct,0.002659573278130651
boundary_grazing__test__010,one_step_governed_pva_direct,0.00851589620992937
boundary_grazing__test__011,one_step_governed_pva_direct,0.010318050983119357
boundary_grazing__test__012,one_step_governed_pva_direct,0.01671113542081978
boundary_grazing__test__013,one_step_governed_pva_direct,0.0035766113377652636
boundary_grazing__test__014,one_step_governed_pva_direct,0.014805767357505852
boundary_grazing__test__015,one_step_governed_pva_direct,0.008817830504196968
boundary_grazing__test__016,one_step_governed_pva_direct,0.03376391644767448
boundary_grazing__test__017,one_step_governed_pva_direct,0.004144915689753651
boundary_grazing__test__018,one_step_governed_pva_direct,0.009269703148513692
boundary_grazing__test__019,one_step_governed_pva_direct,0.0184680525096248
boundary_grazing__test__020,one_step_governed_pva_direct,0.02584624513860474
oscillatory__test__001,one_step_governed_pva_direct,0.057924297560180575
oscillatory__test__002,one_step_governed_pva_direct,0.05270179015499766
oscillatory__test__003,one_step_governed_pva_direct,0.03265050928210029
oscillatory__test__004,one_step_governed_pva_direct,1.1113098209427474
oscillatory__test__005,one_step_governed_pva_direct,0.04998973556779011
oscillatory__test__006,one_step_governed_pva_direct,0.0054470823045557745
oscillatory__test__007,one_step_governed_pva_direct,0.10560038131629752
oscillatory__test__008,one_step_governed_pva_direct,0.1649092477170149
oscillatory__test__009,one_step_governed_pva_direct,0.004049769816821299
oscillatory__test__010,one_step_governed_pva_direct,0.28936283713918304
oscillatory__test__011,one_step_governed_pva_direct,0.017843872694914383
oscillatory__test__012,one_step_governed_pva_direct,0.01873407374392428
oscillatory__test__013,one_step_governed_pva_direct,0.035861051446837613
oscillatory__test__014,one_step_governed_pva_direct,0.047108979721526556
oscillatory__test__015,one_step_governed_pva_direct,0.02031972746571202
oscillatory__test__016,one_step_governed_pva_direct,0.2162329642327941
oscillatory__test__017,one_step_governed_pva_direct,0.057295525893759684
oscillatory__test__018,one_step_governed_pva_direct,0.008345345167524392
oscillatory__test__019,one_step_governed_pva_direct,0.22954791586230347
oscillatory__test__020,one_step_governed_pva_direct,0.5156119561644662
piecewise_constant_jerk__test__001,one_step_governed_pva_direct,0.0044994806338561
piecewise_constant_jerk__test__002,one_step_governed_pva_direct,0.007428514718732406
piecewise_constant_jerk__test__003,one_step_governed_pva_direct,0.015547052224465677
piecewise_constant_jerk__test__004,one_step_governed_pva_direct,0.024521611950504486
piecewise_constant_jerk__test__005,one_step_governed_pva_direct,0.005103295074557869
piecewise_constant_jerk__test__006,one_step_governed_pva_direct,0.011646070287068884
piecewise_constant_jerk__test__007,one_step_governed_pva_direct,0.013415116915490527
piecewise_constant_jerk__test__008,one_step_governed_pva_direct,0.02000391459777098
piecewise_constant_jerk__test__009,one_step_governed_pva_direct,0.005533783781366093
piecewise_constant_jerk__test__010,one_step_governed_pva_direct,0.010452636484983673
piecewise_constant_jerk__test__011,one_step_governed_pva_direct,0.014978882785331094
piecewise_constant_jerk__test__012,one_step_governed_pva_direct,0.02375147079066753
piecewise_constant_jerk__test__013,one_step_governed_pva_direct,0.005450381110614646
piecewise_constant_jerk__test__014,one_step_governed_pva_direct,0.012535320691853955
piecewise_constant_jerk__test__015,one_step_governed_pva_direct,0.01604404712828584
piecewise_constant_jerk__test__016,one_step_governed_pva_direct,0.02987302189497145
piecewise_constant_jerk__test__017,one_step_governed_pva_direct,0.004092756650721654
piecewise_constant_jerk__test__018,one_step_governed_pva_direct,0.013773508851495874
piecewise_constant_jerk__test__019,one_step_governed_pva_direct,0.019244595661828234
piecewise_constant_jerk__test__020,one_step_governed_pva_direct,0.01726709111948068
rapid_reversal__test__001,one_step_governed_pva_direct,0.017089804674608834
rapid_reversal__test__002,one_step_governed_pva_direct,0.003969074195196281
rapid_reversal__test__003,one_step_governed_pva_direct,0.030728884739280593
rapid_reversal__test__004,one_step_governed_pva_direct,0.06810359880693453
rapid_reversal__test__005,one_step_governed_pva_direct,0.023849577183105437
rapid_reversal__test__006,one_step_governed_pva_direct,0.010035156024971409
rapid_reversal__test__007,one_step_governed_pva_direct,0.06081230382504653
rapid_reversal__test__008,one_step_governed_pva_direct,0.06374632485621047
rapid_reversal__test__009,one_step_governed_pva_direct,0.0010656244868366411
rapid_reversal__test__010,one_step_governed_pva_direct,0.03205153726505599
rapid_reversal__test__011,one_step_governed_pva_direct,0.07130774096357595
rapid_reversal__test__012,one_step_governed_pva_direct,0.004075910177065839
rapid_reversal__test__013,one_step_governed_pva_direct,0.0007454784335733759
rapid_reversal__test__014,one_step_governed_pva_direct,0.053167298297081125
rapid_reversal__test__015,one_step_governed_pva_direct,0.01018660761434603
rapid_reversal__test__016,one_step_governed_pva_direct,0.006379699107167388
rapid_reversal__test__017,one_step_governed_pva_direct,0.0013195481700256331
rapid_reversal__test__018,one_step_governed_pva_direct,0.017035549980155516
rapid_reversal__test__019,one_step_governed_pva_direct,0.006859240600485514
rapid_reversal__test__020,one_step_governed_pva_direct,0.004808076213747086
stationary_endpoint__test__001,one_step_governed_pva_direct,0.004769176956438904
stationary_endpoint__test__002,one_step_governed_pva_direct,0.013076321575973788
stationary_endpoint__test__003,one_step_governed_pva_direct,0.01796618713421544
stationary_endpoint__test__004,one_step_governed_pva_direct,0.02433046287880182
stationary_endpoint__test__005,one_step_governed_pva_direct,0.004780712024811138
stationary_endpoint__test__006,one_step_governed_pva_direct,0.013072131965188045
stationary_endpoint__test__007,one_step_governed_pva_direct,0.01795762036252394
stationary_endpoint__test__008,one_step_governed_pva_direct,0.024318772531738406
stationary_endpoint__test__009,one_step_governed_pva_direct,0.0047911839200027095
stationary_endpoint__test__010,one_step_governed_pva_direct,0.013076878099642565
stationary_endpoint__test__011,one_step_governed_pva_direct,0.01796221873633347
stationary_endpoint__test__012,one_step_governed_pva_direct,0.024323714830146292
stationary_endpoint__test__013,one_step_governed_pva_direct,0.004784694518520093
stationary_endpoint__test__014,one_step_governed_pva_direct,0.013065697570903362
stationary_endpoint__test__015,one_step_governed_pva_direct,0.01795814555212896
stationary_endpoint__test__016,one_step_governed_pva_direct,0.024318099538523694
stationary_endpoint__test__017,one_step_governed_pva_direct,0.004777084621622823
stationary_endpoint__test__018,one_step_governed_pva_direct,0.01304191200598645
stationary_endpoint__test__019,one_step_governed_pva_direct,0.01780175625299787
stationary_endpoint__test__020,one_step_governed_pva_direct,0.024212814544217573
stop_and_go__test__001,one_step_governed_pva_direct,0.0018344634558428365
stop_and_go__test__002,one_step_governed_pva_direct,0.002870826316177989
stop_and_go__test__003,one_step_governed_pva_direct,0.005445470612074462
stop_and_go__test__004,one_step_governed_pva_direct,0.005137659425050972
stop_and_go__test__005,one_step_governed_pva_direct,0.0015519511682908435
stop_and_go__test__006,one_step_governed_pva_direct,0.004558915697266743
stop_and_go__test__007,one_step_governed_pva_direct,0.006916047407021148
stop_and_go__test__008,one_step_governed_pva_direct,0.005972825869204212
stop_and_go__test__009,one_step_governed_pva_direct,0.0019245644072945546
stop_and_go__test__010,one_step_governed_pva_direct,0.004446552687145658
stop_and_go__test__011,one_step_governed_pva_direct,0.0043543174794580764
stop_and_go__test__012,one_step_governed_pva_direct,0.005165873360864122
stop_and_go__test__013,one_step_governed_pva_direct,0.0013550003620084352
stop_and_go__test__014,one_step_governed_pva_direct,0.00464325015047002
