trajectory_id,joint_id,method_id,control_time,command_time,p_ref,command_p
oscillatory__test__004,joint_0,one_step_governed_pva_direct,1.73,1.74,-0.6624589429777026,0.7739559873449462
oscillatory__test__004,joint_0,one_step_governed_pva_direct,1.74,1.75,-0.6902796461920228,0.7739559873449462
oscillatory__test__004,joint_0,one_step_governed_pva_direct,1.75,1.76,-0.7177113363626241,0.7739559873449462
oscillatory__test__004,joint_0,one_step_governed_pva_direct,1.76,1.77,-0.7447385541303514,0.7739559873449462
oscillatory__test__004,joint_0,one_step_governed_pva_direct,1.77,1.78,-0.7713460680799132,0.7739559873449462
oscillatory__test__004,joint_0,one_step_governed_pva_direct,1.78,1.79,-0.7975188833236766,0.7739559873449462
oscillatory__test__004,joint_0,one_step_governed_pva_direct,1.79,1.8,-0.8232422499521584,0.7739559873449462
oscillatory__test__004,joint_0,one_step_governed_pva_direct,1.8,1.81,-0.8485016713464636,0.7739559873449462
oscillatory__test__004,joint_0,one_step_governed_pva_direct,1.81,1.82,-0.8732829123479662,0.7739559873449462
oscillatory__test__004,joint_0,one_step_governed_pva_direct,1.82,1.83,-0.8975720072806598,0.7739559873449462
oscillatory__test__004,joint_0,one_step_governed_pva_direct,1.83,1.84,-0.9213552678216256,0.7739559873449462
oscillatory__test__004,joint_0,one_step_governed_pva_direct,1.84,1.85,-0.9446192907151998,0.7739559873449462
oscillatory__test__004,joint_0,one_step_governed_pva_direct,1.85,1.86,-0.9673509653264911,0.7739559873449462
oscillatory__test__004,joint_0,one_step_governed_pva_direct,1.86,1.87,-0.9895374810299861,0.7739559873449462
oscillatory__test__004,joint_0,one_step_governed_pva_direct,1.87,1.8800000000000001,-1.0111663344290864,0.7739559873449462
oscillatory__test__004,joint_0,one_step_governed_pva_direct,1.8800000000000001,1.8900000000000001,-1.0322253364024963,0.7739559873449462
oscillatory__test__004,joint_0,one_step_governed_pva_direct,1.8900000000000001,1.9000000000000001,-1.0527026189735065,0.7739559873449462
oscillatory__test__004,joint_0,one_step_governed_pva_direct,1.9000000000000001,1.9100000000000001,-1.0725866419982886,0.7739559873449462
oscillatory__test__004,joint_0,one_step_governed_pva_direct,1.9100000000000001,1.9200000000000002,-1.0918661996694423,0.7739559873449462
oscillatory__test__004,joint_0,one_step_governed_pva_direct,1.92,1.93,-1.110530426831115,0.7739559873449462
oscillatory__test__004,joint_0,one_step_governed_pva_direct,1.93,1.94,-1.128568805102155,0.7739559873449462
oscillatory__test__004,joint_0,one_step_governed_pva_direct,1.94,1.95,-1.1459711688038288,0.7739559873449462
oscillatory__test__004,joint_0,one_step_governed_pva_direct,1.95,1.96,-1.1627277106887768,0.7739559873449462
oscillatory__test__004,joint_0,one_step_governed_pva_direct,1.96,1.97,-1.1788289874679654,0.7739559873449462
oscillatory__test__004,joint_0,one_step_governed_pva_direct,1.97,1.98,-1.1942659251325307,0.7739559873449462
oscillatory__test__004,joint_0,one_step_governed_pva_direct,1.98,1.99,-1.2090298240675132,0.7739559873449462
oscillatory__test__004,joint_0,one_step_governed_pva_direct,1.99,2.0,-1.223112363954596,0.7739559873449462
oscillatory__test__004,joint_0,one_step_governed_pva_direct,2.0,2.01,-1.236505608461089,0.7739559873449462
oscillatory__test__004,joint_0,one_step_governed_pva_direct,2.0100000000000002,2.02,-1.2492020097125147,0.7739559873449462
oscillatory__test__004,joint_0,one_step_governed_pva_direct,2.02,2.03,-1.2611944125462735,0.7739559873449462
oscillatory__test__004,joint_0,one_step_governed_pva_direct,2.0300000000000002,2.04,-1.2724760585439985,0.7739559873449462
oscillatory__test__004,joint_0,one_step_governed_pva_direct,2.04,2.05,-1.2830405898403132,0.7739559873449462
oscillatory__test__004,joint_0,one_step_governed_pva_direct,2.05,2.0599999999999996,-1.292882052705861,0.7739559873449462
oscillatory__test__004,joint_0,one_step_governed_pva_direct,2.06,2.07,-1.3019949009025793,0.7739559873449462
oscillatory__test__004,joint_0,one_step_governed_pva_direct,2.07,2.0799999999999996,-1.310373998809324,0.7739559873449462
oscillatory__test__004,joint_0,one_step_governed_pva_direct,2.08,2.09,-1.3180146243160948,0.7739559873449462
oscillatory__test__004,joint_0,one_step_governed_pva_direct,2.09,2.0999999999999996,-1.3249124714852163,0.7739559873449462
oscillatory__test__004,joint_0,one_step_governed_pva_direct,2.1,2.11,-1.3310636529779858,0.7739559873449462
oscillatory__test__004,joint_0,one_step_governed_pva_direct,2.11,2.1199999999999997,-1.3364647022454135,0.7739559873449462
oscillatory__test__004,joint_0,one_step_governed_pva_direct,2.12,2.13,-1.3411125754818258,0.7739559873449462
oscillatory__test__004,joint_0,one_step_governed_pva_direct,2.13,2.1399999999999997,-1.3450046533402258,0.7739559873449462
oscillatory__test__004,joint_0,one_step_governed_pva_direct,2.14,2.15,-1.3481387424084477,0.7739559873449462
oscillatory__test__004,joint_0,one_step_governed_pva_direct,2.15,2.1599999999999997,-1.3505130764452717,0.7739559873449462
oscillatory__test__004,joint_0,one_step_governed_pva_direct,2.16,2.17,-1.3521263173758038,0.7739559873449462
oscillatory__test__004,joint_0,one_step_governed_pva_direct,2.17,2.1799999999999997,-1.3529775560455584,0.7739559873449462
oscillatory__test__004,joint_0,one_step_governed_pva_direct,2.18,2.19,-1.3530663127328182,0.7739559873449462
oscillatory__test__004,joint_0,one_step_governed_pva_direct,2.19,2.1999999999999997,-1.3523925374189867,0.7739559873449462
oscillatory__test__004,joint_0,one_step_governed_pva_direct,2.2,2.21,-1.3509566098167742,0.7739559873449462
oscillatory__test__004,joint_0,one_step_governed_pva_direct,2.21,2.2199999999999998,-1.348759339156209,0.7739559873449462
oscillatory__test__004,joint_0,one_step_governed_pva_direct,2.22,2.23,-1.345801963728586,0.7739559873449462
oscillatory__test__004,joint_0,one_step_governed_pva_direct,2.23,2.2399999999999998,-1.3420861501886192,0.7739559873449462
oscillatory__test__004,joint_0,one_step_governed_pva_direct,2.24,2.25,-1.3376139926151829,0.7739559873449462
oscillatory__test__004,joint_0,one_step_governed_pva_direct,2.25,2.26,-1.3323880113311757,0.7739559873449462
oscillatory__test__004,joint_0,one_step_governed_pva_direct,2.2600000000000002,2.27,-1.3264111514831702,0.7739559873449462
oscillatory__test__004,joint_0,one_step_governed_pva_direct,2.27,2.28,-1.319686781381654,0.7739559873449462
oscillatory__test__004,joint_0,one_step_governed_pva_direct,2.2800000000000002,2.29,-1.312218690602785,0.7739559873449462
oscillatory__test__004,joint_0,one_step_governed_pva_direct,2.29,2.3,-1.3040110878527476,0.7739559873449462
oscillatory__test__004,joint_0,one_step_governed_pva_direct,2.3000000000000003,2.31,-1.295068598595899,0.7739559873449462
oscillatory__test__004,joint_0,one_step_governed_pva_direct,2.31,2.32,-1.2853962624480508,0.7739559873449462
oscillatory__test__004,joint_0,one_step_governed_pva_direct,2.32,2.3299999999999996,-1.2749995303363508,0.7739559873449462
oscillatory__test__004,joint_0,one_step_governed_pva_direct,2.33,2.34,-1.2638842614273655,0.7739559873449462
oscillatory__test__004,joint_0,one_step_governed_pva_direct,2.34,2.3499999999999996,-1.2520567198251018,0.7739559873449462
oscillatory__test__004,joint_0,one_step_governed_pva_direct,2.35,2.36,-1.2395235710408137,0.7739559873449462
oscillatory__test__004,joint_0,one_step_governed_pva_direct,2.36,2.3699999999999997,-1.2262918782366035,0.7739559873449462
oscillatory__test__004,joint_0,one_step_governed_pva_direct,2.37,2.38,-1.212369098244909,0.7739559873449462
oscillatory__test__004,joint_0,one_step_governed_pva_direct,2.38,2.3899999999999997,-1.1977630773661538,0.7739559873449462
oscillatory__test__004,joint_0,one_step_governed_pva_direct,2.39,2.4,-1.1824820469468895,0.7739559873449462
oscillatory__test__004,joint_0,one_step_governed_pva_direct,2.4,2.4099999999999997,-1.1665346187409595,0.7739559873449462
oscillatory__test__004,joint_0,one_step_governed_pva_direct,2.41,2.42,-1.1499297800562656,0.7739559873449462
oscillatory__test__004,joint_0,one_step_governed_pva_direct,2.42,2.4299999999999997,-1.1326768886899021,0.7739559873449462
oscillatory__test__004,joint_0,one_step_governed_pva_direct,2.43,2.44,-1.114785667654486,0.7739559873449462
oscillatory__test__004,joint_0,one_step_governed_pva_direct,2.44,2.4499999999999997,-1.0962661996986773,0.7739559873449462
oscillatory__test__004,joint_0,one_step_governed_pva_direct,2.45,2.46,-1.077128921624956,0.7739559873449462
oscillatory__test__004,joint_0,one_step_governed_pva_direct,2.46,2.4699999999999998,-1.057384618407879,0.7739559873449462
