trajectory_id,follower,position_rmse
oscillatory__test__007,ruckig,0.10560038140886363
oscillatory__test__008,direct,0.1649092477170149
oscillatory__test__008,ruckig,0.16490924771724372
oscillatory__test__009,direct,0.004049769816821299
oscillatory__test__009,ruckig,0.004049770029621306
oscillatory__test__010,direct,0.28936283713918304
oscillatory__test__010,ruckig,0.8589357663247215
oscillatory__test__011,direct,0.017843872694914383
oscillatory__test__011,ruckig,0.01784387269480342
oscillatory__test__012,direct,0.01873407374392428
oscillatory__test__012,ruckig,0.01873407383276431
oscillatory__test__013,direct,0.035861051446837613
oscillatory__test__013,ruckig,0.03586105144046874
oscillatory__test__014,direct,0.047108979721526556
oscillatory__test__014,ruckig,0.04710897971949829
oscillatory__test__015,direct,0.02031972746571202
oscillatory__test__015,ruckig,0.020319727465150393
oscillatory__test__016,direct,0.2162329642327941
oscillatory__test__016,ruckig,0.1733175025295975
oscillatory__test__017,direct,0.057295525893759684
oscillatory__test__017,ruckig,0.057295525946027645
oscillatory__test__018,direct,0.008345345167524392
oscillatory__test__018,ruckig,0.008345345569939483
oscillatory__test__019,direct,0.22954791586230347
oscillatory__test__019,ruckig,0.2040169702437567
oscillatory__test__020,direct,0.5156119561644662
oscillatory__test__020,ruckig,0.5304520368421392
piecewise_constant_jerk__test__001,direct,0.0044994806338561
piecewise_constant_jerk__test__001,ruckig,0.004499480596214229
piecewise_constant_jerk__test__002,direct,0.007428514718732406
piecewise_constant_jerk__test__002,ruckig,0.007428515427292788
piecewise_constant_jerk__test__003,direct,0.015547052224465677
piecewise_constant_jerk__test__003,ruckig,0.015547052210914743
piecewise_constant_jerk__test__004,direct,0.024521611950504486
piecewise_constant_jerk__test__004,ruckig,0.024521612014754713
piecewise_constant_jerk__test__005,direct,0.005103295074557869
piecewise_constant_jerk__test__005,ruckig,0.005103295074514519
piecewise_constant_jerk__test__006,direct,0.011646070287068884
piecewise_constant_jerk__test__006,ruckig,0.01164607069394981
piecewise_constant_jerk__test__007,direct,0.013415116915490527
piecewise_constant_jerk__test__007,ruckig,0.013415116074356763
piecewise_constant_jerk__test__008,direct,0.02000391459777098
piecewise_constant_jerk__test__008,ruckig,0.020003914580087632
piecewise_constant_jerk__test__009,direct,0.005533783781366093
piecewise_constant_jerk__test__009,ruckig,0.005533783781343095
piecewise_constant_jerk__test__010,direct,0.010452636484983673
piecewise_constant_jerk__test__010,ruckig,0.010452636484917822
piecewise_constant_jerk__test__011,direct,0.014978882785331094
piecewise_constant_jerk__test__011,ruckig,0.014978882785163378
piecewise_constant_jerk__test__012,direct,0.02375147079066753
piecewise_constant_jerk__test__012,ruckig,0.023751470873825585
piecewise_constant_jerk__test__013,direct,0.005450381110614646
piecewise_constant_jerk__test__013,ruckig,0.005450381110596136
piecewise_constant_jerk__test__014,direct,0.012535320691853955
piecewise_constant_jerk__test__014,ruckig,0.012535320692193761
piecewise_constant_jerk__test__015,direct,0.01604404712828584
piecewise_constant_jerk__test__015,ruckig,0.016044047128188417
piecewise_constant_jerk__test__016,direct,0.02987302189497145
piecewise_constant_jerk__test__016,ruckig,0.029873021434301688
piecewise_constant_jerk__test__017,direct,0.004092756650721654
piecewise_constant_jerk__test__017,ruckig,0.004092757494096415
piecewise_constant_jerk__test__018,direct,0.013773508851495874
piecewise_constant_jerk__test__018,ruckig,0.013773508845391143
piecewise_constant_jerk__test__019,direct,0.019244595661828234
piecewise_constant_jerk__test__019,ruckig,0.01924459566183417
piecewise_constant_jerk__test__020,direct,0.01726709111948068
piecewise_constant_jerk__test__020,ruckig,0.01726709097450378
rapid_reversal__test__001,direct,0.017089804674608834
rapid_reversal__test__001,ruckig,0.017089804609447642
rapid_reversal__test__002,direct,0.003969074195196281
rapid_reversal__test__002,ruckig,0.003969074249791175
rapid_reversal__test__003,direct,0.030728884739280593
rapid_reversal__test__003,ruckig,0.030728884452862346
rapid_reversal__test__004,direct,0.06810359880693453
rapid_reversal__test__004,ruckig,0.12678959921032368
rapid_reversal__test__005,direct,0.023849577183105437
rapid_reversal__test__005,ruckig,0.023849576248277164
rapid_reversal__test__006,direct,0.010035156024971409
rapid_reversal__test__006,ruckig,0.010035152352864889
rapid_reversal__test__007,direct,0.06081230382504653
rapid_reversal__test__007,ruckig,0.06081230351751672
rapid_reversal__test__008,direct,0.06374632485621047
rapid_reversal__test__008,ruckig,0.06509731381347603
rapid_reversal__test__009,direct,0.0010656244868366411
rapid_reversal__test__009,ruckig,0.0010656244784013086
rapid_reversal__test__010,direct,0.03205153726505599
rapid_reversal__test__010,ruckig,0.032051535475635565
rapid_reversal__test__011,direct,0.07130774096357595
rapid_reversal__test__011,ruckig,0.07130774100438216
rapid_reversal__test__012,direct,0.004075910177065839
rapid_reversal__test__012,ruckig,0.0040759101575429035
rapid_reversal__test__013,direct,0.0007454784335733759
rapid_reversal__test__013,ruckig,0.0007454783185244364
rapid_reversal__test__014,direct,0.053167298297081125
rapid_reversal__test__014,ruckig,0.05316729552970679
rapid_reversal__test__015,direct,0.01018660761434603
rapid_reversal__test__015,ruckig,0.010186608186850202
rapid_reversal__test__016,direct,0.006379699107167388
rapid_reversal__test__016,ruckig,0.006379699107186319
rapid_reversal__test__017,direct,0.0013195481700256331
rapid_reversal__test__017,ruckig,0.001319548863289019
rapid_reversal__test__018,direct,0.017035549980155516
rapid_reversal__test__018,ruckig,0.017035550187628007
rapid_reversal__test__019,direct,0.006859240600485514
rapid_reversal__test__019,ruckig,0.006859240605567647
rapid_reversal__test__020,direct,0.004808076213747086
rapid_reversal__test__020,ruckig,0.054761164267648446
stationary_endpoint__test__001,direct,0.004769176956438904
stationary_endpoint__test__001,ruckig,0.004769176956477793
stationary_endpoint__test__002,direct,0.013076321575973788
stationary_endpoint__test__002,ruckig,0.013076321575973823
stationary_endpoint__test__003,direct,0.01796618713421544
stationary_endpoint__test__003,ruckig,0.017966187134216004
stationary_endpoint__test__004,direct,0.02433046287880182
stationary_endpoint__test__004,ruckig,0.024330462878802247
stationary_endpoint__test__005,direct,0.004780712024811138
stationary_endpoint__test__005,ruckig,0.004780712024893569
stationary_endpoint__test__006,direct,0.013072131965188045
stationary_endpoint__test__006,ruckig,0.013072131965188
stationary_endpoint__test__007,direct,0.01795762036252394
stationary_endpoint__test__007,ruckig,0.017957620362512697
stationary_endpoint__test__008,direct,0.024318772531738406
stationary_endpoint__test__008,ruckig,0.024318772529198618
stationary_endpoint__test__009,direct,0.0047911839200027095
stationary_endpoint__test__009,ruckig,0.004791183920006921
stationary_endpoint__test__010,direct,0.013076878099642565
stationary_endpoint__test__010,ruckig,0.013076878099568007
stationary_endpoint__test__011,direct,0.01796221873633347
stationary_endpoint__test__011,ruckig,0.01796221873633483
stationary_endpoint__test__012,direct,0.024323714830146292
stationary_endpoint__test__012,ruckig,0.024323714830146035
stationary_endpoint__test__013,direct,0.004784694518520093
stationary_endpoint__test__013,ruckig,0.004784694518564503
stationary_endpoint__test__014,direct,0.013065697570903362
stationary_endpoint__test__014,ruckig,0.013065697570903392
stationary_endpoint__test__015,direct,0.01795814555212896
stationary_endpoint__test__015,ruckig,0.017958145552128255
stationary_endpoint__test__016,direct,0.024318099538523694
stationary_endpoint__test__016,ruckig,0.024318099538523204
stationary_endpoint__test__017,direct,0.004777084621622823
stationary_endpoint__test__017,ruckig,0.0047770846196615695
stationary_endpoint__test__018,direct,0.01304191200598645
stationary_endpoint__test__018,ruckig,0.013041912005930066
stationary_endpoint__test__019,direct,0.01780175625299787
stationary_endpoint__test__019,ruckig,0.017801756252997854
stationary_endpoint__test__020,direct,0.024212814544217573
stationary_endpoint__test__020,ruckig,0.024212814486000395
stop_and_go__test__001,direct,0.0018344634558428365
stop_and_go__test__001,ruckig,0.0018344633590137158
stop_and_go__test__002,direct,0.002870826316177989
stop_and_go__test__002,ruckig,0.0028708263353857955
stop_and_go__test__003,direct,0.005445470612074462
stop_and_go__test__003,ruckig,0.0054454706106962444
stop_and_go__test__004,direct,0.005137659425050972
stop_and_go__test__004,ruckig,0.00513765934927093
stop_and_go__test__005,direct,0.0015519511682908435
stop_and_go__test__005,ruckig,0.001551951156855467
stop_and_go__test__006,direct,0.004558915697266743
stop_and_go__test__006,ruckig,0.004558915664267039
stop_and_go__test__007,direct,0.006916047407021148
stop_and_go__test__007,ruckig,0.006916047151053245
stop_and_go__test__008,direct,0.005972825869204212
stop_and_go__test__008,ruckig,0.005972825873514768
stop_and_go__test__009,direct,0.0019245644072945546
stop_and_go__test__009,ruckig,0.001924564401625701
stop_and_go__test__010,direct,0.004446552687145658
stop_and_go__test__010,ruckig,0.004446552684828002
stop_and_go__test__011,direct,0.0043543174794580764
stop_and_go__test__011,ruckig,0.004354317644943079
stop_and_go__test__012,direct,0.005165873360864122
stop_and_go__test__012,ruckig,0.005165872553720444
stop_and_go__test__013,direct,0.0013550003620084352
stop_and_go__test__013,ruckig,0.0013549996905109873
stop_and_go__test__014,direct,0.00464325015047002
stop_and_go__test__014,ruckig,0.004643250153894654
stop_and_go__test__015,direct,0.005104756740719687
stop_and_go__test__015,ruckig,0.005104756748997791
stop_and_go__test__016,direct,0.005766535666912185
stop_and_go__test__016,ruckig,0.005766535325806191
stop_and_go__test__017,direct,0.0014001651200154942
stop_and_go__test__017,ruckig,0.0014001651030733104
stop_and_go__test__018,direct,0.00465503385009901
stop_and_go__test__018,ruckig,0.0046550338479401316
stop_and_go__test__019,direct,0.004506051410578491
stop_and_go__test__019,ruckig,0.004506051968974261
stop_and_go__test__020,direct,0.004883897470424046
stop_and_go__test__020,ruckig,0.004883897588214248
