method,governor_position_distortion_rmse,one_step_reachable_rate
jerk_qp_pva_direct,0.00022060258521005766,1.0
jerk_qp_pva_direct,0.0002447602263259369,1.0
jerk_qp_pva_direct,0.0002509569342013119,1.0
jerk_qp_pva_direct,0.00025418569452593875,1.0
jerk_qp_pva_direct,0.00031914007537550237,1.0
jerk_qp_pva_direct,0.0003456258658255495,1.0
jerk_qp_pva_direct,0.00035646958683232795,1.0
jerk_qp_pva_direct,0.00036249811132073914,1.0
jerk_qp_pva_direct,0.0003764292022958231,1.0
jerk_qp_pva_direct,0.0004037959054891447,1.0
jerk_qp_pva_direct,0.0004379033071324666,1.0
jerk_qp_pva_direct,0.00046142928145822263,1.0
jerk_qp_pva_direct,0.0004711704887748589,1.0
jerk_qp_pva_direct,0.0004891310350317547,1.0
jerk_qp_pva_direct,0.0004975405189500042,1.0
jerk_qp_pva_direct,0.0005158060181013784,1.0
jerk_qp_pva_direct,0.0005327246127416617,1.0
jerk_qp_pva_direct,0.0005575427582693015,1.0
jerk_qp_pva_direct,0.0005717503471785602,1.0
jerk_qp_pva_direct,0.0005977160634566417,1.0
jerk_qp_pva_direct,0.0006082858415569536,1.0
jerk_qp_pva_direct,0.0006100942367234249,1.0
jerk_qp_pva_direct,0.0006184302250276468,1.0
jerk_qp_pva_direct,0.0006189576260302729,1.0
jerk_qp_pva_direct,0.0006270580244103967,1.0
jerk_qp_pva_direct,0.0006383906511480623,1.0
jerk_qp_pva_direct,0.0006544825842890866,1.0
jerk_qp_pva_direct,0.0006569054094775979,1.0
jerk_qp_pva_direct,0.0006640198786596115,1.0
jerk_qp_pva_direct,0.0006885124260375932,1.0
jerk_qp_pva_direct,0.0007211682690535888,1.0
jerk_qp_pva_direct,0.0007280745268440273,1.0
jerk_qp_pva_direct,0.000728422419051056,1.0
jerk_qp_pva_direct,0.0007418862221552813,1.0
jerk_qp_pva_direct,0.0007425053514472374,1.0
jerk_qp_pva_direct,0.0007446997841497134,1.0
jerk_qp_pva_direct,0.0007660267743080669,1.0
jerk_qp_pva_direct,0.0008010478117538256,1.0
jerk_qp_pva_direct,0.0008149389139962964,1.0
jerk_qp_pva_direct,0.0008333439644751938,1.0
jerk_qp_pva_direct,0.0008356133939731526,1.0
jerk_qp_pva_direct,0.0008367876644541262,1.0
jerk_qp_pva_direct,0.000842706231541174,1.0
jerk_qp_pva_direct,0.0008521918522755901,1.0
jerk_qp_pva_direct,0.0008631297265846418,1.0
jerk_qp_pva_direct,0.0008736454645274249,1.0
jerk_qp_pva_direct,0.0008743919031759423,1.0
jerk_qp_pva_direct,0.0008782490018515089,1.0
jerk_qp_pva_direct,0.000879614403387783,1.0
jerk_qp_pva_direct,0.0009476031620700341,1.0
jerk_qp_pva_direct,0.0009587097116508612,1.0
jerk_qp_pva_direct,0.0009713963184426703,1.0
jerk_qp_pva_direct,0.0009821535654469368,1.0
jerk_qp_pva_direct,0.0009851165219612712,1.0
jerk_qp_pva_direct,0.001001964238798501,1.0
jerk_qp_pva_direct,0.0010328889314713701,1.0
jerk_qp_pva_direct,0.001044586641313672,1.0
jerk_qp_pva_direct,0.0010550501232461358,1.0
jerk_qp_pva_direct,0.00105918018667152,1.0
jerk_qp_pva_direct,0.0010846741847261878,1.0
jerk_qp_pva_direct,0.0011155052736558154,1.0
jerk_qp_pva_direct,0.0013574914658638921,1.0
jerk_qp_pva_direct,0.001399173440510016,1.0
jerk_qp_pva_direct,0.0026700261923933623,1.0
jerk_qp_pva_direct,0.0034457222684617767,1.0
jerk_qp_pva_direct,0.003477066195588821,1.0
jerk_qp_pva_direct,0.003480205563126663,1.0
jerk_qp_pva_direct,0.0036514352159855807,1.0
jerk_qp_pva_direct,0.004126626545073812,1.0
jerk_qp_pva_direct,0.004249279309372674,1.0
jerk_qp_pva_direct,0.004339166357421128,1.0
jerk_qp_pva_direct,0.004417936112802986,1.0
jerk_qp_pva_direct,0.005392471437153122,1.0
jerk_qp_pva_direct,0.005510034962295369,1.0
jerk_qp_pva_direct,0.008111021905669959,1.0
jerk_qp_pva_direct,0.008248539979201813,1.0
jerk_qp_pva_direct,0.008394074265164092,1.0
jerk_qp_pva_direct,0.008475533005825781,1.0
jerk_qp_pva_direct,0.00875951553522473,1.0
jerk_qp_pva_direct,0.009022927926529548,1.0
jerk_qp_pva_direct,0.00951520615531305,1.0
jerk_qp_pva_direct,0.009862954941188377,1.0
jerk_qp_pva_direct,0.010191709488505828,1.0
jerk_qp_pva_direct,0.013201230440333498,1.0
jerk_qp_pva_direct,0.014624805680809408,1.0
jerk_qp_pva_direct,0.014688812250200071,1.0
jerk_qp_pva_direct,0.016621141213952972,1.0
jerk_qp_pva_direct,0.016979480885983802,1.0
jerk_qp_pva_direct,0.0170745076107316,1.0
jerk_qp_pva_direct,0.017192116224145015,1.0
jerk_qp_pva_direct,0.017924656254643845,1.0
jerk_qp_pva_direct,0.018325734274286933,1.0
jerk_qp_pva_direct,0.018371587229155033,1.0
jerk_qp_pva_direct,0.01958729967123521,1.0
jerk_qp_pva_direct,0.02099475484475216,1.0
jerk_qp_pva_direct,0.023903880455632253,1.0
jerk_qp_pva_direct,0.025708859408392886,1.0
jerk_qp_pva_direct,0.030605850594716686,1.0
jerk_qp_pva_direct,0.03197472376210109,1.0
jerk_qp_pva_direct,0.03230560766160709,1.0
jerk_qp_pva_direct,0.03362836221527098,1.0
jerk_qp_pva_direct,0.03613371505193897,1.0
jerk_qp_pva_direct,0.04734362717858074,1.0
jerk_qp_pva_direct,0.049942136427912745,1.0
jerk_qp_pva_direct,0.05309822951647082,1.0
jerk_qp_pva_direct,0.053214311874254884,1.0
jerk_qp_pva_direct,0.057844635512621444,1.0
jerk_qp_pva_direct,0.058913316540336456,1.0
jerk_qp_pva_direct,0.059222688043407926,0.8387096774193549
jerk_qp_pva_direct,0.06066170559246766,1.0
jerk_qp_pva_direct,0.0687623761585945,0.8928571428571429
jerk_qp_pva_direct,0.11712025708490054,0.9333333333333333
jerk_qp_pva_direct,0.16668266455206587,1.0
jerk_qp_pva_direct,0.23399127711640128,0.8888888888888888
jerk_qp_pva_direct,0.2807439560588697,0.8245614035087719
jerk_qp_pva_direct,0.41494968331651955,0.6607142857142857
jerk_qp_pva_direct,0.5039650132523569,0.90625
jerk_qp_pva_direct,0.7335370674068629,1.0
jerk_qp_pva_direct,1.0861664525052734,0.6037735849056604
jerk_qp_pva_direct,1.1059803044175363,0.8421052631578947
jerk_qp_pva_ruckig,0.00022060366336644794,1.0
jerk_qp_pva_ruckig,0.0002447602340354198,1.0
jerk_qp_pva_ruckig,0.00025095693158017876,1.0
jerk_qp_pva_ruckig,0.0002541856951281766,1.0
jerk_qp_pva_ruckig,0.0003191422835788252,1.0
jerk_qp_pva_ruckig,0.0003456254788008757,1.0
jerk_qp_pva_ruckig,0.00035647295178268905,1.0
jerk_qp_pva_ruckig,0.0003624983245866724,1.0
jerk_qp_pva_ruckig,0.00037642796901252764,1.0
jerk_qp_pva_ruckig,0.000403795908218922,1.0
jerk_qp_pva_ruckig,0.0004379033338724542,1.0
jerk_qp_pva_ruckig,0.00046142952738554503,1.0
jerk_qp_pva_ruckig,0.0004711704592556611,1.0
jerk_qp_pva_ruckig,0.0004891322133463654,1.0
jerk_qp_pva_ruckig,0.0004975405378851217,1.0
jerk_qp_pva_ruckig,0.0005158058888577143,1.0
jerk_qp_pva_ruckig,0.0005327242855592284,1.0
jerk_qp_pva_ruckig,0.0005575427583814391,1.0
jerk_qp_pva_ruckig,0.0005717505657303922,1.0
jerk_qp_pva_ruckig,0.0005977160606684005,1.0
jerk_qp_pva_ruckig,0.0006082861416412249,1.0
jerk_qp_pva_ruckig,0.0006100942417921048,1.0
jerk_qp_pva_ruckig,0.0006184307834552444,1.0
jerk_qp_pva_ruckig,0.0006189577723721418,1.0
jerk_qp_pva_ruckig,0.0006270588987043635,1.0
jerk_qp_pva_ruckig,0.0006383919410264725,1.0
jerk_qp_pva_ruckig,0.0006544824373841808,1.0
jerk_qp_pva_ruckig,0.0006569057780547648,1.0
jerk_qp_pva_ruckig,0.0006640174173598069,1.0
jerk_qp_pva_ruckig,0.0006885135204653316,1.0
jerk_qp_pva_ruckig,0.0007211682636129014,1.0
jerk_qp_pva_ruckig,0.0007280728157498482,1.0
jerk_qp_pva_ruckig,0.0007284224174544918,1.0
jerk_qp_pva_ruckig,0.0007418866033150427,1.0
jerk_qp_pva_ruckig,0.000742505351437855,1.0
jerk_qp_pva_ruckig,0.0007446999839518622,1.0
jerk_qp_pva_ruckig,0.0007660268050034836,1.0
jerk_qp_pva_ruckig,0.0008010478116030478,1.0
jerk_qp_pva_ruckig,0.0008149389050156658,1.0
jerk_qp_pva_ruckig,0.0008333439644952753,1.0
jerk_qp_pva_ruckig,0.000835613394226648,1.0
jerk_qp_pva_ruckig,0.0008367876645087351,1.0
jerk_qp_pva_ruckig,0.000842706745419361,1.0
jerk_qp_pva_ruckig,0.0008521918539096826,1.0
jerk_qp_pva_ruckig,0.0008631297277807302,1.0
jerk_qp_pva_ruckig,0.0008736454643997151,1.0
jerk_qp_pva_ruckig,0.0008743919028303263,1.0
jerk_qp_pva_ruckig,0.0008782490018522089,1.0
jerk_qp_pva_ruckig,0.0008796144035100054,1.0
jerk_qp_pva_ruckig,0.0009476031438122397,1.0
jerk_qp_pva_ruckig,0.0009587097116017072,1.0
jerk_qp_pva_ruckig,0.0009713963138845444,1.0
jerk_qp_pva_ruckig,0.0009821535681533114,1.0
jerk_qp_pva_ruckig,0.0009851165049373969,1.0
jerk_qp_pva_ruckig,0.0010019642392602745,1.0
jerk_qp_pva_ruckig,0.0010328889261888034,1.0
jerk_qp_pva_ruckig,0.001044586641262896,1.0
jerk_qp_pva_ruckig,0.0010550501202647156,1.0
jerk_qp_pva_ruckig,0.0010591801856836118,1.0
jerk_qp_pva_ruckig,0.001084674185103395,1.0
jerk_qp_pva_ruckig,0.001115505998006715,1.0
jerk_qp_pva_ruckig,0.001357491462593794,1.0
jerk_qp_pva_ruckig,0.0013991734177277078,1.0
jerk_qp_pva_ruckig,0.0026700261923569917,1.0
jerk_qp_pva_ruckig,0.0034457222684929536,1.0
jerk_qp_pva_ruckig,0.003477066293219543,1.0
jerk_qp_pva_ruckig,0.003651435438019833,1.0
jerk_qp_pva_ruckig,0.0041266265454540105,1.0
jerk_qp_pva_ruckig,0.004249292474017575,1.0
jerk_qp_pva_ruckig,0.004339166302618385,1.0
jerk_qp_pva_ruckig,0.004417936112489162,1.0
jerk_qp_pva_ruckig,0.005392471424683217,1.0
jerk_qp_pva_ruckig,0.0055100349691805505,1.0
jerk_qp_pva_ruckig,0.00811102216307256,1.0
jerk_qp_pva_ruckig,0.008248539979037833,1.0
jerk_qp_pva_ruckig,0.008394074265916129,1.0
jerk_qp_pva_ruckig,0.008475533300436258,1.0
jerk_qp_pva_ruckig,0.008759515535275137,1.0
jerk_qp_pva_ruckig,0.009022927921911528,1.0
jerk_qp_pva_ruckig,0.009515206730326383,1.0
jerk_qp_pva_ruckig,0.009862951219738526,1.0
jerk_qp_pva_ruckig,0.010191709456850962,1.0
jerk_qp_pva_ruckig,0.013201230439891022,1.0
jerk_qp_pva_ruckig,0.014624805680709417,1.0
jerk_qp_pva_ruckig,0.014688816180022293,1.0
jerk_qp_pva_ruckig,0.016621142736850357,1.0
jerk_qp_pva_ruckig,0.016979481097220382,1.0
jerk_qp_pva_ruckig,0.017074507544643312,1.0
jerk_qp_pva_ruckig,0.017192110961050486,1.0
jerk_qp_pva_ruckig,0.017924656335292024,1.0
jerk_qp_pva_ruckig,0.018325734549632967,1.0
jerk_qp_pva_ruckig,0.01837158722915501,1.0
jerk_qp_pva_ruckig,0.01958729991347528,1.0
jerk_qp_pva_ruckig,0.02099475484419722,1.0
jerk_qp_pva_ruckig,0.02390387952290049,1.0
jerk_qp_pva_ruckig,0.025708850281332307,1.0
jerk_qp_pva_ruckig,0.03060585031404215,1.0
jerk_qp_pva_ruckig,0.03197472198766052,1.0
jerk_qp_pva_ruckig,0.03230560768715153,1.0
jerk_qp_pva_ruckig,0.0333898081300006,1.0
jerk_qp_pva_ruckig,0.03362836219863839,1.0
jerk_qp_pva_ruckig,0.03613371504548928,1.0
jerk_qp_pva_ruckig,0.038828427993437206,1.0
jerk_qp_pva_ruckig,0.04734362717654642,1.0
jerk_qp_pva_ruckig,0.04994213592096968,1.0
jerk_qp_pva_ruckig,0.05309822677882015,1.0
jerk_qp_pva_ruckig,0.05321431199876875,1.0
jerk_qp_pva_ruckig,0.057844635569030724,1.0
jerk_qp_pva_ruckig,0.05891331654064582,1.0
jerk_qp_pva_ruckig,0.06054099385905074,1.0
jerk_qp_pva_ruckig,0.06066170528584888,1.0
jerk_qp_pva_ruckig,0.06451112406794758,1.0
jerk_qp_pva_ruckig,0.1054396483995262,0.9629629629629629
jerk_qp_pva_ruckig,0.10569588774400236,1.0
jerk_qp_pva_ruckig,0.15474816014036552,1.0
jerk_qp_pva_ruckig,0.16668266455231395,1.0
jerk_qp_pva_ruckig,0.25679622264350443,1.0
jerk_qp_pva_ruckig,0.5242030435703449,1.0
jerk_qp_pva_ruckig,0.8411523199346745,1.0
jerk_qp_pva_ruckig,1.456099302743815,1.0
one_step_governed_pva_direct,0.00010285629207263377,1.0
one_step_governed_pva_direct,0.00010647993444630422,1.0
one_step_governed_pva_direct,0.0001096423536631298,1.0
one_step_governed_pva_direct,0.00011230369370890896,1.0
one_step_governed_pva_direct,0.00011306559097365596,1.0
one_step_governed_pva_direct,0.0001167933927993386,1.0
one_step_governed_pva_direct,0.0001285181834734791,1.0
one_step_governed_pva_direct,0.00013556117014590306,1.0
one_step_governed_pva_direct,0.00013789581267487284,1.0
one_step_governed_pva_direct,0.00014184895322223576,1.0
one_step_governed_pva_direct,0.00014299888980823138,1.0
one_step_governed_pva_direct,0.000144151049421448,1.0
one_step_governed_pva_direct,0.00014478369228216952,1.0
one_step_governed_pva_direct,0.00014643839574419797,1.0
one_step_governed_pva_direct,0.00014980603154513602,1.0
one_step_governed_pva_direct,0.00015015769029305307,1.0
one_step_governed_pva_direct,0.00015204711169294866,1.0
one_step_governed_pva_direct,0.00017475676173663477,1.0
one_step_governed_pva_direct,0.00017972325605447695,1.0
one_step_governed_pva_direct,0.00019423110791015662,1.0
one_step_governed_pva_direct,0.00020039337295069552,1.0
one_step_governed_pva_direct,0.0002117440128538159,1.0
