scenario_id,method,position_rmse
ar08_0.0001,deployed_p_only,0.00021831797879085952
ar08_0.0001,deployed_p_only,0.0004156556674588196
ar08_0.0001,deployed_p_only,0.0009961863703175059
ar08_0.0001,deployed_p_only,0.0010235833634029718
ar08_0.0001,deployed_p_only,0.001244346520065768
ar08_0.0001,deployed_p_only,0.004029901040083949
ar08_0.0001,deployed_p_only,0.005354821026641043
ar08_0.0001,deployed_p_only,0.005710595885075489
ar08_0.0001,deployed_p_only,0.006687537640432063
ar08_0.0001,deployed_p_only,0.012065794559640138
ar08_0.0001,deployed_p_only,0.012286308426989632
ar08_0.0001,deployed_p_only,0.013311340758947895
ar08_0.0001,deployed_p_only,0.022628152941356602
ar08_0.0001,deployed_p_only,0.024148403474870517
ar08_0.0001,deployed_p_only,0.024688015728275843
ar08_0.0001,deployed_p_only,0.03175512662574549
ar08_0.0001,deployed_p_only,0.03350459617837831
ar08_0.0001,deployed_p_only,0.06242169672254048
ar08_0.0001,deployed_p_only,0.14918945564690642
ar08_0.0001,deployed_p_only,0.207417906217159
ar08_0.0001,deployed_p_only,0.28729117517523695
ar08_0.0001,deployed_p_only,0.4135524976101321
ar08_0.0001,deployed_p_only,0.45906805237711745
ar08_0.0001,deployed_p_only,0.4667570677038748
ar08_0.0001,one_step_governed_pva_direct,0.002387060459469635
ar08_0.0001,one_step_governed_pva_direct,0.002899626978427899
ar08_0.0001,one_step_governed_pva_direct,0.003732532246759298
ar08_0.0001,one_step_governed_pva_direct,0.004706158540546145
ar08_0.0001,one_step_governed_pva_direct,0.005128498785490067
ar08_0.0001,one_step_governed_pva_direct,0.0054504809871172896
ar08_0.0001,one_step_governed_pva_direct,0.005670152881863608
ar08_0.0001,one_step_governed_pva_direct,0.006299885435781198
ar08_0.0001,one_step_governed_pva_direct,0.007556166343539777
ar08_0.0001,one_step_governed_pva_direct,0.009762022046368855
ar08_0.0001,one_step_governed_pva_direct,0.013107531529153553
ar08_0.0001,one_step_governed_pva_direct,0.015706372474404134
ar08_0.0001,one_step_governed_pva_direct,0.017993879312222977
ar08_0.0001,one_step_governed_pva_direct,0.018453223736062466
ar08_0.0001,one_step_governed_pva_direct,0.018687398105213218
ar08_0.0001,one_step_governed_pva_direct,0.02097615574648893
ar08_0.0001,one_step_governed_pva_direct,0.024383069710810525
ar08_0.0001,one_step_governed_pva_direct,0.02473077836599543
ar08_0.0001,one_step_governed_pva_direct,0.031818964013795956
ar08_0.0001,one_step_governed_pva_direct,0.033968744027303106
ar08_0.0001,one_step_governed_pva_direct,0.05134382883115779
ar08_0.0001,one_step_governed_pva_direct,0.05923777822844033
ar08_0.0001,one_step_governed_pva_direct,0.0672248569967404
ar08_0.0001,one_step_governed_pva_direct,1.1271059388032334
ar08_1e-05,deployed_p_only,0.00019428925858214227
ar08_1e-05,deployed_p_only,0.0003983034397175403
ar08_1e-05,deployed_p_only,0.0009718118806353388
ar08_1e-05,deployed_p_only,0.0010165918018535277
ar08_1e-05,deployed_p_only,0.0012471869559580208
ar08_1e-05,deployed_p_only,0.004029484875107094
ar08_1e-05,deployed_p_only,0.005364444924862348
ar08_1e-05,deployed_p_only,0.005707396075897952
ar08_1e-05,deployed_p_only,0.0066787265522970886
ar08_1e-05,deployed_p_only,0.012059994138417837
ar08_1e-05,deployed_p_only,0.012293531924053686
ar08_1e-05,deployed_p_only,0.013317096854553097
ar08_1e-05,deployed_p_only,0.02263239945344726
ar08_1e-05,deployed_p_only,0.024149488884724308
ar08_1e-05,deployed_p_only,0.024688836887039066
ar08_1e-05,deployed_p_only,0.03174561044200277
ar08_1e-05,deployed_p_only,0.03351129982784907
ar08_1e-05,deployed_p_only,0.06242142514035601
ar08_1e-05,deployed_p_only,0.14918961123245356
ar08_1e-05,deployed_p_only,0.20741812742413018
ar08_1e-05,deployed_p_only,0.28729155219699765
ar08_1e-05,deployed_p_only,0.4135470175961153
ar08_1e-05,deployed_p_only,0.45906810853068225
ar08_1e-05,deployed_p_only,0.4667550831387167
ar08_1e-05,one_step_governed_pva_direct,0.00182376589783513
ar08_1e-05,one_step_governed_pva_direct,0.0028118219125621595
ar08_1e-05,one_step_governed_pva_direct,0.004066328565450369
ar08_1e-05,one_step_governed_pva_direct,0.004231770133498811
ar08_1e-05,one_step_governed_pva_direct,0.00450037267573924
ar08_1e-05,one_step_governed_pva_direct,0.004755461335705778
ar08_1e-05,one_step_governed_pva_direct,0.005064923186934316
ar08_1e-05,one_step_governed_pva_direct,0.005462512524516329
ar08_1e-05,one_step_governed_pva_direct,0.0074252943485564145
ar08_1e-05,one_step_governed_pva_direct,0.00833054070674283
ar08_1e-05,one_step_governed_pva_direct,0.013079357750706608
ar08_1e-05,one_step_governed_pva_direct,0.015540744515148941
ar08_1e-05,one_step_governed_pva_direct,0.01697404301466292
ar08_1e-05,one_step_governed_pva_direct,0.01725206484314402
ar08_1e-05,one_step_governed_pva_direct,0.017968163754218672
ar08_1e-05,one_step_governed_pva_direct,0.019572704040172886
ar08_1e-05,one_step_governed_pva_direct,0.024330478788256123
ar08_1e-05,one_step_governed_pva_direct,0.024506618084823364
ar08_1e-05,one_step_governed_pva_direct,0.030617593605576903
ar08_1e-05,one_step_governed_pva_direct,0.03253780849942169
ar08_1e-05,one_step_governed_pva_direct,0.0528171689086659
ar08_1e-05,one_step_governed_pva_direct,0.05781338141873482
ar08_1e-05,one_step_governed_pva_direct,0.06837340146042208
ar08_1e-05,one_step_governed_pva_direct,1.1108727227829014
ar08_1e-06,deployed_p_only,0.00019337520633994117
ar08_1e-06,deployed_p_only,0.0003988075419561532
ar08_1e-06,deployed_p_only,0.0009723808997580499
ar08_1e-06,deployed_p_only,0.0010166588714054362
ar08_1e-06,deployed_p_only,0.0012463261140153584
ar08_1e-06,deployed_p_only,0.004030024931693774
ar08_1e-06,deployed_p_only,0.00536606554886987
ar08_1e-06,deployed_p_only,0.005706035401186667
ar08_1e-06,deployed_p_only,0.00667876484779492
ar08_1e-06,deployed_p_only,0.012058586550604322
ar08_1e-06,deployed_p_only,0.012292884781957928
ar08_1e-06,deployed_p_only,0.01331697032854919
ar08_1e-06,deployed_p_only,0.02263239281447115
ar08_1e-06,deployed_p_only,0.02415098928208076
ar08_1e-06,deployed_p_only,0.02468662263047574
ar08_1e-06,deployed_p_only,0.03174450819644037
ar08_1e-06,deployed_p_only,0.03351121367376273
ar08_1e-06,deployed_p_only,0.06242128686759848
ar08_1e-06,deployed_p_only,0.14919006523465309
ar08_1e-06,deployed_p_only,0.20741890984209088
ar08_1e-06,deployed_p_only,0.2872918177745357
ar08_1e-06,deployed_p_only,0.41354171866335204
ar08_1e-06,deployed_p_only,0.45906634018205084
ar08_1e-06,deployed_p_only,0.4667552892963251
ar08_1e-06,one_step_governed_pva_direct,0.001836693983165131
ar08_1e-06,one_step_governed_pva_direct,0.0028842524132483686
ar08_1e-06,one_step_governed_pva_direct,0.003950040784502396
ar08_1e-06,one_step_governed_pva_direct,0.004366171056809951
ar08_1e-06,one_step_governed_pva_direct,0.004499246349854786
ar08_1e-06,one_step_governed_pva_direct,0.004772510393591674
ar08_1e-06,one_step_governed_pva_direct,0.005153173746158104
ar08_1e-06,one_step_governed_pva_direct,0.005443058036846361
ar08_1e-06,one_step_governed_pva_direct,0.007430055200946247
ar08_1e-06,one_step_governed_pva_direct,0.008464302790053436
ar08_1e-06,one_step_governed_pva_direct,0.01307595008407885
ar08_1e-06,one_step_governed_pva_direct,0.015547598791437633
ar08_1e-06,one_step_governed_pva_direct,0.017112554593655575
ar08_1e-06,one_step_governed_pva_direct,0.017386711282185236
ar08_1e-06,one_step_governed_pva_direct,0.017965959287263175
ar08_1e-06,one_step_governed_pva_direct,0.019704245869064056
ar08_1e-06,one_step_governed_pva_direct,0.02433065759177728
ar08_1e-06,one_step_governed_pva_direct,0.024524644451507285
ar08_1e-06,one_step_governed_pva_direct,0.030750627082134583
ar08_1e-06,one_step_governed_pva_direct,0.03267235779973755
ar08_1e-06,one_step_governed_pva_direct,0.052679000236746
ar08_1e-06,one_step_governed_pva_direct,0.05794603897290046
ar08_1e-06,one_step_governed_pva_direct,0.0680770991140301
ar08_1e-06,one_step_governed_pva_direct,1.1113488710236095
burst_drop,deployed_p_only,0.00021157957420604457
burst_drop,deployed_p_only,0.00045890094692895624
burst_drop,deployed_p_only,0.0009832648453548057
burst_drop,deployed_p_only,0.0011140756652515602
burst_drop,deployed_p_only,0.0013332785877735026
burst_drop,deployed_p_only,0.004113557834151544
burst_drop,deployed_p_only,0.005838246183906388
burst_drop,deployed_p_only,0.006276128001793642
burst_drop,deployed_p_only,0.0070599750954041356
burst_drop,deployed_p_only,0.013321513320252585
burst_drop,deployed_p_only,0.013641711483116116
burst_drop,deployed_p_only,0.01372406873675333
burst_drop,deployed_p_only,0.022632363931817005
burst_drop,deployed_p_only,0.024341927000480764
burst_drop,deployed_p_only,0.024705255885687834
burst_drop,deployed_p_only,0.03335899495593408
burst_drop,deployed_p_only,0.03612651776969466
burst_drop,deployed_p_only,0.06242143636027553
burst_drop,deployed_p_only,0.149241702931739
burst_drop,deployed_p_only,0.20745989250064828
burst_drop,deployed_p_only,0.28729471755752933
burst_drop,deployed_p_only,0.4160125394088615
burst_drop,deployed_p_only,0.46087066245002867
burst_drop,deployed_p_only,0.4667596707771429
