scenario_id,method,position_rmse
burst_drop,one_step_governed_pva_direct,0.0019224172954448982
burst_drop,one_step_governed_pva_direct,0.0029486399729108707
burst_drop,one_step_governed_pva_direct,0.004300713276308589
burst_drop,one_step_governed_pva_direct,0.004458398329227992
burst_drop,one_step_governed_pva_direct,0.004770908878968204
burst_drop,one_step_governed_pva_direct,0.005145736602243135
burst_drop,one_step_governed_pva_direct,0.005578742680978032
burst_drop,one_step_governed_pva_direct,0.007144865433857157
burst_drop,one_step_governed_pva_direct,0.008442551961364512
burst_drop,one_step_governed_pva_direct,0.013074350161372938
burst_drop,one_step_governed_pva_direct,0.01558424672728689
burst_drop,one_step_governed_pva_direct,0.017966426737477746
burst_drop,one_step_governed_pva_direct,0.018479811660619697
burst_drop,one_step_governed_pva_direct,0.019732355571982843
burst_drop,one_step_governed_pva_direct,0.021253707411212703
burst_drop,one_step_governed_pva_direct,0.02433407784379085
burst_drop,one_step_governed_pva_direct,0.024521032187069854
burst_drop,one_step_governed_pva_direct,0.02835452050172682
burst_drop,one_step_governed_pva_direct,0.03264949059071858
burst_drop,one_step_governed_pva_direct,0.03435605920388131
burst_drop,one_step_governed_pva_direct,0.05269245736997409
burst_drop,one_step_governed_pva_direct,0.057937422912337146
burst_drop,one_step_governed_pva_direct,0.0683971190354903
burst_drop,one_step_governed_pva_direct,1.111039187220345
combined_medium,deployed_p_only,0.0003950477320684089
combined_medium,deployed_p_only,0.0006715087465717025
combined_medium,deployed_p_only,0.0014197764807155797
combined_medium,deployed_p_only,0.0015113358511122752
combined_medium,deployed_p_only,0.0018191182343938704
combined_medium,deployed_p_only,0.0052141523801337115
combined_medium,deployed_p_only,0.006532849681676857
combined_medium,deployed_p_only,0.007309927905666301
combined_medium,deployed_p_only,0.00819824124796022
combined_medium,deployed_p_only,0.013751174876271007
combined_medium,deployed_p_only,0.014590222489533679
combined_medium,deployed_p_only,0.015525577974398833
combined_medium,deployed_p_only,0.024987629220677272
combined_medium,deployed_p_only,0.027577267801267933
combined_medium,deployed_p_only,0.027754000453333275
combined_medium,deployed_p_only,0.03522205521674976
combined_medium,deployed_p_only,0.037196622426581206
combined_medium,deployed_p_only,0.06579026785448455
combined_medium,deployed_p_only,0.1569068040863664
combined_medium,deployed_p_only,0.21573653254645786
combined_medium,deployed_p_only,0.29802650060807273
combined_medium,deployed_p_only,0.450182310871127
combined_medium,deployed_p_only,0.4746093803149237
combined_medium,deployed_p_only,0.48037116637817373
combined_medium,one_step_governed_pva_direct,0.015220160335298452
combined_medium,one_step_governed_pva_direct,0.015937452644044496
combined_medium,one_step_governed_pva_direct,0.01996717284889398
combined_medium,one_step_governed_pva_direct,0.022640718825705876
combined_medium,one_step_governed_pva_direct,0.028259481656558345
combined_medium,one_step_governed_pva_direct,0.030297339280948157
combined_medium,one_step_governed_pva_direct,0.05168244522942491
combined_medium,one_step_governed_pva_direct,0.05577690794490367
combined_medium,one_step_governed_pva_direct,0.05768795146510371
combined_medium,one_step_governed_pva_direct,0.07124890344014276
combined_medium,one_step_governed_pva_direct,0.07149832974526307
combined_medium,one_step_governed_pva_direct,0.08577437877808536
combined_medium,one_step_governed_pva_direct,0.09643567825511316
combined_medium,one_step_governed_pva_direct,0.10424674231525344
combined_medium,one_step_governed_pva_direct,0.12243935654395256
combined_medium,one_step_governed_pva_direct,0.13454148709235794
combined_medium,one_step_governed_pva_direct,0.14560280295843475
combined_medium,one_step_governed_pva_direct,0.1673602020522186
combined_medium,one_step_governed_pva_direct,0.2913464810960101
combined_medium,one_step_governed_pva_direct,0.4156515739967056
combined_medium,one_step_governed_pva_direct,0.6362005751742066
combined_medium,one_step_governed_pva_direct,1.2825794868267772
combined_medium,one_step_governed_pva_direct,1.5704028067464209
combined_medium,one_step_governed_pva_direct,1.940350303030579
drop_1pct,deployed_p_only,0.000194381165460511
drop_1pct,deployed_p_only,0.0003995604827697246
drop_1pct,deployed_p_only,0.0009724504381539154
drop_1pct,deployed_p_only,0.00104226559041987
drop_1pct,deployed_p_only,0.0012923561838075045
drop_1pct,deployed_p_only,0.004088408885698342
drop_1pct,deployed_p_only,0.005401236863979456
drop_1pct,deployed_p_only,0.005707282164749935
drop_1pct,deployed_p_only,0.006707557425541835
drop_1pct,deployed_p_only,0.012058505979025887
drop_1pct,deployed_p_only,0.012356161905693074
drop_1pct,deployed_p_only,0.01346737751818644
drop_1pct,deployed_p_only,0.022731795944827722
drop_1pct,deployed_p_only,0.02415108896848632
drop_1pct,deployed_p_only,0.024708938908323534
drop_1pct,deployed_p_only,0.03174450468298988
drop_1pct,deployed_p_only,0.033511272018243325
drop_1pct,deployed_p_only,0.06260908835472856
drop_1pct,deployed_p_only,0.14922289469751845
drop_1pct,deployed_p_only,0.20743093166716
drop_1pct,deployed_p_only,0.2873273793395095
drop_1pct,deployed_p_only,0.4138795967227924
drop_1pct,deployed_p_only,0.4592552838829088
drop_1pct,deployed_p_only,0.46747278321221536
drop_1pct,one_step_governed_pva_direct,0.0018286321993556981
drop_1pct,one_step_governed_pva_direct,0.0028708263161779527
drop_1pct,one_step_governed_pva_direct,0.004341351192158449
drop_1pct,one_step_governed_pva_direct,0.004506490793490253
drop_1pct,one_step_governed_pva_direct,0.004769803611181146
drop_1pct,one_step_governed_pva_direct,0.005093187928895421
drop_1pct,one_step_governed_pva_direct,0.005137792052078373
drop_1pct,one_step_governed_pva_direct,0.005698067892946729
drop_1pct,one_step_governed_pva_direct,0.007413890757810534
drop_1pct,one_step_governed_pva_direct,0.008442342091360102
drop_1pct,one_step_governed_pva_direct,0.01307616048047451
drop_1pct,one_step_governed_pva_direct,0.015547052224466005
drop_1pct,one_step_governed_pva_direct,0.01667756034492772
drop_1pct,one_step_governed_pva_direct,0.01778379975212693
drop_1pct,one_step_governed_pva_direct,0.017966720636726257
drop_1pct,one_step_governed_pva_direct,0.01972663370153052
drop_1pct,one_step_governed_pva_direct,0.024331997266776387
drop_1pct,one_step_governed_pva_direct,0.0245050527274563
drop_1pct,one_step_governed_pva_direct,0.029863352730113927
drop_1pct,one_step_governed_pva_direct,0.032666083222054644
drop_1pct,one_step_governed_pva_direct,0.052700437930234205
drop_1pct,one_step_governed_pva_direct,0.057935782423624786
drop_1pct,one_step_governed_pva_direct,0.06805127652976191
drop_1pct,one_step_governed_pva_direct,1.1113053539832738
drop_5pct,deployed_p_only,0.00020005218282464102
drop_5pct,deployed_p_only,0.00043174036543753923
drop_5pct,deployed_p_only,0.0010827548885238075
drop_5pct,deployed_p_only,0.0011625535490312104
drop_5pct,deployed_p_only,0.0014084444247907933
drop_5pct,deployed_p_only,0.004202908799848498
drop_5pct,deployed_p_only,0.005426286865840877
drop_5pct,deployed_p_only,0.006005211431238993
drop_5pct,deployed_p_only,0.006870904090317316
drop_5pct,deployed_p_only,0.012502314591852205
drop_5pct,deployed_p_only,0.012511833386123924
drop_5pct,deployed_p_only,0.013673696580205539
drop_5pct,deployed_p_only,0.02305039381561232
drop_5pct,deployed_p_only,0.024826451580059545
drop_5pct,deployed_p_only,0.02493230235750246
drop_5pct,deployed_p_only,0.03223520737620198
drop_5pct,deployed_p_only,0.034105837319652825
drop_5pct,deployed_p_only,0.06279067275992378
drop_5pct,deployed_p_only,0.15016436604449684
drop_5pct,deployed_p_only,0.20896692070782427
drop_5pct,deployed_p_only,0.2884960354198241
drop_5pct,deployed_p_only,0.4149035744505037
drop_5pct,deployed_p_only,0.4602441090034789
drop_5pct,deployed_p_only,0.468898060485923
drop_5pct,one_step_governed_pva_direct,0.001866783653668861
drop_5pct,one_step_governed_pva_direct,0.002683615410891236
drop_5pct,one_step_governed_pva_direct,0.004403818078819377
drop_5pct,one_step_governed_pva_direct,0.004525321907845527
drop_5pct,one_step_governed_pva_direct,0.004768740679912479
drop_5pct,one_step_governed_pva_direct,0.005351690112246166
drop_5pct,one_step_governed_pva_direct,0.005383950958576925
drop_5pct,one_step_governed_pva_direct,0.007565959585067063
drop_5pct,one_step_governed_pva_direct,0.008231095005295914
drop_5pct,one_step_governed_pva_direct,0.00844260092773509
drop_5pct,one_step_governed_pva_direct,0.013075270056037322
drop_5pct,one_step_governed_pva_direct,0.015313742158961434
drop_5pct,one_step_governed_pva_direct,0.01650824287240603
drop_5pct,one_step_governed_pva_direct,0.01709459289306783
drop_5pct,one_step_governed_pva_direct,0.017962159182135454
drop_5pct,one_step_governed_pva_direct,0.01961388428512989
drop_5pct,one_step_governed_pva_direct,0.02433215071481743
drop_5pct,one_step_governed_pva_direct,0.024531164685817362
drop_5pct,one_step_governed_pva_direct,0.03241609972450584
drop_5pct,one_step_governed_pva_direct,0.03608592427204768
drop_5pct,one_step_governed_pva_direct,0.052927120227747475
drop_5pct,one_step_governed_pva_direct,0.05799248345811578
drop_5pct,one_step_governed_pva_direct,0.06584226601299265
drop_5pct,one_step_governed_pva_direct,1.1110596167738138
duplicate,deployed_p_only,0.0001931968863956162
duplicate,deployed_p_only,0.00040054547981472813
duplicate,deployed_p_only,0.0009959378079703696
duplicate,deployed_p_only,0.0010198172524705736
duplicate,deployed_p_only,0.0012487689225337913
duplicate,deployed_p_only,0.004030160267473
duplicate,deployed_p_only,0.00538783059842114
duplicate,deployed_p_only,0.005705946139995484
duplicate,deployed_p_only,0.0067066167893308675
duplicate,deployed_p_only,0.012076514780851453
duplicate,deployed_p_only,0.012303685892961094
duplicate,deployed_p_only,0.013317073556708721
duplicate,deployed_p_only,0.022632269862156638
duplicate,deployed_p_only,0.024151166138804362
duplicate,deployed_p_only,0.0246897453740234
duplicate,deployed_p_only,0.031766735002592854
duplicate,deployed_p_only,0.03356614431637118
duplicate,deployed_p_only,0.06242149622586066
duplicate,deployed_p_only,0.14919280919183533
duplicate,deployed_p_only,0.2074199358953401
duplicate,deployed_p_only,0.28729217486624226
duplicate,deployed_p_only,0.41364756028484356
duplicate,deployed_p_only,0.459127903335435
duplicate,deployed_p_only,0.4667552927260819
duplicate,one_step_governed_pva_direct,0.0018369121028415781
duplicate,one_step_governed_pva_direct,0.002933872202684948
duplicate,one_step_governed_pva_direct,0.00432900037969206
duplicate,one_step_governed_pva_direct,0.004357246269472635
duplicate,one_step_governed_pva_direct,0.004504119744442627
duplicate,one_step_governed_pva_direct,0.00476924514400303
duplicate,one_step_governed_pva_direct,0.005247176655787267
duplicate,one_step_governed_pva_direct,0.005455182513622281
duplicate,one_step_governed_pva_direct,0.007399973269438069
duplicate,one_step_governed_pva_direct,0.00844240888895092
duplicate,one_step_governed_pva_direct,0.01307611671603016
duplicate,one_step_governed_pva_direct,0.015548635171661947
duplicate,one_step_governed_pva_direct,0.017165083065482416
duplicate,one_step_governed_pva_direct,0.017301502318740492
duplicate,one_step_governed_pva_direct,0.017966182845338574
duplicate,one_step_governed_pva_direct,0.019666644657640144
duplicate,one_step_governed_pva_direct,0.024330323870387027
duplicate,one_step_governed_pva_direct,0.024521969196447675
duplicate,one_step_governed_pva_direct,0.03203211795856898
duplicate,one_step_governed_pva_direct,0.032649142344468814
duplicate,one_step_governed_pva_direct,0.05271820656126468
duplicate,one_step_governed_pva_direct,0.0579195784708115
duplicate,one_step_governed_pva_direct,0.06790300243680954
duplicate,one_step_governed_pva_direct,1.1112626271272532
empirical_plot_data_jitter,deployed_p_only,0.0003148047002359791
empirical_plot_data_jitter,deployed_p_only,0.0006352570004554729
empirical_plot_data_jitter,deployed_p_only,0.0014547840566421489
empirical_plot_data_jitter,deployed_p_only,0.0015600931629392936
empirical_plot_data_jitter,deployed_p_only,0.0018666836580575788
empirical_plot_data_jitter,deployed_p_only,0.005314070925599201
empirical_plot_data_jitter,deployed_p_only,0.006530615633788753
empirical_plot_data_jitter,deployed_p_only,0.007332274542169887
empirical_plot_data_jitter,deployed_p_only,0.008448860347087672
empirical_plot_data_jitter,deployed_p_only,0.014038082244245288
empirical_plot_data_jitter,deployed_p_only,0.014355054035817116
empirical_plot_data_jitter,deployed_p_only,0.015651268730140902
empirical_plot_data_jitter,deployed_p_only,0.025767715427615967
empirical_plot_data_jitter,deployed_p_only,0.02769975692078179
empirical_plot_data_jitter,deployed_p_only,0.028014700940194887
empirical_plot_data_jitter,deployed_p_only,0.03556549848140757
empirical_plot_data_jitter,deployed_p_only,0.03698201616710829
empirical_plot_data_jitter,deployed_p_only,0.06730322139892368
empirical_plot_data_jitter,deployed_p_only,0.15700597633777466
empirical_plot_data_jitter,deployed_p_only,0.21654123050679247
empirical_plot_data_jitter,deployed_p_only,0.29800697419784683
empirical_plot_data_jitter,deployed_p_only,0.4298523608876347
empirical_plot_data_jitter,deployed_p_only,0.4744310558191451
empirical_plot_data_jitter,deployed_p_only,0.4827673936390911
empirical_plot_data_jitter,one_step_governed_pva_direct,0.020273867421444415
empirical_plot_data_jitter,one_step_governed_pva_direct,0.0325518660661267
empirical_plot_data_jitter,one_step_governed_pva_direct,0.04141294155508985
empirical_plot_data_jitter,one_step_governed_pva_direct,0.05724163836860116
empirical_plot_data_jitter,one_step_governed_pva_direct,0.07244524398483831
empirical_plot_data_jitter,one_step_governed_pva_direct,0.08668543395812583
empirical_plot_data_jitter,one_step_governed_pva_direct,0.09888183870169089
empirical_plot_data_jitter,one_step_governed_pva_direct,0.10844485634649464
empirical_plot_data_jitter,one_step_governed_pva_direct,0.1087493320263516
empirical_plot_data_jitter,one_step_governed_pva_direct,0.1123749254646189
empirical_plot_data_jitter,one_step_governed_pva_direct,0.1419092222624732
empirical_plot_data_jitter,one_step_governed_pva_direct,0.14708481213636596
empirical_plot_data_jitter,one_step_governed_pva_direct,0.15907380694087672
empirical_plot_data_jitter,one_step_governed_pva_direct,0.18931308695588495
empirical_plot_data_jitter,one_step_governed_pva_direct,0.21351305955459565
empirical_plot_data_jitter,one_step_governed_pva_direct,0.21880218315728775
empirical_plot_data_jitter,one_step_governed_pva_direct,0.25393350147229177
empirical_plot_data_jitter,one_step_governed_pva_direct,0.2894250890079723
empirical_plot_data_jitter,one_step_governed_pva_direct,0.44674742838487336
empirical_plot_data_jitter,one_step_governed_pva_direct,0.7624212298654616
empirical_plot_data_jitter,one_step_governed_pva_direct,0.8797324487296648
empirical_plot_data_jitter,one_step_governed_pva_direct,1.1732161655859676
empirical_plot_data_jitter,one_step_governed_pva_direct,1.4390984989029556
empirical_plot_data_jitter,one_step_governed_pva_direct,1.4751075685786847
jitter_0.5ms,deployed_p_only,0.00029755377786584697
jitter_0.5ms,deployed_p_only,0.0006267886661309085
jitter_0.5ms,deployed_p_only,0.0014292311819487289
jitter_0.5ms,deployed_p_only,0.001524671777915007
jitter_0.5ms,deployed_p_only,0.0018059017196746842
jitter_0.5ms,deployed_p_only,0.005154049225641425
jitter_0.5ms,deployed_p_only,0.006473005909636149
jitter_0.5ms,deployed_p_only,0.007271539036732406
jitter_0.5ms,deployed_p_only,0.00812425127358318
jitter_0.5ms,deployed_p_only,0.013966892536593521
jitter_0.5ms,deployed_p_only,0.014468868625446883
jitter_0.5ms,deployed_p_only,0.015377364347625058
jitter_0.5ms,deployed_p_only,0.025133469999736893
jitter_0.5ms,deployed_p_only,0.027456671186855398
jitter_0.5ms,deployed_p_only,0.027606088345513702
jitter_0.5ms,deployed_p_only,0.035195392997781544
jitter_0.5ms,deployed_p_only,0.036790449695651234
jitter_0.5ms,deployed_p_only,0.06620363509519776
jitter_0.5ms,deployed_p_only,0.15641189062410493
jitter_0.5ms,deployed_p_only,0.2154515362552506
jitter_0.5ms,deployed_p_only,0.2972512121113714
jitter_0.5ms,deployed_p_only,0.4276877911083599
jitter_0.5ms,deployed_p_only,0.4732747832297711
jitter_0.5ms,deployed_p_only,0.479500471323713
jitter_0.5ms,one_step_governed_pva_direct,0.005147077857781967
jitter_0.5ms,one_step_governed_pva_direct,0.009264704583334839
jitter_0.5ms,one_step_governed_pva_direct,0.02025480933285701
jitter_0.5ms,one_step_governed_pva_direct,0.0247957090749125
jitter_0.5ms,one_step_governed_pva_direct,0.02482111961527616
jitter_0.5ms,one_step_governed_pva_direct,0.032561474815822146
jitter_0.5ms,one_step_governed_pva_direct,0.033994001821754785
jitter_0.5ms,one_step_governed_pva_direct,0.043369561050117106
jitter_0.5ms,one_step_governed_pva_direct,0.045516367155332874
jitter_0.5ms,one_step_governed_pva_direct,0.04554130591173616
jitter_0.5ms,one_step_governed_pva_direct,0.05230095009361535
jitter_0.5ms,one_step_governed_pva_direct,0.05595631089017374
jitter_0.5ms,one_step_governed_pva_direct,0.0574573189087103
jitter_0.5ms,one_step_governed_pva_direct,0.05772974973292926
jitter_0.5ms,one_step_governed_pva_direct,0.06703268456885329
jitter_0.5ms,one_step_governed_pva_direct,0.07544940609072393
jitter_0.5ms,one_step_governed_pva_direct,0.08271357437570608
jitter_0.5ms,one_step_governed_pva_direct,0.1018323923229904
jitter_0.5ms,one_step_governed_pva_direct,0.16197074191020933
jitter_0.5ms,one_step_governed_pva_direct,0.21117105548734275
jitter_0.5ms,one_step_governed_pva_direct,0.37211688858010755
jitter_0.5ms,one_step_governed_pva_direct,0.42549452978320457
jitter_0.5ms,one_step_governed_pva_direct,1.5311779900781588
jitter_0.5ms,one_step_governed_pva_direct,1.7664368188215807
jitter_0ms,deployed_p_only,0.0001928537384496803
jitter_0ms,deployed_p_only,0.00039859139838871357
jitter_0ms,deployed_p_only,0.0009724507428533907
jitter_0ms,deployed_p_only,0.0010165008530804928
jitter_0ms,deployed_p_only,0.0012461669244376553
jitter_0ms,deployed_p_only,0.004030040281496812
jitter_0ms,deployed_p_only,0.005365944818002174
jitter_0ms,deployed_p_only,0.0057059467481693615
jitter_0ms,deployed_p_only,0.006678902075160287
jitter_0ms,deployed_p_only,0.012058505979025887
jitter_0ms,deployed_p_only,0.012293270385690327
jitter_0ms,deployed_p_only,0.013317073637003976
jitter_0ms,deployed_p_only,0.022632267547902343
jitter_0ms,deployed_p_only,0.024151073420915638
jitter_0ms,deployed_p_only,0.024686765177637588
jitter_0ms,deployed_p_only,0.03174450468298988
jitter_0ms,deployed_p_only,0.03351127183362144
jitter_0ms,deployed_p_only,0.06242142889794831
jitter_0ms,deployed_p_only,0.14918998621046575
jitter_0ms,deployed_p_only,0.20741890677703284
jitter_0ms,deployed_p_only,0.2872917572716454
jitter_0ms,deployed_p_only,0.41354228600230886
jitter_0ms,deployed_p_only,0.4590665178289611
jitter_0ms,deployed_p_only,0.4667552157996103
jitter_0ms,one_step_governed_pva_direct,0.0018344634558428365
jitter_0ms,one_step_governed_pva_direct,0.002870826316177989
