method,estimator_p_rmse,posterior_lag_s,estimator_p99_us
ca_kf_s0.0001_q1000,3.777618925809803e-07,0.0,37.140499999999975
ca_kf_s0.0001_q1000,3.87498299655148e-07,0.0,37.13734999999999
ca_kf_s0.0001_q1000,3.932874426290206e-06,0.0,47.16000000000002
ca_kf_s0.0001_q1000,4.215552395027262e-07,0.0,38.933080000000004
ca_kf_s0.0001_q1000,4.2986158226520907e-07,0.0,41.67477999999997
ca_kf_s0.0001_q1000,4.455693209453593e-07,0.0,39.01355999999999
ca_kf_s0.0001_q1000,5.372932765115295e-06,0.0,50.47460000000033
ca_kf_s0.0001_q1000,5.378767765679884e-06,0.0,36.608040000000074
ca_kf_s0.0001_q1000,5.650463310924344e-07,0.0,41.873250000000006
ca_kf_s0.0001_q1000,5.696652783561973e-07,0.0,114.34691999999997
ca_kf_s0.0001_q1000,5.75251892407967e-07,0.0,39.184519999999985
ca_kf_s0.0001_q1000,5.911509238964513e-06,0.0,173.34505999999973
ca_kf_s0.0001_q1000,6.067643611796193e-07,0.0,41.816459999999985
ca_kf_s0.0001_q1000,6.203119013735238e-07,0.0,36.61408
ca_kf_s0.0001_q1000,6.257520133025534e-06,0.0,39.92485
ca_kf_s0.0001_q1000,6.416320608423627e-07,0.0,46.275959999999934
ca_kf_s0.0001_q1000,6.788634401286822e-08,0.0,43.36471999999999
ca_kf_s0.0001_q1000,6.923113228668547e-07,0.0,51.38357000000017
ca_kf_s0.0001_q1000,7.70182149698913e-06,0.0,38.437500000000014
ca_kf_s0.0001_q1000,7.972605984094461e-06,0.0,106.23931999999958
ca_kf_s0.0001_q1000,8.248319186734545e-06,0.0,36.27106999999999
ca_kf_s0.0001_q1000,8.403739281746286e-08,0.0,39.61282
ca_kf_s0.0001_q1000,8.649394564101773e-06,0.0,36.23821999999999
ca_kf_s0.0001_q1000,9.552437010817895e-07,0.0,40.04375000000003
ca_kf_s0.01_q10,0.00011780695160910687,0.0,36.4769
ca_kf_s0.01_q10,0.00013226327318725044,0.0,44.53905999999986
ca_kf_s0.01_q10,0.00013824784390004157,0.0,49.24991999999999
ca_kf_s0.01_q10,0.0001761908281129535,0.0,42.544499999999886
ca_kf_s0.01_q10,0.00018980038013258842,0.0,36.23893
ca_kf_s0.01_q10,0.00019005424664217928,0.0,36.833
ca_kf_s0.01_q10,0.0002529517095679083,0.0,36.758839999999964
ca_kf_s0.01_q10,0.00031262443093749457,0.0,35.83875
ca_kf_s0.01_q10,0.00032625841989925936,0.0,39.625
ca_kf_s0.01_q10,0.00034175956105480534,0.0,37.00204000000004
ca_kf_s0.01_q10,0.000366600741425548,0.0,37.102159999999984
ca_kf_s0.01_q10,0.0004150969170328511,0.0,36.45444999999998
ca_kf_s0.01_q10,0.00048567773232026265,0.0,35.955040000000004
ca_kf_s0.01_q10,0.0005592129006897697,0.0,36.95174999999997
ca_kf_s0.01_q10,0.000612322946204893,0.0,42.204399999999985
ca_kf_s0.01_q10,0.0006571158402096915,0.0,36.093680000000006
ca_kf_s0.01_q10,0.0006590733519767211,0.0,36.866600000000005
ca_kf_s0.01_q10,0.0006673209413972205,0.0,35.86665
ca_kf_s0.01_q10,0.0006932057860817582,0.0,37.29143999999993
ca_kf_s0.01_q10,0.0007474738128128585,0.0,35.875
ca_kf_s0.01_q10,0.0007957777656779932,0.0,35.26092
ca_kf_s0.01_q10,0.0008579707920586547,0.0,77.83339999999842
ca_kf_s0.01_q10,0.00096915891095389,0.0,38.64344000000002
ca_kf_s0.01_q10,0.0009750268881492097,0.0,41.69024000000008
ca_kf_s0.01_q10,0.0011405802522818935,0.0,37.72845999999999
ca_kf_s0.01_q10,0.0011936822894063638,0.0,35.57875
ca_kf_s0.01_q10,0.001209497483287049,0.0,36.304919999999996
ca_kf_s0.01_q10,0.0012902957319004095,0.0,35.66223999999999
ca_kf_s0.01_q10,0.0013237095079268017,0.0,35.64324
ca_kf_s0.01_q10,0.0013691170729365448,0.0,48.25843000000042
ca_kf_s0.01_q10,0.0013702901625895093,0.0,35.92004
ca_kf_s0.01_q10,0.001765136859509465,0.0,36.614999999999995
ca_kf_s0.01_q10,0.0019123109587649227,0.0,35.762919999999994
ca_kf_s0.01_q10,0.002132481860458078,0.0,35.526640000000015
ca_kf_s0.01_q10,0.0023626036811092133,0.0,35.35
ca_kf_s0.01_q10,0.0023654783465656684,0.0,36.167
ca_kf_s0.01_q10,0.0024060015891562716,0.0,35.0064
ca_kf_s0.01_q10,0.002439983506400885,0.0,35.666
ca_kf_s0.01_q10,0.002846568109452758,0.0,36.44999999999998
ca_kf_s0.01_q10,0.0030986079394009457,0.0,37.27495000000002
ca_kf_s0.01_q10,0.0037287133974930504,0.0,35.3729
ca_kf_s0.01_q10,0.0037922289068503053,0.0,38.07028000000002
ca_kf_s0.01_q10,0.00383232637109114,0.0,35.903459999999995
ca_kf_s0.01_q10,0.003867081480756032,0.0,36.05717
ca_kf_s0.01_q10,0.004917141673079651,0.0,36.098760000000006
ca_kf_s0.01_q10,0.0052686907606293455,0.0,37.302379999999985
ca_kf_s0.01_q10,0.005812808397523781,0.0,35.1956
ca_kf_s0.01_q10,0.005950686829156229,0.0,34.95857
ca_kf_s0.01_q10,0.00599078500610231,0.0,35.279999999999994
ca_kf_s0.01_q10,0.006002566583744003,0.0,35.66250000000001
ca_kf_s0.01_q10,0.006053237257781034,0.0,35.923680000000004
ca_kf_s0.01_q10,0.006301474892460533,0.0,39.76030000000001
ca_kf_s0.01_q10,0.007336414206132445,0.0,35.47007
ca_kf_s0.01_q10,0.008161322038823865,0.0,37.15059000000001
ca_kf_s0.01_q10,0.008777535513988959,0.0,35.964409999999994
ca_kf_s0.01_q10,0.00911924746120165,0.0,35.46135999999999
ca_kf_s0.01_q10,0.009272346644699747,0.0,36.025200000000005
ca_kf_s0.01_q10,0.009463343754343281,0.0,39.028660000000016
ca_kf_s0.01_q10,0.011215447645479276,0.0,35.27822
ca_kf_s0.01_q10,0.011321251330293212,0.0,35.122080000000004
ca_kf_s0.01_q100,0.00011164823426359969,0.0,36.2945
ca_kf_s0.01_q100,0.0001232086917477269,0.0,52.17503999999961
ca_kf_s0.01_q100,0.0001234076144534886,0.0,40.43304999999998
ca_kf_s0.01_q100,0.00013269197160793795,0.0,37.871750000000006
ca_kf_s0.01_q100,0.00014853003541073212,0.0,47.02608000000002
ca_kf_s0.01_q100,0.00019501935632356608,0.0,50.099800000000286
ca_kf_s0.01_q100,0.00020199338460098206,0.0,40.76832000000001
ca_kf_s0.01_q100,0.00020561366204395037,0.0,43.53835999999992
ca_kf_s0.01_q100,0.00022731378524266853,0.0,39.875
ca_kf_s0.01_q100,0.0002389443342440904,0.0,36.91782000000009
ca_kf_s0.01_q100,0.0002448884924207304,0.0,45.838279999999955
ca_kf_s0.01_q100,0.00026698418439086033,0.0,78.42500000000001
ca_kf_s0.01_q100,0.00028893657065105034,0.0,46.26357999999999
ca_kf_s0.01_q100,0.0003319725247892451,0.0,45.001430000000035
ca_kf_s0.01_q100,0.00035886858196403966,0.0,38.60691999999999
ca_kf_s0.01_q100,0.00037928217022567616,0.0,35.75
ca_kf_s0.01_q100,0.00038004649663339764,0.0,176.4252400000001
ca_kf_s0.01_q100,0.0003969114964070181,0.0,37.29825999999998
ca_kf_s0.01_q100,0.00042697448070623935,0.0,39.212499999999984
ca_kf_s0.01_q100,0.00043208165415400057,0.0,41.02000000000007
ca_kf_s0.01_q100,0.00043787887992415703,0.0,42.524539999999995
ca_kf_s0.01_q100,0.0004531265944767649,0.0,41.489999999999995
ca_kf_s0.01_q100,0.00046820831310794047,0.0,38.72884999999997
ca_kf_s0.01_q100,0.00047472610921059903,0.0,92.72766000000021
ca_kf_s0.01_q100,0.0005925610164424179,0.0,47.36749999999991
ca_kf_s0.01_q100,0.0006003367866472632,0.0,50.44959999999998
ca_kf_s0.01_q100,0.0007850258030300234,0.0,65.83723999999984
ca_kf_s0.01_q100,0.0007954421390557108,0.0,193.36467999999957
ca_kf_s0.01_q100,0.0008929172984782351,0.0,162.83360000000096
ca_kf_s0.01_q100,0.0009207555931881614,0.0,352.4433200000001
ca_kf_s0.01_q100,0.0009831911743133676,0.0,42.72479999999999
ca_kf_s0.01_q100,0.0009939330475986908,0.0,36.2374
ca_kf_s0.01_q100,0.0010273189939937013,0.0,51.349849999999755
ca_kf_s0.01_q100,0.0010440951126982271,0.0,34.541
ca_kf_s0.01_q100,0.0012586551657616618,0.0,35.07429000000002
ca_kf_s0.01_q100,0.0012709347184465191,0.0,42.49549999999998
ca_kf_s0.01_q100,0.0013268417971120878,0.0,41.31904
ca_kf_s0.01_q100,0.0013795506012231962,0.0,104.29800000000013
ca_kf_s0.01_q100,0.0016034757965537499,0.0,52.94056000000005
ca_kf_s0.01_q100,0.0017491740223360293,0.0,34.319189999999985
ca_kf_s0.01_q100,0.0018688656232330896,0.0,39.22439999999998
ca_kf_s0.01_q100,0.001941078486884185,0.0,45.54663999999984
ca_kf_s0.01_q100,0.0023641699623739043,0.0,33.739680000000014
ca_kf_s0.01_q100,0.0023688242482965394,0.0,51.37920000000015
ca_kf_s0.01_q100,0.0024680132406457783,0.0,193.55260000000013
ca_kf_s0.01_q100,0.0024757651039779833,0.0,112.11193999999976
ca_kf_s0.01_q100,0.002523626485668159,0.0,122.88242999999984
ca_kf_s0.01_q100,0.0033523355510348195,0.0,69.00860000000011
ca_kf_s0.01_q100,0.003516206892103971,0.0,76.40874999999977
ca_kf_s0.01_q100,0.003893276852588134,0.0,47.988930000000046
ca_kf_s0.01_q100,0.0044781078540020785,0.0,77.21367000000008
ca_kf_s0.01_q100,0.0044922656049011574,0.0,43.27999999999989
ca_kf_s0.01_q100,0.005047913464014408,0.0,188.0946599999998
ca_kf_s0.01_q100,0.0063017371101229125,0.0,243.72584000000026
ca_kf_s0.01_q100,6.863394161056046e-05,0.0,36.33816000000001
ca_kf_s0.01_q100,7.496029344482932e-05,0.0,52.97378
ca_kf_s0.01_q100,8.236859678503947e-05,0.0,33.34825
ca_kf_s0.01_q100,9.254973359624398e-05,0.0,37.92727999999998
ca_kf_s0.01_q100,9.274680157618845e-05,0.0,36.55893
ca_kf_s0.01_q100,9.64231010709249e-05,0.0,38.11492
ca_kf_s0.01_q1000,0.00010276689629590456,0.0,35.834
ca_kf_s0.01_q1000,0.00011151663046238195,0.0,37.91537000000001
ca_kf_s0.01_q1000,0.00011204746976489154,0.0,36.41663
ca_kf_s0.01_q1000,0.00011602046163932183,0.0,35.611779999999996
ca_kf_s0.01_q1000,0.00012917785031824947,0.0,35.71808
ca_kf_s0.01_q1000,0.0001358793051465393,0.0,36.041
ca_kf_s0.01_q1000,0.0001362775443182533,0.0,35.375
ca_kf_s0.01_q1000,0.00014300314641126457,0.0,35.620250000000006
ca_kf_s0.01_q1000,0.0001492481998970498,0.0,37.45949999999998
ca_kf_s0.01_q1000,0.00016018363033684017,0.0,41.02784000000002
ca_kf_s0.01_q1000,0.00017034988822662344,0.0,41.514760000000045
ca_kf_s0.01_q1000,0.00017391496299521902,0.0,40.19396
ca_kf_s0.01_q1000,0.0002551614803211732,0.0,48.53759999999988
ca_kf_s0.01_q1000,0.0002809053458586268,0.0,35.0747
ca_kf_s0.01_q1000,0.0002946833918658875,0.0,35.73755
ca_kf_s0.01_q1000,0.000296336678123613,0.0,57.47827999999953
ca_kf_s0.01_q1000,0.0003104983007363567,0.0,37.04159999999999
ca_kf_s0.01_q1000,0.0003589801120842966,0.0,37.43279999999998
ca_kf_s0.01_q1000,0.00038804979039835306,0.0,37.68217
ca_kf_s0.01_q1000,0.000389417974178178,0.0,35.96459999999999
ca_kf_s0.01_q1000,0.0003905445283704529,0.0,35.36832
ca_kf_s0.01_q1000,0.0003990838199164808,0.0,39.70020000000001
ca_kf_s0.01_q1000,0.00040064957069416325,0.0,43.44359999999999
