method,estimator_p_rmse,posterior_lag_s,estimator_p99_us
alpha_beta_gamma_default,0.00011864533611256587,0.0,29.98643999999997
alpha_beta_gamma_default,0.00012921354980577847,0.0,27.880080000000007
alpha_beta_gamma_default,0.0001336721223281663,0.0,49.43299999999995
alpha_beta_gamma_default,0.0001389204184094845,0.0,23.67908
alpha_beta_gamma_default,0.00013994076307046325,0.0,24.119380000000003
alpha_beta_gamma_default,0.00014081890967624838,0.0,46.78183999999999
alpha_beta_gamma_default,0.00014660673586507333,0.0,23.5819
alpha_beta_gamma_default,0.0001575075524372997,0.0,24.03276
alpha_beta_gamma_default,0.00015760910775913716,0.0,26.162499999999994
alpha_beta_gamma_default,0.0001632129207624561,0.0,24.265750000000004
alpha_beta_gamma_default,0.00018331448992259632,0.0,25.513240000000007
alpha_beta_gamma_default,0.00018764281173895052,0.0,24.75019999999998
alpha_beta_gamma_default,0.00019414895747587918,0.0,26.12052
alpha_beta_gamma_default,0.00022035689062524234,0.0,24.459539999999997
alpha_beta_gamma_default,0.00023569952962781675,0.0,25.40095999999999
alpha_beta_gamma_default,0.00023620631312778716,0.0,59.85216000000032
alpha_beta_gamma_default,0.0002562461336428919,0.0,23.95896
alpha_beta_gamma_default,0.00026314195779178083,0.0,34.25668
alpha_beta_gamma_default,0.000294458819081793,0.0,25.00299999999995
alpha_beta_gamma_default,0.0004157103727937164,0.0,28.535700000000002
alpha_beta_gamma_default,0.0004507512738995493,0.0,39.50019999999993
alpha_beta_gamma_default,0.0005173127244965974,0.0,24.601640000000003
alpha_beta_gamma_default,0.0005234374868624529,0.0,45.95174999999987
alpha_beta_gamma_default,0.0005469480648826842,0.0,22.083
alpha_beta_gamma_default,0.0005567451852050472,0.0,25.153540000000007
alpha_beta_gamma_default,0.0005615382070943178,0.0,23.11875
alpha_beta_gamma_default,0.0005732468511821957,0.0,24.575000000000017
alpha_beta_gamma_default,0.0005944737924262414,0.0,23.76079
alpha_beta_gamma_default,0.0006788223245212959,0.0,23.78744
alpha_beta_gamma_default,0.0007541889782172204,0.0,24.171689999999995
alpha_beta_gamma_default,0.0007829282068956655,0.0,24.328899999999997
alpha_beta_gamma_default,0.0008073802358288222,0.0,25.141700000000004
alpha_beta_gamma_default,0.0008183340821714544,0.0,23.256639999999997
alpha_beta_gamma_default,0.0010017310696739568,0.0,23.838569999999986
alpha_beta_gamma_default,0.0010848651950453776,0.0,23.8166
alpha_beta_gamma_default,0.0012982375987824698,0.0,90.90387999999997
alpha_beta_gamma_default,0.00133640842247613,0.0,53.52436000000005
alpha_beta_gamma_default,0.0013734698868881979,0.0,24.179200000000012
alpha_beta_gamma_default,0.001373649243595851,0.0,24.063909999999996
alpha_beta_gamma_default,0.0018218004619990564,0.0,34.57750000000004
alpha_beta_gamma_default,0.002022513751608527,0.0,39.30624999999992
alpha_beta_gamma_default,0.002463890750407513,0.0,45.56233000000014
alpha_beta_gamma_default,0.0024757346873984947,0.0,37.95791000000004
alpha_beta_gamma_default,0.0027845273979218072,0.0,41.09471999999991
alpha_beta_gamma_default,2.5592159517031686e-05,0.0,23.57935
alpha_beta_gamma_default,2.9044211328421998e-05,0.0,27.72249999999987
alpha_beta_gamma_default,2.938887352150168e-05,0.0,26.147279999999967
alpha_beta_gamma_default,3.0255213197269427e-05,0.0,24.03154
alpha_beta_gamma_default,3.4982444904756785e-05,0.0,58.49327000000008
alpha_beta_gamma_default,3.6390300436737583e-05,0.0,24.171749999999996
alpha_beta_gamma_default,3.8326526633100733e-05,0.0,25.068769999999994
alpha_beta_gamma_default,4.14824326351371e-05,0.0,23.73921
alpha_beta_gamma_default,4.4156346951869614e-05,0.0,46.3402599999999
alpha_beta_gamma_default,4.848964533634491e-05,0.0,39.42499999999967
alpha_beta_gamma_default,5.882814148307851e-05,0.0,26.944960000000002
alpha_beta_gamma_default,7.104443948081702e-05,0.0,54.75
alpha_beta_gamma_default,7.492112611351896e-05,0.0,25.74018000000001
alpha_beta_gamma_default,7.637840354639401e-05,0.0,24.257800000000003
alpha_beta_gamma_default,8.015427121490877e-05,0.0,24.11288
alpha_beta_gamma_default,9.821455343312595e-05,0.0,24.291249999999998
ca_kf_s0.0001_q10,0.00011121431331917281,0.0,93.13360000000038
ca_kf_s0.0001_q10,0.00011173512125538415,0.0,53.11101000000005
ca_kf_s0.0001_q10,0.00011498349268274364,0.0,47.58268000000002
ca_kf_s0.0001_q10,0.00012586912518202544,0.0,49.93568999999995
ca_kf_s0.0001_q10,0.00017012172399298142,0.0,61.33049999999983
ca_kf_s0.0001_q10,0.00018270317123685671,0.0,50.6922799999998
ca_kf_s0.0001_q10,0.00022018852268140235,0.0,79.83059000000007
ca_kf_s0.0001_q10,1.007944807659606e-05,0.0,278.1525000000003
ca_kf_s0.0001_q10,1.0230352013133249e-05,0.0,64.38319999999999
ca_kf_s0.0001_q10,1.1868766423419645e-05,0.0,74.89500000000027
ca_kf_s0.0001_q10,1.2148951482812088e-05,0.0,75.46241999999992
ca_kf_s0.0001_q10,1.2453585340536374e-06,0.0,159.375
ca_kf_s0.0001_q10,1.3070970846651978e-06,0.0,121.8084300000004
ca_kf_s0.0001_q10,1.3119687689928983e-05,0.0,160.50958
ca_kf_s0.0001_q10,1.3923150261523795e-05,0.0,62.05299999999988
ca_kf_s0.0001_q10,1.4255091223625164e-05,0.0,144.48643000000018
ca_kf_s0.0001_q10,1.490203893335756e-06,0.0,50.085719999999625
ca_kf_s0.0001_q10,1.8446903216094464e-06,0.0,112.74670999999952
ca_kf_s0.0001_q10,2.0903470189876806e-05,0.0,92.84110000000004
ca_kf_s0.0001_q10,2.117087499377977e-06,0.0,99.22699999999998
ca_kf_s0.0001_q10,2.2633727129099937e-06,0.0,116.35607999999976
ca_kf_s0.0001_q10,2.3041604988325766e-06,0.0,149.54557000000017
ca_kf_s0.0001_q10,2.3981781365217557e-05,0.0,69.15472000000025
ca_kf_s0.0001_q10,2.4569678473753888e-06,0.0,64.89819999999976
ca_kf_s0.0001_q10,2.5608369287499627e-05,0.0,154.86699999999985
ca_kf_s0.0001_q10,2.824952675242398e-05,0.0,36.5348
ca_kf_s0.0001_q10,2.9927672185632117e-05,0.0,36.075919999999996
ca_kf_s0.0001_q10,3.0080889084542662e-05,0.0,169.6740000000002
ca_kf_s0.0001_q10,3.0194014404572694e-06,0.0,52.08396000000001
ca_kf_s0.0001_q10,3.407461949686849e-05,0.0,37.69988
ca_kf_s0.0001_q10,3.52406131806457e-05,0.0,54.5347400000001
ca_kf_s0.0001_q10,3.567609075295876e-05,0.0,178.39810000000008
ca_kf_s0.0001_q10,3.796430562006475e-05,0.0,125.56646999999954
ca_kf_s0.0001_q10,3.874114620638677e-06,0.0,112.63320000000054
ca_kf_s0.0001_q10,3.880588982435056e-05,0.0,112.0675
ca_kf_s0.0001_q10,3.935779622750311e-05,0.0,90.82889999999978
ca_kf_s0.0001_q10,4.081332968189821e-06,0.0,70.6235499999999
ca_kf_s0.0001_q10,4.1135183181470655e-05,0.0,39.07635999999995
ca_kf_s0.0001_q10,4.121400579206515e-06,0.0,55.94012000000001
ca_kf_s0.0001_q10,4.137927856244473e-05,0.0,56.79180000000013
ca_kf_s0.0001_q10,4.328582391275137e-05,0.0,135.00247999999954
ca_kf_s0.0001_q10,4.744362328735253e-05,0.0,37.75
ca_kf_s0.0001_q10,4.795182819259522e-07,0.0,37.7795
ca_kf_s0.0001_q10,5.01479651894788e-05,0.0,50.94779999999974
ca_kf_s0.0001_q10,5.5677200949832006e-05,0.0,146.18380000000042
ca_kf_s0.0001_q10,6.068638537984517e-06,0.0,175.46599999999984
ca_kf_s0.0001_q10,6.1453823597575275e-06,0.0,129.26612000000017
ca_kf_s0.0001_q10,6.674500883808431e-07,0.0,143.7964899999999
ca_kf_s0.0001_q10,6.7591339918104966e-06,0.0,128.81443999999973
ca_kf_s0.0001_q10,6.810165307943019e-06,0.0,128.16308
ca_kf_s0.0001_q10,7.13781866949064e-06,0.0,241.28599999999952
ca_kf_s0.0001_q10,7.256165866020875e-07,0.0,79.74204000000009
ca_kf_s0.0001_q10,7.3568687595356845e-06,0.0,423.58565999999973
ca_kf_s0.0001_q10,7.760836230113838e-06,0.0,120.76699999999997
ca_kf_s0.0001_q10,7.93606151408059e-06,0.0,101.13211999999992
ca_kf_s0.0001_q10,8.099046071225436e-06,0.0,100.29249999999948
ca_kf_s0.0001_q10,9.097735438016241e-07,0.0,112.69293999999947
ca_kf_s0.0001_q10,9.215375814887496e-06,0.0,125.49300000000002
ca_kf_s0.0001_q10,9.742644372195212e-06,0.0,46.35347999999998
ca_kf_s0.0001_q10,9.74975951618789e-06,0.0,65.65863999999993
ca_kf_s0.0001_q100,1.1231116435379148e-05,0.0,102.60640000000008
ca_kf_s0.0001_q100,1.1513695152255015e-05,0.0,57.584
ca_kf_s0.0001_q100,1.1610672543236737e-06,0.0,38.958
ca_kf_s0.0001_q100,1.1910715099711465e-05,0.0,41.25379999999998
ca_kf_s0.0001_q100,1.2226127010130258e-06,0.0,36.92482000000001
ca_kf_s0.0001_q100,1.2887478726851999e-05,0.0,184.71692999999954
ca_kf_s0.0001_q100,1.3561363381625654e-06,0.0,36.729459999999996
ca_kf_s0.0001_q100,1.5266264696478156e-06,0.0,40.44313999999999
ca_kf_s0.0001_q100,1.6014268518370017e-06,0.0,41.91692000000002
ca_kf_s0.0001_q100,1.6191735188004959e-06,0.0,45.694999999999936
ca_kf_s0.0001_q100,1.6413485591443873e-06,0.0,43.666239999999966
ca_kf_s0.0001_q100,1.6548973562238088e-05,0.0,62.30840000000068
ca_kf_s0.0001_q100,1.721466015638535e-06,0.0,37.580659999999995
ca_kf_s0.0001_q100,1.829091126433173e-06,0.0,85.97341999999995
ca_kf_s0.0001_q100,1.8674000351595458e-06,0.0,176.88074000000026
ca_kf_s0.0001_q100,1.8928904815257802e-06,0.0,47.36499999999995
ca_kf_s0.0001_q100,2.125531728770698e-06,0.0,36.784920000000014
ca_kf_s0.0001_q100,2.2469450122923897e-06,0.0,35.94848
ca_kf_s0.0001_q100,2.3207672866250144e-05,0.0,164.88517999999985
ca_kf_s0.0001_q100,2.5508917204265176e-06,0.0,39.05239999999998
ca_kf_s0.0001_q100,2.6316128012239548e-06,0.0,46.15662000000001
ca_kf_s0.0001_q100,2.6903708810349312e-05,0.0,39.19864000000002
ca_kf_s0.0001_q100,2.6938051920876566e-05,0.0,59.650000000000006
ca_kf_s0.0001_q100,2.8498054915101602e-06,0.0,35.98992
ca_kf_s0.0001_q100,2.8978282579067756e-05,0.0,39.448420000000006
ca_kf_s0.0001_q100,2.9739934365050396e-05,0.0,46.15762999999998
ca_kf_s0.0001_q100,3.042989311917606e-05,0.0,237.70409000000038
ca_kf_s0.0001_q100,3.161805853368325e-06,0.0,38.53149999999998
ca_kf_s0.0001_q100,3.426666429367256e-07,0.0,36.64061999999999
ca_kf_s0.0001_q100,3.431026317817793e-06,0.0,50.73693000000031
ca_kf_s0.0001_q100,3.6764233684963784e-06,0.0,109.88172
ca_kf_s0.0001_q100,3.690070789002275e-06,0.0,37.25531999999998
ca_kf_s0.0001_q100,3.9993218474249916e-05,0.0,41.991249999999866
ca_kf_s0.0001_q100,4.241890730231666e-07,0.0,46.9378599999999
ca_kf_s0.0001_q100,4.243671966064762e-07,0.0,36.80419999999999
ca_kf_s0.0001_q100,4.2479864183595455e-06,0.0,39.406040000000054
ca_kf_s0.0001_q100,4.2842312780931805e-05,0.0,43.376999999999995
ca_kf_s0.0001_q100,4.817806310545043e-06,0.0,43.94375000000001
ca_kf_s0.0001_q100,4.935429819041566e-06,0.0,88.24629999999998
ca_kf_s0.0001_q100,5.093132234292836e-07,0.0,40.91499999999999
ca_kf_s0.0001_q100,5.165159790917601e-05,0.0,41.91241000000001
ca_kf_s0.0001_q100,5.265881385513229e-07,0.0,37.21549999999999
ca_kf_s0.0001_q100,5.650118960158134e-07,0.0,37.662499999999994
ca_kf_s0.0001_q100,5.942725064220669e-07,0.0,41.07259000000003
ca_kf_s0.0001_q100,6.1614991994279e-06,0.0,38.316999999999986
ca_kf_s0.0001_q100,6.286889982000326e-07,0.0,43.358489999999975
ca_kf_s0.0001_q100,6.532496967261758e-06,0.0,44.21184999999995
ca_kf_s0.0001_q100,6.781397254369636e-07,0.0,35.74467
ca_kf_s0.0001_q100,6.876759157131161e-06,0.0,102.90964000000008
ca_kf_s0.0001_q100,6.882323549349044e-06,0.0,41.6836
ca_kf_s0.0001_q100,6.929277964743628e-06,0.0,35.83529
ca_kf_s0.0001_q100,7.037649059224534e-07,0.0,36.76008
ca_kf_s0.0001_q100,7.080933126262e-06,0.0,35.60625
ca_kf_s0.0001_q100,7.85475463671263e-06,0.0,36.545
ca_kf_s0.0001_q100,8.76913125459429e-06,0.0,37.147499999999994
ca_kf_s0.0001_q100,8.90802745793703e-07,0.0,37.31680000000001
ca_kf_s0.0001_q100,9.071290688853525e-06,0.0,70.75029999999963
ca_kf_s0.0001_q100,9.484243111844942e-06,0.0,36.25336
ca_kf_s0.0001_q100,9.628029226216713e-07,0.0,36.335
ca_kf_s0.0001_q100,9.629030466669401e-06,0.0,40.6586
ca_kf_s0.0001_q1000,1.0306762306356625e-05,0.0,36.039339999999996
ca_kf_s0.0001_q1000,1.0487645453186875e-07,0.0,38.40058
ca_kf_s0.0001_q1000,1.0618124232900575e-06,0.0,38.292
ca_kf_s0.0001_q1000,1.1184882709351686e-06,0.0,39.38964000000004
ca_kf_s0.0001_q1000,1.1193788041282616e-07,0.0,50.61614999999981
ca_kf_s0.0001_q1000,1.1755164561199828e-06,0.0,37.07824
ca_kf_s0.0001_q1000,1.2432976142062528e-06,0.0,38.29159999999999
ca_kf_s0.0001_q1000,1.2526871002074465e-07,0.0,44.01818000000002
ca_kf_s0.0001_q1000,1.2969601053023093e-06,0.0,36.91249999999998
ca_kf_s0.0001_q1000,1.3266457976268459e-05,0.0,42.577080000000045
ca_kf_s0.0001_q1000,1.3765689743353151e-06,0.0,37.69546
ca_kf_s0.0001_q1000,1.4027817885471542e-07,0.0,39.510000000000005
ca_kf_s0.0001_q1000,1.427420945064454e-06,0.0,153.87233000000006
ca_kf_s0.0001_q1000,1.557355000811886e-06,0.0,41.469440000000034
ca_kf_s0.0001_q1000,1.7403490217744775e-06,0.0,58.905719999999555
ca_kf_s0.0001_q1000,1.764763102918761e-07,0.0,38.27460000000003
ca_kf_s0.0001_q1000,1.7838770627385973e-06,0.0,40.97999999999992
ca_kf_s0.0001_q1000,1.7985864331098492e-06,0.0,41.7417
ca_kf_s0.0001_q1000,1.8720053797054878e-05,0.0,49.626269999999906
ca_kf_s0.0001_q1000,1.8807158847602253e-06,0.0,87.74635999999981
ca_kf_s0.0001_q1000,1.9210949145842532e-07,0.0,42.83156
ca_kf_s0.0001_q1000,1.951289624497555e-06,0.0,40.10000000000001
ca_kf_s0.0001_q1000,2.2041589742837294e-06,0.0,39.796149999999976
ca_kf_s0.0001_q1000,2.3319343959920996e-06,0.0,38.24968000000002
ca_kf_s0.0001_q1000,2.386094113269313e-06,0.0,37.87049999999998
ca_kf_s0.0001_q1000,2.4358705616913674e-06,0.0,68.54549999999983
ca_kf_s0.0001_q1000,2.548581646616905e-06,0.0,37.614999999999995
ca_kf_s0.0001_q1000,2.7055610653161444e-05,0.0,42.24009000000002
ca_kf_s0.0001_q1000,2.9882807893964855e-06,0.0,36.458
ca_kf_s0.0001_q1000,3.1848219146554883e-07,0.0,37.95775
ca_kf_s0.0001_q1000,3.21515227218427e-07,0.0,41.77684000000005
ca_kf_s0.0001_q1000,3.2517201558375377e-07,0.0,45.89099999999996
ca_kf_s0.0001_q1000,3.2631573398615843e-07,0.0,50.61027999999996
ca_kf_s0.0001_q1000,3.455729870023494e-07,0.0,41.82765999999987
ca_kf_s0.0001_q1000,3.5674998476300114e-06,0.0,39.49139999999999
ca_kf_s0.0001_q1000,3.626834521614734e-07,0.0,38.37012
