dt_s,q,branch,jerk_rad_s3,acceleration_rad_s2,direction,rho,critical_velocity_rad_s,reference_velocity_rad_s,velocity_limit_inactive,completed,failure_layer,failure_reason,valid_cycles,total_cycles,rest_to_rest_pulse_fraction,stop_go_event_rate_hz,endpoint_stop_fraction,profile_peak_velocity_to_reference_median,profile_velocity_ripple_to_reference_median,profile_velocity_ripple_to_reference_p95,profile_min_abs_velocity_to_reference_p05,profile_near_zero_cycle_fraction,position_rmse,lag_s,profile_exact_fraction,profile_constraint_violation_count,fallback_rate,solver_failure_count,deadline_miss_rate,evidence_role,required,analysis_failure
0.002,0.25,acceleration_limited,1000,0.125,-1,0.98999999999999999,5.4687500000000001e-05,-5.4140625000000003e-05,true,true,,,500,500,1,499.99999999999955,1,1.9047619047618696,1.9047619047627027,1.9047619047634332,0,1,1.0828125000000116e-07,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,0.25,acceleration_limited,1000,0.125,1,0.98999999999999999,5.4687500000000001e-05,5.4140625000000003e-05,true,true,,,500,500,1,499.99999999999955,1,1.9047619047618696,1.9047619047627027,1.9047619047634332,0,1,1.0828125000000116e-07,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,0.25,acceleration_limited,1000,0.125,-1,0.995,5.4687500000000001e-05,-5.4414062499999999e-05,true,true,,,500,500,1,499.99999999999955,1,1.9445768876014797,1.9445768876017695,1.944576887603416,0,1,1.0882812500000004e-07,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,0.25,acceleration_limited,1000,0.125,1,0.995,5.4687500000000001e-05,5.4414062499999999e-05,true,true,,,500,500,1,499.99999999999955,1,1.9445768876014797,1.9445768876017695,1.944576887603416,0,1,1.0882812500000004e-07,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,0.25,acceleration_limited,1000,0.125,-1,1,5.4687500000000001e-05,-5.4687500000000001e-05,true,true,,,500,500,1,499.99999999999955,1,2.0000000000002274,2.0000000000002571,2.0000000000007012,0,1,1.0937499999999788e-07,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,0.25,acceleration_limited,1000,0.125,1,1,5.4687500000000001e-05,5.4687500000000001e-05,true,true,,,500,500,1,499.99999999999955,1,2.0000000000002274,2.0000000000002571,2.0000000000007012,0,1,1.0937499999999788e-07,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,0.25,acceleration_limited,1000,0.125,-1,1.0049999999999999,5.4687500000000001e-05,-5.4960937499999997e-05,true,true,,,500,500,0,0,0,1.9947551984978691,1.9855122945518657,1.9953499629495783,0,0.31893687707641194,1.1026396359642699e-07,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,0.25,acceleration_limited,1000,0.125,1,1.0049999999999999,5.4687500000000001e-05,5.4960937499999997e-05,true,true,,,500,500,0,0,0,1.9947551984978691,1.9855122945518657,1.9953499629495783,0,0.31893687707641194,1.1026396359642699e-07,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,0.25,acceleration_limited,1000,0.125,-1,1.01,5.4687500000000001e-05,-5.5234374999999999e-05,true,true,,,500,500,0,0,0,1.9895865680046454,1.9711028113219291,1.9907329206466293,0,0.33222591362126247,1.1082873086314253e-07,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,0.25,acceleration_limited,1000,0.125,1,1.01,5.4687500000000001e-05,5.5234374999999999e-05,true,true,,,500,500,0,0,0,1.9895865680046454,1.9711028113219291,1.9907329206466293,0,0.33222591362126247,1.1082873086314253e-07,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,0.25,acceleration_limited,1000,0.125,-1,1.02,5.4687500000000001e-05,-5.5781250000000004e-05,true,true,,,500,500,0,0,0,1.9794779498724624,1.9425312993419392,1.981596259776278,0,0.32890365448504982,1.1196228643035974e-07,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,0.25,acceleration_limited,1000,0.125,1,1.02,5.4687500000000001e-05,5.5781250000000004e-05,true,true,,,500,500,0,0,0,1.9794779498724624,1.9425312993419392,1.981596259776278,0,0.32890365448504982,1.1196228643035974e-07,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,0.25,acceleration_limited,1000,0.125,-1,1.05,5.4687500000000001e-05,-5.7421875000000005e-05,true,true,,,500,500,0,0,0,1.950970558223859,1.8588680478633623,1.9549387160209566,0,0.33887043189368771,1.153957092243552e-07,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,0.25,acceleration_limited,1000,0.125,1,1.05,5.4687500000000001e-05,5.7421875000000005e-05,true,true,,,500,500,0,0,0,1.950970558223859,1.8588680478633623,1.9549387160209566,0,0.33887043189368771,1.153957092243552e-07,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,0.25,acceleration_limited,1000,0.125,-1,1.1000000000000001,5.4687500000000001e-05,-6.0156250000000009e-05,true,true,,,500,500,0,0,0,1.9095021219196651,1.7833589420457863,1.9128511938738828,0,0.49833887043189368,1.2123124432974285e-07,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,0.25,acceleration_limited,1000,0.125,1,1.1000000000000001,5.4687500000000001e-05,6.0156250000000009e-05,true,true,,,500,500,0,0,0,1.9095021219196651,1.7833589420457863,1.9128511938738828,0,0.49833887043189368,1.2123124432974285e-07,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,0.25,acceleration_limited,1000,0.125,-1,1.2,5.4687500000000001e-05,-6.5624999999999996e-05,true,true,,,500,500,0,0,0,1.8333333333368687,1.6666666665136194,1.6667729891506631,0.16655768923575834,0,1.3273762218880879e-07,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,0.25,acceleration_limited,1000,0.125,1,1.2,5.4687500000000001e-05,6.5624999999999996e-05,true,true,,,500,500,0,0,0,1.8333333333368687,1.6666666665136194,1.6667729891506631,0.16655768923575834,0,1.3273762218880879e-07,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,0.25,acceleration_limited,1000,0.125,-1,2,5.4687500000000001e-05,-0.000109375,true,true,,,500,500,0,0,0,1.4999999999997689,0.99999999999978084,1.0000000000000029,0.49999999999990036,0,2.3445638020832965e-07,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,0.25,acceleration_limited,1000,0.125,1,2,5.4687500000000001e-05,0.000109375,true,true,,,500,500,0,0,0,1.4999999999997689,0.99999999999978084,1.0000000000000029,0.49999999999990036,0,2.3445638020832965e-07,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,0.25,acceleration_limited,4000,0.5,-1,0.5,0.00021875,-0.000109375,true,true,,,500,500,1,499.99999999999955,1,1.2485297677899863,1.2485297677905403,1.2485297677954279,0,1,2.1875000000000045e-07,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,0.25,acceleration_limited,4000,0.5,1,0.5,0.00021875,0.000109375,true,true,,,500,500,1,499.99999999999955,1,1.2485297677899863,1.2485297677905403,1.2485297677954279,0,1,2.1875000000000045e-07,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,0.25,acceleration_limited,4000,0.5,-1,0.80000000000000004,0.00021875,-0.00017500000000000003,true,true,,,500,500,1,499.99999999999955,1,1.4700768345936872,1.4700768345940229,1.4700768345959077,0,1,3.4999999999998998e-07,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,0.25,acceleration_limited,4000,0.5,1,0.80000000000000004,0.00021875,0.00017500000000000003,true,true,,,500,500,1,499.99999999999955,1,1.4700768345936872,1.4700768345940229,1.4700768345959077,0,1,3.4999999999998998e-07,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,0.25,acceleration_limited,4000,0.5,-1,0.90000000000000002,0.00021875,-0.000196875,true,true,,,500,500,1,499.99999999999955,1,1.6131183096858128,1.6131183096859647,1.6131183096879274,0,1,3.9374999999998982e-07,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,0.25,acceleration_limited,4000,0.5,1,0.90000000000000002,0.00021875,0.000196875,true,true,,,500,500,1,499.99999999999955,1,1.6131183096858128,1.6131183096859647,1.6131183096879274,0,1,3.9374999999998982e-07,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,0.25,acceleration_limited,4000,0.5,-1,0.94999999999999996,0.00021875,-0.00020781249999999999,true,true,,,500,500,1,499.99999999999955,1,1.7303985204037924,1.7303985204041603,1.7303985204049617,0,1,4.1562500000000333e-07,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,0.25,acceleration_limited,4000,0.5,1,0.94999999999999996,0.00021875,0.00020781249999999999,true,true,,,500,500,1,499.99999999999955,1,1.7303985204037924,1.7303985204041603,1.7303985204049617,0,1,4.1562500000000333e-07,0.0020000000000000018,1,0,0,0,0.002,required_grid,true,
0.002,0.25,acceleration_limited,4000,0.5,-1,0.97999999999999998,0.00021875,-0.00021437499999999999,true,true,,,500,500,1,499.99999999999955,1,1.845344025926553,1.8453440259269844,1.8453440259275904,0,1,4.2874999999999478e-07,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,0.25,acceleration_limited,4000,0.5,1,0.97999999999999998,0.00021875,0.00021437499999999999,true,true,,,500,500,1,499.99999999999955,1,1.845344025926553,1.8453440259269844,1.8453440259275904,0,1,4.2874999999999478e-07,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,0.25,acceleration_limited,4000,0.5,-1,0.98999999999999999,0.00021875,-0.00021656250000000001,true,true,,,500,500,1,499.99999999999955,1,1.9047619047618696,1.9047619047627027,1.9047619047634332,0,1,4.3312500000000464e-07,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,0.25,acceleration_limited,4000,0.5,1,0.98999999999999999,0.00021875,0.00021656250000000001,true,true,,,500,500,1,499.99999999999955,1,1.9047619047618696,1.9047619047627027,1.9047619047634332,0,1,4.3312500000000464e-07,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,0.25,acceleration_limited,4000,0.5,-1,0.995,0.00021875,-0.00021765624999999999,true,true,,,500,500,1,499.99999999999955,1,1.9445768876014797,1.9445768876017695,1.944576887603416,0,1,4.3531250000000017e-07,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,0.25,acceleration_limited,4000,0.5,1,0.995,0.00021875,0.00021765624999999999,true,true,,,500,500,1,499.99999999999955,1,1.9445768876014797,1.9445768876017695,1.944576887603416,0,1,4.3531250000000017e-07,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,0.25,acceleration_limited,4000,0.5,-1,1,0.00021875,-0.00021875,true,true,,,500,500,1,499.99999999999955,1,2.0000000000002274,2.0000000000002571,2.0000000000007012,0,1,4.3749999999999152e-07,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,0.25,acceleration_limited,4000,0.5,1,1,0.00021875,0.00021875,true,true,,,500,500,1,499.99999999999955,1,2.0000000000002274,2.0000000000002571,2.0000000000007012,0,1,4.3749999999999152e-07,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,0.25,acceleration_limited,4000,0.5,-1,1.0049999999999999,0.00021875,-0.00021984374999999999,true,true,,,500,500,0,0,0,1.9947551984978691,1.9855122945518657,1.9953499629495783,0,0.31893687707641194,4.4105585438570794e-07,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,0.25,acceleration_limited,4000,0.5,1,1.0049999999999999,0.00021875,0.00021984374999999999,true,true,,,500,500,0,0,0,1.9947551984978691,1.9855122945518657,1.9953499629495783,0,0.31893687707641194,4.4105585438570794e-07,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,0.25,acceleration_limited,4000,0.5,-1,1.01,0.00021875,-0.0002209375,true,true,,,500,500,0,0,0,1.9895865680046454,1.9711028113219291,1.9907329206466293,0,0.33222591362126247,4.4331492345257011e-07,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,0.25,acceleration_limited,4000,0.5,1,1.01,0.00021875,0.0002209375,true,true,,,500,500,0,0,0,1.9895865680046454,1.9711028113219291,1.9907329206466293,0,0.33222591362126247,4.4331492345257011e-07,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,0.25,acceleration_limited,4000,0.5,-1,1.02,0.00021875,-0.00022312500000000002,true,true,,,500,500,0,0,0,1.9794779498724624,1.9425312993419392,1.981596259776278,0,0.32890365448504982,4.4784914572143898e-07,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,0.25,acceleration_limited,4000,0.5,1,1.02,0.00021875,0.00022312500000000002,true,true,,,500,500,0,0,0,1.9794779498724624,1.9425312993419392,1.981596259776278,0,0.32890365448504982,4.4784914572143898e-07,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,0.25,acceleration_limited,4000,0.5,-1,1.05,0.00021875,-0.00022968750000000002,true,true,,,500,500,0,0,0,1.950970558223859,1.8588680478633623,1.9549387160209566,0,0.33887043189368771,4.6158283689742082e-07,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,0.25,acceleration_limited,4000,0.5,1,1.05,0.00021875,0.00022968750000000002,true,true,,,500,500,0,0,0,1.950970558223859,1.8588680478633623,1.9549387160209566,0,0.33887043189368771,4.6158283689742082e-07,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,0.25,acceleration_limited,4000,0.5,-1,1.1000000000000001,0.00021875,-0.00024062500000000003,true,true,,,500,500,0,0,0,1.9095021219196651,1.7833589420457863,1.9128511938738828,0,0.49833887043189368,4.8492497731897141e-07,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,0.25,acceleration_limited,4000,0.5,1,1.1000000000000001,0.00021875,0.00024062500000000003,true,true,,,500,500,0,0,0,1.9095021219196651,1.7833589420457863,1.9128511938738828,0,0.49833887043189368,4.8492497731897141e-07,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,0.25,acceleration_limited,4000,0.5,-1,1.2,0.00021875,-0.00026249999999999998,true,true,,,500,500,0,0,0,1.8333333333368687,1.6666666665136194,1.6667729891506631,0.16655768923575834,0,5.3095048875523517e-07,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,0.25,acceleration_limited,4000,0.5,1,1.2,0.00021875,0.00026249999999999998,true,true,,,500,500,0,0,0,1.8333333333368687,1.6666666665136194,1.6667729891506631,0.16655768923575834,0,5.3095048875523517e-07,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,0.25,acceleration_limited,4000,0.5,-1,2,0.00021875,-0.00043750000000000001,true,true,,,500,500,0,0,0,1.4999999999997689,0.99999999999978084,1.0000000000000029,0.49999999999990036,0,9.3782552083331861e-07,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,0.25,acceleration_limited,4000,0.5,1,2,0.00021875,0.00043750000000000001,true,true,,,500,500,0,0,0,1.4999999999997689,0.99999999999978084,1.0000000000000029,0.49999999999990036,0,9.3782552083331861e-07,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,0.5,acceleration_limited,1000,0.25,-1,0.5,9.3750000000000002e-05,-4.6875000000000001e-05,true,true,,,500,500,1,499.99999999999955,1,1.9999999999995595,1.9999999999998548,2.0000000000010991,0,1,9.3749999999999976e-08,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,0.5,acceleration_limited,1000,0.25,1,0.5,9.3750000000000002e-05,4.6875000000000001e-05,true,true,,,500,500,1,499.99999999999955,1,1.9999999999995595,1.9999999999998548,2.0000000000010991,0,1,9.3749999999999976e-08,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,0.5,acceleration_limited,1000,0.25,-1,0.80000000000000004,9.3750000000000002e-05,-7.5000000000000007e-05,true,true,,,500,500,1,499.99999999999955,1,1.5600982836581569,1.5600982836581569,1.5600982836596371,0,1,1.50000000000001e-07,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,0.5,acceleration_limited,1000,0.25,1,0.80000000000000004,9.3750000000000002e-05,7.5000000000000007e-05,true,true,,,500,500,1,499.99999999999955,1,1.5600982836581569,1.5600982836581569,1.5600982836596371,0,1,1.50000000000001e-07,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,0.5,acceleration_limited,1000,0.25,-1,0.90000000000000002,9.3750000000000002e-05,-8.4375000000000004e-05,true,true,,,500,500,1,499.99999999999955,1,1.7006226237931104,1.7006226237931108,1.7006226237942623,0,1,1.6874999999999965e-07,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,0.5,acceleration_limited,1000,0.25,1,0.90000000000000002,9.3750000000000002e-05,8.4375000000000004e-05,true,true,,,500,500,1,499.99999999999955,1,1.7006226237931104,1.7006226237931108,1.7006226237942623,0,1,1.6874999999999965e-07,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,0.5,acceleration_limited,1000,0.25,-1,0.94999999999999996,9.3750000000000002e-05,-8.9062500000000003e-05,true,true,,,500,500,1,499.99999999999955,1,1.8091547749266561,1.809154774926812,1.8091547749291492,0,1,1.7812500000000118e-07,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,0.5,acceleration_limited,1000,0.25,1,0.94999999999999996,9.3750000000000002e-05,8.9062500000000003e-05,true,true,,,500,500,1,499.99999999999955,1,1.8091547749266561,1.809154774926812,1.8091547749291492,0,1,1.7812500000000118e-07,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,0.5,acceleration_limited,1000,0.25,-1,0.97999999999999998,9.3750000000000002e-05,-9.1874999999999997e-05,true,true,,,500,500,1,499.99999999999955,1,1.9047619047617872,1.9047619047620894,1.9047619047642046,0,1,1.8375000000000446e-07,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,0.5,acceleration_limited,1000,0.25,1,0.97999999999999998,9.3750000000000002e-05,9.1874999999999997e-05,true,true,,,500,500,1,499.99999999999955,1,1.9047619047617872,1.9047619047620894,1.9047619047642046,0,1,1.8375000000000446e-07,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,0.5,acceleration_limited,1000,0.25,-1,0.98999999999999999,9.3750000000000002e-05,-9.2812499999999999e-05,true,true,,,500,500,1,499.99999999999955,1,1.9472887184980268,1.947288718498392,1.9472887185001198,0,1,1.8562499999999597e-07,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,0.5,acceleration_limited,1000,0.25,1,0.98999999999999999,9.3750000000000002e-05,9.2812499999999999e-05,true,true,,,500,500,1,499.99999999999955,1,1.9472887184980268,1.947288718498392,1.9472887185001198,0,1,1.8562499999999597e-07,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,0.5,acceleration_limited,1000,0.25,-1,0.995,9.3750000000000002e-05,-9.3281250000000007e-05,true,true,,,500,500,1,499.99999999999955,1,1.9720090879173784,1.9720090879175978,1.9720090879197592,0,1,1.8656249999999991e-07,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,0.5,acceleration_limited,1000,0.25,1,0.995,9.3750000000000002e-05,9.3281250000000007e-05,true,true,,,500,500,1,499.99999999999955,1,1.9720090879173784,1.9720090879175978,1.9720090879197592,0,1,1.8656249999999991e-07,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,0.5,acceleration_limited,1000,0.25,-1,1,9.3750000000000002e-05,-9.3750000000000002e-05,true,true,,,500,500,1,499.99999999999955,1,2.0000000000000036,2.0000000000002234,2.0000000000008531,0,1,1.8750000000000249e-07,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,0.5,acceleration_limited,1000,0.25,1,1,9.3750000000000002e-05,9.3750000000000002e-05,true,true,,,500,500,1,499.99999999999955,1,2.0000000000000036,2.0000000000002234,2.0000000000008531,0,1,1.8750000000000249e-07,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,0.5,acceleration_limited,1000,0.25,-1,1.0049999999999999,9.3750000000000002e-05,-9.4218749999999996e-05,true,true,,,500,500,0,0,0,1.9956145210687468,1.9948126276935374,1.9957286624014106,0,0.3687707641196013,1.9109338201976439e-07,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,0.5,acceleration_limited,1000,0.25,1,1.0049999999999999,9.3750000000000002e-05,9.4218749999999996e-05,true,true,,,500,500,0,0,0,1.9956145210687468,1.9948126276935374,1.9957286624014106,0,0.3687707641196013,1.9109338201976439e-07,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,0.5,acceleration_limited,1000,0.25,-1,1.01,9.3750000000000002e-05,-9.4687500000000004e-05,true,true,,,500,500,0,0,0,1.9892093215251465,1.9727953681194381,1.9914858607354409,0,0.34883720930232559,1.9208411634857281e-07,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,0.5,acceleration_limited,1000,0.25,1,1.01,9.3750000000000002e-05,9.4687500000000004e-05,true,true,,,500,500,0,0,0,1.9892093215251465,1.9727953681194381,1.9914858607354409,0,0.34883720930232559,1.9208411634857281e-07,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,0.5,acceleration_limited,1000,0.25,-1,1.02,9.3750000000000002e-05,-9.5625000000000007e-05,true,true,,,500,500,0,0,0,1.9786341117777557,1.945530817454775,1.9830845813168474,0,0.34219269102990035,1.9407235187047392e-07,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,0.5,acceleration_limited,1000,0.25,1,1.02,9.3750000000000002e-05,9.5625000000000007e-05,true,true,,,500,500,0,0,0,1.9786341117777557,1.945530817454775,1.9830845813168474,0,0.34219269102990035,1.9407235187047392e-07,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,0.5,acceleration_limited,1000,0.25,-1,1.05,9.3750000000000002e-05,-9.8437500000000001e-05,true,true,,,500,500,0,0,0,1.9578664760730058,1.9530512257500712,1.9585331211347592,0,0.33554817275747506,2.0009617083937233e-07,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,0.5,acceleration_limited,1000,0.25,1,1.05,9.3750000000000002e-05,9.8437500000000001e-05,true,true,,,500,500,0,0,0,1.9578664760730058,1.9530512257500712,1.9585331211347592,0,0.33554817275747506,2.0009617083937233e-07,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,0.5,acceleration_limited,1000,0.25,-1,1.1000000000000001,9.3750000000000002e-05,-0.00010312500000000001,true,true,,,500,500,0,0,0,1.9031548618082261,1.7371213947643349,1.9196510085932268,0,0.3122923588039867,2.1030973283738108e-07,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,0.5,acceleration_limited,1000,0.25,1,1.1000000000000001,9.3750000000000002e-05,0.00010312500000000001,true,true,,,500,500,0,0,0,1.9031548618082261,1.7371213947643349,1.9196510085932268,0,0.3122923588039867,2.1030973283738108e-07,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,0.5,acceleration_limited,1000,0.25,-1,1.2,9.3750000000000002e-05,-0.0001125,true,true,,,500,500,0,0,0,1.831577036013786,1.571695719829892,1.8486288010007865,0,0.49833887043189368,2.3147108141883309e-07,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,0.5,acceleration_limited,1000,0.25,1,1.2,9.3750000000000002e-05,0.0001125,true,true,,,500,500,0,0,0,1.831577036013786,1.571695719829892,1.8486288010007865,0,0.49833887043189368,2.3147108141883309e-07,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,0.5,acceleration_limited,1000,0.25,-1,2,9.3750000000000002e-05,-0.0001875,true,true,,,500,500,0,0,0,1.4999999999999112,0.99999999999992872,1.000000000000077,0.49999999999989853,0,4.0690104166666378e-07,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,0.5,acceleration_limited,1000,0.25,1,2,9.3750000000000002e-05,0.0001875,true,true,,,500,500,0,0,0,1.4999999999999112,0.99999999999992872,1.000000000000077,0.49999999999989853,0,4.0690104166666378e-07,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,0.5,acceleration_limited,4000,1,-1,0.5,0.00037500000000000001,-0.0001875,true,true,,,500,500,1,499.99999999999955,1,1.3333333333333304,1.3333333333377766,2.0000000000010991,0,1,3.7499999999999974e-07,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,0.5,acceleration_limited,4000,1,1,0.5,0.00037500000000000001,0.0001875,true,true,,,500,500,1,499.99999999999955,1,1.3333333333333304,1.3333333333377766,2.0000000000010991,0,1,3.7499999999999974e-07,0.0020000000000000018,1,0,0,0,0,required_grid,true,
