dt_s,q,branch,jerk_rad_s3,acceleration_rad_s2,direction,rho,critical_velocity_rad_s,reference_velocity_rad_s,velocity_limit_inactive,completed,failure_layer,failure_reason,valid_cycles,total_cycles,rest_to_rest_pulse_fraction,stop_go_event_rate_hz,endpoint_stop_fraction,profile_peak_velocity_to_reference_median,profile_velocity_ripple_to_reference_median,profile_velocity_ripple_to_reference_p95,profile_min_abs_velocity_to_reference_p05,profile_near_zero_cycle_fraction,position_rmse,lag_s,profile_exact_fraction,profile_constraint_violation_count,fallback_rate,solver_failure_count,deadline_miss_rate,evidence_role,required,analysis_failure
0.002,1.25,jerk_limited,4000,2.5,1,1.2,0.00050000000000000001,0.00059999999999999995,true,true,,,500,500,0,0,0,1.8820720577618975,1.882072057761897,1.8820720577623524,0,0.6312292358803987,1.2849639222038935e-06,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,1.25,jerk_limited,4000,2.5,-1,2,0.00050000000000000001,-0.001,true,true,,,500,500,0,0,0,1.5873680702046113,1.5865420186971271,1.8101417196055283,0,0.35880398671096347,2.2857628938379487e-06,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,1.25,jerk_limited,4000,2.5,1,2,0.00050000000000000001,0.001,true,true,,,500,500,0,0,0,1.5873680702046113,1.5865420186971271,1.8101417196055283,0,0.35880398671096347,2.2857628938379487e-06,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,2,jerk_limited,1000,1,-1,0.5,0.000125,-6.2500000000000001e-05,true,true,,,500,500,1,499.99999999999955,1,2.0000000000001403,2.0000000000001426,2.0000000000001434,0,1,1.2499999999999859e-07,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,2,jerk_limited,1000,1,1,0.5,0.000125,6.2500000000000001e-05,true,true,,,500,500,1,499.99999999999955,1,1.9999999999996443,1.9999999999998903,2.0000000000004969,0,1,1.2499338188458442e-07,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,2,jerk_limited,1000,1,-1,0.80000000000000004,0.000125,-0.0001,true,true,,,500,500,1,499.99999999999955,1,1.9999999999997411,2.0000000000002376,2.0079260706659317,0,1,2.0004748671258664e-07,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,2,jerk_limited,1000,1,1,0.80000000000000004,0.000125,0.0001,true,true,,,500,500,1,499.99999999999955,1,1.999999999999915,2.0000000000001887,2.000000000000635,0,1,2.0002902099727231e-07,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,2,jerk_limited,1000,1,-1,0.90000000000000002,0.000125,-0.00011250000000000001,true,true,,,500,500,1,499.99999999999955,1,2.0000000000000866,2.0000000000000884,2.0272111095111618,0,1,2.2516377161718601e-07,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,2,jerk_limited,1000,1,1,0.90000000000000002,0.000125,0.00011250000000000001,true,true,,,500,500,1,499.99999999999955,1,1.9999999999998854,2.0000000000001146,2.0000000000006168,0,1,2.2513307351366789e-07,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,2,jerk_limited,1000,1,-1,0.94999999999999996,0.000125,-0.00011875,true,true,,,500,500,1,499.99999999999955,1,2.0000000000001359,2.0000000000001363,2.0000000000001372,0,1,2.3754765152271693e-07,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,2,jerk_limited,1000,1,1,0.94999999999999996,0.000125,0.00011875,true,true,,,500,500,1,499.99999999999955,1,1.9999999999997584,2.0000000000002092,2.0000000000004401,0,1,2.3751588490312114e-07,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,2,jerk_limited,1000,1,-1,0.97999999999999998,0.000125,-0.0001225,true,true,,,500,500,0,0,0,2.0468846146086741,2.0468846146086741,2.0468846146095818,0,1,2.4806662934789747e-07,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,2,jerk_limited,1000,1,1,0.97999999999999998,0.000125,0.0001225,true,true,,,500,500,0,0,0,2.0468846146086741,2.0468846146086741,2.0468846146095818,0,1,2.4806662934789747e-07,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,2,jerk_limited,1000,1,-1,0.98999999999999999,0.000125,-0.00012375,true,true,,,500,500,0,0,0,2.0067114596961075,2.006711459696108,2.0424962211165245,0,1,2.4975112983150095e-07,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,2,jerk_limited,1000,1,1,0.98999999999999999,0.000125,0.00012375,true,true,,,500,500,0.12624584717607973,63.122923588039811,0.12624584717607973,2.0067114596959454,2.0067114596959459,2.0424962211165245,0,1,2.4946149995915994e-07,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,2,jerk_limited,1000,1,-1,0.995,0.000125,-0.000124375,true,true,,,500,500,0,0,0,2.0033444878351285,2.003344487835129,2.0390947185138488,0,1,2.4989593560078147e-07,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,2,jerk_limited,1000,1,1,0.995,0.000125,0.000124375,true,true,,,500,500,0.39867109634551495,199.33554817275729,0.39867109634551495,2.0033444878347213,2.0033444878347231,2.0390947185138484,0,1,2.4944692545748532e-07,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,2,jerk_limited,1000,1,-1,1,0.000125,-0.000125,true,true,,,500,500,1,499.99999999999955,1,1.9999999999999913,2.0000000000002416,2.0000000000012528,0,1,2.5000000000000248e-07,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,2,jerk_limited,1000,1,1,1,0.000125,0.000125,true,true,,,500,500,1,499.99999999999955,1,1.9999999999999913,2.0000000000002416,2.0000000000012528,0,1,2.5000000000000248e-07,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,2,jerk_limited,1000,1,-1,1.0049999999999999,0.000125,-0.00012562499999999998,true,true,,,500,500,0,0,0,1.9966777347470404,1.9966777347470426,1.9966777347474347,0,0.70099667774086383,2.7053194056725555e-07,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,2,jerk_limited,1000,1,1,1.0049999999999999,0.000125,0.00012562499999999998,true,true,,,500,500,0,0,0,1.9966777347470404,1.9966777347470426,1.9966777347474347,0,0.70099667774086383,2.7053194056725555e-07,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,2,jerk_limited,1000,1,-1,1.01,0.000125,-0.00012625000000000001,true,true,,,500,500,0,0,0,1.993377434954523,1.9933774349545239,1.9933774349550211,0,0.62790697674418605,2.7302277924488057e-07,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,2,jerk_limited,1000,1,1,1.01,0.000125,0.00012625000000000001,true,true,,,500,500,0,0,0,1.993377434954523,1.9933774349545239,1.9933774349550211,0,0.62790697674418605,2.7302277924488057e-07,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,2,jerk_limited,1000,1,-1,1.02,0.000125,-0.00012750000000000001,true,true,,,500,500,0,0,0,1.9868417243177097,1.9868417243177097,1.9868417243182079,0,0.60465116279069764,2.7542789154970458e-07,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,2,jerk_limited,1000,1,1,1.02,0.000125,0.00012750000000000001,true,true,,,500,500,0,0,0,1.9868417243177097,1.9868417243177097,1.9868417243182079,0,0.60465116279069764,2.7542789154970458e-07,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,2,jerk_limited,1000,1,-1,1.05,0.000125,-0.00013125000000000002,true,true,,,500,500,0,0,0,1.9677362936122036,1.9677362936122038,1.967736293612635,0,0.61794019933554822,2.8254076170066327e-07,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,2,jerk_limited,1000,1,1,1.05,0.000125,0.00013125000000000002,true,true,,,500,500,0,0,0,1.9677362936122036,1.9677362936122038,1.967736293612635,0,0.61794019933554822,2.8254076170066327e-07,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,2,jerk_limited,1000,1,-1,1.1000000000000001,0.000125,-0.00013750000000000001,true,true,,,500,500,0,0,0,1.9374586123027546,1.9374586123027546,1.9374586123032527,0,0.59800664451827246,2.9502466593280958e-07,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,2,jerk_limited,1000,1,1,1.1000000000000001,0.000125,0.00013750000000000001,true,true,,,500,500,0,0,0,1.9374586123027546,1.9374586123027546,1.9374586123032527,0,0.59800664451827246,2.9502466593280958e-07,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,2,jerk_limited,1000,1,-1,1.2,0.000125,-0.00014999999999999999,true,true,,,500,500,0,0,0,1.8820720577618975,1.882072057761897,1.8820720577623524,0,0.6312292358803987,3.2124098055097338e-07,0.0020000000000000018,1,0,0,0,0.002,required_grid,true,
0.002,2,jerk_limited,1000,1,1,1.2,0.000125,0.00014999999999999999,true,true,,,500,500,0,0,0,1.8820720577618975,1.882072057761897,1.8820720577623524,0,0.6312292358803987,3.2124098055097338e-07,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,2,jerk_limited,1000,1,-1,2,0.000125,-0.00025000000000000001,true,true,,,500,500,0,0,0,1.5874010519680728,1.5607417274163555,1.8247390697080557,0,0.34883720930232559,5.7093511799994412e-07,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,2,jerk_limited,1000,1,1,2,0.000125,0.00025000000000000001,true,true,,,500,500,0,0,0,1.5874010519680728,1.5607417274163555,1.8247390697080557,0,0.34883720930232559,5.7093511799994412e-07,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,2,jerk_limited,4000,4,-1,0.5,0.00050000000000000001,-0.00025000000000000001,true,true,,,500,500,1,499.99999999999955,1,1.9840000000000964,1.984000000000419,2.0000000000001434,0,1,4.9890021239412838e-07,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,2,jerk_limited,4000,4,1,0.5,0.00050000000000000001,0.00025000000000000001,true,true,,,500,500,1,499.99999999999955,1,1.9999999999996174,2.0000000000001066,2.000000000000496,0,1,4.9981466332473814e-07,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,2,jerk_limited,4000,4,-1,0.80000000000000004,0.00050000000000000001,-0.00040000000000000002,true,true,,,500,500,1,499.99999999999955,1,1.9999999999997407,2.0000000000002376,2.0079260706664295,0,1,8.0127599891546413e-07,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,2,jerk_limited,4000,4,1,0.80000000000000004,0.00050000000000000001,0.00040000000000000002,true,true,,,500,500,1,499.99999999999955,1,1.9999999999999181,2.0000000000000524,2.0079260706665889,0,1,8.0059079776056727e-07,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,2,jerk_limited,4000,4,-1,0.90000000000000002,0.00050000000000000001,-0.00045000000000000004,true,true,,,500,500,1,499.99999999999955,1,2.0000000000000866,2.0000000000000866,2.000000000000318,0,1,9.0000000000001182e-07,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,2,jerk_limited,4000,4,1,0.90000000000000002,0.00050000000000000001,0.00045000000000000004,true,true,,,500,500,1,499.99999999999955,1,1.9999999999997271,2.0000000000000528,2.0000000000006164,0,1,9.0000000000002114e-07,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,2,jerk_limited,4000,4,-1,0.94999999999999996,0.00050000000000000001,-0.000475,true,true,,,500,500,1,499.99999999999955,1,2.0000000000001354,2.0000000000001359,2.0000000000001363,0,1,9.5000000000000096e-07,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,2,jerk_limited,4000,4,1,0.94999999999999996,0.00050000000000000001,0.000475,true,true,,,500,500,1,499.99999999999955,1,1.9999999999995464,2.0000000000001097,2.0000000000004392,0,1,9.4999999999997841e-07,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,2,jerk_limited,4000,4,-1,0.97999999999999998,0.00050000000000000001,-0.00048999999999999998,true,true,,,500,500,1,499.99999999999955,1,1.9999999999999625,1.9999999999999634,2.0000000000008673,0,1,9.8000000000000968e-07,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,2,jerk_limited,4000,4,1,0.97999999999999998,0.00050000000000000001,0.00048999999999999998,true,true,,,500,500,1,499.99999999999955,1,1.9999999999997411,2.0000000000000195,2.0000000000006284,0,1,9.8000000000000269e-07,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,2,jerk_limited,4000,4,-1,0.98999999999999999,0.00050000000000000001,-0.000495,true,true,,,500,500,1,499.99999999999955,1,1.999999999999823,2.0000000000002691,2.0000000000004472,0,1,9.9000000000000259e-07,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,2,jerk_limited,4000,4,1,0.98999999999999999,0.00050000000000000001,0.000495,true,true,,,500,500,1,499.99999999999955,1,1.999999999999619,2.0000000000000089,2.0000000000005076,0,1,9.9000000000000513e-07,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,2,jerk_limited,4000,4,-1,0.995,0.00050000000000000001,-0.0004975,true,true,,,500,500,1,499.99999999999955,1,1.9999999999999778,2.0000000000000409,2.0000000000004232,0,1,9.9500000000001588e-07,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,2,jerk_limited,4000,4,1,0.995,0.00050000000000000001,0.0004975,true,true,,,500,500,1,499.99999999999955,1,1.9999999999997764,2.0000000000000582,2.000000000000556,0,1,9.9500000000001186e-07,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,2,jerk_limited,4000,4,-1,1,0.00050000000000000001,-0.00050000000000000001,true,true,,,500,500,1,499.99999999999955,1,1.9999999999999913,2.0000000000002416,2.0000000000012528,0,1,1.0000000000000099e-06,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,2,jerk_limited,4000,4,1,1,0.00050000000000000001,0.00050000000000000001,true,true,,,500,500,1,499.99999999999955,1,1.9999999999999913,2.0000000000002416,2.0000000000012528,0,1,1.0000000000000099e-06,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,2,jerk_limited,4000,4,-1,1.0049999999999999,0.00050000000000000001,-0.00050249999999999991,true,true,,,500,500,0,0,0,1.9966777347470404,1.9966777347470426,1.9966777347474347,0,0.70099667774086383,1.0821277622690222e-06,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,2,jerk_limited,4000,4,1,1.0049999999999999,0.00050000000000000001,0.00050249999999999991,true,true,,,500,500,0,0,0,1.9966777347470404,1.9966777347470426,1.9966777347474347,0,0.70099667774086383,1.0821277622690222e-06,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,2,jerk_limited,4000,4,-1,1.01,0.00050000000000000001,-0.00050500000000000002,true,true,,,500,500,0,0,0,1.993377434954523,1.9933774349545239,1.9933774349550211,0,0.62790697674418605,1.0920911169795223e-06,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,2,jerk_limited,4000,4,1,1.01,0.00050000000000000001,0.00050500000000000002,true,true,,,500,500,0,0,0,1.993377434954523,1.9933774349545239,1.9933774349550211,0,0.62790697674418605,1.0920911169795223e-06,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,2,jerk_limited,4000,4,-1,1.02,0.00050000000000000001,-0.00051000000000000004,true,true,,,500,500,0,0,0,1.9868417243177097,1.9868417243177097,1.9868417243182079,0,0.60465116279069764,1.1017115661988183e-06,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,2,jerk_limited,4000,4,1,1.02,0.00050000000000000001,0.00051000000000000004,true,true,,,500,500,0,0,0,1.9868417243177097,1.9868417243177097,1.9868417243182079,0,0.60465116279069764,1.1017115661988183e-06,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,2,jerk_limited,4000,4,-1,1.05,0.00050000000000000001,-0.00052500000000000008,true,true,,,500,500,0,0,0,1.9677362936122036,1.9677362936122038,1.967736293612635,0,0.61794019933554822,1.1301630468026531e-06,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,2,jerk_limited,4000,4,1,1.05,0.00050000000000000001,0.00052500000000000008,true,true,,,500,500,0,0,0,1.9677362936122036,1.9677362936122038,1.967736293612635,0,0.61794019933554822,1.1301630468026531e-06,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,2,jerk_limited,4000,4,-1,1.1000000000000001,0.00050000000000000001,-0.00055000000000000003,true,true,,,500,500,0,0,0,1.9374586123027546,1.9374586123027546,1.9374586123032527,0,0.59800664451827246,1.1800986637312383e-06,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,2,jerk_limited,4000,4,1,1.1000000000000001,0.00050000000000000001,0.00055000000000000003,true,true,,,500,500,0,0,0,1.9374586123027546,1.9374586123027546,1.9374586123032527,0,0.59800664451827246,1.1800986637312383e-06,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,2,jerk_limited,4000,4,-1,1.2,0.00050000000000000001,-0.00059999999999999995,true,true,,,500,500,0,0,0,1.8820720577618975,1.882072057761897,1.8820720577623524,0,0.6312292358803987,1.2849639222038935e-06,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,2,jerk_limited,4000,4,1,1.2,0.00050000000000000001,0.00059999999999999995,true,true,,,500,500,0,0,0,1.8820720577618975,1.882072057761897,1.8820720577623524,0,0.6312292358803987,1.2849639222038935e-06,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,2,jerk_limited,4000,4,-1,2,0.00050000000000000001,-0.001,true,true,,,500,500,0,0,0,1.5874010519680728,1.5607417274163555,1.8247390697080557,0,0.34883720930232559,2.2837404719997765e-06,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,2,jerk_limited,4000,4,1,2,0.00050000000000000001,0.001,true,true,,,500,500,0,0,0,1.5874010519680728,1.5607417274163555,1.8247390697080557,0,0.34883720930232559,2.2837404719997765e-06,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,4,jerk_limited,1000,2,-1,0.5,0.000125,-6.2500000000000001e-05,true,true,,,500,500,1,499.99999999999955,1,2.0000000000001403,2.0000000000001426,2.0000000000001434,0,1,1.2499999999999859e-07,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,4,jerk_limited,1000,2,1,0.5,0.000125,6.2500000000000001e-05,true,true,,,500,500,1,499.99999999999955,1,1.9999999999996443,1.9999999999998903,2.0000000000004969,0,1,1.2499338188458442e-07,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,4,jerk_limited,1000,2,-1,0.80000000000000004,0.000125,-0.0001,true,true,,,500,500,1,499.99999999999955,1,1.9999999999997411,2.0000000000002376,2.0079260706659317,0,1,2.0004748671258664e-07,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,4,jerk_limited,1000,2,1,0.80000000000000004,0.000125,0.0001,true,true,,,500,500,1,499.99999999999955,1,1.999999999999915,2.0000000000001887,2.000000000000635,0,1,2.0002902099727231e-07,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,4,jerk_limited,1000,2,-1,0.90000000000000002,0.000125,-0.00011250000000000001,true,true,,,500,500,1,499.99999999999955,1,2.0000000000000866,2.0000000000000884,2.0272111095111618,0,1,2.2516377161718601e-07,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,4,jerk_limited,1000,2,1,0.90000000000000002,0.000125,0.00011250000000000001,true,true,,,500,500,1,499.99999999999955,1,1.9999999999998854,2.0000000000001146,2.0000000000006168,0,1,2.2513307351366789e-07,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,4,jerk_limited,1000,2,-1,0.94999999999999996,0.000125,-0.00011875,true,true,,,500,500,1,499.99999999999955,1,2.0000000000001359,2.0000000000001363,2.0000000000001372,0,1,2.3754765152271693e-07,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,4,jerk_limited,1000,2,1,0.94999999999999996,0.000125,0.00011875,true,true,,,500,500,1,499.99999999999955,1,1.9999999999997584,2.0000000000002092,2.0000000000004401,0,1,2.3751588490312114e-07,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,4,jerk_limited,1000,2,-1,0.97999999999999998,0.000125,-0.0001225,true,true,,,500,500,0,0,0,2.0468846146086741,2.0468846146086741,2.0468846146095818,0,1,2.4806662934789747e-07,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,4,jerk_limited,1000,2,1,0.97999999999999998,0.000125,0.0001225,true,true,,,500,500,0,0,0,2.0468846146086741,2.0468846146086741,2.0468846146095818,0,1,2.4806662934789747e-07,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,4,jerk_limited,1000,2,-1,0.98999999999999999,0.000125,-0.00012375,true,true,,,500,500,0,0,0,2.0067114596961075,2.006711459696108,2.0424962211165245,0,1,2.4975112983150095e-07,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,4,jerk_limited,1000,2,1,0.98999999999999999,0.000125,0.00012375,true,true,,,500,500,0.12624584717607973,63.122923588039811,0.12624584717607973,2.0067114596959454,2.0067114596959459,2.0424962211165245,0,1,2.4946149995915994e-07,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,4,jerk_limited,1000,2,-1,0.995,0.000125,-0.000124375,true,true,,,500,500,0,0,0,2.0033444878351285,2.003344487835129,2.0390947185138488,0,1,2.4989593560078147e-07,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,4,jerk_limited,1000,2,1,0.995,0.000125,0.000124375,true,true,,,500,500,0.39867109634551495,199.33554817275729,0.39867109634551495,2.0033444878347213,2.0033444878347231,2.0390947185138484,0,1,2.4944692545748532e-07,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,4,jerk_limited,1000,2,-1,1,0.000125,-0.000125,true,true,,,500,500,1,499.99999999999955,1,1.9999999999999913,2.0000000000002416,2.0000000000012528,0,1,2.5000000000000248e-07,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,4,jerk_limited,1000,2,1,1,0.000125,0.000125,true,true,,,500,500,1,499.99999999999955,1,1.9999999999999913,2.0000000000002416,2.0000000000012528,0,1,2.5000000000000248e-07,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,4,jerk_limited,1000,2,-1,1.0049999999999999,0.000125,-0.00012562499999999998,true,true,,,500,500,0,0,0,1.9966777347470404,1.9966777347470426,1.9966777347474347,0,0.70099667774086383,2.7053194056725555e-07,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,4,jerk_limited,1000,2,1,1.0049999999999999,0.000125,0.00012562499999999998,true,true,,,500,500,0,0,0,1.9966777347470404,1.9966777347470426,1.9966777347474347,0,0.70099667774086383,2.7053194056725555e-07,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,4,jerk_limited,1000,2,-1,1.01,0.000125,-0.00012625000000000001,true,true,,,500,500,0,0,0,1.993377434954523,1.9933774349545239,1.9933774349550211,0,0.62790697674418605,2.7302277924488057e-07,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,4,jerk_limited,1000,2,1,1.01,0.000125,0.00012625000000000001,true,true,,,500,500,0,0,0,1.993377434954523,1.9933774349545239,1.9933774349550211,0,0.62790697674418605,2.7302277924488057e-07,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,4,jerk_limited,1000,2,-1,1.02,0.000125,-0.00012750000000000001,true,true,,,500,500,0,0,0,1.9868417243177097,1.9868417243177097,1.9868417243182079,0,0.60465116279069764,2.7542789154970458e-07,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,4,jerk_limited,1000,2,1,1.02,0.000125,0.00012750000000000001,true,true,,,500,500,0,0,0,1.9868417243177097,1.9868417243177097,1.9868417243182079,0,0.60465116279069764,2.7542789154970458e-07,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,4,jerk_limited,1000,2,-1,1.05,0.000125,-0.00013125000000000002,true,true,,,500,500,0,0,0,1.9677362936122036,1.9677362936122038,1.967736293612635,0,0.61794019933554822,2.8254076170066327e-07,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,4,jerk_limited,1000,2,1,1.05,0.000125,0.00013125000000000002,true,true,,,500,500,0,0,0,1.9677362936122036,1.9677362936122038,1.967736293612635,0,0.61794019933554822,2.8254076170066327e-07,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,4,jerk_limited,1000,2,-1,1.1000000000000001,0.000125,-0.00013750000000000001,true,true,,,500,500,0,0,0,1.9374586123027546,1.9374586123027546,1.9374586123032527,0,0.59800664451827246,2.9502466593280958e-07,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,4,jerk_limited,1000,2,1,1.1000000000000001,0.000125,0.00013750000000000001,true,true,,,500,500,0,0,0,1.9374586123027546,1.9374586123027546,1.9374586123032527,0,0.59800664451827246,2.9502466593280958e-07,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,4,jerk_limited,1000,2,-1,1.2,0.000125,-0.00014999999999999999,true,true,,,500,500,0,0,0,1.8820720577618975,1.882072057761897,1.8820720577623524,0,0.6312292358803987,3.2124098055097338e-07,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,4,jerk_limited,1000,2,1,1.2,0.000125,0.00014999999999999999,true,true,,,500,500,0,0,0,1.8820720577618975,1.882072057761897,1.8820720577623524,0,0.6312292358803987,3.2124098055097338e-07,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,4,jerk_limited,1000,2,-1,2,0.000125,-0.00025000000000000001,true,true,,,500,500,0,0,0,1.5874010519680728,1.5607417274163555,1.8247390697080557,0,0.34883720930232559,5.7093511799994412e-07,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,4,jerk_limited,1000,2,1,2,0.000125,0.00025000000000000001,true,true,,,500,500,0,0,0,1.5874010519680728,1.5607417274163555,1.8247390697080557,0,0.34883720930232559,5.7093511799994412e-07,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,4,jerk_limited,4000,8,-1,0.5,0.00050000000000000001,-0.00025000000000000001,true,true,,,500,500,1,499.99999999999955,1,1.9840000000000964,1.984000000000419,2.0000000000001434,0,1,4.9890021239412838e-07,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,4,jerk_limited,4000,8,1,0.5,0.00050000000000000001,0.00025000000000000001,true,true,,,500,500,1,499.99999999999955,1,1.9999999999996174,2.0000000000001066,2.000000000000496,0,1,4.9981466332473814e-07,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,4,jerk_limited,4000,8,-1,0.80000000000000004,0.00050000000000000001,-0.00040000000000000002,true,true,,,500,500,1,499.99999999999955,1,1.9999999999997407,2.0000000000002376,2.0079260706664295,0,1,8.0127599891546413e-07,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,4,jerk_limited,4000,8,1,0.80000000000000004,0.00050000000000000001,0.00040000000000000002,true,true,,,500,500,1,499.99999999999955,1,1.9999999999999181,2.0000000000000524,2.0079260706665889,0,1,8.0059079776056727e-07,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,4,jerk_limited,4000,8,-1,0.90000000000000002,0.00050000000000000001,-0.00045000000000000004,true,true,,,500,500,1,499.99999999999955,1,2.0000000000000866,2.0000000000000866,2.000000000000318,0,1,9.0000000000001182e-07,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,4,jerk_limited,4000,8,1,0.90000000000000002,0.00050000000000000001,0.00045000000000000004,true,true,,,500,500,1,499.99999999999955,1,1.9999999999997271,2.0000000000000528,2.0000000000006164,0,1,9.0000000000002114e-07,0.0020000000000000018,1,0,0,0,0,required_grid,true,
0.002,4,jerk_limited,4000,8,-1,0.94999999999999996,0.00050000000000000001,-0.000475,true,true,,,500,500,1,499.99999999999955,1,2.0000000000001354,2.0000000000001359,2.0000000000001363,0,1,9.5000000000000096e-07,0.0020000000000000018,1,0,0,0,0,required_grid,true,
