dataset,method,explicit_delay_ms,prediction_lookahead_ms,minimum_duration_ms,target_state_mode,rmse,mae,max_error,best_lag_ms,lag_aligned_rmse,target_projection_rate,target_max_velocity,target_max_acceleration,target_p99_jerk,trajectory_duration_p50_ms,trajectory_duration_p90_ms,trajectory_duration_p99_ms,trajectory_duration_max_ms,reachable_within_lookahead_rate,output_max_velocity,output_max_acceleration,output_max_jerk,estimator_compute_p50_us,estimator_compute_p99_us,ruckig_compute_p99_us
sine,Raw backward difference (original),0.0,0.0,10.0,full,0.22501348410039984,0.13211107302811945,0.6171693351507611,370.0,0.10030511185653204,0.0,1.694482817664375,6.362914489752569,39.88713055063063,191.33472457722084,464.8941238344375,652.5307530096081,837.1202349908992,0.03333333333333333,1.7538185803251942,8.2,41.000000000000014,0.416,0.5004099999999996,1.0004199999999996
sine,"3-point central (10 ms lag, 50 ms lookahead)",10.0,50.0,50.0,full,0.07599125485588921,0.036852689668482964,0.23668373053627798,20.0,0.07546670437778871,0.0,1.7639173731324786,6.362914489752569,39.88713055063063,124.3996301544647,933.0954014804206,1217.5911143607746,1228.3942953922353,0.47,1.7084744245977592,8.2,41.000000000000014,1.083,1.3344099999999997,2.042829999999999
sine,SG-10 cubic + prediction (50 ms lookahead),10.0,50.0,50.0,full,7.8107466444281e-05,6.950466540177543e-05,0.00014626113398863438,0.0,7.8107466444281e-05,0.0,1.7029880273440967,7.035603782699459,44.70254922637444,50.0,50.0,50.0,1274.6285669100646,0.9966666666666667,1.6943628075548438,6.642726423990489,41.000000000000014,3.166,3.9594099999999997,2.333
sine,SG-20 cubic + prediction (50 ms lookahead),20.0,50.0,50.0,full,7.196315195232834e-05,6.457692832227196e-05,0.00012117309720205416,0.0,7.196315195232834e-05,0.0,1.6999237714392783,6.88422552553595,43.603382774052534,50.0,50.0,62.24535898770239,1275.7059799292952,0.99,1.6945945844142865,6.6554825471294805,41.000000000000014,3.084,4.255409999999995,2.2924199999999995
sine,Alpha-beta-gamma (60 ms lookahead),0.0,60.0,60.0,full,0.1930161700007612,0.11013809142726227,0.5462883760464137,310.0,0.08020212253333113,0.0,1.9471111004249755,6.430595666377811,40.310178116419294,277.03942624547415,472.94443902247315,1275.262748827336,1330.0487684581078,0.3333333333333333,1.7850556829438269,8.2,41.000000000000014,3.084,5.919079999999998,2.669079999999998
sine,Robust CA-KF (50 ms lookahead),0.0,50.0,50.0,full,0.19814538320478906,0.1153485599367469,0.5571452518076971,320.0,0.07875119012289875,0.0,1.9075542260987912,6.371632172333384,39.89123504613009,289.6293862521816,469.4523786584221,684.8363824366219,722.3154090182488,0.31333333333333335,1.7927666761031313,8.2,41.000000000000014,12.041,16.421989999999997,1.9194999999999978
sine,Jerk-limited tracker (50 ms lookahead),0.0,50.0,50.0,full,0.1343187136679691,0.10069492963433761,0.3290645581644529,220.0,0.02414698088866286,0.0,1.4033022182171013,5.2785232751520414,30.373954874554485,50.0,50.0,50.0,50.0,1.0,1.3998763947068338,5.445195141189555,41.000000000000014,6.334,8.543929999999998,2.5830100000000003
csv,Position only,0.0,10.0,10.0,full,0.08049503757891166,0.04643070400350057,0.3802586614885641,190.0,0.031243689314371156,0.0,0.0,0.0,0.0,164.91230258665135,364.41771403449303,576.0443225227482,596.9814966288676,0.004134366925064599,1.5119339860031138,6.969713815662356,41.000000000000014,0.125,0.167,0.667
csv,Raw backward difference (original),0.0,0.0,10.0,full,0.21673896294417763,0.1409284869815636,0.8381736537883762,390.0,0.1556139363427422,0.2955503512880562,1.932206320576263,8.199999918,1639.9999835999993,648.3997478285099,1083.0116865478408,1392.2322814300153,1799.942649955994,0.002583979328165375,2.313076822338857,8.2,41.000000000000014,0.416,0.541,0.875
csv,"3-point central (10 ms lag, 50 ms lookahead)",10.0,50.0,50.0,full,0.18661739053420792,0.11478865668924305,0.6902964834379169,390.0,0.11903599811985535,0.2955503512880562,2.236175337423507,8.199999918,1639.9999835999993,547.413194517897,921.7172842056003,1241.8051430698922,1824.0349827618854,0.011886304909560724,2.1612482874269494,8.2,41.000000000000014,1.083,1.375,0.958
csv,SG-10 cubic + prediction (50 ms lookahead),10.0,50.0,50.0,full,0.21827755320287226,0.1409702094959161,0.9466328262325473,410.00000000000006,0.16113233248709952,0.46510538641686183,1.9790138267952848,8.199999918,1639.9999835999993,693.8836800705333,1071.6749587898694,1304.074145891118,1445.0506459095984,0.012403100775193798,2.2495101526821855,8.2,41.000000000000014,3.125,4.042,0.9437199999999939
csv,SG-20 cubic + prediction (50 ms lookahead),20.0,50.0,50.0,full,0.2553191597455895,0.1780717349839382,1.0138825873977309,390.0,0.19209988274606327,0.609367681498829,2.159420787193549,8.199999918,1639.9999835999993,787.8205626870433,1200.9909723021249,1416.213835140567,1738.2798271652716,0.009819121447028423,2.555226477639399,8.2,41.000000000000014,3.125,4.125,1.0
csv,Alpha-beta-gamma (60 ms lookahead),0.0,60.0,60.0,full,0.10001068553448411,0.0600321686421582,0.3513601588749804,130.0,0.08626323735669444,0.059484777517564404,2.208107298133537,8.199999918,260.5494581483729,284.1937507130553,749.4729423923362,1429.3030532218045,1580.9998690812704,0.053746770025839795,2.0960731289754913,8.2,41.000000000000014,3.083,6.04166,1.6384399999999877
csv,Robust CA-KF (50 ms lookahead),0.0,50.0,50.0,full,0.09655440850536143,0.05674316592061491,0.36469511623223194,130.0,0.0804699170641319,0.04871194379391101,2.1693077168373254,8.199999918,263.9735701124864,264.5117068888811,737.6480723989956,1406.4444107893573,1531.7661024957533,0.04237726098191214,2.058798618813995,8.2,41.000000000000014,11.875,15.208,1.333
csv,Jerk-limited tracker (50 ms lookahead),0.0,50.0,50.0,full,0.14889990220164823,0.08887480035914382,0.6088673268579722,410.00000000000006,0.05621461228314655,0.008430913348946136,1.4895190391894995,8.199999918,128.59202216158076,50.0,344.6259086427314,729.9595688105289,1248.1083547522803,0.5669250645994832,1.572926266324232,8.2,41.000000000000014,6.25,8.083,2.069059999999994
