comparison_id,draws_available,resamples,seed,rng,numpy_version,input_order,ordered_full_denominator_trajectory_ids_json,subgroup_membership_json,draw_algorithm,quantile_method,quantiles_json,paired_unit
PVA_vs_P_position_RMSE,True,10000,2026072301,numpy.random.Generator(numpy.random.PCG64(seed)),2.0.2,trajectory_id_lexicographic_ascending,"[""boundary_grazing__v4__test__000"",""boundary_grazing__v4__test__001"",""boundary_grazing__v4__test__002"",""boundary_grazing__v4__test__003"",""boundary_grazing__v4__test__004"",""boundary_grazing__v4__test__005"",""boundary_grazing__v4__test__006"",""boundary_grazing__v4__test__007"",""boundary_grazing__v4__test__008"",""boundary_grazing__v4__test__009"",""boundary_grazing__v4__test__010"",""boundary_grazing__v4__test__011"",""boundary_grazing__v4__test__012"",""boundary_grazing__v4__test__013"",""boundary_grazing__v4__test__014"",""boundary_grazing__v4__test__015"",""boundary_grazing__v4__test__016"",""boundary_grazing__v4__test__017"",""boundary_grazing__v4__test__018"",""boundary_grazing__v4__test__019"",""oscillatory__v4__test__000"",""oscillatory__v4__test__001"",""oscillatory__v4__test__002"",""oscillatory__v4__test__003"",""oscillatory__v4__test__004"",""oscillatory__v4__test__005"",""oscillatory__v4__test__006"",""oscillatory__v4__test__007"",""oscillatory__v4__test__008"",""oscillatory__v4__test__009"",""oscillatory__v4__test__010"",""oscillatory__v4__test__011"",""oscillatory__v4__test__012"",""oscillatory__v4__test__013"",""oscillatory__v4__test__014"",""oscillatory__v4__test__015"",""oscillatory__v4__test__016"",""oscillatory__v4__test__017"",""oscillatory__v4__test__018"",""oscillatory__v4__test__019"",""piecewise_constant_jerk__v4__test__000"",""piecewise_constant_jerk__v4__test__001"",""piecewise_constant_jerk__v4__test__002"",""piecewise_constant_jerk__v4__test__003"",""piecewise_constant_jerk__v4__test__004"",""piecewise_constant_jerk__v4__test__005"",""piecewise_constant_jerk__v4__test__006"",""piecewise_constant_jerk__v4__test__007"",""piecewise_constant_jerk__v4__test__008"",""piecewise_constant_jerk__v4__test__009"",""piecewise_constant_jerk__v4__test__010"",""piecewise_constant_jerk__v4__test__011"",""piecewise_constant_jerk__v4__test__012"",""piecewise_constant_jerk__v4__test__013"",""piecewise_constant_jerk__v4__test__014"",""piecewise_constant_jerk__v4__test__015"",""piecewise_constant_jerk__v4__test__016"",""piecewise_constant_jerk__v4__test__017"",""piecewise_constant_jerk__v4__test__018"",""piecewise_constant_jerk__v4__test__019"",""rapid_reversal__v4__test__000"",""rapid_reversal__v4__test__001"",""rapid_reversal__v4__test__002"",""rapid_reversal__v4__test__003"",""rapid_reversal__v4__test__004"",""rapid_reversal__v4__test__005"",""rapid_reversal__v4__test__006"",""rapid_reversal__v4__test__007"",""rapid_reversal__v4__test__008"",""rapid_reversal__v4__test__009"",""rapid_reversal__v4__test__010"",""rapid_reversal__v4__test__011"",""rapid_reversal__v4__test__012"",""rapid_reversal__v4__test__013"",""rapid_reversal__v4__test__014"",""rapid_reversal__v4__test__015"",""rapid_reversal__v4__test__016"",""rapid_reversal__v4__test__017"",""rapid_reversal__v4__test__018"",""rapid_reversal__v4__test__019"",""stationary_endpoint__v4__test__000"",""stationary_endpoint__v4__test__001"",""stationary_endpoint__v4__test__002"",""stationary_endpoint__v4__test__003"",""stationary_endpoint__v4__test__004"",""stationary_endpoint__v4__test__005"",""stationary_endpoint__v4__test__006"",""stationary_endpoint__v4__test__007"",""stationary_endpoint__v4__test__008"",""stationary_endpoint__v4__test__009"",""stationary_endpoint__v4__test__010"",""stationary_endpoint__v4__test__011"",""stationary_endpoint__v4__test__012"",""stationary_endpoint__v4__test__013"",""stationary_endpoint__v4__test__014"",""stationary_endpoint__v4__test__015"",""stationary_endpoint__v4__test__016"",""stationary_endpoint__v4__test__017"",""stationary_endpoint__v4__test__018"",""stationary_endpoint__v4__test__019"",""stop_and_go__v4__test__000"",""stop_and_go__v4__test__001"",""stop_and_go__v4__test__002"",""stop_and_go__v4__test__003"",""stop_and_go__v4__test__004"",""stop_and_go__v4__test__005"",""stop_and_go__v4__test__006"",""stop_and_go__v4__test__007"",""stop_and_go__v4__test__008"",""stop_and_go__v4__test__009"",""stop_and_go__v4__test__010"",""stop_and_go__v4__test__011"",""stop_and_go__v4__test__012"",""stop_and_go__v4__test__013"",""stop_and_go__v4__test__014"",""stop_and_go__v4__test__015"",""stop_and_go__v4__test__016"",""stop_and_go__v4__test__017"",""stop_and_go__v4__test__018"",""stop_and_go__v4__test__019""]",,"for each resample draw n indices independently and uniformly with replacement from integers [0,n)",linear,"[0.025,0.975]",whole_trajectory
S1,True,10000,2026072302,numpy.random.Generator(numpy.random.PCG64(seed)),2.0.2,trajectory_id_lexicographic_ascending,"[""boundary_grazing__v4__test__000"",""boundary_grazing__v4__test__001"",""boundary_grazing__v4__test__002"",""boundary_grazing__v4__test__003"",""boundary_grazing__v4__test__004"",""boundary_grazing__v4__test__005"",""boundary_grazing__v4__test__006"",""boundary_grazing__v4__test__007"",""boundary_grazing__v4__test__008"",""boundary_grazing__v4__test__009"",""boundary_grazing__v4__test__010"",""boundary_grazing__v4__test__011"",""boundary_grazing__v4__test__012"",""boundary_grazing__v4__test__013"",""boundary_grazing__v4__test__014"",""boundary_grazing__v4__test__015"",""boundary_grazing__v4__test__016"",""boundary_grazing__v4__test__017"",""boundary_grazing__v4__test__018"",""boundary_grazing__v4__test__019"",""oscillatory__v4__test__000"",""oscillatory__v4__test__001"",""oscillatory__v4__test__002"",""oscillatory__v4__test__003"",""oscillatory__v4__test__004"",""oscillatory__v4__test__005"",""oscillatory__v4__test__006"",""oscillatory__v4__test__007"",""oscillatory__v4__test__008"",""oscillatory__v4__test__009"",""oscillatory__v4__test__010"",""oscillatory__v4__test__011"",""oscillatory__v4__test__012"",""oscillatory__v4__test__013"",""oscillatory__v4__test__014"",""oscillatory__v4__test__015"",""oscillatory__v4__test__016"",""oscillatory__v4__test__017"",""oscillatory__v4__test__018"",""oscillatory__v4__test__019"",""piecewise_constant_jerk__v4__test__000"",""piecewise_constant_jerk__v4__test__001"",""piecewise_constant_jerk__v4__test__002"",""piecewise_constant_jerk__v4__test__003"",""piecewise_constant_jerk__v4__test__004"",""piecewise_constant_jerk__v4__test__005"",""piecewise_constant_jerk__v4__test__006"",""piecewise_constant_jerk__v4__test__007"",""piecewise_constant_jerk__v4__test__008"",""piecewise_constant_jerk__v4__test__009"",""piecewise_constant_jerk__v4__test__010"",""piecewise_constant_jerk__v4__test__011"",""piecewise_constant_jerk__v4__test__012"",""piecewise_constant_jerk__v4__test__013"",""piecewise_constant_jerk__v4__test__014"",""piecewise_constant_jerk__v4__test__015"",""piecewise_constant_jerk__v4__test__016"",""piecewise_constant_jerk__v4__test__017"",""piecewise_constant_jerk__v4__test__018"",""piecewise_constant_jerk__v4__test__019"",""rapid_reversal__v4__test__000"",""rapid_reversal__v4__test__001"",""rapid_reversal__v4__test__002"",""rapid_reversal__v4__test__003"",""rapid_reversal__v4__test__004"",""rapid_reversal__v4__test__005"",""rapid_reversal__v4__test__006"",""rapid_reversal__v4__test__007"",""rapid_reversal__v4__test__008"",""rapid_reversal__v4__test__009"",""rapid_reversal__v4__test__010"",""rapid_reversal__v4__test__011"",""rapid_reversal__v4__test__012"",""rapid_reversal__v4__test__013"",""rapid_reversal__v4__test__014"",""rapid_reversal__v4__test__015"",""rapid_reversal__v4__test__016"",""rapid_reversal__v4__test__017"",""rapid_reversal__v4__test__018"",""rapid_reversal__v4__test__019"",""stationary_endpoint__v4__test__000"",""stationary_endpoint__v4__test__001"",""stationary_endpoint__v4__test__002"",""stationary_endpoint__v4__test__003"",""stationary_endpoint__v4__test__004"",""stationary_endpoint__v4__test__005"",""stationary_endpoint__v4__test__006"",""stationary_endpoint__v4__test__007"",""stationary_endpoint__v4__test__008"",""stationary_endpoint__v4__test__009"",""stationary_endpoint__v4__test__010"",""stationary_endpoint__v4__test__011"",""stationary_endpoint__v4__test__012"",""stationary_endpoint__v4__test__013"",""stationary_endpoint__v4__test__014"",""stationary_endpoint__v4__test__015"",""stationary_endpoint__v4__test__016"",""stationary_endpoint__v4__test__017"",""stationary_endpoint__v4__test__018"",""stationary_endpoint__v4__test__019"",""stop_and_go__v4__test__000"",""stop_and_go__v4__test__001"",""stop_and_go__v4__test__002"",""stop_and_go__v4__test__003"",""stop_and_go__v4__test__004"",""stop_and_go__v4__test__005"",""stop_and_go__v4__test__006"",""stop_and_go__v4__test__007"",""stop_and_go__v4__test__008"",""stop_and_go__v4__test__009"",""stop_and_go__v4__test__010"",""stop_and_go__v4__test__011"",""stop_and_go__v4__test__012"",""stop_and_go__v4__test__013"",""stop_and_go__v4__test__014"",""stop_and_go__v4__test__015"",""stop_and_go__v4__test__016"",""stop_and_go__v4__test__017"",""stop_and_go__v4__test__018"",""stop_and_go__v4__test__019""]",,"for each resample draw n indices independently and uniformly with replacement from integers [0,n)",linear,"[0.025,0.975]",whole_trajectory
S2,True,10000,2026072303,numpy.random.Generator(numpy.random.PCG64(seed)),2.0.2,trajectory_id_lexicographic_ascending,"[""boundary_grazing__v4__test__000"",""boundary_grazing__v4__test__001"",""boundary_grazing__v4__test__002"",""boundary_grazing__v4__test__003"",""boundary_grazing__v4__test__004"",""boundary_grazing__v4__test__005"",""boundary_grazing__v4__test__006"",""boundary_grazing__v4__test__007"",""boundary_grazing__v4__test__008"",""boundary_grazing__v4__test__009"",""boundary_grazing__v4__test__010"",""boundary_grazing__v4__test__011"",""boundary_grazing__v4__test__012"",""boundary_grazing__v4__test__013"",""boundary_grazing__v4__test__014"",""boundary_grazing__v4__test__015"",""boundary_grazing__v4__test__016"",""boundary_grazing__v4__test__017"",""boundary_grazing__v4__test__018"",""boundary_grazing__v4__test__019"",""oscillatory__v4__test__000"",""oscillatory__v4__test__001"",""oscillatory__v4__test__002"",""oscillatory__v4__test__003"",""oscillatory__v4__test__004"",""oscillatory__v4__test__005"",""oscillatory__v4__test__006"",""oscillatory__v4__test__007"",""oscillatory__v4__test__008"",""oscillatory__v4__test__009"",""oscillatory__v4__test__010"",""oscillatory__v4__test__011"",""oscillatory__v4__test__012"",""oscillatory__v4__test__013"",""oscillatory__v4__test__014"",""oscillatory__v4__test__015"",""oscillatory__v4__test__016"",""oscillatory__v4__test__017"",""oscillatory__v4__test__018"",""oscillatory__v4__test__019"",""piecewise_constant_jerk__v4__test__000"",""piecewise_constant_jerk__v4__test__001"",""piecewise_constant_jerk__v4__test__002"",""piecewise_constant_jerk__v4__test__003"",""piecewise_constant_jerk__v4__test__004"",""piecewise_constant_jerk__v4__test__005"",""piecewise_constant_jerk__v4__test__006"",""piecewise_constant_jerk__v4__test__007"",""piecewise_constant_jerk__v4__test__008"",""piecewise_constant_jerk__v4__test__009"",""piecewise_constant_jerk__v4__test__010"",""piecewise_constant_jerk__v4__test__011"",""piecewise_constant_jerk__v4__test__012"",""piecewise_constant_jerk__v4__test__013"",""piecewise_constant_jerk__v4__test__014"",""piecewise_constant_jerk__v4__test__015"",""piecewise_constant_jerk__v4__test__016"",""piecewise_constant_jerk__v4__test__017"",""piecewise_constant_jerk__v4__test__018"",""piecewise_constant_jerk__v4__test__019"",""rapid_reversal__v4__test__000"",""rapid_reversal__v4__test__001"",""rapid_reversal__v4__test__002"",""rapid_reversal__v4__test__003"",""rapid_reversal__v4__test__004"",""rapid_reversal__v4__test__005"",""rapid_reversal__v4__test__006"",""rapid_reversal__v4__test__007"",""rapid_reversal__v4__test__008"",""rapid_reversal__v4__test__009"",""rapid_reversal__v4__test__010"",""rapid_reversal__v4__test__011"",""rapid_reversal__v4__test__012"",""rapid_reversal__v4__test__013"",""rapid_reversal__v4__test__014"",""rapid_reversal__v4__test__015"",""rapid_reversal__v4__test__016"",""rapid_reversal__v4__test__017"",""rapid_reversal__v4__test__018"",""rapid_reversal__v4__test__019"",""stationary_endpoint__v4__test__000"",""stationary_endpoint__v4__test__001"",""stationary_endpoint__v4__test__002"",""stationary_endpoint__v4__test__003"",""stationary_endpoint__v4__test__004"",""stationary_endpoint__v4__test__005"",""stationary_endpoint__v4__test__006"",""stationary_endpoint__v4__test__007"",""stationary_endpoint__v4__test__008"",""stationary_endpoint__v4__test__009"",""stationary_endpoint__v4__test__010"",""stationary_endpoint__v4__test__011"",""stationary_endpoint__v4__test__012"",""stationary_endpoint__v4__test__013"",""stationary_endpoint__v4__test__014"",""stationary_endpoint__v4__test__015"",""stationary_endpoint__v4__test__016"",""stationary_endpoint__v4__test__017"",""stationary_endpoint__v4__test__018"",""stationary_endpoint__v4__test__019"",""stop_and_go__v4__test__000"",""stop_and_go__v4__test__001"",""stop_and_go__v4__test__002"",""stop_and_go__v4__test__003"",""stop_and_go__v4__test__004"",""stop_and_go__v4__test__005"",""stop_and_go__v4__test__006"",""stop_and_go__v4__test__007"",""stop_and_go__v4__test__008"",""stop_and_go__v4__test__009"",""stop_and_go__v4__test__010"",""stop_and_go__v4__test__011"",""stop_and_go__v4__test__012"",""stop_and_go__v4__test__013"",""stop_and_go__v4__test__014"",""stop_and_go__v4__test__015"",""stop_and_go__v4__test__016"",""stop_and_go__v4__test__017"",""stop_and_go__v4__test__018"",""stop_and_go__v4__test__019""]",,"for each resample draw n indices independently and uniformly with replacement from integers [0,n)",linear,"[0.025,0.975]",whole_trajectory
S3,True,10000,2026072304,numpy.random.Generator(numpy.random.PCG64(seed)),2.0.2,trajectory_id_lexicographic_ascending,"[""boundary_grazing__v4__test__000"",""boundary_grazing__v4__test__001"",""boundary_grazing__v4__test__002"",""boundary_grazing__v4__test__003"",""boundary_grazing__v4__test__004"",""boundary_grazing__v4__test__005"",""boundary_grazing__v4__test__006"",""boundary_grazing__v4__test__007"",""boundary_grazing__v4__test__008"",""boundary_grazing__v4__test__009"",""boundary_grazing__v4__test__010"",""boundary_grazing__v4__test__011"",""boundary_grazing__v4__test__012"",""boundary_grazing__v4__test__013"",""boundary_grazing__v4__test__014"",""boundary_grazing__v4__test__015"",""boundary_grazing__v4__test__016"",""boundary_grazing__v4__test__017"",""boundary_grazing__v4__test__018"",""boundary_grazing__v4__test__019"",""oscillatory__v4__test__000"",""oscillatory__v4__test__001"",""oscillatory__v4__test__002"",""oscillatory__v4__test__003"",""oscillatory__v4__test__004"",""oscillatory__v4__test__005"",""oscillatory__v4__test__006"",""oscillatory__v4__test__007"",""oscillatory__v4__test__008"",""oscillatory__v4__test__009"",""oscillatory__v4__test__010"",""oscillatory__v4__test__011"",""oscillatory__v4__test__012"",""oscillatory__v4__test__013"",""oscillatory__v4__test__014"",""oscillatory__v4__test__015"",""oscillatory__v4__test__016"",""oscillatory__v4__test__017"",""oscillatory__v4__test__018"",""oscillatory__v4__test__019"",""piecewise_constant_jerk__v4__test__000"",""piecewise_constant_jerk__v4__test__001"",""piecewise_constant_jerk__v4__test__002"",""piecewise_constant_jerk__v4__test__003"",""piecewise_constant_jerk__v4__test__004"",""piecewise_constant_jerk__v4__test__005"",""piecewise_constant_jerk__v4__test__006"",""piecewise_constant_jerk__v4__test__007"",""piecewise_constant_jerk__v4__test__008"",""piecewise_constant_jerk__v4__test__009"",""piecewise_constant_jerk__v4__test__010"",""piecewise_constant_jerk__v4__test__011"",""piecewise_constant_jerk__v4__test__012"",""piecewise_constant_jerk__v4__test__013"",""piecewise_constant_jerk__v4__test__014"",""piecewise_constant_jerk__v4__test__015"",""piecewise_constant_jerk__v4__test__016"",""piecewise_constant_jerk__v4__test__017"",""piecewise_constant_jerk__v4__test__018"",""piecewise_constant_jerk__v4__test__019"",""rapid_reversal__v4__test__000"",""rapid_reversal__v4__test__001"",""rapid_reversal__v4__test__002"",""rapid_reversal__v4__test__003"",""rapid_reversal__v4__test__004"",""rapid_reversal__v4__test__005"",""rapid_reversal__v4__test__006"",""rapid_reversal__v4__test__007"",""rapid_reversal__v4__test__008"",""rapid_reversal__v4__test__009"",""rapid_reversal__v4__test__010"",""rapid_reversal__v4__test__011"",""rapid_reversal__v4__test__012"",""rapid_reversal__v4__test__013"",""rapid_reversal__v4__test__014"",""rapid_reversal__v4__test__015"",""rapid_reversal__v4__test__016"",""rapid_reversal__v4__test__017"",""rapid_reversal__v4__test__018"",""rapid_reversal__v4__test__019"",""stationary_endpoint__v4__test__000"",""stationary_endpoint__v4__test__001"",""stationary_endpoint__v4__test__002"",""stationary_endpoint__v4__test__003"",""stationary_endpoint__v4__test__004"",""stationary_endpoint__v4__test__005"",""stationary_endpoint__v4__test__006"",""stationary_endpoint__v4__test__007"",""stationary_endpoint__v4__test__008"",""stationary_endpoint__v4__test__009"",""stationary_endpoint__v4__test__010"",""stationary_endpoint__v4__test__011"",""stationary_endpoint__v4__test__012"",""stationary_endpoint__v4__test__013"",""stationary_endpoint__v4__test__014"",""stationary_endpoint__v4__test__015"",""stationary_endpoint__v4__test__016"",""stationary_endpoint__v4__test__017"",""stationary_endpoint__v4__test__018"",""stationary_endpoint__v4__test__019"",""stop_and_go__v4__test__000"",""stop_and_go__v4__test__001"",""stop_and_go__v4__test__002"",""stop_and_go__v4__test__003"",""stop_and_go__v4__test__004"",""stop_and_go__v4__test__005"",""stop_and_go__v4__test__006"",""stop_and_go__v4__test__007"",""stop_and_go__v4__test__008"",""stop_and_go__v4__test__009"",""stop_and_go__v4__test__010"",""stop_and_go__v4__test__011"",""stop_and_go__v4__test__012"",""stop_and_go__v4__test__013"",""stop_and_go__v4__test__014"",""stop_and_go__v4__test__015"",""stop_and_go__v4__test__016"",""stop_and_go__v4__test__017"",""stop_and_go__v4__test__018"",""stop_and_go__v4__test__019""]",,"for each resample draw n indices independently and uniformly with replacement from integers [0,n)",linear,"[0.025,0.975]",whole_trajectory
S4,True,10000,2026072305,numpy.random.Generator(numpy.random.PCG64(seed)),2.0.2,trajectory_id_lexicographic_ascending,"[""boundary_grazing__v4__test__000"",""boundary_grazing__v4__test__001"",""boundary_grazing__v4__test__002"",""boundary_grazing__v4__test__003"",""boundary_grazing__v4__test__004"",""boundary_grazing__v4__test__005"",""boundary_grazing__v4__test__006"",""boundary_grazing__v4__test__007"",""boundary_grazing__v4__test__008"",""boundary_grazing__v4__test__009"",""boundary_grazing__v4__test__010"",""boundary_grazing__v4__test__011"",""boundary_grazing__v4__test__012"",""boundary_grazing__v4__test__013"",""boundary_grazing__v4__test__014"",""boundary_grazing__v4__test__015"",""boundary_grazing__v4__test__016"",""boundary_grazing__v4__test__017"",""boundary_grazing__v4__test__018"",""boundary_grazing__v4__test__019"",""oscillatory__v4__test__000"",""oscillatory__v4__test__001"",""oscillatory__v4__test__002"",""oscillatory__v4__test__003"",""oscillatory__v4__test__004"",""oscillatory__v4__test__005"",""oscillatory__v4__test__006"",""oscillatory__v4__test__007"",""oscillatory__v4__test__008"",""oscillatory__v4__test__009"",""oscillatory__v4__test__010"",""oscillatory__v4__test__011"",""oscillatory__v4__test__012"",""oscillatory__v4__test__013"",""oscillatory__v4__test__014"",""oscillatory__v4__test__015"",""oscillatory__v4__test__016"",""oscillatory__v4__test__017"",""oscillatory__v4__test__018"",""oscillatory__v4__test__019"",""piecewise_constant_jerk__v4__test__000"",""piecewise_constant_jerk__v4__test__001"",""piecewise_constant_jerk__v4__test__002"",""piecewise_constant_jerk__v4__test__003"",""piecewise_constant_jerk__v4__test__004"",""piecewise_constant_jerk__v4__test__005"",""piecewise_constant_jerk__v4__test__006"",""piecewise_constant_jerk__v4__test__007"",""piecewise_constant_jerk__v4__test__008"",""piecewise_constant_jerk__v4__test__009"",""piecewise_constant_jerk__v4__test__010"",""piecewise_constant_jerk__v4__test__011"",""piecewise_constant_jerk__v4__test__012"",""piecewise_constant_jerk__v4__test__013"",""piecewise_constant_jerk__v4__test__014"",""piecewise_constant_jerk__v4__test__015"",""piecewise_constant_jerk__v4__test__016"",""piecewise_constant_jerk__v4__test__017"",""piecewise_constant_jerk__v4__test__018"",""piecewise_constant_jerk__v4__test__019"",""rapid_reversal__v4__test__000"",""rapid_reversal__v4__test__001"",""rapid_reversal__v4__test__002"",""rapid_reversal__v4__test__003"",""rapid_reversal__v4__test__004"",""rapid_reversal__v4__test__005"",""rapid_reversal__v4__test__006"",""rapid_reversal__v4__test__007"",""rapid_reversal__v4__test__008"",""rapid_reversal__v4__test__009"",""rapid_reversal__v4__test__010"",""rapid_reversal__v4__test__011"",""rapid_reversal__v4__test__012"",""rapid_reversal__v4__test__013"",""rapid_reversal__v4__test__014"",""rapid_reversal__v4__test__015"",""rapid_reversal__v4__test__016"",""rapid_reversal__v4__test__017"",""rapid_reversal__v4__test__018"",""rapid_reversal__v4__test__019"",""stationary_endpoint__v4__test__000"",""stationary_endpoint__v4__test__001"",""stationary_endpoint__v4__test__002"",""stationary_endpoint__v4__test__003"",""stationary_endpoint__v4__test__004"",""stationary_endpoint__v4__test__005"",""stationary_endpoint__v4__test__006"",""stationary_endpoint__v4__test__007"",""stationary_endpoint__v4__test__008"",""stationary_endpoint__v4__test__009"",""stationary_endpoint__v4__test__010"",""stationary_endpoint__v4__test__011"",""stationary_endpoint__v4__test__012"",""stationary_endpoint__v4__test__013"",""stationary_endpoint__v4__test__014"",""stationary_endpoint__v4__test__015"",""stationary_endpoint__v4__test__016"",""stationary_endpoint__v4__test__017"",""stationary_endpoint__v4__test__018"",""stationary_endpoint__v4__test__019"",""stop_and_go__v4__test__000"",""stop_and_go__v4__test__001"",""stop_and_go__v4__test__002"",""stop_and_go__v4__test__003"",""stop_and_go__v4__test__004"",""stop_and_go__v4__test__005"",""stop_and_go__v4__test__006"",""stop_and_go__v4__test__007"",""stop_and_go__v4__test__008"",""stop_and_go__v4__test__009"",""stop_and_go__v4__test__010"",""stop_and_go__v4__test__011"",""stop_and_go__v4__test__012"",""stop_and_go__v4__test__013"",""stop_and_go__v4__test__014"",""stop_and_go__v4__test__015"",""stop_and_go__v4__test__016"",""stop_and_go__v4__test__017"",""stop_and_go__v4__test__018"",""stop_and_go__v4__test__019""]",,"for each resample draw n indices independently and uniformly with replacement from integers [0,n)",linear,"[0.025,0.975]",whole_trajectory
S5,False,10000,2026072306,numpy.random.Generator(numpy.random.PCG64(seed)),2.0.2,trajectory_id_lexicographic_ascending,"[""boundary_grazing__v4__test__000"",""boundary_grazing__v4__test__001"",""boundary_grazing__v4__test__002"",""boundary_grazing__v4__test__003"",""boundary_grazing__v4__test__004"",""boundary_grazing__v4__test__005"",""boundary_grazing__v4__test__006"",""boundary_grazing__v4__test__007"",""boundary_grazing__v4__test__008"",""boundary_grazing__v4__test__009"",""boundary_grazing__v4__test__010"",""boundary_grazing__v4__test__011"",""boundary_grazing__v4__test__012"",""boundary_grazing__v4__test__013"",""boundary_grazing__v4__test__014"",""boundary_grazing__v4__test__015"",""boundary_grazing__v4__test__016"",""boundary_grazing__v4__test__017"",""boundary_grazing__v4__test__018"",""boundary_grazing__v4__test__019"",""oscillatory__v4__test__000"",""oscillatory__v4__test__001"",""oscillatory__v4__test__002"",""oscillatory__v4__test__003"",""oscillatory__v4__test__004"",""oscillatory__v4__test__005"",""oscillatory__v4__test__006"",""oscillatory__v4__test__007"",""oscillatory__v4__test__008"",""oscillatory__v4__test__009"",""oscillatory__v4__test__010"",""oscillatory__v4__test__011"",""oscillatory__v4__test__012"",""oscillatory__v4__test__013"",""oscillatory__v4__test__014"",""oscillatory__v4__test__015"",""oscillatory__v4__test__016"",""oscillatory__v4__test__017"",""oscillatory__v4__test__018"",""oscillatory__v4__test__019"",""piecewise_constant_jerk__v4__test__000"",""piecewise_constant_jerk__v4__test__001"",""piecewise_constant_jerk__v4__test__002"",""piecewise_constant_jerk__v4__test__003"",""piecewise_constant_jerk__v4__test__004"",""piecewise_constant_jerk__v4__test__005"",""piecewise_constant_jerk__v4__test__006"",""piecewise_constant_jerk__v4__test__007"",""piecewise_constant_jerk__v4__test__008"",""piecewise_constant_jerk__v4__test__009"",""piecewise_constant_jerk__v4__test__010"",""piecewise_constant_jerk__v4__test__011"",""piecewise_constant_jerk__v4__test__012"",""piecewise_constant_jerk__v4__test__013"",""piecewise_constant_jerk__v4__test__014"",""piecewise_constant_jerk__v4__test__015"",""piecewise_constant_jerk__v4__test__016"",""piecewise_constant_jerk__v4__test__017"",""piecewise_constant_jerk__v4__test__018"",""piecewise_constant_jerk__v4__test__019"",""rapid_reversal__v4__test__000"",""rapid_reversal__v4__test__001"",""rapid_reversal__v4__test__002"",""rapid_reversal__v4__test__003"",""rapid_reversal__v4__test__004"",""rapid_reversal__v4__test__005"",""rapid_reversal__v4__test__006"",""rapid_reversal__v4__test__007"",""rapid_reversal__v4__test__008"",""rapid_reversal__v4__test__009"",""rapid_reversal__v4__test__010"",""rapid_reversal__v4__test__011"",""rapid_reversal__v4__test__012"",""rapid_reversal__v4__test__013"",""rapid_reversal__v4__test__014"",""rapid_reversal__v4__test__015"",""rapid_reversal__v4__test__016"",""rapid_reversal__v4__test__017"",""rapid_reversal__v4__test__018"",""rapid_reversal__v4__test__019"",""stationary_endpoint__v4__test__000"",""stationary_endpoint__v4__test__001"",""stationary_endpoint__v4__test__002"",""stationary_endpoint__v4__test__003"",""stationary_endpoint__v4__test__004"",""stationary_endpoint__v4__test__005"",""stationary_endpoint__v4__test__006"",""stationary_endpoint__v4__test__007"",""stationary_endpoint__v4__test__008"",""stationary_endpoint__v4__test__009"",""stationary_endpoint__v4__test__010"",""stationary_endpoint__v4__test__011"",""stationary_endpoint__v4__test__012"",""stationary_endpoint__v4__test__013"",""stationary_endpoint__v4__test__014"",""stationary_endpoint__v4__test__015"",""stationary_endpoint__v4__test__016"",""stationary_endpoint__v4__test__017"",""stationary_endpoint__v4__test__018"",""stationary_endpoint__v4__test__019"",""stop_and_go__v4__test__000"",""stop_and_go__v4__test__001"",""stop_and_go__v4__test__002"",""stop_and_go__v4__test__003"",""stop_and_go__v4__test__004"",""stop_and_go__v4__test__005"",""stop_and_go__v4__test__006"",""stop_and_go__v4__test__007"",""stop_and_go__v4__test__008"",""stop_and_go__v4__test__009"",""stop_and_go__v4__test__010"",""stop_and_go__v4__test__011"",""stop_and_go__v4__test__012"",""stop_and_go__v4__test__013"",""stop_and_go__v4__test__014"",""stop_and_go__v4__test__015"",""stop_and_go__v4__test__016"",""stop_and_go__v4__test__017"",""stop_and_go__v4__test__018"",""stop_and_go__v4__test__019""]",,"for each resample draw n indices independently and uniformly with replacement from integers [0,n)",linear,"[0.025,0.975]",whole_trajectory
