plant,method,position_rmse
servo_b16_z0.7_d20,measured,0.136941796406199
servo_b16_z0.7_d20,measured,0.14676952603834023
servo_b16_z0.7_d20,measured,0.44016201072804917
servo_b16_z0.7_d20,measured,0.458799169469782
servo_b16_z0.7_d20,measured,0.9345481469381007
servo_b16_z0.7_d20,measured,0.9819493400818405
servo_b16_z0.7_d20,measured,1.1558419783597467
servo_b16_z0.7_d20,measured,1.6513714794374652
servo_b16_z0.7_d20,measured,2.1094549601888093
servo_b16_z0.7_d20,measured,2.577972716875245
servo_b16_z0.7_d20,measured,3.763166313875367
servo_b16_z0.7_d20,measured,5.056055797008964
servo_b16_z0.7_d20,previous_command,0.00344375806597098
servo_b16_z0.7_d20,previous_command,0.00397963144829311
servo_b16_z0.7_d20,previous_command,0.004758312096634312
servo_b16_z0.7_d20,previous_command,0.006279683836068951
servo_b16_z0.7_d20,previous_command,0.009209405809166843
servo_b16_z0.7_d20,previous_command,0.009379545685981618
servo_b16_z0.7_d20,previous_command,0.010074127145548775
servo_b16_z0.7_d20,previous_command,0.011779521743928587
servo_b16_z0.7_d20,previous_command,0.012920059999173072
servo_b16_z0.7_d20,previous_command,0.013819250178342245
servo_b16_z0.7_d20,previous_command,0.014715048318867734
servo_b16_z0.7_d20,previous_command,0.015163429303634145
servo_b16_z0.7_d20,previous_command,0.01739787849068923
servo_b16_z0.7_d20,previous_command,0.02598529638581813
servo_b16_z0.7_d20,previous_command,0.028247794686705695
servo_b16_z0.7_d20,previous_command,0.028518145664608124
servo_b16_z0.7_d20,previous_command,0.037957472160335626
servo_b16_z0.7_d20,previous_command,0.04170200568538225
servo_b16_z0.7_d20,previous_command,0.0475809904809548
servo_b16_z0.7_d20,previous_command,0.04819111279799466
servo_b16_z0.7_d20,previous_command,0.057164963748579226
servo_b16_z0.7_d20,previous_command,0.05911370773365388
servo_b16_z0.7_d20,previous_command,0.10461444121537479
servo_b16_z0.7_d20,previous_command,0.11222948621256362
servo_b16_z1_d0,hybrid,0.0053683914578365605
servo_b16_z1_d0,hybrid,0.007368506541160688
servo_b16_z1_d0,hybrid,0.009588220862528744
