run_id,dataset_id,session_id,trajectory_id,split,seed,scenario_id,method_id,n_samples,n_joints,output_field,chirp_metadata_kind,chirp_start_hz,chirp_end_hz,chirp_duration_s,chirp_observed_truth_duration_s,frequency_band_index,frequency_band_count,frequency_low_hz,frequency_high_hz,frequency_center_hz,window_start_time_s,window_end_time_s,window_duration_s,window_truth_sample_denominator,evaluated_sample_count,evaluated_sample_fraction,evaluated_start_time_s,evaluated_end_time_s,evaluated_time_coverage_fraction,projection_weight_denominator_s,trajectory_sample_count_denominator,truth_aligned_sample_count,future_tail_excluded_sample_count,joint_index,joint_id,reference_projection_magnitude,reference_projection_normalized,gain,phase_rad,phase_delay_s,group_delay_s,local_delay_samples,local_delay_s,local_delay_aligned_rmse,local_delay_overlap_count,local_delay_overlap_denominator,local_delay_overlap_fraction,local_delay_candidate_count,max_local_lag_s,minimum_lag_overlap_fraction
paper-evidence-v3-locked-test::deployed_p_only,synthetic-feasible-v3,synthetic,oscillatory__v3__test__000,test,3028318613495693642,clean,deployed_p_only,375,1,command_p,linear_chirp,0.2606824396084501,1.237962077868985,3.742402242758711,3.74,0,6,0.2606824396084501,0.42356237931853924,0.3421224094634947,0.0,0.6237337071264517,0.6237337071264517,63,62,0.9841269841269841,0.01,0.62,0.9940139404303594,0.3050000000000001,375,374,1,0,joint_0,0.00014059641326534783,0.2122297206178479,1.0738151412865713,-0.09978300639926892,0.04641893739120415,-1.289689650740773,5,0.04999999999999999,0.0047891748574808695,57,62,0.9193548387096774,11,0.05,0.5
paper-evidence-v3-locked-test::deployed_p_only,synthetic-feasible-v3,synthetic,oscillatory__v3__test__000,test,3028318613495693642,clean,deployed_p_only,375,1,command_p,linear_chirp,0.2606824396084501,1.237962077868985,3.742402242758711,3.74,1,6,0.42356237931853924,0.5864423190286284,0.5050023491735838,0.6237337071264517,1.2474674142529036,0.6237337071264519,62,62,1.0,0.63,1.24,0.9940139404303591,0.30500000000000005,375,374,1,0,joint_0,0.0009423230224640148,0.33288764336631155,0.3150228025600545,-0.15369471682708502,0.04843794083368045,1.3950471947133205,5,0.050000000000000044,0.021935127571986984,57,62,0.9193548387096774,11,0.05,0.5
paper-evidence-v3-locked-test::deployed_p_only,synthetic-feasible-v3,synthetic,oscillatory__v3__test__000,test,3028318613495693642,clean,deployed_p_only,375,1,command_p,linear_chirp,0.2606824396084501,1.237962077868985,3.742402242758711,3.74,2,6,0.5864423190286284,0.7493222587387176,0.6678822888836731,1.2474674142529036,1.8712011213793556,0.6237337071264519,63,63,1.0,1.25,1.87,1.0,0.31,375,374,1,0,joint_0,0.0008092458813155768,0.38838307633068847,2.884647622012849,-2.9551791198135584,0.7042129615780292,1.292412852996295,5,0.050000000000000044,0.03944367838831489,58,63,0.9206349206349206,11,0.05,0.5
paper-evidence-v3-locked-test::deployed_p_only,synthetic-feasible-v3,synthetic,oscillatory__v3__test__000,test,3028318613495693642,clean,deployed_p_only,375,1,command_p,linear_chirp,0.2606824396084501,1.237962077868985,3.742402242758711,3.74,3,6,0.7493222587387176,0.9122021984488067,0.8307622285937621,1.8712011213793556,2.494934828505807,0.6237337071264513,62,62,1.0,1.8800000000000001,2.4899999999999998,0.9940139404303595,0.3049999999999999,375,374,1,0,joint_0,0.0007247675283505879,0.36567288254866165,7.232904438550259,-2.7990178652892093,0.5362274712673997,0.04722053089912359,5,0.04999999999999982,0.055558160572244754,57,62,0.9193548387096774,11,0.05,0.5
paper-evidence-v3-locked-test::deployed_p_only,synthetic-feasible-v3,synthetic,oscillatory__v3__test__000,test,3028318613495693642,clean,deployed_p_only,375,1,command_p,linear_chirp,0.2606824396084501,1.237962077868985,3.742402242758711,3.74,4,6,0.9122021984488067,1.075082138158896,0.9936421683038513,2.494934828505807,3.1186685356322594,0.6237337071264526,62,62,1.0,2.5,3.11,0.9940139404303578,0.305,375,374,1,0,joint_0,0.0019141345761439486,0.5261727487912008,2.7186266278492424,-3.0518305599323456,0.4888217656072849,0.46234236084490665,5,0.04999999999999982,0.0879535220708797,57,62,0.9193548387096774,11,0.05,0.5
paper-evidence-v3-locked-test::deployed_p_only,synthetic-feasible-v3,synthetic,oscillatory__v3__test__000,test,3028318613495693642,clean,deployed_p_only,375,1,command_p,linear_chirp,0.2606824396084501,1.237962077868985,3.742402242758711,3.74,5,6,1.075082138158896,1.237962077868985,1.1565221080139405,3.1186685356322594,3.7424022427587107,0.6237337071264513,63,63,1.0,3.1199999999999997,3.7399999999999998,1.0,0.31,375,374,1,0,joint_0,0.003426841462181297,0.6270537407526952,0.4264235015954819,-3.745344688658524,0.5154161054531218,0.8929651360426716,-5,-0.04999999999999982,0.07306469176891153,58,63,0.9206349206349206,11,0.05,0.5
paper-evidence-v3-locked-test::deployed_p_only,synthetic-feasible-v3,synthetic,oscillatory__v3__test__003,test,8307138079948390478,clean,deployed_p_only,391,1,command_p,linear_chirp,0.28229618020039354,1.9761210369123376,3.90188521291582,3.9,0,6,0.28229618020039354,0.5646003229857175,0.42344825159305555,0.0,0.6503142021526366,0.6503142021526366,66,65,0.9848484848484849,0.01,0.65,0.9995168456238592,0.32000000000000006,391,390,1,0,joint_0,0.0002805985199306203,0.21636907457494978,1.7067955372283714,-0.2195402468776353,0.08251519605226709,-0.41678745590561894,5,0.04999999999999999,0.00992605626390426,60,65,0.9230769230769231,11,0.05,0.5
paper-evidence-v3-locked-test::deployed_p_only,synthetic-feasible-v3,synthetic,oscillatory__v3__test__003,test,8307138079948390478,clean,deployed_p_only,391,1,command_p,linear_chirp,0.28229618020039354,1.9761210369123376,3.90188521291582,3.9,1,6,0.5646003229857175,0.8469044657710416,0.7057523943783796,0.6503142021526366,1.3006284043052734,0.6503142021526368,65,65,1.0,0.66,1.3,0.9995168456238589,0.32,391,390,1,0,joint_0,0.0030617169059266413,0.4559265576167148,0.8345635702242068,-0.17358668202567107,0.03914570991096727,0.36497286383676814,5,0.050000000000000044,0.050076398727198386,60,65,0.9230769230769231,11,0.05,0.5
paper-evidence-v3-locked-test::deployed_p_only,synthetic-feasible-v3,synthetic,oscillatory__v3__test__003,test,8307138079948390478,clean,deployed_p_only,391,1,command_p,linear_chirp,0.28229618020039354,1.9761210369123376,3.90188521291582,3.9,2,6,0.8469044657710416,1.1292086085563655,0.9880565371637036,1.3006284043052734,1.9509426064579098,0.6503142021526365,65,65,1.0,1.31,1.95,0.9995168456238592,0.31999999999999995,391,390,1,0,joint_0,0.003805121755294622,0.5339282666897226,0.3429275421665141,-1.5142955270306695,0.2439208783747434,-0.2851278996278926,5,0.050000000000000044,0.11685583778703139,60,65,0.9230769230769231,11,0.05,0.5
paper-evidence-v3-locked-test::deployed_p_only,synthetic-feasible-v3,synthetic,oscillatory__v3__test__003,test,8307138079948390478,clean,deployed_p_only,391,1,command_p,linear_chirp,0.28229618020039354,1.9761210369123376,3.90188521291582,3.9,3,6,1.1292086085563655,1.4115127513416896,1.2703606799490275,1.9509426064579098,2.6012568086105468,0.6503142021526369,65,65,1.0,1.96,2.5999999999999996,0.9995168456238582,0.31999999999999984,391,390,1,0,joint_0,0.0055032966534253585,0.6077595559923703,0.6498173917605168,0.8379155148260591,-0.10497679767867858,0.15433987142624073,-5,-0.04999999999999982,0.09921102345542536,60,65,0.9230769230769231,11,0.05,0.5
