method,jerk_semantic,max_abs_jerk
deployed_p_only,internal_profile,0.4145372965117115
deployed_p_only,internal_profile,0.5155452686746087
deployed_p_only,internal_profile,0.5427958422653935
deployed_p_only,internal_profile,0.5707030727600682
deployed_p_only,internal_profile,0.6097079290842837
deployed_p_only,internal_profile,0.8746718509385509
deployed_p_only,internal_profile,0.9408744168835809
deployed_p_only,internal_profile,1.0146064649543498
deployed_p_only,internal_profile,1.1636442772941145
deployed_p_only,internal_profile,1.3845804865662181
deployed_p_only,internal_profile,1.3923334830880552
deployed_p_only,internal_profile,1.400625703998748
deployed_p_only,internal_profile,1.421182515912144
deployed_p_only,internal_profile,1.5134104321698587
deployed_p_only,internal_profile,1.5288058084714373
deployed_p_only,internal_profile,1.5530485247977182
deployed_p_only,internal_profile,1.7787387583294016
deployed_p_only,internal_profile,1.8540201139343704
deployed_p_only,internal_profile,1.9193445568965999
deployed_p_only,internal_profile,1.9262046367522936
deployed_p_only,internal_profile,1.9308471174874124
deployed_p_only,internal_profile,10.597736267835263
deployed_p_only,internal_profile,11.271684519171641
deployed_p_only,internal_profile,11.694812017213314
deployed_p_only,internal_profile,11.85260110545319
deployed_p_only,internal_profile,12.165199887393783
deployed_p_only,internal_profile,12.463476642524865
deployed_p_only,internal_profile,12.929549092548212
deployed_p_only,internal_profile,1244.1361326965061
deployed_p_only,internal_profile,13.010682842336394
deployed_p_only,internal_profile,13.443947482494593
deployed_p_only,internal_profile,1357.5659926234741
deployed_p_only,internal_profile,14.308626524024243
deployed_p_only,internal_profile,1452.0120938012785
deployed_p_only,internal_profile,15.380031381229925
deployed_p_only,internal_profile,1503.5356721588762
deployed_p_only,internal_profile,1590.4562105678704
deployed_p_only,internal_profile,16.196404333439418
deployed_p_only,internal_profile,18.06241573251462
deployed_p_only,internal_profile,18.510214814083515
deployed_p_only,internal_profile,18.907814909535308
deployed_p_only,internal_profile,19.398085696273032
deployed_p_only,internal_profile,19.593081620514937
deployed_p_only,internal_profile,19.882369345465627
deployed_p_only,internal_profile,2.409790257668257
deployed_p_only,internal_profile,2.4158257664038008
deployed_p_only,internal_profile,2.624887110649668
deployed_p_only,internal_profile,20.233681367342143
deployed_p_only,internal_profile,23.278803946922864
deployed_p_only,internal_profile,24.962700890517723
deployed_p_only,internal_profile,25.137592106381984
deployed_p_only,internal_profile,25.317761917622924
deployed_p_only,internal_profile,25.399409323996917
deployed_p_only,internal_profile,26.62779662985903
deployed_p_only,internal_profile,26.991098297492755
deployed_p_only,internal_profile,261.1647091534171
deployed_p_only,internal_profile,27.61294152415856
deployed_p_only,internal_profile,274.4708429550262
deployed_p_only,internal_profile,28.419788984637663
deployed_p_only,internal_profile,29.95372771046137
deployed_p_only,internal_profile,3.057096044882607
deployed_p_only,internal_profile,3.1098264129361435
deployed_p_only,internal_profile,3.2398340516254778
deployed_p_only,internal_profile,3.246996521251331
deployed_p_only,internal_profile,3.3333703195561366
deployed_p_only,internal_profile,3.337262792324764
deployed_p_only,internal_profile,3.3683297621299864
deployed_p_only,internal_profile,3.383332281310787
deployed_p_only,internal_profile,3.4339624728078446
deployed_p_only,internal_profile,3.4402692342928956
deployed_p_only,internal_profile,3.5580584169910314
deployed_p_only,internal_profile,3.853214791254575
deployed_p_only,internal_profile,3.9888382495960233
deployed_p_only,internal_profile,304.0032582945205
deployed_p_only,internal_profile,32.06249719894173
deployed_p_only,internal_profile,32.96094006858367
deployed_p_only,internal_profile,33.6008592329026
deployed_p_only,internal_profile,33.794836981507224
deployed_p_only,internal_profile,335.47720741839566
deployed_p_only,internal_profile,35.23058715120417
deployed_p_only,internal_profile,4.261607805969374
deployed_p_only,internal_profile,4.315169717288639
deployed_p_only,internal_profile,4.568620865497137
deployed_p_only,internal_profile,4.803590861570863
deployed_p_only,internal_profile,4.848656160201056
deployed_p_only,internal_profile,4.94449942051119
deployed_p_only,internal_profile,4.978975113136464
deployed_p_only,internal_profile,418.95378618971426
deployed_p_only,internal_profile,467.45110537481014
deployed_p_only,internal_profile,5.1210318558717
deployed_p_only,internal_profile,5.41025210584742
deployed_p_only,internal_profile,5.560916991630843
deployed_p_only,internal_profile,5.641473289202955
deployed_p_only,internal_profile,5.7298670849164335
deployed_p_only,internal_profile,5.9748681096457315
deployed_p_only,internal_profile,543.2119003516835
deployed_p_only,internal_profile,6.235501542652962
deployed_p_only,internal_profile,6.2933669766550056
deployed_p_only,internal_profile,6.338441854216745
deployed_p_only,internal_profile,6.391011494461106
deployed_p_only,internal_profile,6.436390202856681
deployed_p_only,internal_profile,659.2389611424638
deployed_p_only,internal_profile,7.338494646802061
deployed_p_only,internal_profile,7.412283582066562
deployed_p_only,internal_profile,7.5108867669359425
deployed_p_only,internal_profile,7.871899427012772
deployed_p_only,internal_profile,7.974844513959313
deployed_p_only,internal_profile,8.255591384082527
deployed_p_only,internal_profile,8.259638967512192
deployed_p_only,internal_profile,895.2476680336318
deployed_p_only,internal_profile,9.00792774496151
deployed_p_only,internal_profile,9.54868786645307
deployed_p_only,internal_profile,9.810279470372281
deployed_p_only,internal_profile,9.854810781097704
deployed_p_only,internal_profile,9.888648567774837
deployed_p_only,internal_profile,909.890590223135
deployed_p_only,internal_profile,922.1445336796747
deployed_p_only,internal_profile,925.6896817565325
deployed_p_only,internal_profile,964.969865566891
deployed_p_only,internal_profile,978.8275971791594
deployed_p_only,sampled_output,0.4145372965117115
deployed_p_only,sampled_output,0.5155452686746088
deployed_p_only,sampled_output,0.5427958422653935
deployed_p_only,sampled_output,0.5707030727600683
deployed_p_only,sampled_output,0.6097079290842841
deployed_p_only,sampled_output,0.8746718509385509
deployed_p_only,sampled_output,0.940874416883581
deployed_p_only,sampled_output,1.0146064649543498
deployed_p_only,sampled_output,1.1636442772941125
deployed_p_only,sampled_output,1.3845804865662181
deployed_p_only,sampled_output,1.3923334830880552
deployed_p_only,sampled_output,1.400625703998748
deployed_p_only,sampled_output,1.421182515912144
deployed_p_only,sampled_output,1.5134104321698594
deployed_p_only,sampled_output,1.5288058084714367
deployed_p_only,sampled_output,1.5530485247977184
deployed_p_only,sampled_output,1.7787387583294012
deployed_p_only,sampled_output,1.8540201139343708
deployed_p_only,sampled_output,1.9193445568966003
deployed_p_only,sampled_output,1.9262046367522936
deployed_p_only,sampled_output,1.9308471174874127
deployed_p_only,sampled_output,10.597736267835266
deployed_p_only,sampled_output,11.271684519171638
deployed_p_only,sampled_output,11.694812017213314
deployed_p_only,sampled_output,11.85260110545319
deployed_p_only,sampled_output,12.165199887393785
deployed_p_only,sampled_output,12.463476642524867
deployed_p_only,sampled_output,12.92954909254822
deployed_p_only,sampled_output,1244.1361326965061
deployed_p_only,sampled_output,13.010682842336395
deployed_p_only,sampled_output,13.4439474824946
deployed_p_only,sampled_output,1357.5659926234741
deployed_p_only,sampled_output,14.308626524024248
deployed_p_only,sampled_output,1452.0120938012785
deployed_p_only,sampled_output,15.38003138122992
deployed_p_only,sampled_output,1503.5356721588762
deployed_p_only,sampled_output,1590.4562105678704
deployed_p_only,sampled_output,16.196404333439407
deployed_p_only,sampled_output,18.06241573251462
deployed_p_only,sampled_output,18.510214814083515
deployed_p_only,sampled_output,18.907814909535325
deployed_p_only,sampled_output,19.398085696273032
deployed_p_only,sampled_output,19.593081620514933
deployed_p_only,sampled_output,19.882369345465623
deployed_p_only,sampled_output,2.4097902576682566
deployed_p_only,sampled_output,2.4158257664038008
deployed_p_only,sampled_output,2.624887110649668
deployed_p_only,sampled_output,20.233681367342143
deployed_p_only,sampled_output,23.278803946922864
deployed_p_only,sampled_output,24.96270089051773
deployed_p_only,sampled_output,25.137592106381984
deployed_p_only,sampled_output,25.31776191762294
deployed_p_only,sampled_output,25.399409323996917
deployed_p_only,sampled_output,26.627796629859013
deployed_p_only,sampled_output,26.991098297492776
deployed_p_only,sampled_output,261.1647091534171
deployed_p_only,sampled_output,27.61294152415856
deployed_p_only,sampled_output,274.4708429550262
deployed_p_only,sampled_output,28.419788984637663
deployed_p_only,sampled_output,29.95372771046137
deployed_p_only,sampled_output,3.057096044882607
deployed_p_only,sampled_output,3.1098264129361426
deployed_p_only,sampled_output,3.2398340516254787
deployed_p_only,sampled_output,3.246996521251333
deployed_p_only,sampled_output,3.3333703195561366
deployed_p_only,sampled_output,3.337262792324764
deployed_p_only,sampled_output,3.368329762129986
deployed_p_only,sampled_output,3.383332281310788
deployed_p_only,sampled_output,3.43396247280785
deployed_p_only,sampled_output,3.4402692342928947
deployed_p_only,sampled_output,3.558058416991028
deployed_p_only,sampled_output,3.853214791254575
deployed_p_only,sampled_output,3.988838249596023
deployed_p_only,sampled_output,304.0032582945205
deployed_p_only,sampled_output,32.06249719894174
