method,total_compute_us
deployed_p_only,853.458
deployed_p_only,853.458
deployed_p_only,853.5
deployed_p_only,853.5
deployed_p_only,853.5
deployed_p_only,853.5
deployed_p_only,853.5
deployed_p_only,853.5
deployed_p_only,853.542
deployed_p_only,853.542
deployed_p_only,853.583
deployed_p_only,853.625
deployed_p_only,853.625
deployed_p_only,853.625
deployed_p_only,853.625
deployed_p_only,853.625
deployed_p_only,853.625
deployed_p_only,853.667
deployed_p_only,853.667
deployed_p_only,853.709
deployed_p_only,853.709
deployed_p_only,853.709
deployed_p_only,853.75
deployed_p_only,853.75
deployed_p_only,853.75
deployed_p_only,853.75
deployed_p_only,853.75
deployed_p_only,853.75
deployed_p_only,853.75
deployed_p_only,853.791
deployed_p_only,853.792
deployed_p_only,853.792
deployed_p_only,853.792
deployed_p_only,853.792
deployed_p_only,853.792
deployed_p_only,853.792
deployed_p_only,853.833
deployed_p_only,853.833
deployed_p_only,853.834
deployed_p_only,853.875
deployed_p_only,853.875
deployed_p_only,853.875
deployed_p_only,853.916
deployed_p_only,853.917
deployed_p_only,853.917
deployed_p_only,853.917
deployed_p_only,853.917
deployed_p_only,853.917
deployed_p_only,853.958
deployed_p_only,853.958
deployed_p_only,853.959
deployed_p_only,853.959
deployed_p_only,854.0
deployed_p_only,854.0
deployed_p_only,854.0
deployed_p_only,854.0
deployed_p_only,854.041
deployed_p_only,854.041
deployed_p_only,854.042
deployed_p_only,854.042
deployed_p_only,854.042
deployed_p_only,854.042
deployed_p_only,854.083
deployed_p_only,854.084
deployed_p_only,854.125
deployed_p_only,854.167
deployed_p_only,854.167
deployed_p_only,854.167
deployed_p_only,854.208
deployed_p_only,854.209
deployed_p_only,854.209
deployed_p_only,854.25
deployed_p_only,854.25
deployed_p_only,854.25
deployed_p_only,854.291
deployed_p_only,854.292
deployed_p_only,854.292
deployed_p_only,854.333
deployed_p_only,854.333
deployed_p_only,854.333
deployed_p_only,854.334
deployed_p_only,854.375
deployed_p_only,854.375
deployed_p_only,854.417
deployed_p_only,854.417
deployed_p_only,854.458
deployed_p_only,854.459
deployed_p_only,854.541
deployed_p_only,854.542
deployed_p_only,854.542
deployed_p_only,854.542
deployed_p_only,854.542
deployed_p_only,854.542
deployed_p_only,854.542
deployed_p_only,854.542
deployed_p_only,854.542
deployed_p_only,854.542
deployed_p_only,854.542
deployed_p_only,854.583
deployed_p_only,854.584
deployed_p_only,854.584
deployed_p_only,854.625
deployed_p_only,854.625
deployed_p_only,854.625
deployed_p_only,854.625
deployed_p_only,854.666
deployed_p_only,854.667
deployed_p_only,854.708
deployed_p_only,854.708
deployed_p_only,854.708
deployed_p_only,854.708
deployed_p_only,854.75
deployed_p_only,854.791
deployed_p_only,854.792
deployed_p_only,854.792
deployed_p_only,854.792
deployed_p_only,854.792
deployed_p_only,854.833
deployed_p_only,854.834
deployed_p_only,854.834
deployed_p_only,854.875
deployed_p_only,854.875
deployed_p_only,854.875
deployed_p_only,854.875
deployed_p_only,854.916
deployed_p_only,854.916
deployed_p_only,854.917
deployed_p_only,854.958
deployed_p_only,854.958
deployed_p_only,854.958
deployed_p_only,854.958
deployed_p_only,855.0
deployed_p_only,855.0
deployed_p_only,855.0
deployed_p_only,855.0
deployed_p_only,855.041
deployed_p_only,855.042
deployed_p_only,855.042
deployed_p_only,855.083
deployed_p_only,855.083
deployed_p_only,855.084
deployed_p_only,855.125
deployed_p_only,855.125
deployed_p_only,855.125
deployed_p_only,855.125
deployed_p_only,855.166
deployed_p_only,855.167
deployed_p_only,855.167
deployed_p_only,855.167
deployed_p_only,855.208
deployed_p_only,855.25
deployed_p_only,855.25
deployed_p_only,855.25
deployed_p_only,855.291
deployed_p_only,855.292
deployed_p_only,855.292
deployed_p_only,855.292
deployed_p_only,855.333
deployed_p_only,855.334
deployed_p_only,855.334
deployed_p_only,855.334
deployed_p_only,855.375
deployed_p_only,855.375
deployed_p_only,855.417
deployed_p_only,855.458
deployed_p_only,855.458
deployed_p_only,855.5
deployed_p_only,855.5
deployed_p_only,855.5
deployed_p_only,855.5
deployed_p_only,855.541
deployed_p_only,855.541
deployed_p_only,855.542
deployed_p_only,855.542
deployed_p_only,855.583
deployed_p_only,855.583
deployed_p_only,855.625
deployed_p_only,855.625
deployed_p_only,855.625
deployed_p_only,855.625
deployed_p_only,855.625
deployed_p_only,855.667
deployed_p_only,855.667
deployed_p_only,855.667
deployed_p_only,855.667
deployed_p_only,855.667
deployed_p_only,855.667
deployed_p_only,855.708
deployed_p_only,855.708
deployed_p_only,855.708
deployed_p_only,855.709
deployed_p_only,855.709
deployed_p_only,855.709
deployed_p_only,855.75
deployed_p_only,855.75
deployed_p_only,855.75
deployed_p_only,855.75
deployed_p_only,855.75
deployed_p_only,855.75
deployed_p_only,855.792
deployed_p_only,855.792
deployed_p_only,855.792
deployed_p_only,855.792
deployed_p_only,855.792
deployed_p_only,855.792
deployed_p_only,855.833
deployed_p_only,855.833
deployed_p_only,855.834
deployed_p_only,855.834
deployed_p_only,855.834
deployed_p_only,855.834
deployed_p_only,855.834
deployed_p_only,855.834
deployed_p_only,855.875
deployed_p_only,855.917
deployed_p_only,855.917
deployed_p_only,855.917
deployed_p_only,855.958
deployed_p_only,855.958
deployed_p_only,855.958
deployed_p_only,855.958
deployed_p_only,855.958
deployed_p_only,855.958
deployed_p_only,855.958
deployed_p_only,855.959
deployed_p_only,856.0
deployed_p_only,856.0
deployed_p_only,856.0
deployed_p_only,856.041
deployed_p_only,856.041
deployed_p_only,856.041
deployed_p_only,856.042
deployed_p_only,856.083
deployed_p_only,856.084
deployed_p_only,856.125
deployed_p_only,856.125
deployed_p_only,856.125
deployed_p_only,856.125
deployed_p_only,856.125
deployed_p_only,856.125
deployed_p_only,856.125
deployed_p_only,856.166
deployed_p_only,856.166
deployed_p_only,856.208
deployed_p_only,856.208
deployed_p_only,856.208
deployed_p_only,856.209
deployed_p_only,856.25
deployed_p_only,856.25
deployed_p_only,856.25
deployed_p_only,856.25
deployed_p_only,856.291
deployed_p_only,856.291
deployed_p_only,856.292
deployed_p_only,856.333
deployed_p_only,856.333
deployed_p_only,856.334
deployed_p_only,856.375
deployed_p_only,856.375
deployed_p_only,856.375
deployed_p_only,856.375
deployed_p_only,856.416
deployed_p_only,856.417
deployed_p_only,856.417
deployed_p_only,856.417
deployed_p_only,856.417
deployed_p_only,856.458
deployed_p_only,856.458
deployed_p_only,856.5
deployed_p_only,856.5
deployed_p_only,856.5
deployed_p_only,856.5
deployed_p_only,856.541
deployed_p_only,856.542
deployed_p_only,856.542
deployed_p_only,856.542
deployed_p_only,856.583
deployed_p_only,856.583
deployed_p_only,856.584
deployed_p_only,856.625
deployed_p_only,856.625
deployed_p_only,856.625
deployed_p_only,856.625
deployed_p_only,856.667
deployed_p_only,856.667
deployed_p_only,856.708
deployed_p_only,856.708
deployed_p_only,856.708
deployed_p_only,856.708
deployed_p_only,856.708
deployed_p_only,856.709
deployed_p_only,856.709
deployed_p_only,856.75
deployed_p_only,856.75
deployed_p_only,856.75
deployed_p_only,856.75
deployed_p_only,856.791
deployed_p_only,856.791
deployed_p_only,856.792
deployed_p_only,856.792
deployed_p_only,856.792
deployed_p_only,856.792
deployed_p_only,856.833
deployed_p_only,856.833
deployed_p_only,856.833
deployed_p_only,856.833
deployed_p_only,856.834
deployed_p_only,856.875
deployed_p_only,856.875
deployed_p_only,856.875
deployed_p_only,856.916
deployed_p_only,856.917
deployed_p_only,856.917
deployed_p_only,856.917
deployed_p_only,856.958
deployed_p_only,856.958
deployed_p_only,857.0
deployed_p_only,857.0
deployed_p_only,857.0
deployed_p_only,857.0
deployed_p_only,857.041
deployed_p_only,857.041
deployed_p_only,857.041
deployed_p_only,857.041
deployed_p_only,857.042
deployed_p_only,857.042
deployed_p_only,857.042
deployed_p_only,857.083
deployed_p_only,857.083
deployed_p_only,857.083
deployed_p_only,857.083
deployed_p_only,857.083
deployed_p_only,857.125
deployed_p_only,857.125
deployed_p_only,857.166
deployed_p_only,857.166
deployed_p_only,857.167
deployed_p_only,857.167
deployed_p_only,857.208
deployed_p_only,857.208
deployed_p_only,857.208
deployed_p_only,857.208
deployed_p_only,857.209
deployed_p_only,857.25
deployed_p_only,857.25
deployed_p_only,857.291
deployed_p_only,857.291
deployed_p_only,857.291
deployed_p_only,857.292
deployed_p_only,857.292
deployed_p_only,857.292
deployed_p_only,857.333
deployed_p_only,857.333
deployed_p_only,857.333
deployed_p_only,857.333
deployed_p_only,857.333
deployed_p_only,857.375
deployed_p_only,857.375
deployed_p_only,857.375
deployed_p_only,857.416
deployed_p_only,857.417
deployed_p_only,857.417
deployed_p_only,857.417
deployed_p_only,857.458
deployed_p_only,857.459
deployed_p_only,857.459
deployed_p_only,857.459
deployed_p_only,857.459
deployed_p_only,857.459
deployed_p_only,857.5
deployed_p_only,857.5
deployed_p_only,857.5
deployed_p_only,857.5
deployed_p_only,857.5
deployed_p_only,857.542
deployed_p_only,857.542
deployed_p_only,857.542
deployed_p_only,857.542
deployed_p_only,857.542
deployed_p_only,857.542
deployed_p_only,857.583
deployed_p_only,857.584
deployed_p_only,857.584
deployed_p_only,857.625
deployed_p_only,857.625
deployed_p_only,857.625
deployed_p_only,857.625
deployed_p_only,857.625
deployed_p_only,857.625
deployed_p_only,857.666
deployed_p_only,857.666
deployed_p_only,857.667
deployed_p_only,857.667
deployed_p_only,857.708
deployed_p_only,857.708
deployed_p_only,857.709
deployed_p_only,857.75
deployed_p_only,857.75
deployed_p_only,857.75
deployed_p_only,857.75
deployed_p_only,857.75
deployed_p_only,857.75
deployed_p_only,857.75
deployed_p_only,857.791
deployed_p_only,857.791
deployed_p_only,857.792
deployed_p_only,857.792
deployed_p_only,857.792
deployed_p_only,857.792
deployed_p_only,857.833
deployed_p_only,857.833
deployed_p_only,857.833
deployed_p_only,857.834
deployed_p_only,857.834
deployed_p_only,857.834
deployed_p_only,857.875
deployed_p_only,857.875
deployed_p_only,857.875
deployed_p_only,857.875
deployed_p_only,857.875
deployed_p_only,857.916
deployed_p_only,857.916
deployed_p_only,857.917
deployed_p_only,857.917
deployed_p_only,857.917
deployed_p_only,857.917
deployed_p_only,857.958
deployed_p_only,857.958
deployed_p_only,857.959
deployed_p_only,858.0
deployed_p_only,858.0
deployed_p_only,858.041
deployed_p_only,858.042
deployed_p_only,858.042
deployed_p_only,858.042
deployed_p_only,858.042
deployed_p_only,858.042
deployed_p_only,858.083
deployed_p_only,858.083
deployed_p_only,858.084
deployed_p_only,858.084
deployed_p_only,858.125
deployed_p_only,858.125
deployed_p_only,858.125
deployed_p_only,858.166
deployed_p_only,858.166
deployed_p_only,858.166
deployed_p_only,858.167
deployed_p_only,858.167
deployed_p_only,858.167
deployed_p_only,858.167
deployed_p_only,858.167
deployed_p_only,858.208
deployed_p_only,858.208
deployed_p_only,858.208
deployed_p_only,858.209
deployed_p_only,858.209
deployed_p_only,858.25
deployed_p_only,858.25
deployed_p_only,858.25
deployed_p_only,858.25
deployed_p_only,858.291
deployed_p_only,858.291
deployed_p_only,858.291
deployed_p_only,858.292
deployed_p_only,858.292
deployed_p_only,858.292
deployed_p_only,858.292
deployed_p_only,858.333
deployed_p_only,858.333
deployed_p_only,858.333
deployed_p_only,858.334
deployed_p_only,858.375
deployed_p_only,858.375
deployed_p_only,858.416
deployed_p_only,858.416
deployed_p_only,858.417
deployed_p_only,858.417
deployed_p_only,858.417
deployed_p_only,858.417
deployed_p_only,858.417
deployed_p_only,858.417
deployed_p_only,858.458
deployed_p_only,858.458
deployed_p_only,858.458
deployed_p_only,858.459
deployed_p_only,858.459
deployed_p_only,858.459
deployed_p_only,858.459
deployed_p_only,858.5
deployed_p_only,858.5
deployed_p_only,858.5
deployed_p_only,858.5
deployed_p_only,858.541
deployed_p_only,858.542
deployed_p_only,858.542
deployed_p_only,858.542
deployed_p_only,858.542
deployed_p_only,858.542
deployed_p_only,858.583
deployed_p_only,858.583
deployed_p_only,858.583
deployed_p_only,858.583
deployed_p_only,858.584
deployed_p_only,858.584
deployed_p_only,858.584
deployed_p_only,858.625
deployed_p_only,858.625
deployed_p_only,858.625
deployed_p_only,858.625
deployed_p_only,858.625
deployed_p_only,858.625
deployed_p_only,858.625
deployed_p_only,858.667
deployed_p_only,858.667
deployed_p_only,858.708
deployed_p_only,858.708
deployed_p_only,858.709
deployed_p_only,858.75
deployed_p_only,858.75
deployed_p_only,858.75
deployed_p_only,858.75
deployed_p_only,858.791
deployed_p_only,858.792
deployed_p_only,858.792
deployed_p_only,858.833
deployed_p_only,858.833
deployed_p_only,858.833
deployed_p_only,858.833
deployed_p_only,858.833
deployed_p_only,858.834
deployed_p_only,858.834
deployed_p_only,858.875
deployed_p_only,858.875
deployed_p_only,858.875
deployed_p_only,858.875
deployed_p_only,858.916
deployed_p_only,858.916
deployed_p_only,858.916
deployed_p_only,858.916
deployed_p_only,858.917
deployed_p_only,858.917
deployed_p_only,858.917
deployed_p_only,858.917
deployed_p_only,858.917
deployed_p_only,858.958
deployed_p_only,858.958
deployed_p_only,858.958
deployed_p_only,858.959
deployed_p_only,858.959
deployed_p_only,859.0
deployed_p_only,859.0
deployed_p_only,859.0
deployed_p_only,859.042
deployed_p_only,859.042
deployed_p_only,859.083
deployed_p_only,859.083
deployed_p_only,859.084
deployed_p_only,859.084
deployed_p_only,859.125
deployed_p_only,859.125
deployed_p_only,859.125
deployed_p_only,859.166
deployed_p_only,859.166
deployed_p_only,859.167
deployed_p_only,859.167
deployed_p_only,859.167
deployed_p_only,859.209
deployed_p_only,859.25
deployed_p_only,859.25
deployed_p_only,859.291
deployed_p_only,859.292
deployed_p_only,859.333
deployed_p_only,859.334
deployed_p_only,859.334
deployed_p_only,859.375
deployed_p_only,859.375
deployed_p_only,859.375
deployed_p_only,859.375
deployed_p_only,859.375
deployed_p_only,859.375
deployed_p_only,859.416
deployed_p_only,859.416
deployed_p_only,859.416
deployed_p_only,859.417
deployed_p_only,859.417
deployed_p_only,859.417
deployed_p_only,859.417
deployed_p_only,859.417
deployed_p_only,859.417
deployed_p_only,859.458
deployed_p_only,859.459
deployed_p_only,859.459
deployed_p_only,859.5
deployed_p_only,859.541
deployed_p_only,859.541
deployed_p_only,859.542
deployed_p_only,859.542
deployed_p_only,859.583
deployed_p_only,859.583
deployed_p_only,859.583
deployed_p_only,859.583
deployed_p_only,859.583
deployed_p_only,859.584
deployed_p_only,859.584
deployed_p_only,859.584
deployed_p_only,859.625
deployed_p_only,859.625
deployed_p_only,859.625
deployed_p_only,859.625
deployed_p_only,859.666
deployed_p_only,859.667
deployed_p_only,859.667
deployed_p_only,859.708
deployed_p_only,859.708
deployed_p_only,859.708
deployed_p_only,859.708
deployed_p_only,859.709
deployed_p_only,859.75
deployed_p_only,859.75
deployed_p_only,859.75
deployed_p_only,859.75
deployed_p_only,859.75
deployed_p_only,859.792
deployed_p_only,859.833
deployed_p_only,859.833
deployed_p_only,859.834
deployed_p_only,859.834
deployed_p_only,859.875
deployed_p_only,859.875
deployed_p_only,859.916
deployed_p_only,859.916
deployed_p_only,859.917
deployed_p_only,859.917
deployed_p_only,859.917
deployed_p_only,859.917
deployed_p_only,859.917
deployed_p_only,859.917
deployed_p_only,859.917
deployed_p_only,859.917
deployed_p_only,859.958
deployed_p_only,859.958
deployed_p_only,859.959
deployed_p_only,860.0
deployed_p_only,860.0
deployed_p_only,860.0
deployed_p_only,860.0
deployed_p_only,860.0
deployed_p_only,860.042
deployed_p_only,860.042
deployed_p_only,860.042
deployed_p_only,860.083
deployed_p_only,860.083
deployed_p_only,860.083
deployed_p_only,860.125
deployed_p_only,860.125
deployed_p_only,860.167
deployed_p_only,860.167
deployed_p_only,860.208
deployed_p_only,860.208
deployed_p_only,860.208
deployed_p_only,860.25
deployed_p_only,860.25
deployed_p_only,860.25
deployed_p_only,860.25
deployed_p_only,860.25
deployed_p_only,860.25
deployed_p_only,860.292
deployed_p_only,860.292
deployed_p_only,860.292
deployed_p_only,860.333
deployed_p_only,860.333
deployed_p_only,860.333
deployed_p_only,860.333
deployed_p_only,860.333
deployed_p_only,860.333
deployed_p_only,860.375
deployed_p_only,860.375
deployed_p_only,860.375
deployed_p_only,860.375
deployed_p_only,860.416
deployed_p_only,860.416
deployed_p_only,860.417
deployed_p_only,860.417
deployed_p_only,860.417
deployed_p_only,860.458
deployed_p_only,860.458
deployed_p_only,860.458
deployed_p_only,860.458
deployed_p_only,860.458
deployed_p_only,860.459
deployed_p_only,860.5
deployed_p_only,860.5
deployed_p_only,860.5
deployed_p_only,860.5
deployed_p_only,860.542
deployed_p_only,860.542
deployed_p_only,860.542
deployed_p_only,860.542
deployed_p_only,860.542
deployed_p_only,860.583
deployed_p_only,860.583
deployed_p_only,860.583
deployed_p_only,860.584
deployed_p_only,860.584
deployed_p_only,860.584
deployed_p_only,860.625
deployed_p_only,860.625
deployed_p_only,860.625
deployed_p_only,860.666
deployed_p_only,860.667
deployed_p_only,860.667
deployed_p_only,860.667
deployed_p_only,860.667
deployed_p_only,860.667
deployed_p_only,860.667
deployed_p_only,860.708
deployed_p_only,860.708
deployed_p_only,860.708
deployed_p_only,860.708
deployed_p_only,860.708
deployed_p_only,860.709
deployed_p_only,860.75
deployed_p_only,860.75
deployed_p_only,860.75
deployed_p_only,860.791
deployed_p_only,860.792
deployed_p_only,860.792
deployed_p_only,860.792
deployed_p_only,860.792
deployed_p_only,860.792
deployed_p_only,860.833
deployed_p_only,860.833
deployed_p_only,860.833
deployed_p_only,860.833
deployed_p_only,860.834
deployed_p_only,860.875
deployed_p_only,860.875
deployed_p_only,860.875
deployed_p_only,860.916
deployed_p_only,860.916
deployed_p_only,860.917
deployed_p_only,860.917
deployed_p_only,860.917
deployed_p_only,860.917
deployed_p_only,860.958
deployed_p_only,860.958
deployed_p_only,860.958
deployed_p_only,860.958
deployed_p_only,860.959
deployed_p_only,860.959
deployed_p_only,861.0
deployed_p_only,861.0
deployed_p_only,861.0
deployed_p_only,861.0
deployed_p_only,861.041
deployed_p_only,861.042
deployed_p_only,861.083
deployed_p_only,861.083
deployed_p_only,861.083
deployed_p_only,861.084
deployed_p_only,861.125
deployed_p_only,861.125
deployed_p_only,861.125
deployed_p_only,861.125
deployed_p_only,861.167
deployed_p_only,861.167
deployed_p_only,861.208
deployed_p_only,861.208
deployed_p_only,861.209
deployed_p_only,861.25
deployed_p_only,861.25
deployed_p_only,861.292
deployed_p_only,861.292
deployed_p_only,861.292
deployed_p_only,861.292
deployed_p_only,861.292
deployed_p_only,861.292
deployed_p_only,861.333
deployed_p_only,861.333
deployed_p_only,861.334
deployed_p_only,861.375
deployed_p_only,861.375
deployed_p_only,861.375
deployed_p_only,861.375
deployed_p_only,861.375
deployed_p_only,861.417
deployed_p_only,861.458
deployed_p_only,861.458
deployed_p_only,861.458
deployed_p_only,861.458
deployed_p_only,861.458
deployed_p_only,861.5
deployed_p_only,861.5
deployed_p_only,861.541
deployed_p_only,861.541
deployed_p_only,861.542
deployed_p_only,861.542
deployed_p_only,861.542
deployed_p_only,861.583
deployed_p_only,861.584
deployed_p_only,861.584
deployed_p_only,861.667
deployed_p_only,861.708
deployed_p_only,861.75
deployed_p_only,861.75
deployed_p_only,861.791
deployed_p_only,861.792
deployed_p_only,861.792
deployed_p_only,861.833
deployed_p_only,861.834
deployed_p_only,861.875
deployed_p_only,861.875
deployed_p_only,861.875
deployed_p_only,861.916
deployed_p_only,861.916
deployed_p_only,861.916
deployed_p_only,861.916
deployed_p_only,861.916
deployed_p_only,861.917
deployed_p_only,861.917
deployed_p_only,861.917
deployed_p_only,861.958
deployed_p_only,861.958
deployed_p_only,861.958
deployed_p_only,861.958
deployed_p_only,861.958
deployed_p_only,861.958
deployed_p_only,861.959
deployed_p_only,862.0
deployed_p_only,862.0
deployed_p_only,862.0
deployed_p_only,862.0
deployed_p_only,862.0
deployed_p_only,862.083
deployed_p_only,862.083
deployed_p_only,862.083
deployed_p_only,862.083
deployed_p_only,862.084
deployed_p_only,862.125
deployed_p_only,862.125
deployed_p_only,862.125
deployed_p_only,862.125
deployed_p_only,862.125
deployed_p_only,862.167
deployed_p_only,862.167
deployed_p_only,862.208
deployed_p_only,862.208
deployed_p_only,862.208
deployed_p_only,862.209
deployed_p_only,862.25
deployed_p_only,862.291
deployed_p_only,862.291
deployed_p_only,862.291
deployed_p_only,862.333
deployed_p_only,862.333
deployed_p_only,862.334
deployed_p_only,862.334
deployed_p_only,862.334
deployed_p_only,862.375
deployed_p_only,862.375
deployed_p_only,862.416
deployed_p_only,862.417
deployed_p_only,862.417
deployed_p_only,862.417
deployed_p_only,862.417
deployed_p_only,862.417
deployed_p_only,862.417
deployed_p_only,862.417
deployed_p_only,862.458
deployed_p_only,862.459
deployed_p_only,862.459
deployed_p_only,862.459
deployed_p_only,862.5
deployed_p_only,862.5
deployed_p_only,862.5
deployed_p_only,862.5
deployed_p_only,862.5
deployed_p_only,862.5
deployed_p_only,862.542
deployed_p_only,862.583
deployed_p_only,862.625
deployed_p_only,862.625
deployed_p_only,862.667
deployed_p_only,862.667
deployed_p_only,862.667
deployed_p_only,862.708
deployed_p_only,862.708
deployed_p_only,862.75
deployed_p_only,862.75
deployed_p_only,862.75
deployed_p_only,862.792
deployed_p_only,862.833
deployed_p_only,862.833
deployed_p_only,862.834
deployed_p_only,862.875
deployed_p_only,862.916
deployed_p_only,862.917
deployed_p_only,862.917
deployed_p_only,862.958
deployed_p_only,862.958
deployed_p_only,862.959
deployed_p_only,863.0
deployed_p_only,863.0
deployed_p_only,863.0
deployed_p_only,863.0
deployed_p_only,863.042
deployed_p_only,863.042
