method,position_rmse
deployed_p_only,0.005262864299398478
deployed_p_only,0.006657754905315633
deployed_p_only,0.00687444352791656
deployed_p_only,0.007437287368170016
deployed_p_only,0.00767080027123857
deployed_p_only,0.007887882215789304
deployed_p_only,0.00938902019895968
deployed_p_only,0.010867295521384358
deployed_p_only,0.012346915321003404
deployed_p_only,0.013005639076809902
deployed_p_only,0.013544331616424415
deployed_p_only,0.015945685375407866
deployed_p_only,0.01628159096809469
deployed_p_only,0.01695462328415964
deployed_p_only,0.018255426026422487
deployed_p_only,0.01841391143699929
deployed_p_only,0.018505906332782856
deployed_p_only,0.018625486454263648
deployed_p_only,0.019268710082102413
deployed_p_only,0.01942135896229238
deployed_p_only,0.019483890456657074
deployed_p_only,0.019756320489516126
deployed_p_only,0.019881932839179165
deployed_p_only,0.0208094112917152
deployed_p_only,0.02168409150526973
deployed_p_only,0.021695701893331452
deployed_p_only,0.023424576414942607
deployed_p_only,0.02409927134211514
deployed_p_only,0.02516583743792642
deployed_p_only,0.02549587261816378
deployed_p_only,0.02604949639950757
deployed_p_only,0.026070262280218307
deployed_p_only,0.026085289654143314
deployed_p_only,0.026343088664200213
deployed_p_only,0.0268250035998522
deployed_p_only,0.031300495761052635
deployed_p_only,0.03179166732586428
deployed_p_only,0.03347713457597613
deployed_p_only,0.03407458956964762
deployed_p_only,0.03425502284824733
deployed_p_only,0.0400343059823825
deployed_p_only,0.04105772079579099
deployed_p_only,0.04140720033745096
deployed_p_only,0.045092362298713114
deployed_p_only,0.04589464952879192
deployed_p_only,0.045978988125347675
deployed_p_only,0.04985828537231145
deployed_p_only,0.05254837598518232
deployed_p_only,0.05479184503722235
deployed_p_only,0.055282971696206135
deployed_p_only,0.055548154832484216
deployed_p_only,0.0560656698667582
deployed_p_only,0.05781903755892835
deployed_p_only,0.061877958256000676
deployed_p_only,0.06383419105629647
deployed_p_only,0.0640118940319621
deployed_p_only,0.06891839461671348
deployed_p_only,0.06898721773543601
deployed_p_only,0.07148460866357122
deployed_p_only,0.07971053209867161
deployed_p_only,0.08031781277827786
deployed_p_only,0.08431807524606215
deployed_p_only,0.08526645043626739
deployed_p_only,0.10488226697433596
deployed_p_only,0.11005813264965757
deployed_p_only,0.11861388740855246
deployed_p_only,0.12038293002878098
deployed_p_only,0.12839343724345892
deployed_p_only,0.1349240291411982
deployed_p_only,0.13638210754652513
deployed_p_only,0.13980881689760163
deployed_p_only,0.1418874017630566
deployed_p_only,0.14428100083134973
deployed_p_only,0.14430494202110306
deployed_p_only,0.160052911946365
deployed_p_only,0.16414737047500091
deployed_p_only,0.16835464166174074
deployed_p_only,0.17298459988111833
deployed_p_only,0.17456925048677954
deployed_p_only,0.18309731140393903
deployed_p_only,0.18586061680110397
deployed_p_only,0.1871785056896494
deployed_p_only,0.18880005279130108
deployed_p_only,0.20415722935686695
deployed_p_only,0.2056612203071446
deployed_p_only,0.21403064445354084
deployed_p_only,0.21852247655965493
deployed_p_only,0.22023028797055866
deployed_p_only,0.2277049689717236
deployed_p_only,0.2320772993131264
deployed_p_only,0.23455696555823127
deployed_p_only,0.23531628947704084
deployed_p_only,0.23945141124216227
deployed_p_only,0.24717609602119867
deployed_p_only,0.25002878248734145
deployed_p_only,0.25028031034911297
deployed_p_only,0.2589990910094107
deployed_p_only,0.2640126548207031
deployed_p_only,0.2652921077254724
deployed_p_only,0.26630720935611707
deployed_p_only,0.2681370694272239
deployed_p_only,0.27527756873543174
deployed_p_only,0.28166307898809445
deployed_p_only,0.2817747947629756
deployed_p_only,0.29396488971129936
deployed_p_only,0.2968923951476687
deployed_p_only,0.3007466120413896
deployed_p_only,0.3060620770160245
deployed_p_only,0.30916327724087206
deployed_p_only,0.3162502469768736
deployed_p_only,0.4984475542758205
deployed_p_only,0.5041354541433515
deployed_p_only,0.6513042998523719
deployed_p_only,0.6527359596214373
deployed_p_only,0.6537225932731634
deployed_p_only,0.6861832045520305
deployed_p_only,0.961534959278581
deployed_p_only,1.425295892378611
deployed_p_only,1.4924416713636313
deployed_p_only,1.6516407413358658
jerk_qp_pva_direct,0.001962828489325886
jerk_qp_pva_direct,0.0020862980263850026
jerk_qp_pva_direct,0.002137966645419196
jerk_qp_pva_direct,0.0022324788468952184
jerk_qp_pva_direct,0.0022691841916208997
jerk_qp_pva_direct,0.002397386888304054
jerk_qp_pva_direct,0.0024432766940356756
jerk_qp_pva_direct,0.0029144172201235772
jerk_qp_pva_direct,0.00296303869657807
jerk_qp_pva_direct,0.0033712935409010644
jerk_qp_pva_direct,0.0034988020260085326
jerk_qp_pva_direct,0.003681354974400854
jerk_qp_pva_direct,0.0040560096410015125
jerk_qp_pva_direct,0.004127832560302372
jerk_qp_pva_direct,0.004295297613982646
jerk_qp_pva_direct,0.004335228223287719
jerk_qp_pva_direct,0.004628502107008607
jerk_qp_pva_direct,0.004833860795060695
jerk_qp_pva_direct,0.004906460454027185
jerk_qp_pva_direct,0.004929729344103041
jerk_qp_pva_direct,0.005069061550764742
jerk_qp_pva_direct,0.005083208511588071
jerk_qp_pva_direct,0.0052052320509658415
jerk_qp_pva_direct,0.005206364056154737
jerk_qp_pva_direct,0.005267394419217132
jerk_qp_pva_direct,0.005285355176628839
jerk_qp_pva_direct,0.005297716266360604
jerk_qp_pva_direct,0.0053143660643450346
jerk_qp_pva_direct,0.0053261573177658325
jerk_qp_pva_direct,0.005389842258687529
jerk_qp_pva_direct,0.0054023392539058164
jerk_qp_pva_direct,0.005436199215177741
jerk_qp_pva_direct,0.006012831029436044
jerk_qp_pva_direct,0.006533982025131051
jerk_qp_pva_direct,0.006800136773307809
jerk_qp_pva_direct,0.006886384173820885
jerk_qp_pva_direct,0.007276253525132332
jerk_qp_pva_direct,0.007754698451569506
jerk_qp_pva_direct,0.008087575386413026
jerk_qp_pva_direct,0.008091721722144075
jerk_qp_pva_direct,0.008172176516840981
jerk_qp_pva_direct,0.008308136683301775
jerk_qp_pva_direct,0.008563821945667549
jerk_qp_pva_direct,0.008891307945804687
jerk_qp_pva_direct,0.009114516514234434
jerk_qp_pva_direct,0.009329560082540773
jerk_qp_pva_direct,0.009496789611593988
jerk_qp_pva_direct,0.009528482355060437
jerk_qp_pva_direct,0.010001364582714356
jerk_qp_pva_direct,0.01013536938795473
jerk_qp_pva_direct,0.010345075810413025
jerk_qp_pva_direct,0.010991371284498702
jerk_qp_pva_direct,0.011812442590860589
jerk_qp_pva_direct,0.011991668469633766
jerk_qp_pva_direct,0.012029721426895233
jerk_qp_pva_direct,0.012145675341992
jerk_qp_pva_direct,0.012357813731962276
jerk_qp_pva_direct,0.012472725557742346
jerk_qp_pva_direct,0.012483592248036543
jerk_qp_pva_direct,0.01249410114976199
jerk_qp_pva_direct,0.01277180960001393
jerk_qp_pva_direct,0.012879104136476572
jerk_qp_pva_direct,0.012923266365481039
jerk_qp_pva_direct,0.012945029238560054
jerk_qp_pva_direct,0.012989451615113713
jerk_qp_pva_direct,0.013044130583950712
jerk_qp_pva_direct,0.01309638070734187
jerk_qp_pva_direct,0.013407325860290536
jerk_qp_pva_direct,0.01367299284856902
jerk_qp_pva_direct,0.013741403782190515
jerk_qp_pva_direct,0.014083611678736256
jerk_qp_pva_direct,0.015514540617664222
jerk_qp_pva_direct,0.015638683084828853
jerk_qp_pva_direct,0.015964312213509562
jerk_qp_pva_direct,0.01606585466386111
jerk_qp_pva_direct,0.016284346683268485
jerk_qp_pva_direct,0.017231206309043887
jerk_qp_pva_direct,0.01803308097297108
jerk_qp_pva_direct,0.018149860913342274
jerk_qp_pva_direct,0.018508637804723307
jerk_qp_pva_direct,0.018761763069917503
jerk_qp_pva_direct,0.01876417321279916
jerk_qp_pva_direct,0.019078426680079114
jerk_qp_pva_direct,0.019458544986744257
jerk_qp_pva_direct,0.01956701884040804
jerk_qp_pva_direct,0.019728498705570346
jerk_qp_pva_direct,0.019953583623954996
jerk_qp_pva_direct,0.019979796074323174
jerk_qp_pva_direct,0.02198293269030678
jerk_qp_pva_direct,0.022385634910385633
jerk_qp_pva_direct,0.02241570858095829
jerk_qp_pva_direct,0.023204491647851266
jerk_qp_pva_direct,0.02424812011177442
jerk_qp_pva_direct,0.02429174531338897
jerk_qp_pva_direct,0.024652782719741646
jerk_qp_pva_direct,0.02470851781848275
jerk_qp_pva_direct,0.024722717101226154
jerk_qp_pva_direct,0.02589553758558494
jerk_qp_pva_direct,0.02608815080584222
jerk_qp_pva_direct,0.02652208105145799
jerk_qp_pva_direct,0.027460535712713084
jerk_qp_pva_direct,0.029070457588127038
jerk_qp_pva_direct,0.03860033057944539
jerk_qp_pva_direct,0.041591909079601176
jerk_qp_pva_direct,0.04458012754661173
jerk_qp_pva_direct,0.050593368732219104
jerk_qp_pva_direct,0.07493655250950614
jerk_qp_pva_direct,0.0823872601396857
jerk_qp_pva_direct,0.09785556011194099
jerk_qp_pva_direct,0.09819598122209858
jerk_qp_pva_direct,0.10003010521066182
jerk_qp_pva_direct,0.11817728649701521
jerk_qp_pva_direct,0.1256114404580516
jerk_qp_pva_direct,0.13645909078862786
jerk_qp_pva_direct,0.1679474243401505
jerk_qp_pva_direct,0.17281035584631715
jerk_qp_pva_direct,0.22985078841712836
jerk_qp_pva_direct,0.2856866198011947
jerk_qp_pva_direct,0.42376994969327997
jerk_qp_pva_direct,0.4979224188128079
jerk_qp_pva_ruckig,0.0019628284905966963
jerk_qp_pva_ruckig,0.0020862980263984983
jerk_qp_pva_ruckig,0.0021379666382308165
jerk_qp_pva_ruckig,0.0022324754757464134
jerk_qp_pva_ruckig,0.0022691838956083593
jerk_qp_pva_ruckig,0.002397386829438685
jerk_qp_pva_ruckig,0.0024432766273438543
jerk_qp_pva_ruckig,0.002914417169683727
jerk_qp_pva_ruckig,0.002963038695847344
jerk_qp_pva_ruckig,0.0033712931208477338
jerk_qp_pva_ruckig,0.00349880218944058
jerk_qp_pva_ruckig,0.0036813548733263973
