sample_index,time_s,position_rad,velocity_rad_s,acceleration_rad_s2,jerk_rad_s3
0,0,-0.40499999999999997,0,0,0
1,0.01,-0.40499998958376704,4.1581397731487197e-06,0.0012432698568883693,0.24698792356912877
2,0.02,-0.40499983467311762,3.2932461082102101e-05,0.0049067138927412074,0.48406232362220281
3,0.029999999999999999,-0.4049991697429533,0.00011003175622173331,0.010892012504832385,0.71138532937736254
4,0.040000000000000001,-0.40499739706948379,0.00025818961658398128,0.01910243284615001,0.92911171620584143
5,0.050000000000000003,-0.40499369640423194,0.00049917988974229794,0.029442742638548899,1.1373864497149493
6,0.059999999999999998,-0.40498703449816781,0.00085383115911637697,0.04181910158707567,1.3363426567096885
7,0.070000000000000007,-0.40497617448679735,0.0013420400430602987,0.056138934511141943,1.5260999926691059
8,0.080000000000000002,-0.40495968514885933,0.001982783149881537,0.072310790012299633,1.7067633769132637
9,0.089999999999999997,-0.40493595005273614,0.0027941275620799217,0.090244188217706731,1.8784220681452211
10,0.10000000000000001,-0.40490317660577363,0.0037932397571453173,0.10984946087256926,2.0411490545141522
11,0.11,-0.40485940502248019,0.0049963929037166168,0.13103758680337341,2.1950007337484734
12,0.12,-0.40480251722803084,0.0064189725009227349,0.15372002553594255,2.3400168602423363
13,0.13,-0.40473024571369659,0.0080754803554321571,0.17780855162755188,2.4762207372385112
14,0.14000000000000001,-0.40464018236074417,0.0099795369152570704,0.2032150920597301,2.6036196334311321
15,0.14999999999999999,-0.40452978724905125,0.012143882001809197,0.22985156883717983,2.7222054044107269
16,0.16,-0.40439639746615769,0.014580374002197265,0.25762974874762001,2.8319553003908515
17,0.17000000000000001,-0.40423723593176569,0.017299987602391848,0.28646110205649689,2.9328329425913529
18,0.17999999999999999,-0.4040494202518034,0.020312810158756283,0.31625667173860728,3.0247894515100087
19,0.19,-0.40382997161511774,0.023628036820637612,0.34692695468495904,3.1077647110952484
20,0.20000000000000001,-0.4035758237446655,0.027253964530307411,0.3783817961669288,3.1816887535419789
21,0.20999999999999999,-0.40328383191374617,0.031197985038610418,0.41053029869026125,3.2464832500748861
22,0.22,-0.4029507820363824,0.035466577085281878,0.4432807462280498,3.3020630936644961
23,0.23000000000000001,-0.40257339983942048,0.040065297902092713,0.47654054468396256,3.3483380601462205
24,0.23999999999999999,-0.40214836012229388,0.044998774204825495,0.51021617930409446,3.3852145346877069
25,0.25,-0.40167229610870797,0.05027069284662302,0.54421318962746668,3.4125972909812505
26,0.26000000000000001,-0.4011418088927452,0.055883791310526475,0.57843616244096485,3.4303913109317592
27,0.27000000000000002,-0.40055347698009264,0.061839848223073396,0.61278874308404419,3.4385036329732155
28,0.28000000000000003,-0.3999038659232575,0.068139674073690704,0.64717366533156451,3.4368452174835609
29,0.28999999999999998,-0.3991895380477869,0.074783102326331535,0.6814927999694218,3.4253328180854989
30,0.29999999999999999,-0.39840706226462719,0.081768981110394018,0.7156472220670349,3.4038908479241581
31,0.31,-0.39755302396190184,0.089095165677462076,0.74953729684315062,3.3724532303076877
32,0.32000000000000001,-0.39662403496752074,0.096758511808846231,0.78306278391673589,3.3309652233881075
33,0.33000000000000002,-0.39561674357219867,0.10475487035630848,0.81612295963296111,3.2793852088521556
34,0.34000000000000002,-0.39452784460065393,0.11307908309475989,0.84861675705547002,3.2176864348894929
35,0.35000000000000003,-0.39335408951699236,0.12172498006114803,0.88044292312030425,3.1458587040122916
36,0.35999999999999999,-0.39209229654856559,0.13068537854824205,0.91150019235420487,3.0639099966193153
37,0.37,-0.39073936081093752,0.13995208391559702,0.9416874764705796,2.9718680215321789
38,0.38,-0.38929226441500819,0.14951589237268179,0.97090406907045801,2.8697816850838831
39,0.39000000000000001,-0.38774808653582732,0.15936659588101207,0.99904986459340295,2.7577224707121166
40,0.40000000000000002,-0.38610401342121475,0.16949298931318432,1.0260255905848175,2.6357857214039191
41,0.41000000000000003,-0.38435734831696822,0.17988287999699473,1.0517330522716257,2.5040918177552163
42,0.41999999999999998,-0.38250552128420701,0.19052309976239121,1.0760753883681144,2.3627872448492155
43,0.42999999999999999,-0.38054609888328522,0.20139951959789681,1.0989573369680741,2.2120455416222837
44,0.44,-0.37847679369769199,0.21249706701138799,1.1202855103184808,2.052068126874524
45,0.45000000000000001,-0.37629547367047278,0.22379974617778797,1.1399686772140754,1.8830849965945284
46,0.46000000000000002,-0.37400017122494311,0.23529066094336637,1.157918051701555,1.7053552878030283
47,0.47000000000000003,-0.37158909214083702,0.24695204074299321,1.1740475867368994,1.5191677046773968
48,0.47999999999999998,-0.36906062415653335,0.25876526947293121,1.1882742713998411,1.3248408032965857
49,0.48999999999999999,-0.36641334526765323,0.27071091734761421,1.2005184302358844,1.122723131942841
50,0.5,-0.36364603169210397,0.28276877575442055,1.2107040232686406,0.91319322451040597
51,0.51000000000000001,-0.36075766547158389,0.29491789510576921,1.2187589452039416,0.69665944519997458
52,0.52000000000000002,-0.35774744167963557,0.30713662567299638,1.2246153223321401,0.473559683319285
53,0.53000000000000003,-0.35461477520657481,0.31940266137148965,1.2282098056264721,0.24436089766167512
54,0.54000000000000004,-0.35135930709199409,0.3316930864515184,1.2294838585333605,0.0095585105936444315
55,0.55000000000000004,-0.34798091037607531,0.34398442503417287,1.2283840379551803,-0.23032434735373997
56,0.56000000000000005,-0.34447969544162749,0.35625269341688953,1.2248622669372584,-0.47473774092893306
57,0.57000000000000006,-0.34085601481958966,0.36847345505822993,1.2188760975888426,-0.72310597951422162
58,0.57999999999999996,-0.33711046743172224,0.38062187813700327,1.2103889627923041,-0.97482880960418594
59,0.58999999999999997,-0.33324390224532618,0.39267279556651419,1.1993704152860043,-1.2292827469689667
60,0.59999999999999998,-0.32925742131609215,0.40460076733075312,1.1857963527438335,-1.4858225444192246
61,0.60999999999999999,-0.3251523821965851,0.41638014499578846,1.1696492275185018,-1.7437827904598548
62,0.62,-0.32093039968939957,0.42798513823654882,1.1509182397657638,-2.0024796335049886
63,0.63,-0.31659334692568231,0.43938988320661004,1.1295995127231426,-2.2612126257320879
64,0.64000000000000001,-0.31214335575150609,0.45056851256666891,1.1056962489787341,-2.5192666800796477
65,0.65000000000000002,-0.30758281640647583,0.4614952269760515,1.0792188666334586,-2.775914133344604
66,0.66000000000000003,-0.30291437648095965,0.47214436784101738,1.0501851143331407,-3.0304169078145753
67,0.67000000000000004,-0.29814093914044865,0.48249049110376124,1.018620164224961,-3.2820287633786176
68,0.68000000000000005,-0.29326566060775905,0.49250844184696546,0.9845566819757261,-3.5299976316013346
69,0.69000000000000006,-0.28829194689607957,0.50217342948058619,0.94803487307662759,-3.7735680228206778
70,0.70000000000000007,-0.2832234497882381,0.51146110327022098,0.90910250475065468,-4.0119834969417907
71,0.70999999999999996,-0.27806406206000694,0.52034762796007628,0.86781490287374763,-4.244489188249629
72,0.71999999999999997,-0.27281791194775107,0.52880975923812712,0.82423492341923776,-4.4703343742542012
73,0.72999999999999998,-0.26748935686328512,0.53682491878667282,0.77843289803628624,-4.6887750783139328
74,0.73999999999999999,-0.26208297636138017,0.54437126865811492,0.73048655347679792,-4.899076695558878
75,0.75,-0.25660356436797882,0.55142778471345077,0.68048090469092126,-5.1005166314542292
76,0.76000000000000001,-0.25105612067981076,0.55797432885971909,0.62850812151867819,-5.2923869422098093
77,0.77000000000000002,-0.24544584174874068,0.56399171982244722,0.57466736901357252,-5.4739969661510672
78,0.78000000000000003,-0.23977811076681071,0.56946180219005127,0.5190646215432192,-5.6446759351240612
79,0.79000000000000004,-0.23405848707057073,0.57436751346914339,0.46181245092127687,-5.8037755550096035
80,0.80000000000000004,-0.22829269488587509,0.57869294889278244,0.40302978893405006,-5.9506725444719448
81,0.81000000000000005,-0.2224866114368933,0.58242342372788569,0.34284166473338384,-6.0847711211629774
82,0.82000000000000006,-0.2166462544455878,0.58554553283326571,0.28137891767463752,-6.2055054247454793
83,0.83000000000000007,-0.21077776905037099,0.58804720722608339,0.21877788628395822,-6.3123418662866406
84,0.83999999999999997,-0.20488741417503678,0.58991776742185675,0.1551800741424294,-6.4047813938053944
85,0.84999999999999998,-0.1989815483813723,0.59114797332155533,0.090731793575542286,-6.4823616640335793
86,0.85999999999999999,-0.19306661524107271,0.59173007042869252,0.025583788134200258,-6.5446591107698628
87,0.87,-0.1871491282646989,0.59165783218963619,-0.040109165052009788,-6.5912909005654186
88,0.88,-0.18123565542743755,0.59092659826167293,-0.10618867187800185,-6.6219167668806591
89,0.89000000000000001,-0.17533280333331025,0.58953330852545183,-0.17249315556496914,-6.6362407142902411
90,0.90000000000000002,-0.16944720106125166,0.58747653267147404,-0.23885830732115343,-6.6340125847882661
91,0.91000000000000003,-0.16358548373811124,0.58475649520405082,-0.30511755194495827,-6.6150294787539519
92,0.92000000000000004,-0.15775427588512514,0.58137509572068446,-0.37110252688200873,-6.5791370236793343
93,0.93000000000000005,-0.15196017458575384,0.57733592434007064,-0.43664357318170866,-6.5262304843311689
94,0.94000000000000006,-0.14620973252396358,0.5726442721677355,-0.50157023673848711,-6.4562557086172401
95,0.95000000000000007,-0.14050944094306655,0.56730713670477217,-0.56571177814861695,-6.3692099040513614
96,0.95999999999999996,-0.13486571257608662,0.56133322212206782,-0.62889768946589653,-6.2651422403561634
97,0.96999999999999997,-0.12928486459931479,0.55473293433978521,-0.69095821609788588,-6.1441542744091153
98,0.97999999999999998,-0.12377310166122817,0.54751837086964306,-0.751724882050117,-6.006400194419391
99,0.98999999999999999,-0.11833649903928063,0.5397033053955852,-0.81103101669784505,-5.8520868809202442
100,1,-0.11298098597722846,0.53130316708675651,-0.86871228124436961,-5.6814737828695581
