sample_index,time_s,position_rad,velocity_rad_s,acceleration_rad_s2,jerk_rad_s3
0,0,0.001635742175396747,,,
1,0.01,0.0016357052121149095,,,
2,0.02,0.0016357044200345748,,,
3,0.029999999999999999,0.0016357044029898281,,,
4,0.040000000000000001,0.0016357044026268734,,,
5,0.050000000000000003,0.0016357044026186003,,,
6,0.059999999999999998,0.0016357044026180988,,,
7,0.070000000000000007,0.0016357044026187367,,,
8,0.080000000000000002,0.001635704402618352,,,
9,0.089999999999999997,0.0016357044026187608,,,
10,0.10000000000000001,0.0016357044026189852,,,
11,0.11,0.0016357044026182304,,,
12,0.12,0.0016357044026188679,,,
13,0.13,0.001635704402618091,,,
14,0.14000000000000001,0.0016357044026190149,,,
15,0.14999999999999999,0.0016357044026183072,,,
16,0.16,0.001635704402618941,,,
17,0.17000000000000001,0.001641549031958744,,,
18,0.17999999999999999,0.0016566602171959749,,,
19,0.19,0.0016828460761081129,,,
20,0.20000000000000001,0.0017078930007127743,,,
21,0.20999999999999999,0.0017577503618019668,,,
22,0.22,0.001825980975830265,,,
23,0.23000000000000001,0.0019229791990405885,,,
24,0.23999999999999999,0.0020398629454249331,,,
25,0.25,0.0021852594261401763,,,
26,0.26000000000000001,0.0024464545092710743,,,
27,0.27000000000000002,0.0027706542524353985,,,
28,0.28000000000000003,0.0031692875825922538,,,
29,0.28999999999999998,0.0035936593553763394,,,
30,0.29999999999999999,0.0039426820200161479,,,
31,0.31,0.004361581287282896,,,
32,0.32000000000000001,0.0047335714007180341,,,
33,0.33000000000000002,0.0050928451350744312,,,
34,0.34000000000000002,0.0054965864884650075,,,
35,0.35000000000000003,0.0059540704661921774,,,
36,0.35999999999999999,0.0065421986255415621,,,
37,0.37,0.007246605202167862,,,
38,0.38,0.0081174790456134075,,,
39,0.39000000000000001,0.0093161572620806786,,,
40,0.40000000000000002,0.010550184353248247,,,
41,0.41000000000000003,0.011965475956574764,,,
42,0.41999999999999998,0.013346975075198005,,,
43,0.42999999999999999,0.01517113779469134,,,
44,0.44,0.017269032185092775,,,
45,0.45000000000000001,0.019570425010875924,,,
46,0.46000000000000002,0.022349331251560953,,,
47,0.47000000000000003,0.026130965188258977,,,
48,0.47999999999999998,0.030410671527004308,,,
49,0.48999999999999999,0.036354146451791698,,,
50,0.5,0.042635305272194834,,,
51,0.51000000000000001,0.049769156692173536,,,
52,0.52000000000000002,0.058773490583767907,,,
53,0.53000000000000003,0.067243731932342912,,,
54,0.54000000000000004,0.076782802793048194,,,
55,0.55000000000000004,0.086683727592997306,,,
56,0.56000000000000005,0.094807430239792503,,,
57,0.57000000000000006,0.10599039110440302,,,
58,0.57999999999999996,0.11629985305271494,,,
59,0.58999999999999997,0.12852936145210733,,,
60,0.59999999999999998,0.13893313037867913,,,
61,0.60999999999999999,0.15172299857065144,,,
62,0.62,0.16337485247765221,,,
63,0.63,0.17619974455173582,,,
64,0.64000000000000001,0.18748297302413341,,,
65,0.65000000000000002,0.19866933975081141,,,
66,0.66000000000000003,0.20874433102465642,,,
67,0.67000000000000004,0.21773103335030192,,,
68,0.68000000000000005,0.22489419648123629,,,
