experiment_id,run_id,spec_hash,git_commit,release_tag,release_url,release_state,result_directory,result_archive_sha256,published_at
E06,20260728T105110.685320Z__7aba729401c1,7aba729401c11411bf9eb8a1bc173f682fcdd860971dd351679308aba320e79a,9fe093b3eb7481f7d65473d7007ca241b2e4dae6,exp-e06-20260728t105110-7aba729401c1,https://github.com/TANG617/otg_lab/releases/tag/exp-e06-20260728t105110-7aba729401c1,published,experiments/E06_pv_finite_difference_trajectories/results/20260728T105110.685320Z__7aba729401c1,7928757503c562aca577511a70c2463dd1f801eb644b29bca3e8b2b80a65785f,2026-07-30T07:42:15Z
