experiment_id,run_id,spec_hash,git_commit,release_tag,release_url,release_state,result_directory,result_archive_sha256,published_at
E05,20260728T094251.738900Z__7e74aae4f09e,7e74aae4f09e75f5e451def6448b8427b16ccc14ecdd9e0c970c04d4c82234fc,9fe093b3eb7481f7d65473d7007ca241b2e4dae6,exp-e05-20260728t094251-7e74aae4f09e,https://github.com/TANG617/otg_lab/releases/tag/exp-e05-20260728t094251-7e74aae4f09e,published,experiments/E05_pv_truth_trajectories/results/20260728T094251.738900Z__7e74aae4f09e,4f405a0be7d7065557eb10733c7fe643fc3b96ba889650ee46a6f179d85ee08e,2026-07-30T07:42:04Z
