method,metric,n_trajectories,resamples,seed,confidence_level,mean,mean_ci_low,mean_ci_high,median,median_ci_low,median_ci_high,q25,q75,iqr
estimator_rank_3::ca_kf_s1e-06_q1000::deployed_p_only,position_mae,120,10000,20271730,0.95,0.06260593278009112,0.04515831701254059,0.0826026443272501,0.015145167950818774,0.010143883286846843,0.01816237323690005,0.0026322457607077525,0.08077492174770741,0.07814267598699966
estimator_rank_3::ca_kf_s1e-06_q1000::jerk_qp_pva_direct,position_mae,120,10000,20271731,0.95,0.031227417312197244,0.017469021673466253,0.050669242202476115,0.010886556171026818,0.007551783831466961,0.012254321459230149,0.005274368388499688,0.01999024341991528,0.014715875031415592
estimator_rank_3::ca_kf_s1e-06_q1000::jerk_qp_pva_ruckig,position_mae,120,10000,20271732,0.95,0.034816731315639525,0.017304974400190524,0.05922884961708432,0.01088655617095961,0.0075517821746749,0.012254321455248943,0.005274368332128047,0.01999024341998076,0.014715875087852713
estimator_rank_3::ca_kf_s1e-06_q1000::one_step_governed_pva_direct,position_mae,120,10000,20271733,0.95,0.03103155948983439,0.017279421679473776,0.05100624478247615,0.010816510454029569,0.007551783831466961,0.012405125223699843,0.005223131833708908,0.020009681018325048,0.01478654918461614
estimator_rank_3::ca_kf_s1e-06_q1000::one_step_governed_pva_ruckig,position_mae,120,10000,20271734,0.95,0.03649173371403324,0.017967858851691734,0.0626450255953463,0.01081651045402773,0.0075517821746749,0.01240512552576235,0.005223131532944371,0.020009681018331053,0.014786549485386682
estimator_rank_3::ca_kf_s1e-06_q1000::predicted_p,position_mae,120,10000,20271735,0.95,0.062605932841125,0.04517920540145188,0.08203622988849812,0.015145167867018326,0.010143883089028709,0.01816237324088565,0.0026322456490116856,0.0807749217333369,0.07814267608432522
estimator_rank_3::ca_kf_s1e-06_q1000::raw_predicted_pv,position_mae,120,10000,20271736,0.95,0.01853841861228777,0.008567835988896318,0.03215262855385455,0.0035555186818406435,0.0030183688205535422,0.004668785548871199,0.0012691765517617447,0.012806827126485563,0.011537650574723819
estimator_rank_3::ca_kf_s1e-06_q1000::scalar_projected_pva,position_mae,120,10000,20271737,0.95,0.012585912541871877,0.005838944154108991,0.02432405746122345,0.0034256026062123726,0.002910940169404413,0.0037531974930432306,0.0012683535454875378,0.010949323737443412,0.009680970191955875
jerk_qp_pva_direct,position_mae,120,10000,20271738,0.95,0.04491753772815083,0.023567462849500172,0.07277171971471444,0.01068463592214583,0.0078554736628905,0.01379420437261818,0.0037370330192477677,0.020159759060911178,0.01642272604166341
jerk_qp_pva_ruckig,position_mae,120,10000,20271739,0.95,0.037395206740885235,0.018436484036855338,0.06262334058932288,0.010828300347546284,0.008099304643328718,0.013990697480225283,0.0037370330185668094,0.020207367825387693,0.016470334806820884
one_step_governed_pva_direct,position_mae,120,10000,20271740,0.95,0.031870645921025266,0.017570559522134214,0.05214168694546649,0.010960573233854763,0.007690743142392536,0.013234750952594356,0.0037803850080733916,0.02037233097513641,0.016591945967063017
one_step_governed_pva_ruckig,position_mae,120,10000,20271741,0.95,0.037455669664618926,0.0186601297136116,0.06359444646735121,0.010965204855267599,0.007862528322477259,0.014074006874441582,0.0037803850090984536,0.020374086583584215,0.01659370157448576
predicted_p,position_mae,120,10000,20271742,0.95,0.06260593610896246,0.044591722573319344,0.08168848015102327,0.015145165904247563,0.010017185746232123,0.018013497486200257,0.00263224803364242,0.08077492199993688,0.07814267396629446
raw_predicted_pv,position_mae,120,10000,20271743,0.95,0.018666113535560327,0.008843247717630414,0.03231386981246428,0.0037552158850698465,0.00311226495475216,0.00833635637506619,0.0012672776866011577,0.01291142109067492,0.011644143404073763
scalar_projected_pva,position_mae,120,10000,20271744,0.95,0.012961918247558036,0.006102107136208188,0.024591150714458623,0.003439689314695081,0.003007646741408105,0.003855693050505593,0.0012672126197172092,0.010952131966303163,0.009684919346585955
deployed_p_only,position_p95_abs_error,120,10000,20272721,0.95,0.15348284577252655,0.11362113955256449,0.19711979518933706,0.04718935430061684,0.024741617669777304,0.05840839777410846,0.007304692505423305,0.21909948365023818,0.21179479114481486
estimator_rank_2::local_poly_w7_d3_lag1::deployed_p_only,position_p95_abs_error,120,10000,20272722,0.95,0.15348284577252655,0.11350690745353259,0.19576027093140244,0.04718935430061684,0.02600906618746036,0.05840839777410846,0.007304692505423305,0.21909948365023818,0.21179479114481486
estimator_rank_2::local_poly_w7_d3_lag1::jerk_qp_pva_direct,position_p95_abs_error,120,10000,20272723,0.95,0.11718600017382777,0.06030293589983932,0.1842312748328354,0.02071840845381908,0.01580852444570397,0.028893584076376662,0.010276438232275684,0.037768327757016565,0.02749188952474088
estimator_rank_2::local_poly_w7_d3_lag1::jerk_qp_pva_ruckig,position_p95_abs_error,120,10000,20272724,0.95,0.08009190426861836,0.03563479699381004,0.14411379300941485,0.020583019894358068,0.015211805324065642,0.028093624471749668,0.01027643774687232,0.037720217428558314,0.027443779681685994
estimator_rank_2::local_poly_w7_d3_lag1::one_step_governed_pva_direct,position_p95_abs_error,120,10000,20272725,0.95,0.06110780763484578,0.031639713617956026,0.10413597710570666,0.0205868994065758,0.013287856970959012,0.02718833728024752,0.010053076220941556,0.0371758124303543,0.027122736209412746
estimator_rank_2::local_poly_w7_d3_lag1::one_step_governed_pva_ruckig,position_p95_abs_error,120,10000,20272726,0.95,0.0796124762847533,0.03576700840507723,0.1403895306823045,0.02062858877232769,0.015067759800033826,0.028703284089180048,0.010053076560344702,0.03801705650178609,0.02796397994144139
estimator_rank_2::local_poly_w7_d3_lag1::predicted_p,position_p95_abs_error,120,10000,20272727,0.95,0.15348201270521525,0.11413709252672911,0.19580174733094477,0.047189353079761256,0.025994828475275896,0.058408382209646725,0.007303160208168039,0.21909946574028102,0.21179630553211298
estimator_rank_2::local_poly_w7_d3_lag1::raw_predicted_pv,position_p95_abs_error,120,10000,20272728,0.95,0.06539379581239822,0.033506701202684584,0.10595638302287771,0.010111806293095884,0.00813478106917628,0.020390932446035757,0.00295401917899304,0.037850218923026646,0.03489619974403361
estimator_rank_2::local_poly_w7_d3_lag1::scalar_projected_pva,position_p95_abs_error,120,10000,20272729,0.95,0.04478315824565881,0.022306532131349848,0.07628133090899344,0.008176458139403103,0.006754476130840595,0.01416383533659975,0.0029540191789930396,0.030410211824088856,0.027456192645095814
estimator_rank_3::ca_kf_s1e-06_q1000::deployed_p_only,position_p95_abs_error,120,10000,20272730,0.95,0.15348284577252655,0.11478525315245486,0.1968139665658495,0.04718935430061684,0.02448679161631196,0.05840839777410846,0.007304692505423305,0.21909948365023818,0.21179479114481486
estimator_rank_3::ca_kf_s1e-06_q1000::jerk_qp_pva_direct,position_p95_abs_error,120,10000,20272731,0.95,0.060246701438134084,0.031779313333751766,0.10323125400732659,0.0208323280919277,0.015004218347494526,0.024524014952041245,0.011522010836076036,0.03350473357689521,0.021982722740819173
estimator_rank_3::ca_kf_s1e-06_q1000::jerk_qp_pva_ruckig,position_p95_abs_error,120,10000,20272732,0.95,0.07628395389819406,0.03193258811498527,0.139264975304014,0.02083232812666027,0.016022603579711116,0.02468815940478947,0.011522010855149825,0.033504733515313204,0.02198272266016338
estimator_rank_3::ca_kf_s1e-06_q1000::one_step_governed_pva_direct,position_p95_abs_error,120,10000,20272733,0.95,0.05939278995975748,0.031017067466322153,0.10088595554881158,0.020643516340568137,0.014928728153942259,0.02474494198816126,0.011490143182069533,0.033548054184800835,0.0220579110027313
estimator_rank_3::ca_kf_s1e-06_q1000::one_step_governed_pva_ruckig,position_p95_abs_error,120,10000,20272734,0.95,0.07613375078279623,0.033197802577721786,0.13851143432590185,0.020643516341822286,0.014928728152910447,0.024744941987982338,0.011490143219293479,0.03354805412321053,0.022057910903917052
estimator_rank_3::ca_kf_s1e-06_q1000::predicted_p,position_p95_abs_error,120,10000,20272735,0.95,0.15348284372703488,0.11319836204169259,0.1956861804884468,0.047189354268435915,0.024486790613283467,0.058408397548957026,0.007304691886022733,0.21909948361709222,0.2117947917310695
estimator_rank_3::ca_kf_s1e-06_q1000::raw_predicted_pv,position_p95_abs_error,120,10000,20272736,0.95,0.062082429381342896,0.029861485284905922,0.10259257004831525,0.00817631163371304,0.006758247570295035,0.012451209285514799,0.002954027364640323,0.030504022467595072,0.02754999510295475
estimator_rank_3::ca_kf_s1e-06_q1000::scalar_projected_pva,position_p95_abs_error,120,10000,20272737,0.95,0.036969004029773885,0.015542399604364626,0.06769887764499125,0.008135589558137778,0.006401747040037484,0.00992722523882137,0.002954027364640323,0.020392203534347713,0.01743817616970739
jerk_qp_pva_direct,position_p95_abs_error,120,10000,20272738,0.95,0.08853080830538756,0.04351929690458337,0.14626470692174087,0.020443065313493033,0.013811948289964847,0.027720480071979827,0.010330757343842697,0.03713168955754109,0.026800932213698395
jerk_qp_pva_ruckig,position_p95_abs_error,120,10000,20272739,0.95,0.07859737507547529,0.034172953675700946,0.1427169225596485,0.02051291243416149,0.014535871720892084,0.028954618043434497,0.010454892730273606,0.037445481822049424,0.02699058909177582
one_step_governed_pva_direct,position_p95_abs_error,120,10000,20272740,0.95,0.060784736434541624,0.03131182045041851,0.10380542855466882,0.02051472252297088,0.013248127751638463,0.02757512708824414,0.00963113024561895,0.03706222675620923,0.02743109651059028
one_step_governed_pva_ruckig,position_p95_abs_error,120,10000,20272741,0.95,0.07815616293794582,0.03505398289122188,0.14065959078033646,0.02053897282801005,0.014018313156909198,0.027720480071979834,0.009728738960185801,0.03712593199785905,0.027397193037673254
predicted_p,position_p95_abs_error,120,10000,20272742,0.95,0.153482791167765,0.1129445670159407,0.19695106770537393,0.04718935423433952,0.024022545496676206,0.05840839751427582,0.007304614124706742,0.2190994825158701,0.21179486839116338
raw_predicted_pv,position_p95_abs_error,120,10000,20272743,0.95,0.06252230061778312,0.030913532461086246,0.10240836246193813,0.009880070088603548,0.008134140952896796,0.019589537193866025,0.0029540297027896806,0.03050963677609042,0.02755560707330074
scalar_projected_pva,position_p95_abs_error,120,10000,20272744,0.95,0.038180919795138636,0.015871009002453286,0.07005643544770251,0.008150709066242651,0.006494291973900791,0.010185952701373699,0.00295402970278968,0.020409928748113922,0.01745589904532424
deployed_p_only,total_p99_us,120,10000,20273721,0.95,280.3597579166666,231.69047617708327,347.32113990833346,209.18649000000025,195.11640000000003,216.34287,183.08313749999988,244.33726000000001,61.254122500000136
estimator_rank_2::local_poly_w7_d3_lag1::deployed_p_only,total_p99_us,120,10000,20273722,0.95,175.71737825,172.7262855520833,179.23187026041668,169.32907999999998,168.25029,171.39074999999997,166.466625,177.58274999999995,11.116124999999954
estimator_rank_2::local_poly_w7_d3_lag1::jerk_qp_pva_direct,total_p99_us,120,10000,20273723,0.95,5887.3691782499955,5050.702142879166,7027.710166031244,4490.03112,4360.1026,4678.61548,4066.42793,5347.758575,1281.330645
estimator_rank_2::local_poly_w7_d3_lag1::jerk_qp_pva_ruckig,total_p99_us,120,10000,20273724,0.95,5638.723650916667,4033.9513246874994,8328.41535618125,3475.412910000001,3167.3289199999995,3712.015564999999,3118.97401,4514.0702725,1395.0962625000002
estimator_rank_2::local_poly_w7_d3_lag1::one_step_governed_pva_direct,total_p99_us,120,10000,20273725,0.95,369.8067889166667,366.57695007916664,373.3742244458333,367.67632000000003,361.78100000000006,371.3809500000001,354.3173475,379.2356350000001,24.918287500000133
estimator_rank_2::local_poly_w7_d3_lag1::one_step_governed_pva_ruckig,total_p99_us,120,10000,20273726,0.95,362.72522250000003,352.63274553958325,373.8184566770833,342.65998,337.6942799999999,348.97652,328.16700000000003,357.9755175,29.808517499999994
estimator_rank_2::local_poly_w7_d3_lag1::predicted_p,total_p99_us,120,10000,20273727,0.95,226.50878158333333,221.53848168541663,232.04546306875002,216.93459000000001,214.23654,220.76604,210.38964499999997,228.2457300000001,17.85608500000012
estimator_rank_2::local_poly_w7_d3_lag1::raw_predicted_pv,total_p99_us,120,10000,20273728,0.95,232.17630225,223.64824828749997,242.78299744374996,215.66450000000006,213.51698,221.24352499999998,211.64681,226.8266175,15.17980750000001
estimator_rank_2::local_poly_w7_d3_lag1::scalar_projected_pva,total_p99_us,120,10000,20273729,0.95,310.85723349999995,277.12374498958326,351.25062196874995,253.79795000000001,248.89399999999995,257.66275999999993,246.37769,264.80595,18.428259999999995
estimator_rank_3::ca_kf_s1e-06_q1000::deployed_p_only,total_p99_us,120,10000,20273730,0.95,162.62609625000002,160.55002439583336,165.27151389791663,158.87242999999995,158.18982,159.56307875,156.873305,162.85654500000004,5.983240000000052
estimator_rank_3::ca_kf_s1e-06_q1000::jerk_qp_pva_direct,total_p99_us,120,10000,20273731,0.95,3489.914244083333,3362.6298909062502,3640.36679314375,3303.09275,3284.09662,3320.4839999999995,3254.0816824999997,3382.9901549999986,128.90847249999888
estimator_rank_3::ca_kf_s1e-06_q1000::jerk_qp_pva_ruckig,total_p99_us,120,10000,20273732,0.95,3816.0056819166657,3564.9462638666664,4113.450818991664,3295.947,3243.25,3363.320939999999,3203.1330799999996,3576.2058449999995,373.0727649999999
estimator_rank_3::ca_kf_s1e-06_q1000::one_step_governed_pva_direct,total_p99_us,120,10000,20273733,0.95,482.5226562499999,423.5273020145833,554.7643986145831,361.25184500000006,355.31483000000003,374.5109999999999,342.04832,436.1698424999998,94.1215224999998
estimator_rank_3::ca_kf_s1e-06_q1000::one_step_governed_pva_ruckig,total_p99_us,120,10000,20273734,0.95,388.01109191666666,360.0264578354166,431.29743902291665,350.58225000000016,346.05732499999993,355.28392150000013,336.13401749999997,374.3004974999999,38.16647999999992
estimator_rank_3::ca_kf_s1e-06_q1000::predicted_p,total_p99_us,120,10000,20273735,0.95,201.5408850833333,198.93375397291666,205.10534863333334,196.42552999999998,195.43050000000002,198.62459,194.328255,203.31504999999999,8.986794999999972
estimator_rank_3::ca_kf_s1e-06_q1000::raw_predicted_pv,total_p99_us,120,10000,20273736,0.95,210.56931558333332,200.89402561666665,228.09069359999998,199.70038,198.61654,200.5,196.71819499999998,203.592395,6.87420000000003
estimator_rank_3::ca_kf_s1e-06_q1000::scalar_projected_pva,total_p99_us,120,10000,20273737,0.95,237.99339700000002,235.37866320625002,241.32840184999998,233.206965,231.64523999999994,233.971,230.6528275,239.58422,8.931392499999987
jerk_qp_pva_direct,total_p99_us,120,10000,20273738,0.95,3934.2298763333324,3614.463025366666,4376.090916254165,3290.3967599999996,3256.38604,3352.6844300000007,3224.80785,4209.414769999999,984.6069199999993
jerk_qp_pva_ruckig,total_p99_us,120,10000,20273739,0.95,3814.654699833332,3590.336065958333,4075.9825798979164,3272.1481849999996,3213.199999999999,3441.98603,3176.62496,3799.5309200000006,622.9059600000005
one_step_governed_pva_direct,total_p99_us,120,10000,20273740,0.95,364.8156459166666,359.12926441458336,372.62510564791666,358.88363999999996,352.57195999999993,363.16667974999996,346.89315,372.5096449999998,25.616494999999816
one_step_governed_pva_ruckig,total_p99_us,120,10000,20273741,0.95,348.7900499166666,341.42327478541665,357.4313919583333,338.73752,334.66074000000003,341.72110999999995,326.77090749999996,349.10624999999993,22.335342499999967
predicted_p,total_p99_us,120,10000,20273742,0.95,422.5026525833333,372.32743091458326,477.11324131458326,273.43192000000056,248.42192999999992,302.1060299999999,227.62779750000004,478.82544499999995,251.1976474999999
raw_predicted_pv,total_p99_us,120,10000,20273743,0.95,276.59848758333334,253.04540877499997,307.28151706874996,231.46112999999997,229.77079499999996,239.1172699999996,224.60810250000003,261.646385,37.03828249999998
scalar_projected_pva,total_p99_us,120,10000,20273744,0.95,280.020341,259.58548827083325,306.191151925,257.23218499999996,251.7131,259.85,245.14968249999998,263.1364999999999,17.986817499999916
