experiment_id,run_id,spec_hash,git_commit,release_tag,release_url,release_state,result_directory,result_archive_sha256,published_at
E01,20260730T114507.477286Z__7523214e0517,7523214e051737f262da799f7f9e831fb3d58c91f8f1d6109ec127399fddbe59,d9d445bde58b9dbfa7bbe612187310d50f34a41b,exp-e01-20260730t114507-7523214e0517,https://github.com/TANG617/otg_lab/releases/tag/exp-e01-20260730t114507-7523214e0517,published,experiments/E01_p_only_baseline/results/20260730T114507.477286Z__7523214e0517,a6039572f84808a2cbd772f61105fe460cd4267f3818acf2dabfc2c0a59704db,2026-07-30T11:48:24Z
