experiment_id,run_id,spec_hash,git_commit,release_tag,release_url,release_state,result_directory,result_archive_sha256,published_at
E07,20260728T112847.447448Z__c6c46b1cd251,c6c46b1cd251c0a7ff646de02f3cc93f8608e8bc90634966b91160e687a5cc0a,9fe093b3eb7481f7d65473d7007ca241b2e4dae6,exp-e07-20260728t112847-c6c46b1cd251,https://github.com/TANG617/otg_lab/releases/tag/exp-e07-20260728t112847-c6c46b1cd251,published,experiments/E07_position_only_stop_and_go/results/20260728T112847.447448Z__c6c46b1cd251,137fb5eb6b25ced086341e574a6361275aa551f3eb4955960c91791fc3a5db37,2026-07-30T07:42:28Z
