experiment_id,run_id,spec_hash,git_commit,release_tag,release_url,release_state,result_directory,result_archive_sha256,published_at
A01,analysis-15df5da8172b,15df5da8172b3ca3d10ae6380bd77310850e230cf8817fd8919f044020d9722c,d9d445bde58b9dbfa7bbe612187310d50f34a41b,analysis-a01-15df5da8172b,,unpublished,analyses/A01_E03-E06_pv_pva_comparison/results,a93149c7f3d143f0a9477da82e269336b7ac1c33fe02a91c3d0b60bc9a06b372,
